visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-05,air_c9f6de13be8b8f25,0,0,0,0,0,1,0,-0.8340341532921153,-0.9758821641516684,0.0,-1.252481905157966,-0.6178979980502989,1,29.0,1,1,-1.4349624709314779,-1.4349624709314779
2016-01-06,air_c9f6de13be8b8f25,0,0,0,0,0,0,1,-0.8826707205844236,-1.0223411301071583,0.0,-1.252481905157966,-0.748706227066251,1,15.0,1,1,-1.3706749730994106,-1.3706749730994106
2016-01-07,air_c9f6de13be8b8f25,0,0,0,0,1,0,0,-0.9313072878767319,-1.2081769939291178,0.0,-1.1529676763137588,-0.6060063408670305,1,14.0,1,1,-1.3013054596284446,-1.3013054596284446
2016-01-08,air_c9f6de13be8b8f25,1,0,0,0,0,0,0,-1.125853557045965,-1.3940128577510773,0.0,-1.252481905157966,-0.8081645129825928,1,24.0,1,1,-0.9661465282430812,-0.9661465282430812
2016-01-09,air_c9f6de13be8b8f25,0,0,1,0,0,0,0,-1.0772169897536565,-1.35916863328446,0.0,-1.2027247907358625,-0.7605978842495195,1,16.0,1,1,-0.707471932223142,-0.707471932223142
2016-01-10,air_c9f6de13be8b8f25,0,0,0,1,0,0,0,-1.0772169897536565,-1.1501032864847553,0.0,-0.30709673113799685,-0.9627560563650817,1,6.0,1,1,-0.9938435134750786,-0.9938435134750786
2016-01-11,air_c9f6de13be8b8f25,0,1,0,0,0,0,0,-1.0285804224613484,-1.0107263886182858,1.0,-1.003696333047448,-0.9984310279148869,1,17.0,1,1,-1.3564453293104943,-1.3564453293104943
2016-01-12,air_c9f6de13be8b8f25,0,0,0,0,0,1,0,-1.125853557045965,-1.3475538917955876,0.0,-1.1529676763137588,-1.0103226850981553,1,1.0,1,1,-1.4103146950828196,-1.4103146950828196
2016-01-13,air_c9f6de13be8b8f25,0,0,0,0,0,0,1,-1.332558968038275,-1.5682339800841645,0.0,-1.003696333047448,-1.1768058856639125,1,9.0,1,1,-1.2060176663990956,-1.2060176663990956
2016-01-14,air_c9f6de13be8b8f25,0,0,0,0,1,0,0,-1.2231266916305814,-1.3940128577510773,0.0,-0.8295464325700851,-1.105455942564302,1,14.0,1,1,-1.113270880989196,-1.113270880989196
2016-01-15,air_c9f6de13be8b8f25,1,0,0,0,0,0,0,-1.332558968038275,-1.138488544995883,0.0,0.9865882438366982,-1.319505771863133,1,22.0,1,1,-0.8368092302331116,-0.8368092302331116
2016-01-16,air_c9f6de13be8b8f25,0,0,1,0,0,0,0,-1.125853557045965,-0.9178084567073059,0.0,0.6880455573040762,-1.3313974290464012,1,9.0,1,1,-0.6891766759231069,-0.6891766759231069
2016-01-17,air_c9f6de13be8b8f25,0,0,0,1,0,0,0,-1.1744901243382733,-1.3475538917955876,0.0,-1.252481905157966,-1.0578893138312286,1,6.0,1,1,-1.292666033042317,-1.292666033042317
