visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Fukuoka-ken Fukuoka-shi Tenjin,total_area_visitors,total_genre_visitors
2016-07-01,air_4b380b4db9d37883,1,0,0,0,0,0,0,1.078921814500241,1.2054770048138694,0.0,0.592764742536474,0.9174795984619109,1,21.0,1,1,1.4060669843774285,1.4060669843774287
2016-07-02,air_4b380b4db9d37883,0,0,1,0,0,0,0,1.3645848552960465,1.260733814202154,0.0,0.0370893142976691,1.4480434634460344,1,50.0,1,1,1.5635135038970194,1.5635135038970196
2016-07-03,air_4b380b4db9d37883,0,0,0,1,0,0,0,1.3303052904005497,1.2386310904468407,0.0,-0.1481358284485993,1.4480434634460344,1,32.0,1,1,-0.40230799221002556,-0.40230799221002544
2016-07-04,air_4b380b4db9d37883,0,1,0,0,0,0,0,1.410290941823375,1.4375556042446642,0.0,0.4604610691462824,1.3817229803230189,1,23.0,1,1,-1.1661872783002896,-1.1661872783002893
2016-07-05,air_4b380b4db9d37883,0,0,0,0,0,1,0,1.3760113769278786,1.4265042423670071,0.0,1.4130475175556623,1.249082014076988,1,33.0,1,1,-0.5058912287360722,-0.5058912287360721
2016-07-06,air_4b380b4db9d37883,0,0,0,0,0,0,1,1.3074522471368855,1.3270419854680955,0.0,1.704115599014084,1.249082014076988,1,29.0,1,1,-0.05087832065074736,-0.05087832065074726
2016-07-07,air_4b380b4db9d37883,0,0,0,0,1,0,0,1.1132013793957378,1.0839120241596445,0.0,0.6456862118925507,1.1385478755386291,1,21.0,1,1,-0.11717159202741721,-0.1171715920274171
2016-07-08,air_4b380b4db9d37883,1,0,0,0,0,0,0,0.7475526871771065,0.5755493777874275,0.0,-1.391790358316401,0.8511591153388953,1,22.0,1,1,1.2019138418424566,1.2019138418424566
2016-07-09,air_4b380b4db9d37883,0,0,1,0,0,0,0,0.8960974683909254,0.8407820628511926,0.0,-0.09521435909252257,0.9285330123157469,1,45.0,1,1,1.5028702272399521,1.5028702272399521
2016-07-10,air_4b380b4db9d37883,0,0,0,1,0,0,0,0.9989361630774156,0.8960388722394771,0.0,-0.6244290526532894,1.1164410478309572,1,42.0,1,1,-0.24335480743187402,-0.2433548074318739
2016-07-11,air_4b380b4db9d37883,0,1,0,0,0,0,0,1.0103626847092475,0.8076279772182219,0.0,-1.312408154282286,1.1496012893924652,1,27.0,1,1,-1.216283898147432,-1.216283898147432
2016-07-12,air_4b380b4db9d37883,0,0,0,0,0,1,0,1.1360544226594023,1.2165283666915265,0.0,-0.597968317975251,1.1496012893924652,1,8.0,1,1,-0.49082457615046543,-0.4908245761504653
2016-07-13,air_4b380b4db9d37883,0,0,0,0,0,0,1,1.0103626847092475,0.8297307009735356,0.0,-1.3653296236383627,1.0611739785617778,1,11.0,1,1,-0.4181279774249127,-0.4181279774249126
2016-07-14,air_4b380b4db9d37883,0,0,0,0,1,0,0,1.1017748577639055,1.0949633860373007,0.0,1.1219794360972408,1.1164410478309572,1,22.0,1,1,-0.20116818019217503,-0.20116818019217492
2016-07-15,air_4b380b4db9d37883,1,0,0,0,0,0,0,0.8846709467590934,0.8407820628511926,0.0,1.4130475175556623,0.9948534954387621,1,50.0,1,1,0.9887207077561206,0.9887207077561208
2016-07-16,air_4b380b4db9d37883,0,0,1,0,0,0,0,1.1246279010275697,1.3159906235904384,0.0,0.16939298768786076,0.9616932538772544,1,26.0,1,1,1.4437336158414456,1.4437336158414456
2016-07-17,air_4b380b4db9d37883,0,0,0,1,0,0,0,1.0103626847092475,0.9291929578724478,0.0,0.275235926400014,1.1053876339771211,1,33.0,1,1,0.5133678186802266,0.5133678186802267
2016-07-18,air_4b380b4db9d37883,0,1,0,0,0,0,0,0.9989361630774156,0.9955011291383888,1.0,0.7515291506047039,0.9616932538772544,1,47.0,1,1,-1.020417414534544,-1.0204174145345437
2016-07-19,air_4b380b4db9d37883,0,0,0,0,0,1,0,1.033215727972912,1.006552491016046,0.0,1.5188904562678158,1.039067150854106,1,17.0,1,1,-0.8441375792829445,-0.8441375792829444
2016-07-20,air_4b380b4db9d37883,0,0,0,0,0,0,1,1.02178920634108,1.017603852893703,0.0,1.0425972320631256,1.1164410478309572,1,6.0,1,1,-0.36049803128496677,-0.36049803128496666
2016-07-21,air_4b380b4db9d37883,0,0,0,0,1,0,0,0.9532300765500865,0.9402443197501045,0.0,1.7570370683701608,1.016960323146434,1,23.0,1,1,-0.13864157196190688,-0.13864157196190677
2016-07-22,air_4b380b4db9d37883,1,0,0,0,0,0,0,0.8960974683909254,0.9070902341171341,0.0,1.7570370683701608,0.9285330123157469,1,25.0,1,1,1.0527539812449496,1.0527539812449496
2016-07-23,air_4b380b4db9d37883,0,0,1,0,0,0,0,1.090348336132073,1.1391688335479289,0.0,1.9158014764383908,0.9064261846080749,1,59.0,1,1,1.3702836844866124,1.3702836844866124
2016-07-24,air_4b380b4db9d37883,0,0,0,1,0,0,0,1.2617461606095564,1.2275797285691836,0.0,0.16939298768786076,1.2711888417846597,1,17.0,1,1,-0.4245313047737956,-0.42453130477379547
2016-07-25,air_4b380b4db9d37883,0,1,0,0,0,0,0,1.2503196389777242,1.2165283666915265,0.0,0.4604610691462824,1.3043490833461677,1,14.0,1,1,-1.0712673670109667,-1.0712673670109667
2016-07-26,air_4b380b4db9d37883,0,0,0,0,0,1,0,1.181760509186731,1.2386310904468407,0.0,0.4340003344682441,1.1496012893924652,1,29.0,1,1,-0.3363913871479959,-0.33639138714799577
2016-07-27,air_4b380b4db9d37883,0,0,0,0,0,0,1,1.2731726822413887,1.3601960711010666,0.0,0.9102935586729338,1.171708117100137,1,32.0,1,1,-0.13186157829838382,-0.1318615782983837
2016-07-28,air_4b380b4db9d37883,0,0,0,0,1,0,0,1.3531583336642141,1.4265042423670071,0.0,1.148440170775279,1.2822422556384958,1,27.0,1,1,0.0945148768003581,0.0945148768003582
2016-07-29,air_4b380b4db9d37883,1,0,0,0,0,0,0,1.410290941823375,1.4817610517552917,0.0,1.148440170775279,1.3154024972000036,1,16.0,1,1,1.300600416278181,1.3006004162781812
2016-07-30,air_4b380b4db9d37883,0,0,1,0,0,0,0,1.3760113769278786,1.4375556042446642,0.0,0.7779898852827422,1.3706695664691833,1,29.0,1,1,1.4196269717044747,1.4196269717044747
2016-07-31,air_4b380b4db9d37883,0,0,0,1,0,0,0,1.387437898559711,1.4486069661223213,0.0,1.6247333949799692,1.3043490833461677,1,18.0,1,1,-0.37933134701697524,-0.37933134701697513
2016-08-01,air_4b380b4db9d37883,0,1,0,0,0,0,0,1.410290941823375,1.5259664992659199,0.0,1.6247333949799692,1.3596161526153472,1,94.0,1,1,-1.1262606489484315,-1.1262606489484315
2016-08-02,air_4b380b4db9d37883,0,0,0,0,0,1,0,1.3760113769278786,1.4375556042446642,0.0,1.2278223748093942,1.3817229803230189,1,11.0,1,1,-0.7684276500402704,-0.7684276500402702
2016-08-03,air_4b380b4db9d37883,0,0,0,0,0,0,1,1.3188787687687173,1.3491447092234095,0.0,0.38107886511216743,1.3596161526153472,1,13.0,1,1,-0.3145447408988661,-0.31454474089886597
2016-08-04,air_4b380b4db9d37883,0,0,0,0,1,0,0,1.3645848552960465,1.5149151373882628,0.0,1.3865867828776242,1.3154024972000036,1,12.0,1,1,-0.18610152760656823,-0.18610152760656812
2016-08-05,air_4b380b4db9d37883,1,0,0,0,0,0,0,1.2731726822413887,1.4375556042446642,0.0,0.8838328239948956,1.2711888417846597,1,24.0,1,1,0.8794874765104715,0.8794874765104715
2016-08-06,air_4b380b4db9d37883,0,0,1,0,0,0,0,1.181760509186731,1.5701719467765471,0.0,0.8309113546388192,1.0501205647079417,1,35.0,1,1,0.6339010393650809,0.633901039365081
2016-08-07,air_4b380b4db9d37883,0,0,0,1,0,0,0,1.3074522471368855,1.55912058489889,0.0,0.6192254772145123,1.1164410478309572,1,59.0,1,1,-0.5793411600909053,-0.5793411600909052
2016-08-08,air_4b380b4db9d37883,0,1,0,0,0,0,0,1.3645848552960465,1.4044015186116938,0.0,1.8099585377262373,1.3264559110538394,1,26.0,1,1,-1.107427333216423,-1.1074273332164228
2016-08-09,air_4b380b4db9d37883,0,0,0,0,0,1,0,1.3417318120323822,1.3491447092234095,0.0,1.8628800070823144,1.3485627387615111,1,12.0,1,1,-0.26369478842244315,-0.26369478842244304
2016-08-10,air_4b380b4db9d37883,0,0,0,0,0,0,1,1.3303052904005497,1.4375556042446642,0.0,1.995183680472506,1.3043490833461677,1,16.0,1,1,0.7544342600499352,0.7544342600499353
2016-08-11,air_4b380b4db9d37883,0,0,0,0,1,0,0,1.3988644201915432,1.4486069661223213,1.0,1.9158014764383908,1.2601354279308241,1,23.0,1,1,0.43954122101075344,0.43954122101075355
2016-08-12,air_4b380b4db9d37883,1,0,0,0,0,0,0,1.4445705067188719,1.537017861143576,0.0,1.9158014764383908,1.2822422556384958,1,38.0,1,1,0.0007249644549558701,0.0007249644549559749
2016-08-13,air_4b380b4db9d37883,0,0,1,0,0,0,0,1.4788500716143687,1.5701719467765471,1.0,1.8364192724042756,1.3706695664691833,1,30.0,1,1,0.16909480709911168,0.16909480709911176
2016-08-14,air_4b380b4db9d37883,0,0,0,1,0,0,0,1.4902765932462005,1.5149151373882628,1.0,1.8099585377262373,1.4369900495921983,1,31.0,1,1,-0.8821808770616016,-0.8821808770616015
2016-08-15,air_4b380b4db9d37883,0,1,0,0,0,0,0,1.4788500716143687,1.4928124136329486,1.0,0.989675762707049,1.3817229803230189,1,24.0,1,1,-1.4155403785920817,-1.4155403785920817
2016-08-16,air_4b380b4db9d37883,0,0,0,0,0,1,0,1.2960257255050531,1.293887899835125,0.0,-0.28043950183879096,1.3264559110538394,1,19.0,1,1,-1.296137156851148,-1.296137156851148
2016-08-17,air_4b380b4db9d37883,0,0,0,0,0,0,1,1.3188787687687173,1.3270419854680955,0.0,1.2542831094874325,1.3485627387615111,1,16.0,1,1,-0.7865076331429985,-0.7865076331429984
2016-08-18,air_4b380b4db9d37883,0,0,0,0,1,0,0,1.3531583336642141,1.4486069661223213,0.0,1.545351190945854,1.249082014076988,1,17.0,1,1,-0.5070212276799927,-0.5070212276799926
2016-08-19,air_4b380b4db9d37883,1,0,0,0,0,0,0,1.410290941823375,1.3491447092234095,0.0,1.1749009054533173,1.4148832218845266,1,30.0,1,1,0.8421975113610947,0.8421975113610948
2016-08-20,air_4b380b4db9d37883,0,0,1,0,0,0,0,1.3074522471368855,1.282836537957468,0.0,1.545351190945854,1.3817229803230189,1,30.0,1,1,0.7231709559348011,0.7231709559348012
2016-08-21,air_4b380b4db9d37883,0,0,0,1,0,0,0,1.3188787687687173,1.3491447092234095,0.0,1.545351190945854,1.2711888417846597,1,32.0,1,1,-0.774077644759873,-0.7740776447598728
2016-08-22,air_4b380b4db9d37883,0,1,0,0,0,0,0,1.3188787687687173,1.3159906235904384,0.0,1.704115599014084,1.3596161526153472,1,6.0,1,1,-1.9775265200352148,-1.9775265200352146
2016-08-23,air_4b380b4db9d37883,0,0,0,0,0,1,0,1.2731726822413887,1.393350156734037,0.0,1.8893407417603525,1.249082014076988,1,27.0,1,1,-0.5725611664273822,-0.5725611664273821
2016-08-24,air_4b380b4db9d37883,0,0,0,0,0,0,1,1.2960257255050531,1.3822987948563799,0.0,1.3601260481995858,1.1164410478309572,1,30.0,1,1,-0.3800846796462556,-0.3800846796462555
2016-08-25,air_4b380b4db9d37883,0,0,0,0,1,0,0,1.3988644201915432,1.6143773942871746,0.0,0.4869218038243206,1.3485627387615111,1,27.0,1,1,-0.24900480215147655,-0.24900480215147644
2016-08-26,air_4b380b4db9d37883,1,0,0,0,0,0,0,1.1931870308185633,1.293887899835125,0.0,-0.12167509377056104,1.171708117100137,1,15.0,1,1,1.1439072293878705,1.1439072293878707
2016-08-27,air_4b380b4db9d37883,0,0,1,0,0,0,0,0.9760831198137508,0.9733984053830752,0.0,-0.7567327260434811,1.1164410478309572,1,24.0,1,1,1.2075638365620591,1.2075638365620593
2016-08-28,air_4b380b4db9d37883,0,0,0,1,0,0,0,0.7246996439134422,0.6087034634203979,0.0,-1.391790358316401,0.7406249768005363,1,67.0,1,1,-0.21736483172170232,-0.2173648317217022
2016-08-29,air_4b380b4db9d37883,0,1,0,0,0,0,0,0.46188964638130114,0.38767622586726025,0.0,-0.7831934607215194,0.5306101135776542,1,26.0,1,1,-1.400473726006475,-1.4004737260064748
