visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,1.038090158259083,1.0450982014473813,0.0,0.9007340769607102,1.0094423877057583,1,60.0,1,1,1.4066399597303936,1.4066399597303936
2016-07-02,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,1.2507427863188094,1.2758842887684791,0.0,1.7106678825536634,1.157875138822239,1,59.0,1,1,1.5667297256934358,1.5667297256934358
2016-07-03,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,1.2826406805277684,1.2056450448011882,0.0,1.359696566796717,1.3381149080351078,1,45.0,1,1,-0.4320944096202417,-0.4320944096202417
2016-07-04,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,1.314538574736727,1.2859184664780923,0.0,1.1437142186385962,1.3169102293041821,1,52.0,1,1,-1.2087978674505038,-1.2087978674505038
2016-07-05,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,1.314538574736727,1.4564994875415123,0.0,1.602676708474603,1.2532961931114046,1,19.0,1,1,-0.5374166240696115,-0.5374166240696115
2016-07-06,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,1.2188448921098505,1.1554741562531232,0.0,1.1977098056781263,1.221489175015016,1,25.0,1,1,-0.07476486023383415,-0.07476486023383415
2016-07-07,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,1.2826406805277684,1.2959526441877054,0.0,1.5216833279153075,1.2745008718423303,1,28.0,1,1,-0.14217107748143085,-0.14217107748143085
2016-07-08,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,1.006192264050124,0.8544488249647347,0.0,-1.5020695462983846,0.956430690878444,1,32.0,1,1,1.1990594497974538,1.1990594497974538
2016-07-09,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,0.7191112161694935,0.5333551382571199,0.0,-1.2050938175809685,0.8079979397619639,1,53.0,1,1,1.5050683565067138,1.5050683565067138
2016-07-10,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,1.1231512094829736,1.0752007345762198,0.0,0.4957671741642336,1.1048634419949246,1,68.0,1,1,-0.2704726841742996,-0.2704726841742996
2016-07-11,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,1.1975796293038778,1.1956108670915757,0.0,0.036804684328226665,1.2426938537459418,1,50.0,1,1,-1.2597355202569263,-1.2597355202569263
2016-07-12,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,1.1444164722889463,0.9648247797704771,0.0,-1.2590894046204986,1.2532961931114046,1,35.0,1,1,-0.5220970292406123,-0.5220970292406123
2016-07-13,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,1.112518578079987,0.8243462918358957,0.0,-1.4750717527786197,1.2532961931114046,1,28.0,1,1,-0.44817998419069094,-0.44817998419069094
2016-07-14,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,1.0593554210650555,1.095269089995446,0.0,0.1717936519270522,1.147272799456776,1,39.0,1,1,-0.2275778186531017,-0.2275778186531017
2016-07-15,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,0.8467027930053292,0.6236627376436364,0.0,-1.4480739592588543,1.0094423877057583,1,38.0,1,1,0.9822871829671143,0.9822871829671143
2016-07-16,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,0.9955596326471375,0.9748589574800902,0.0,-0.2601710443891897,0.9458283515129814,1,45.0,1,1,1.4449389468028917,1.4449389468028917
2016-07-17,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,1.1337838408859597,0.9347222466416385,0.0,-1.2860871981402637,1.1684774781877016,1,65.0,1,1,0.4989539661121879,0.4989539661121879
2016-07-18,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,1.1444164722889463,1.085234912285833,1.0,1.3057009797571868,1.1154657813603872,1,43.0,1,1,-1.060580787479936,-1.060580787479936
2016-07-19,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,1.1550491036919324,1.1956108670915757,0.0,1.7646634695931935,1.0836587632639985,1,40.0,1,1,-0.8813415279806448,-0.8813415279806448
2016-07-20,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,1.1018859466770008,1.255815933349253,0.0,2.142632578869905,0.9670330302439071,1,27.0,1,1,-0.3895825339697688,-0.3895825339697688
2016-07-21,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,1.069988052468042,1.095269089995446,0.0,0.9007340769607102,0.9776353696093697,1,38.0,1,1,-0.1640015001127548,-0.1640015001127548
2016-07-22,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,1.1018859466770008,1.265850111058866,0.0,1.1707120121583614,0.9776353696093697,1,29.0,1,1,1.047395460990361,1.047395460990361
2016-07-23,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,1.048722789662069,1.1053032677050585,0.0,1.2247075991978913,1.0200447270712214,1,61.0,1,1,1.3702559220115205,1.3702559220115205
2016-07-24,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,0.9955596326471375,0.9648247797704771,0.0,-0.20617545734965942,1.0094423877057583,1,31.0,1,1,-0.45469081199301564,-0.45469081199301564
2016-07-25,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,1.0168248954531105,0.8845513580935737,0.0,-1.1780960240612033,1.1896821569186273,1,21.0,1,1,-1.1122844200278086,-1.1122844200278086
2016-07-26,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,0.9211312128262333,0.7340386924493792,0.0,-1.5020695462983846,1.0624540845330728,1,51.0,1,1,-0.36507118224337,-0.36507118224337
2016-07-27,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,1.0912533152740147,1.095269089995446,0.0,0.36077820656540804,1.0518517451676102,1,19.0,1,1,-0.15710768243970513,-0.15710768243970513
2016-07-28,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,1.1975796293038778,1.1655083339627363,0.0,-0.2601710443891897,1.1896821569186273,1,26.0,1,1,0.07306922986600864,0.07306922986600864
2016-07-29,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,1.1869469979008913,1.1755425116723495,0.0,0.7117495223223542,1.147272799456776,1,45.0,1,1,1.2994027959273988,1.2994027959273988
2016-07-30,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,1.272008049124782,1.4063285989934473,0.0,1.7376656760734286,1.306307889938719,1,50.0,1,1,1.4204275950764929,1.4204275950764929
2016-07-31,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,1.2932733119307545,1.3561577104453826,0.0,1.359696566796717,1.306307889938719,1,44.0,1,1,-0.40873202750601784,-0.40873202750601784
2016-08-01,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,1.346436468945686,1.3160209996069308,0.0,1.3057009797571868,1.2851032112077934,1,39.0,1,1,-1.1682009411536558,-1.1682009411536558
2016-08-02,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,1.2932733119307545,1.2758842887684791,0.0,0.1717936519270522,1.3381149080351078,1,28.0,1,1,-0.8043605639649236,-0.8043605639649236
2016-08-03,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,1.2826406805277684,1.3260551773165439,0.0,0.7117495223223542,1.232091514380479,1,38.0,1,1,-0.3428577697413211,-0.3428577697413211
2016-08-04,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,1.3677017317516587,1.4665336652511254,0.0,1.1437142186385962,1.2638985324768677,1,36.0,1,1,-0.21225822382410245,-0.21225822382410245
2016-08-05,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,1.3677017317516587,1.4564994875415123,0.0,1.0087252510397708,1.4017289442278849,1,44.0,1,1,0.8712201204568697,0.8712201204568697
2016-08-06,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,1.3358038375427,1.5167045537991901,0.0,0.41477379360493805,1.4335359623242736,1,59.0,1,1,0.6215107247441819,0.6215107247441819
2016-08-07,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,1.3889669945576317,1.506670376089577,0.0,1.4946855343955425,1.3275125686696447,1,44.0,1,1,-0.6120996488609829,-0.6120996488609829
2016-08-08,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,1.4421301515725633,1.4564994875415123,0.0,1.7916612631129585,1.3911266048624222,1,48.0,1,1,-1.1490514476174067,-1.1490514476174067
2016-08-09,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,1.3783343631546452,1.3561577104453826,0.0,1.3057009797571868,1.4017289442278849,1,47.0,1,1,-0.29115413719344857,-0.29115413719344857
2016-08-10,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,1.2613754177217955,1.3461235327357701,0.0,1.7376656760734286,1.221489175015016,1,53.0,1,1,0.7440674833761759,0.7440674833761759
2016-08-11,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,1.2401101549158229,1.4464653098318998,1.0,1.872654643672254,1.0624540845330728,1,40.0,1,1,0.42388795145009156,0.42388795145009156
2016-08-12,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,1.2826406805277684,1.3661918881549957,0.0,1.9536480242315497,1.157875138822239,1,33.0,1,1,-0.022295247944511706,-0.022295247944511706
2016-08-13,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,1.3358038375427,1.3762260658646088,1.0,1.7106678825536634,1.2745008718423303,1,41.0,1,1,0.14890122426955493,0.14890122426955493
2016-08-14,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,1.303905943333741,1.3762260658646088,1.0,1.0087252510397708,1.295705550573256,1,48.0,1,1,-0.920023504923868,-0.920023504923868
2016-08-15,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,1.2826406805277684,1.3762260658646088,1.0,-0.044188696231068615,1.3275125686696447,1,50.0,1,1,-1.4623371618704415,-1.4623371618704415
2016-08-16,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,1.3251712061397136,1.3561577104453826,0.0,0.7657451093618847,1.2108868356495532,1,52.0,1,1,-1.3409293728506224,-1.3409293728506224
2016-08-17,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,1.208212260706864,1.1855766893819626,0.0,-0.6921357407054314,1.2108868356495532,1,41.0,1,1,-0.8227440777597227,-0.8227440777597227
2016-08-18,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,1.3570691003486726,1.4263969544126736,0.0,0.1717936519270522,1.295705550573256,1,15.0,1,1,-0.5385655936817866,-0.5385655936817866
2016-08-19,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,1.4314975201695768,1.637114686314546,0.0,0.5497627612037637,1.412331283593348,1,41.0,1,1,0.8333041232550966,0.8333041232550966
2016-08-20,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,1.4952933085874949,1.586943797766481,0.0,1.3057009797571868,1.3911266048624222,1,49.0,1,1,0.7122793241060025,0.7122793241060025
2016-08-21,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,1.4633954143785357,1.5167045537991901,0.0,1.4676877408757774,1.4441383016897367,1,58.0,1,1,-0.8101054120257983,-0.8101054120257983
2016-08-22,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,1.4421301515725633,1.4564994875415123,0.0,0.6037583482432939,1.5289570166134396,1,28.0,1,1,-2.0337580489921137,-2.0337580489921137
2016-08-24,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,1.2613754177217955,1.3762260658646088,0.0,-0.44915559902754537,1.295705550573256,1,19.0,1,1,-0.4094980072474678,-0.4094980072474678
2016-08-25,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,1.2932733119307545,1.4163627767030604,0.0,0.8737362834409452,1.2638985324768677,1,22.0,1,1,-0.2762175322351743,-0.2762175322351743
2016-08-26,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,1.303905943333741,1.3561577104453826,0.0,1.1977098056781263,1.2851032112077934,1,48.0,1,1,1.1400790097058067,1.1400790097058067
2016-08-27,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,1.0593554210650555,1.0450982014473813,0.0,0.14479585840728695,1.157875138822239,1,61.0,1,1,1.2048042978583284,1.2048042978583284
2016-08-28,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,0.9742943698411649,1.0350640237377682,0.0,-0.7191335342251964,0.9988400483402958,1,51.0,1,1,-0.2440463830942759,-0.2440463830942759
2016-08-29,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,0.740376478975466,0.6437310930628624,0.0,-1.5020695462983846,0.7019745461073351,1,52.0,1,1,-1.4470175670414422,-1.4470175670414422
2016-08-30,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,0.7616417417814385,0.6437310930628624,0.0,1.2247075991978913,0.7337815642037239,1,52.0,1,1,-0.632398112009407,-0.632398112009407
2016-08-31,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,1.069988052468042,0.994927312899316,0.0,1.818659056632724,1.1154657813603872,1,39.0,1,1,-0.1908107910635035,-0.1908107910635035
2016-09-01,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,1.112518578079987,1.085234912285833,0.0,1.332698773276952,0.9882377089748328,1,36.0,1,1,-0.5952480945490838,-0.5952480945490838
2016-09-02,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,1.1231512094829736,1.2357475779300273,0.0,1.4406899473560124,0.9670330302439071,1,26.0,1,1,0.6421921777633309,0.6421921777633309
2016-09-03,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,1.2188448921098505,1.2156792225108013,0.0,-0.017190902711303604,1.157875138822239,1,36.0,1,1,1.2404223558357517,1.2404223558357517
2016-09-04,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,1.2507427863188094,1.3059868218973176,0.0,0.5497627612037637,1.2108868356495532,1,53.0,1,1,-0.7411672352953016,-0.7411672352953016
2016-09-05,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,1.0593554210650555,0.994927312899316,0.0,-0.8001269147844917,1.157875138822239,1,24.0,1,1,-1.3535680385845468,-1.3535680385845468
2016-09-06,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,1.048722789662069,1.1253716231242847,0.0,-0.47615339254731054,1.1684774781877016,1,26.0,1,1,-0.632398112009407,-0.632398112009407
2016-09-07,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,1.1975796293038778,1.2959526441877054,0.0,0.7657451093618847,1.1048634419949246,1,40.0,1,1,-0.5332037354916368,-0.5332037354916368
2016-09-08,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,0.9530291070351924,0.7039361593205402,0.0,-1.2050938175809685,1.0094423877057583,1,36.0,1,1,-0.38192273655526915,-0.38192273655526915
2016-09-09,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,0.8467027930053292,0.8444146472551216,0.0,0.1717936519270522,0.9246236727820554,1,38.0,1,1,0.967733567879565,0.967733567879565
2016-09-10,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,0.8467027930053292,0.9648247797704771,0.0,1.5216833279153075,0.7231792248382608,1,16.0,1,1,1.4893657718069895,1.4893657718069895
2016-09-13,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,0.7829070045874111,0.4530817165802161,0.0,-1.5020695462983846,0.9882377089748328,1,15.0,1,1,-0.8009136551283987,-0.8009136551283987
2016-09-14,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,0.8148048987963702,0.6336969153532496,0.0,-1.2590894046204986,0.9670330302439071,1,35.0,1,1,-0.3960933617720935,-0.3960933617720935
2016-09-15,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,0.8148048987963702,0.6537652707724754,0.0,-0.9891114694228476,0.9140213334165926,1,29.0,1,1,-0.06327516411208471,-0.06327516411208471
2016-09-16,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,0.9211312128262333,0.9547906020608643,0.0,-0.42215780550778026,0.8928166546856671,1,56.0,1,1,0.8980294114076184,0.8980294114076184
2016-09-17,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,1.112518578079987,0.9848931351897033,0.0,-0.44915559902754537,1.157875138822239,1,67.0,1,1,1.3717878814944202,1.3717878814944202
2016-09-18,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,0.8467027930053292,0.6136285599340233,0.0,-1.5020695462983846,0.956430690878444,1,58.0,1,1,0.16460380896927918,0.16460380896927918
2016-09-19,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,0.6872133219605344,0.4631158942898289,1.0,-1.5020695462983846,0.7125768854727977,1,59.0,1,1,-1.3348015349190228,-1.3348015349190228
2016-09-20,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,0.41076490548288996,0.06174878590531033,0.0,-1.5020695462983846,0.6383605099145577,1,32.0,1,1,-1.8307734175078736,-1.8307734175078736
2016-09-21,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,0.5596217451246986,0.49321842741866784,0.0,-1.4480739592588543,0.6701675280109465,1,51.0,1,1,0.3775461770923688,0.3775461770923688
2016-09-22,air_1d25ca6c76df48b4,0,0,0,0,1,0,0,0.5915196393336577,0.5132867828378938,1.0,-1.367080578699559,0.7761909216655752,1,53.0,1,1,-0.3049417725395479,-0.3049417725395479
2016-09-23,air_1d25ca6c76df48b4,1,0,0,0,0,0,0,0.5808870079306712,0.49321842741866784,0.0,-1.0701048499821428,0.7337815642037239,1,46.0,1,1,0.18834918095422803,0.18834918095422803
2016-09-24,air_1d25ca6c76df48b4,0,0,1,0,0,0,0,0.5277238509157396,0.37280829490331235,0.0,-1.1780960240612033,0.6277581705490951,1,33.0,1,1,1.1396960198350816,1.1396960198350816
2016-09-25,air_1d25ca6c76df48b4,0,0,0,1,0,0,0,0.8892333186172743,0.8945855358031864,0.0,-0.39516001198801526,0.8716119759547409,1,45.0,1,1,-0.39034851371121876,-0.39034851371121876
2016-09-26,air_1d25ca6c76df48b4,0,1,0,0,0,0,0,0.8467027930053292,0.8444146472551216,0.0,-0.7461313277449616,0.8610096365892783,1,60.0,1,1,-1.0977308049402592,-1.0977308049402592
2016-09-27,air_1d25ca6c76df48b4,0,0,0,0,0,1,0,1.069988052468042,1.0752007345762198,0.0,-0.44915559902754537,0.9458283515129814,1,32.0,1,1,-0.45852071070026545,-0.45852071070026545
2016-09-28,air_1d25ca6c76df48b4,0,0,0,0,0,0,1,0.9317638442292199,0.774175403287831,0.0,-1.367080578699559,1.030647066436684,1,35.0,1,1,-0.3405598305169712,-0.3405598305169712
