visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Chūō-ku Ginza,total_area_visitors,total_genre_visitors
2016-01-04,air_9d93d95720f2e831,0,1,0,0,0,0,0,-0.7663008825792901,-0.5674135674155519,0.0,0.8967124156320655,-0.8554139252556231,1,10.0,1,1,-1.5091722301884591,-1.5091722301884594
2016-01-05,air_9d93d95720f2e831,0,0,0,0,0,1,0,-0.5483422502865295,-0.5418615913990901,0.0,0.7741060350978572,-0.7702716372052968,1,3.0,1,1,-1.3825928532979168,-1.382592853297917
2016-01-06,air_9d93d95720f2e831,0,0,0,0,0,0,1,-0.8047641706309535,-1.065677099736554,0.0,-1.2856811578768417,-0.527007957061507,1,4.0,1,1,-1.3201667668392283,-1.3201667668392285
2016-01-07,air_9d93d95720f2e831,0,0,0,0,1,0,0,-0.8304063626653961,-0.8612612916048608,0.0,-0.10865990474844234,-0.8432507412484337,1,8.0,1,1,-1.2528058118857819,-1.2528058118857819
2016-01-08,air_9d93d95720f2e831,1,0,0,0,0,0,0,-1.0740071869925991,-1.1167810517694772,0.0,0.8476698634183819,-1.0135353173490864,1,1.0,1,1,-0.9273512346564927,-0.9273512346564928
2016-01-09,air_9d93d95720f2e831,0,0,1,0,0,0,0,-1.0099017069064928,-1.0273491357118616,0.0,0.8967124156320655,-1.0500248693706549,1,17.0,1,1,-0.6761664282733113,-0.6761664282733113
2016-01-11,air_9d93d95720f2e831,0,1,0,0,0,0,0,-1.0355438989409353,-1.1678850038024005,1.0,-0.47647904635106714,-0.9283930292987601,1,7.0,1,1,-1.306349135053906,-1.306349135053906
2016-01-13,air_9d93d95720f2e831,0,0,0,0,0,0,1,-1.3945345874231292,-1.2700929078682472,0.0,0.8476698634183819,-1.500062677636666,1,2.0,1,1,-1.1602770276090697,-1.1602770276090697
2016-01-15,air_9d93d95720f2e831,1,0,0,0,0,0,0,-1.2278603391992533,-1.1167810517694772,0.0,0.7005422067773321,-1.1473303414281708,1,13.0,1,1,-0.801758831464902,-0.801758831464902
2016-01-16,air_9d93d95720f2e831,0,0,1,0,0,0,0,-1.1124704750442624,-1.0017971596953996,0.0,0.9457549678457486,-1.1716567094425496,1,12.0,1,1,-0.6584009016921826,-0.6584009016921826
2016-01-19,air_9d93d95720f2e831,0,0,0,0,0,1,0,-1.2919658192853594,-1.410628775958786,0.0,0.9457549678457486,-1.2811253655072552,1,8.0,1,1,-1.2900640690212046,-1.2900640690212046
2016-01-20,air_9d93d95720f2e831,0,0,0,0,0,0,1,-1.4201767794575715,-1.346748835917632,0.0,0.9702762439525903,-1.4757363096222869,1,2.0,1,1,-1.1686663040501581,-1.1686663040501584
2016-01-21,air_9d93d95720f2e831,0,0,0,0,1,0,0,-1.2535025312336958,-1.2956448838847088,0.0,0.5288932740294408,-1.2689621815000656,1,20.0,1,1,-1.0502294601759665,-1.0502294601759667
2016-01-22,air_9d93d95720f2e831,1,0,0,0,0,0,0,-1.202218147164811,-1.193436979818862,0.0,0.7005422067773321,-1.025698501356276,1,16.0,1,1,-0.7509296859688948,-0.7509296859688948
2016-01-23,air_9d93d95720f2e831,0,0,1,0,0,0,0,-1.4458189714920138,-1.6917005121398643,0.0,-1.2366386056631582,-1.074351237385034,1,17.0,1,1,-0.6798675796443798,-0.6798675796443798
2016-01-25,air_9d93d95720f2e831,0,1,0,0,0,0,0,-1.574029931664226,-1.4361807519752476,0.0,1.068361348379957,-1.7068368057588872,1,3.0,1,1,-1.3801254190505379,-1.3801254190505379
2016-01-26,air_9d93d95720f2e831,0,0,0,0,0,1,0,-1.4586400675092352,-1.282868895876478,0.0,0.8231485873115404,-1.548715413665424,1,2.0,1,1,-1.2125866336535043,-1.2125866336535043
2016-01-27,air_9d93d95720f2e831,0,0,0,0,0,0,1,-1.1381126670787052,-0.7973813515637066,0.0,1.0193187961662737,-1.524389045651045,1,14.0,1,1,-1.0655275525097163,-1.0655275525097163
2016-01-28,air_9d93d95720f2e831,0,0,0,0,1,0,0,-0.9457962268203869,-0.7207254235143217,0.0,1.0193187961662737,-1.1351671574209814,1,9.0,1,1,-1.0709559078539501,-1.0709559078539501
