visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Toshima-ku Minamiikebukuro,total_area_visitors,total_genre_visitors
2016-07-01,air_e08b9cf82057a170,1,0,0,0,0,0,0,1.0788991951510813,1.152038075695173,0.0,-0.1960290534473478,1.0248934908224376,1,41.0,1,1,1.4230581115749568,1.4230581115749577
2016-07-02,air_e08b9cf82057a170,0,0,1,0,0,0,0,1.2413801948456984,1.2913243657716023,0.0,0.4719966441538669,1.1796680154517143,1,46.0,1,1,1.5839860354279134,1.5839860354279143
2016-07-03,air_e08b9cf82057a170,0,0,0,1,0,0,0,1.4967074800800966,1.70918323600089,0.0,0.6590438394822068,1.3123318937053805,1,40.0,1,1,-0.42530304253519846,-0.4253030425351981
2016-07-04,air_e08b9cf82057a170,0,1,0,0,0,0,0,1.3342264803854795,1.5234681825656509,0.0,0.5254386999619638,1.2017786618273256,1,8.0,1,1,-1.206072969745237,-1.2060729697452368
2016-07-05,air_e08b9cf82057a170,0,0,0,0,0,1,0,0.6262735531446479,0.5716785337100506,0.0,-1.3717542812254857,0.8258976734419389,1,12.0,1,1,-0.5311766766489857,-0.5311766766489854
2016-07-06,air_e08b9cf82057a170,0,0,0,0,0,0,1,0.7887545528392652,0.7225720146261821,0.0,-0.27619213715949376,0.8590636430053554,1,27.0,1,1,-0.06610267661460384,-0.06610267661460337
2016-07-07,air_e08b9cf82057a170,0,0,0,0,1,0,0,1.2878033376155886,1.8600767169170225,0.0,2.0485372904927335,1.013838167634632,1,17.0,1,1,-0.13386180244742768,-0.13386180244742724
2016-07-08,air_e08b9cf82057a170,1,0,0,0,0,0,0,1.0440818380736634,1.0591805489775534,0.0,-0.8106126952404654,1.0359488140102433,1,32.0,1,1,1.2143908036125106,1.2143908036125113
2016-07-09,air_e08b9cf82057a170,0,0,1,0,0,0,0,0.7075140529919564,0.49042819783213315,0.0,-1.3717542812254857,0.8369529966297445,1,38.0,1,1,1.5220018350922053,1.522001835092206
2016-07-10,air_e08b9cf82057a170,0,0,0,1,0,0,0,1.0788991951510813,1.23328841157309,0.0,1.7546059835481989,0.8258976734419389,1,48.0,1,1,-0.26283513854967766,-0.2628351385496772
