visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Chūō-ku Ginza,total_area_visitors,total_genre_visitors
2016-07-01,air_bd74a9222edfdfe1,1,0,0,0,0,0,0,1.0732462353337593,1.1484893108459273,0.0,-0.17979538856245889,1.0191184197808223,1,14.0,1,1,1.4221307539643744,1.4221307539643746
2016-07-02,air_bd74a9222edfdfe1,0,0,1,0,0,0,0,1.2353645100584558,1.287706020207978,0.0,0.485804020768825,1.1735904574970908,1,22.0,1,1,1.5816370647600988,1.581637064760099
2016-07-03,air_bd74a9222edfdfe1,0,0,0,1,0,0,0,1.4901217989115507,1.7053561482941297,0.0,0.6721718553815843,1.3059950612538929,1,2.0,1,1,-0.4099022559166618,-0.40990225591666174
2016-07-04,air_bd74a9222edfdfe1,0,1,0,0,0,0,0,1.3280035241868542,1.5197338691447286,0.0,0.5390519735153275,1.195657891456558,1,5.0,1,1,-1.1837749791074015,-1.1837749791074015
2016-07-05,air_bd74a9222edfdfe1,0,0,0,0,0,1,0,0.6216310414578181,0.5684196885040498,0.0,-1.3512503489855185,0.8205115141456196,1,12.0,1,1,-0.51484061828227,-0.5148406182822699
2016-07-06,air_bd74a9222edfdfe1,0,0,0,0,0,0,1,0.7837493161825151,0.7192377903129376,0.0,-0.25966731768221313,0.8536126650848201,1,5.0,1,1,-0.053875011963525656,-0.05387501196352556
2016-07-07,air_bd74a9222edfdfe1,0,0,0,0,1,0,0,1.281684017122655,1.8561742501030183,0.0,2.056618626790655,1.0080847028010886,1,16.0,1,1,-0.12103556387751489,-0.12103556387751481
2016-07-08,air_bd74a9222edfdfe1,1,0,0,0,0,0,0,1.03850660503561,1.0556781712712269,0.0,-0.7921468451472401,1.030152136760556,1,24.0,1,1,1.2153067815928849,1.2153067815928849
2016-07-09,air_bd74a9222edfdfe1,0,0,1,0,0,0,0,0.7026901788201664,0.4872099413761865,0.0,-1.3512503489855185,0.8315452311253533,1,23.0,1,1,1.5202004235205973,1.5202004235205975
2016-07-10,air_bd74a9222edfdfe1,0,0,0,1,0,0,0,1.0732462353337593,1.2296990579737903,0.0,1.7637548866848898,0.8205115141456196,1,4.0,1,1,-0.24886956894107398,-0.2488695689410739
2016-07-11,air_bd74a9222edfdfe1,0,1,0,0,0,0,0,1.3511632777189535,1.4849296918042163,0.0,1.976746697670901,1.0522195707200228,1,2.0,1,1,-1.2345269870878592,-1.2345269870878592
2016-07-12,air_bd74a9222edfdfe1,0,0,0,0,0,1,0,1.2469443868245058,1.287706020207978,0.0,0.32606016252931674,1.3059950612538929,1,11.0,1,1,-0.4995768564836361,-0.49957685648363603
2016-07-13,air_bd74a9222edfdfe1,0,0,0,0,0,0,1,1.0153468515035105,0.8004475374408008,0.0,-1.3512503489855185,1.1846241744768244,1,10.0,1,1,-0.4259292058052274,-0.42592920580522736
2016-07-14,air_bd74a9222edfdfe1,0,0,0,0,1,0,0,1.1079858656319084,1.4153213371231907,0.0,-0.31291527042871575,0.941882400922688,1,15.0,1,1,-0.206131035904899,-0.20613103590489892
2016-07-15,air_bd74a9222edfdfe1,1,0,0,0,0,0,0,0.679530425288067,0.3827974093546487,0.0,-1.3512503489855185,0.9087812499834875,1,13.0,1,1,0.9993245521422148,0.9993245521422149
2016-07-16,air_bd74a9222edfdfe1,0,0,1,0,0,0,0,0.8995480838430128,0.8120489298876381,0.0,-0.9252667270134969,0.8094777971658863,1,21.0,1,1,1.460290158460959,1.4602901584609593
2016-07-17,air_bd74a9222edfdfe1,0,0,0,1,0,0,0,1.1079858656319084,0.9396642468028513,0.0,-1.3246263726122673,1.195657891456558,1,22.0,1,1,0.5177528673953147,0.5177528673953148
2016-07-18,air_bd74a9222edfdfe1,0,1,0,0,0,0,0,1.4322224150813019,1.4849296918042163,1.0,0.6455478790083331,1.3501299291728266,1,13.0,1,1,-1.0360980837056184,-1.0360980837056184
2016-07-19,air_bd74a9222edfdfe1,0,0,0,0,0,1,0,1.2701041403566053,1.3457129824421654,0.0,0.2994361861560655,1.2066916084362913,1,16.0,1,1,-0.8575120706616015,-0.8575120706616014
2016-07-20,air_bd74a9222edfdfe1,0,0,0,0,0,0,1,1.1543053726961077,1.0672795637180643,0.0,-0.12654743581595634,1.1625567405173576,1,13.0,1,1,-0.36754531692545267,-0.3675453169254526
2016-07-21,air_bd74a9222edfdfe1,0,0,0,0,1,0,0,0.633210918223868,0.41760158669516145,0.0,-1.3512503489855185,0.8977475330037539,1,8.0,1,1,-0.14278642444056824,-0.14278642444056813
