visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Shizuoka-ken Hamamatsu-shi Motoshirochō,total_area_visitors,total_genre_visitors
2016-08-31,air_51281cd059d7b89b,0,0,0,0,0,0,1,1.4185899511941475,1.5693784399804336,0.0,1.1103056394313637,1.1560494689510203,1,22.0,1,1,-0.220645899127901,-0.22064589912790084
2016-09-01,air_51281cd059d7b89b,0,0,0,0,1,0,0,1.539336869409543,1.5827935234042247,0.0,1.353413615221708,1.4327258093330426,1,17.0,1,1,-0.6118122996523562,-0.611812299652356
2016-09-02,air_51281cd059d7b89b,1,0,0,0,0,0,0,1.566169517901853,1.6901141907945523,0.0,1.6235335883220903,1.3321162310123071,1,7.0,1,1,0.5850235337704796,0.5850235337704798
2016-09-03,air_51281cd059d7b89b,0,0,1,0,0,0,0,1.7942470300864897,1.9852460261179528,0.0,0.5970776905406373,1.6716735578447892,1,17.0,1,1,1.1636238345462362,1.1636238345462362
2016-09-04,air_51281cd059d7b89b,0,0,0,1,0,0,0,1.5930021663941636,1.6230387736755976,0.0,0.27293372282017836,1.3195400337222154,1,1.0,1,1,-0.7529433589324863,-0.7529433589324861
2016-09-05,air_51281cd059d7b89b,0,1,0,0,0,0,0,1.3783409784556822,1.408397438894942,0.0,-1.1316901373018102,1.3069638364321234,1,5.0,1,1,-1.3452493006357096,-1.3452493006357094
2016-09-06,air_51281cd059d7b89b,0,0,0,0,0,1,0,1.4588389239326127,1.5693784399804336,0.0,-0.3483422153107011,1.5836401768141457,1,20.0,1,1,-0.647743304245985,-0.6477433042459849
2016-09-07,air_51281cd059d7b89b,0,0,0,0,0,0,1,1.4990878966710777,1.5023030228614787,0.0,0.24592172551014022,1.4830305984934102,1,16.0,1,1,-0.5518038177537181,-0.551803817753718
2016-09-08,air_51281cd059d7b89b,0,0,0,0,1,0,0,1.3917573027018375,1.4888879394376882,0.0,-0.8885821615114659,1.4956067957835024,1,9.0,1,1,-0.40548684028481685,-0.4054868402848167
2016-09-09,air_51281cd059d7b89b,1,0,0,0,0,0,0,1.4722552481787676,1.5827935234042247,0.0,1.7585935748722814,1.3446924283023993,1,8.0,1,1,0.8998828523744444,0.8998828523744445
2016-09-10,air_51281cd059d7b89b,0,0,1,0,0,0,0,1.3515083299633721,1.4218125223187332,0.0,0.678113682470752,1.1183208770807445,1,25.0,1,1,1.4043986075963268,1.404398607596327
2016-09-11,air_51281cd059d7b89b,0,0,0,1,0,0,0,1.3649246542095268,1.3547371051997785,0.0,0.029825747029834114,1.3572686255924908,1,8.0,1,1,-0.3173262310757067,-0.3173262310757065
2016-09-12,air_51281cd059d7b89b,0,1,0,0,0,0,0,1.3783409784556822,1.2340013543856596,0.0,-1.0506541453716953,1.5081829930735944,1,9.0,1,1,-1.3241352051528554,-1.3241352051528552
2016-09-13,air_51281cd059d7b89b,0,0,0,0,0,1,0,1.324675681471062,1.180341020690496,0.0,-1.3207741184720778,1.3069638364321234,1,20.0,1,1,-0.8107293044645081,-0.8107293044645079
2016-09-14,air_51281cd059d7b89b,0,0,0,0,0,0,1,1.3380920057172168,1.3010767715046145,0.0,-1.2127261292319247,1.5207591903636861,1,16.0,1,1,-0.41919248121228353,-0.41919248121228336
2016-09-15,air_51281cd059d7b89b,0,0,0,0,1,0,0,1.324675681471062,1.1266806869953319,0.0,-1.1316901373018102,1.369844822882583,1,13.0,1,1,-0.09729513078070066,-0.09729513078070051
2016-09-16,air_51281cd059d7b89b,1,0,0,0,0,0,0,1.2710103844864415,1.1132656035715414,0.0,-0.8345581668913895,1.3949972174627667,1,21.0,1,1,0.832465915920419,0.8324659159204192
2016-09-17,air_51281cd059d7b89b,0,0,1,0,0,0,0,1.3515083299633721,1.2608315212332415,0.0,-0.45639020455085416,1.3824210201726752,1,9.0,1,1,1.2906788301711303,1.2906788301711303
2016-09-18,air_51281cd059d7b89b,0,0,0,1,0,0,0,1.2844267087325967,0.8181337682481404,0.0,-1.4828461023323072,1.4956067957835024,1,9.0,1,1,0.12310639224207472,0.12310639224207487
2016-09-19,air_51281cd059d7b89b,0,1,0,0,0,0,0,1.2978430329787516,1.435227605742524,1.0,-0.32133021800066297,1.3321162310123071,1,5.0,1,1,-1.3270985869750103,-1.3270985869750103
2016-09-20,air_51281cd059d7b89b,0,0,0,0,0,1,0,0.9221859540864097,0.6973980174340215,0.0,-1.4828461023323072,1.1308970743708364,1,5.0,1,1,-1.806796019436345,-1.8067960194363448
2016-09-21,air_51281cd059d7b89b,0,0,0,0,0,0,1,0.9490186025787197,0.9388695190622588,0.0,-1.0776661426817336,1.0805922852104686,1,11.0,1,1,0.32906142888184464,0.3290614288818448
2016-09-22,air_51281cd059d7b89b,0,0,0,0,1,0,0,0.9221859540864097,0.8047186848243493,1.0,-1.4018101104021925,1.0428636933401927,1,18.0,1,1,-0.3310318720031734,-0.33103187200317324
2016-09-23,air_51281cd059d7b89b,1,0,0,0,0,0,0,0.9624349268248745,0.5230019329247391,0.0,-1.4828461023323072,1.2440828499816636,1,19.0,1,1,0.14607260136377567,0.14607260136377584
2016-09-24,air_51281cd059d7b89b,0,0,1,0,0,0,0,0.8282716843633238,0.5095868495009485,0.0,-1.4828461023323072,1.0428636933401927,1,18.0,1,1,1.0662026571428918,1.066202657142892
2016-09-25,air_51281cd059d7b89b,0,0,0,1,0,0,0,1.0026838995633398,1.0998505201477502,0.0,-0.0782222422103187,0.8542207339888136,1,2.0,1,1,-0.41363614029574297,-0.4136361402957428
