visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_1f34e9beded2231a,1,0,0,0,0,0,0,1.0900775450383844,1.1136134720866577,0.0,1.765031681875385,1.0081329749628298,1,9.0,1,1,1.096465437578818,1.096465437578818
2016-07-02,air_1f34e9beded2231a,0,0,1,0,0,0,0,0.9338140097598654,0.8467470323811871,0.0,-1.2122860003615858,1.05428043967297,1,10.0,1,1,1.2463633030047285,1.2463633030047285
2016-07-06,air_1f34e9beded2231a,0,0,0,0,0,0,1,0.6029029938759435,0.5798805926757161,0.0,0.7725924544630615,0.7035597078759056,1,14.0,1,1,-0.2906277286111858,-0.2906277286111858
2016-07-07,air_1f34e9beded2231a,0,0,0,0,1,0,0,0.7683585018179047,0.9242243858440655,0.0,2.1212919173567317,0.6758712290498217,1,9.0,1,1,-0.3537426193168323,-0.3537426193168323
2016-07-08,air_1f34e9beded2231a,1,0,0,0,0,0,0,0.851086255788885,0.8639642220396044,0.0,1.8668203205843414,0.6851007219918497,1,4.0,1,1,0.9021002627921112,0.9021002627921112
2016-07-12,air_1f34e9beded2231a,0,0,0,0,0,1,0,0.8602782284523274,0.8725728168688133,0.0,1.9940561189705366,0.8512315949483538,1,11.0,1,1,-0.7094810942032035,-0.7094810942032035
2016-07-13,air_1f34e9beded2231a,0,0,0,0,0,0,1,1.0625016270480574,1.2341337996955801,0.0,1.35787712703956,1.05428043967297,1,8.0,1,1,-0.6402698788271253,-0.6402698788271253
2016-07-14,air_1f34e9beded2231a,0,0,0,0,1,0,0,1.0073497910674036,1.0705704979406139,0.0,0.5435680173679099,1.0358214537889139,1,4.0,1,1,-0.43371205469955487,-0.43371205469955487
2016-07-15,air_1f34e9beded2231a,1,0,0,0,0,0,0,1.044117681721173,1.105004877257449,0.0,1.0016168915582129,1.05428043967297,1,3.0,1,1,0.699128512000089,0.699128512000089
2016-07-16,air_1f34e9beded2231a,0,0,1,0,0,0,0,1.0716935997114996,1.1222220669158665,0.0,1.1034055302671693,1.109657397325138,1,13.0,1,1,1.132326170934299,1.132326170934299
2016-07-19,air_1f34e9beded2231a,0,0,0,0,0,1,0,0.887854146442654,0.6401407564801772,0.0,-1.1868388406843469,1.0358214537889139,1,4.0,1,1,-1.045854773077615,-1.045854773077615
2016-07-20,air_1f34e9beded2231a,0,0,0,0,0,0,1,0.9705819004136347,0.9500501703316918,0.0,0.7471452947858225,1.0081329749628298,1,12.0,1,1,-0.5854029567932394,-0.5854029567932394
2016-07-21,air_1f34e9beded2231a,0,0,0,0,1,0,0,1.0073497910674036,1.173873635891119,0.0,0.6453566560768661,0.971215003194718,1,7.0,1,1,-0.37418323732945646,-0.37418323732945646
2016-07-22,air_1f34e9beded2231a,1,0,0,0,0,0,0,0.9613899277501923,0.9930931444777354,0.0,1.0016168915582129,0.9804444961367461,1,7.0,1,1,0.7600917587044066,0.7600917587044066
2016-07-23,air_1f34e9beded2231a,0,0,1,0,0,0,0,0.9613899277501923,1.1136134720866577,0.0,2.0703975980022538,0.9158380455425498,1,6.0,1,1,1.0623977408911112,1.0623977408911112
2016-07-29,air_1f34e9beded2231a,1,0,0,0,0,0,0,1.1911892443362493,1.0791790927698228,0.0,-1.2122860003615858,1.3219357349917824,1,29.0,1,1,0.9960553841834714,0.9960553841834714
2016-07-30,air_1f34e9beded2231a,0,0,1,0,0,0,0,1.3198768616244414,1.2513509893539976,0.0,-0.7287899664940436,1.4419191432381466,1,4.0,1,1,1.1093753015867913,1.1093753015867913
2016-08-02,air_1f34e9beded2231a,0,0,0,0,0,1,0,1.3658367249416528,1.3202197479876674,0.0,1.1288526899444082,1.4234601573540904,1,2.0,1,1,-0.9737746990330983,-0.9737746990330983
2016-08-03,air_1f34e9beded2231a,0,0,0,0,0,0,1,1.3566447522782104,1.3804799117921287,0.0,-0.37252973101269665,1.4788371150062585,1,3.0,1,1,-0.5416528620995525,-0.5416528620995525
2016-08-04,air_1f34e9beded2231a,0,0,0,0,1,0,0,1.347452779614768,1.3460455324752938,0.0,0.6199094963996271,1.3957716785280065,1,6.0,1,1,-0.4193677613573625,-0.4193677613573625
2016-08-05,air_1f34e9beded2231a,1,0,0,0,0,0,0,1.2187651623265763,1.1222220669158665,0.0,0.6962509754313443,1.19272283380339,1,6.0,1,1,0.5951323852691941,0.5951323852691941
2016-08-06,air_1f34e9beded2231a,0,0,1,0,0,0,0,1.1911892443362493,1.3632627221337112,0.0,2.019503278647776,1.0358214537889139,1,9.0,1,1,0.3613204037914582,0.3613204037914582
2016-08-08,air_1f34e9beded2231a,0,1,0,0,0,0,0,1.4945243422298446,1.4149142911089636,0.0,1.5869015641347117,1.4788371150062585,1,7.0,1,1,-1.296521299232427,-1.296521299232427
2016-08-09,air_1f34e9beded2231a,0,0,0,0,0,1,0,1.1728052990093647,1.0619619031114054,0.0,0.8743810931720176,1.1742638479193341,1,4.0,1,1,-0.4932408720696533,-0.4932408720696533
2016-08-10,air_1f34e9beded2231a,0,0,0,0,0,0,1,1.108461490365269,1.0103103341361528,0.0,1.5614544044574727,1.2019523267454182,1,8.0,1,1,0.4760747505289973,0.4760747505289973
2016-08-17,air_1f34e9beded2231a,0,0,0,0,0,0,1,1.0992695177018266,0.8037040582351433,0.0,-1.2122860003615858,1.2850177632236701,1,5.0,1,1,-0.9909878510437291,-0.9909878510437291
2016-08-18,air_1f34e9beded2231a,0,0,0,0,1,0,0,1.310684888960999,1.3202197479876674,0.0,0.5181208576906707,1.2480997914555583,1,6.0,1,1,-0.7249012095460603,-0.7249012095460603
2016-08-19,air_1f34e9beded2231a,1,0,0,0,0,0,0,1.2923009436341144,1.16526504106191,0.0,-1.1613916810071077,1.3219357349917824,1,7.0,1,1,0.559630259247268,0.559630259247268
2016-08-22,air_1f34e9beded2231a,0,1,0,0,0,0,0,1.2555330529803452,0.941441575502483,0.0,-1.2122860003615858,1.4419191432381466,1,6.0,1,1,-2.1249042397440374,-2.1249042397440374
2016-08-23,air_1f34e9beded2231a,0,0,0,0,0,1,0,1.145229381019038,1.0619619031114054,0.0,-0.27074109230374027,1.2111818196874464,1,6.0,1,1,-0.7872988855845973,-0.7872988855845973
2016-08-24,air_1f34e9beded2231a,0,0,0,0,0,0,1,1.181997271672807,1.2599595841832063,0.0,1.5614544044574727,1.0358214537889139,1,8.0,1,1,-0.6040505381380895,-0.6040505381380895
2016-08-25,air_1f34e9beded2231a,0,0,0,0,1,0,0,1.2371491076534606,1.3030025583292502,0.0,1.8159260012298635,1.081968918499054,1,4.0,1,1,-0.4792551860610157,-0.4792551860610157
2016-08-27,air_1f34e9beded2231a,0,0,1,0,0,0,0,0.9246220370964233,0.8897900065272307,0.0,1.9686089592932976,0.7773956514121296,1,17.0,1,1,0.9074793727954333,0.9074793727954333
2016-08-31,air_1f34e9beded2231a,0,0,0,0,0,0,1,1.27391699830723,1.2255252048663712,0.0,0.13641346253208472,1.3588537067598943,1,9.0,1,1,-0.39928575067829314,-0.39928575067829314
2016-09-01,air_1f34e9beded2231a,0,0,0,0,1,0,0,1.4301805335857487,1.475174454913425,0.0,1.0779583705899303,1.3588537067598943,1,7.0,1,1,-0.7779750949121722,-0.7779750949121722
2016-09-02,air_1f34e9beded2231a,1,0,0,0,0,0,0,1.283108970970672,1.4063056962797547,0.0,-0.19439961327202313,1.2757882702816423,1,5.0,1,1,0.3806851998034179,0.3806851998034179
2016-09-05,air_1f34e9beded2231a,0,1,0,0,0,0,0,1.2371491076534606,1.1910908255495365,0.0,1.0270640512354523,1.266558777339614,1,6.0,1,1,-1.4880176153506954,-1.4880176153506954
2016-09-06,air_1f34e9beded2231a,0,0,0,0,0,1,0,1.2003812169996917,0.9586587651609006,0.0,-1.2122860003615858,1.3865421855859783,1,5.0,1,1,-0.8127600062669887,-0.8127600062669887
2016-09-07,air_1f34e9beded2231a,0,0,0,0,0,0,1,1.1360374083555957,1.1824822307203275,0.0,0.11096630285484575,1.155804862035278,1,6.0,1,1,-0.719880706876293,-0.719880706876293
2016-09-08,air_1f34e9beded2231a,0,0,0,0,1,0,0,0.7591665291544623,0.6143149719925513,0.0,-1.1104973616526295,0.7589366655280737,1,7.0,1,1,-0.5782308101221432,-0.5782308101221432
2016-09-09,air_1f34e9beded2231a,1,0,0,0,0,0,0,0.7040146931738084,0.6143149719925513,0.0,-1.2122860003615858,0.6758712290498217,1,11.0,1,1,0.6855014333250061,0.6855014333250061
2016-09-10,air_1f34e9beded2231a,0,0,1,0,0,0,0,0.7683585018179047,0.7176181099430561,0.0,-0.881472924557478,0.8604610878903819,1,2.0,1,1,1.173924621626657,1.173924621626657
2016-09-12,air_1f34e9beded2231a,0,1,0,0,0,0,0,0.7315906111641353,0.7348352996014734,0.0,0.925275412526496,0.6758712290498217,1,11.0,1,1,-1.4675769973380712,-1.4675769973380712
2016-09-13,air_1f34e9beded2231a,0,0,0,0,0,1,0,0.7959344198082312,0.6659665409678035,0.0,-0.881472924557478,0.9435265243686339,1,12.0,1,1,-0.970547233031105,-0.970547233031105
2016-09-15,air_1f34e9beded2231a,0,0,0,0,1,0,0,0.878662173779212,0.8897900065272307,0.0,0.16186062220932393,0.8973790596584938,1,6.0,1,1,-0.2798695086045415,-0.2798695086045415
2016-09-16,air_1f34e9beded2231a,1,0,0,0,0,0,0,0.9889658457405192,1.0877876875990318,0.0,0.9761697318809739,0.7773956514121296,1,9.0,1,1,0.6202348986180308,0.6202348986180308
2016-09-17,air_1f34e9beded2231a,0,0,1,0,0,0,0,0.7223986385006932,0.6745751357970123,0.0,-0.29618825198097937,0.6574122431657655,1,9.0,1,1,1.0638321702253304,1.0638321702253304
2016-09-20,air_1f34e9beded2231a,0,0,0,0,0,1,0,0.5385591852318476,0.6917923254554298,0.0,0.7471452947858225,0.23285556783247718,1,4.0,1,1,-1.9348423529599883,-1.9348423529599883
2016-09-21,air_1f34e9beded2231a,0,0,0,0,0,0,1,0.5569431305587321,0.657357946138595,0.0,1.688690202843668,0.44513390549912146,1,5.0,1,1,0.13288753231704442,0.13288753231704442
2016-09-23,air_1f34e9beded2231a,1,0,0,0,0,0,0,0.5569431305587321,0.330231342628663,0.0,-1.2122860003615858,0.7589366655280737,1,4.0,1,1,-0.04426449045903155,-0.04426449045903155
2016-09-30,air_1f34e9beded2231a,1,0,0,0,0,0,0,0.584519048549059,0.7348352996014734,0.0,1.383324286716799,0.23285556783247718,1,18.0,1,1,0.9121412681316459,0.9121412681316459
2016-10-01,air_1f34e9beded2231a,0,0,1,0,0,0,0,0.6764387751834818,0.812312653064352,0.0,1.4342186060712774,0.5374288349194015,1,7.0,1,1,0.9447745354851336,0.9447745354851336
2016-10-03,air_1f34e9beded2231a,0,1,0,0,0,0,0,0.7223986385006932,0.6315321616509687,0.0,-1.2122860003615858,0.7681661584701018,1,7.0,1,1,-1.6777208948011897,-1.6777208948011897
2016-10-04,air_1f34e9beded2231a,0,0,0,0,0,1,0,0.48340734925119383,0.5626634030172988,0.0,0.6453566560768661,0.48205187726723336,1,10.0,1,1,-0.8697785723022035,-0.8697785723022035
2016-10-05,air_1f34e9beded2231a,0,0,0,0,0,0,1,0.28118395065546375,0.2527539891657842,0.0,0.3908850593044754,0.3436094831368132,1,2.0,1,1,-1.032586301736087,-1.032586301736087
2016-10-06,air_1f34e9beded2231a,0,0,0,0,1,0,0,0.22603211467480994,0.20110242019053196,0.0,0.08551914317760655,0.17747861018030917,1,2.0,1,1,-0.580382454123472,-0.580382454123472
2016-10-07,air_1f34e9beded2231a,1,0,0,0,0,0,0,0.06057660673284902,0.06336490292319207,0.0,-0.32163541165821846,0.1497901313542251,1,6.0,1,1,0.5452859659050756,0.5452859659050756
2016-10-08,air_1f34e9beded2231a,0,0,1,0,0,0,0,0.28118395065546375,0.21831960984894935,0.0,-1.1868388406843469,0.22362607489044922,1,12.0,1,1,0.7862700940539077,0.7862700940539077
2016-10-11,air_1f34e9beded2231a,0,0,0,0,0,1,0,0.09734449738661817,0.11501647189844459,0.0,-0.0417166552085888,0.03903621604988904,1,8.0,1,1,-1.3384783572583396,-1.3384783572583396
2016-10-14,air_1f34e9beded2231a,1,0,0,0,0,0,0,0.033000688742522113,0.028930523606357245,0.0,1.4087714463940384,-0.03479972748633509,1,2.0,1,1,0.695183831330986,0.695183831330986
2016-10-15,air_1f34e9beded2231a,0,0,1,0,0,0,0,0.09734449738661817,0.3818829116039152,0.0,1.281535648007843,-0.2101600933848672,1,8.0,1,1,1.1387811029382857,1.1387811029382857
2016-10-17,air_1f34e9beded2231a,0,1,0,0,0,0,0,0.5385591852318476,0.459360265066794,0.0,-1.1868388406843469,0.6389532572817096,1,5.0,1,1,-1.5493394693885678,-1.5493394693885678
2016-10-19,air_1f34e9beded2231a,0,0,0,0,0,0,1,0.11572844271350266,0.35605712711628923,0.0,1.332429967362321,-0.11786516396458713,1,2.0,1,1,-0.6542555648357629,-0.6542555648357629
2016-10-20,air_1f34e9beded2231a,0,0,0,0,1,0,0,-0.22437454583386168,0.02032192877714839,0.0,-1.0341558826209123,-0.5608808251819315,1,4.0,1,1,-0.44411166737264435,-0.44411166737264435
2016-10-21,air_1f34e9beded2231a,1,0,0,0,0,0,0,-0.44498188975647635,-0.5564539247798368,0.0,-1.0596030422981515,-0.4778153887036795,1,2.0,1,1,0.7174174860113842,0.7174174860113842
2016-10-25,air_1f34e9beded2231a,0,0,0,0,0,1,0,-0.16922270985320798,-0.11741558849019133,0.0,0.31454358027275825,-0.4593564028196235,1,8.0,1,1,-0.7496451155613422,-0.7496451155613422
2016-10-26,air_1f34e9beded2231a,0,0,0,0,0,0,1,0.023808716079079868,0.3216227477994541,0.0,0.2127549415638019,-0.09017668513850312,1,8.0,1,1,-0.37633488133078535,-0.37633488133078535
2016-10-27,air_1f34e9beded2231a,0,0,0,0,1,0,0,-0.33467821779516904,-0.324021864391201,0.0,-0.0417166552085888,-0.25630755809500727,1,2.0,1,1,-0.3634250173228122,-0.3634250173228122
2016-10-28,air_1f34e9beded2231a,1,0,0,0,0,0,0,-0.18760665518009262,-0.2207187264406961,0.0,-0.5761070084306091,-0.11786516396458713,1,1.0,1,1,0.6241795792871337,0.6241795792871337
