visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-01,air_05c325d315cc17f5,1,0,0,0,0,0,0,-1.1584416643930264,-0.9692901579816611,1.0,0.39159490488327414,-1.2398489635084775,1,29.0,1,1,-1.9686263753316666,-1.9686263753316666
2016-01-02,air_05c325d315cc17f5,0,0,1,0,0,0,0,-0.6291268135136626,-0.7206993652795578,1.0,-1.0909523250990176,-0.6154978963382495,1,21.0,1,1,-1.8188771752140218,-1.8188771752140218
2016-01-03,air_05c325d315cc17f5,0,0,0,1,0,0,0,-0.6291268135136626,-0.6615110813028665,1.0,-0.8932793611013787,-0.5914843937547792,1,24.0,1,1,-1.682557260386115,-1.682557260386115
2016-01-04,air_05c325d315cc17f5,0,1,0,0,0,0,0,-0.7029846996828761,-0.5076215429634692,0.0,0.41630402538297917,-0.7235586579638659,1,18.0,1,1,-1.4851721049010975,-1.4851721049010975
2016-01-05,air_05c325d315cc17f5,0,0,0,0,0,1,0,-0.8383908243264343,-0.9929654715723375,0.0,-1.2392070480972468,-0.6154978963382495,1,15.0,1,1,-1.3551867586060862,-1.3551867586060862
2016-01-06,air_05c325d315cc17f5,0,0,0,0,0,0,1,-0.8876294151059101,-1.0403160987536906,0.0,-1.2392070480972468,-0.7475721605473362,1,19.0,1,1,-1.2910809250531856,-1.2910809250531856
2016-01-07,air_05c325d315cc17f5,0,0,0,0,1,0,0,-0.9368680058853858,-1.2297186074791027,0.0,-1.1403705660984274,-0.6034911450465144,1,17.0,1,1,-1.221907436673969,-1.221907436673969
2016-01-08,air_05c325d315cc17f5,1,0,0,0,0,0,0,-1.1338223690032887,-1.4191211162045145,0.0,-1.2392070480972468,-0.807605917006012,1,16.0,1,1,-0.8876956008784133,-0.8876956008784133
2016-01-09,air_05c325d315cc17f5,0,0,1,0,0,0,0,-1.0845837782238128,-1.3836081458185,0.0,-1.189788807097837,-0.7595789118390714,1,32.0,1,1,-0.6297519702189167,-0.6297519702189167
2016-01-10,air_05c325d315cc17f5,0,0,0,1,0,0,0,-1.0845837782238128,-1.1705303235024114,0.0,-0.300260469108462,-0.9636936837985689,1,6.0,1,1,-0.9153143196818367,-0.9153143196818367
