visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_a11473cc1eb9a27f,1,0,0,0,0,0,0,1.0568916185131472,1.1345909954890228,0.0,-0.1749402311959839,1.0001859158497592,1,60.0,1,1,1.279167274421899,1.279167274421899
2016-07-02,air_a11473cc1eb9a27f,0,0,1,0,0,0,0,1.2185796119883887,1.2735347543212168,0.0,0.49197750842088966,1.154171214344312,1,13.0,1,1,1.433161271499823,1.433161271499823
2016-07-03,air_a11473cc1eb9a27f,0,0,0,1,0,0,0,1.4726607445923399,1.690366030817799,0.0,0.6787144755136141,1.286158613053929,1,2.0,1,1,-0.48955325182478376,-0.48955325182478365
2016-07-04,air_a11473cc1eb9a27f,0,1,0,0,0,0,0,1.3109727511170983,1.5051076857082066,0.0,0.5453309275902394,1.1761691141292483,1,9.0,1,1,-1.2366820223368173,-1.2366820223368171
2016-07-05,air_a11473cc1eb9a27f,0,0,0,0,0,1,0,0.6064750652606877,0.5556586670215472,0.0,-1.3487154529216816,0.8022048177853339,1,35.0,1,1,-0.5908650920076286,-0.5908650920076284
2016-07-06,air_a11473cc1eb9a27f,0,0,0,0,0,0,1,0.7681630587359297,0.7061810724230906,0.0,-0.25497035995000894,0.8352016674627382,1,34.0,1,1,-0.14582980858625952,-0.1458298085862594
2016-07-07,air_a11473cc1eb9a27f,0,0,0,0,1,0,0,1.2647761815527434,1.840888436219343,0.0,2.0659033739167114,0.9891869659572909,1,21.0,1,1,-0.21066938630328017,-0.21066938630328005
2016-07-08,air_a11473cc1eb9a27f,1,0,0,0,0,0,0,1.022244191339881,1.0419618229342267,0.0,-0.7885045516435076,1.0111848657422273,1,52.0,1,1,1.0794908475888012,1.0794908475888012
2016-07-09,air_a11473cc1eb9a27f,0,0,1,0,0,0,0,0.6873190619983085,0.47460814103610033,0.0,-1.3487154529216816,0.8132037676778021,1,37.0,1,1,1.373847794156412,1.373847794156412
2016-07-11,air_a11473cc1eb9a27f,0,1,0,0,0,0,0,1.3340710358992758,1.4703717460001584,0.0,1.9858732451626864,1.0331827655271635,1,13.0,1,1,-1.2856801123161568,-1.2856801123161565
