visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-07,air_16cf0a73233896de,0,0,0,0,1,0,0,-0.919348898018363,-1.2053220747198299,0.0,-1.1423986807327218,-0.5922564531502413,1,4.0,1,1,-1.319361323499315,-1.319361323499315
2016-01-08,air_16cf0a73233896de,1,0,0,0,0,0,0,-1.1149736791024683,-1.3929178249133816,0.0,-1.240754025199008,-0.7956406808848067,1,10.0,1,1,-0.9856117132182688,-0.9856117132182688
2016-01-09,air_16cf0a73233896de,0,0,1,0,0,0,0,-1.066067483831442,-1.3577436217520906,0.0,-1.191576352965865,-0.7477855684766737,1,7.0,1,1,-0.7280248267390383,-0.7280248267390383
2016-01-10,air_16cf0a73233896de,0,0,0,1,0,0,0,-1.066067483831442,-1.1466984027843448,0.0,-0.30637825276929165,-0.951169796211239,1,5.0,1,1,-1.0131922344621156,-1.0131922344621156
2016-01-11,air_16cf0a73233896de,0,1,0,0,0,0,0,-1.0171612885604155,-1.006001590139181,1.0,-0.994865664033293,-0.9870611305173388,1,14.0,1,1,-1.3742693336820193,-1.3742693336820193
2016-01-13,air_16cf0a73233896de,0,0,0,0,0,0,1,-1.3228250090043299,-1.5687888407198363,0.0,-0.994865664033293,-1.1665178020478377,1,2.0,1,1,-1.224474209128282,-1.224474209128282
2016-01-14,air_16cf0a73233896de,0,0,0,0,1,0,0,-1.212786069644521,-1.3929178249133816,0.0,-0.8227438112172927,-1.094735133435638,1,8.0,1,1,-1.1321174178071436,-1.1321174178071436
2016-01-15,air_16cf0a73233896de,1,0,0,0,0,0,0,-1.3228250090043299,-1.134973668397248,0.0,0.9722412252924254,-1.3100831392722365,1,7.0,1,1,-0.8568182699786536,-0.8568182699786536
2016-01-16,air_16cf0a73233896de,0,0,1,0,0,0,0,-1.1149736791024683,-0.9122037150424052,0.0,0.6771751918935677,-1.3220469173742697,1,20.0,1,1,-0.7098065007798,-0.7098065007798
2016-01-17,air_16cf0a73233896de,0,0,0,1,0,0,0,-1.1638798743734946,-1.3460188873649936,0.0,-1.240754025199008,-1.046880021027505,1,2.0,1,1,-1.3107582251296745,-1.3107582251296745
2016-01-19,air_16cf0a73233896de,0,0,0,0,0,1,0,-1.7507542176258102,-2.049502950590813,0.0,-1.2161651890824365,-1.4775760327007021,1,6.0,1,1,-1.3575692015527174,-1.3575692015527174
2016-01-20,air_16cf0a73233896de,0,0,0,0,0,0,1,-1.701848022354784,-1.7681093253004851,0.0,-0.6997996306344353,-1.513467367006802,1,11.0,1,1,-1.2330773074979224,-1.2330773074979224
2016-01-21,air_16cf0a73233896de,0,0,0,0,1,0,0,-1.6896214735370272,-1.6743114502037093,0.0,-1.2161651890824365,-1.5972138137210348,1,16.0,1,1,-1.1116218011030004,-1.1116218011030004
2016-01-22,air_16cf0a73233896de,1,0,0,0,0,0,0,-1.3228250090043299,-1.4398167624617695,0.0,-0.994865664033293,-1.2622280268641035,1,13.0,1,1,-0.8046936151508328,-0.8046936151508328
2016-01-23,air_16cf0a73233896de,0,0,1,0,0,0,0,-1.6040356318127313,-1.7681093253004851,0.0,-1.240754025199008,-1.5852500356190016,1,9.0,1,1,-0.7318203113138797,-0.7318203113138797
2016-01-24,air_16cf0a73233896de,0,0,0,1,0,0,0,-2.276495816789343,-2.354346044655334,0.0,-1.240754025199008,-2.075764937802365,1,2.0,1,1,-1.4253818592898824,-1.4253818592898824
2016-01-25,air_16cf0a73233896de,0,1,0,0,0,0,0,-1.8852462546211326,-2.0729524193650066,0.0,-1.2161651890824365,-1.848453153863733,1,1.0,1,1,-1.4499259928738562,-1.4499259928738562
2016-01-26,air_16cf0a73233896de,0,0,0,0,0,1,0,-1.493996692452922,-1.6039630438811274,0.0,-1.191576352965865,-1.369902029782403,1,12.0,1,1,-1.2781170577860395,-1.2781170577860395
2016-01-27,air_16cf0a73233896de,0,0,0,0,0,0,1,-1.2250126184622774,-1.2522210122682178,0.0,-1.191576352965865,-1.1545540239458043,1,6.0,1,1,-1.1273098040123446,-1.1273098040123446
2016-01-28,air_16cf0a73233896de,0,0,0,0,1,0,0,-1.0171612885604155,-1.029451058913375,0.0,-1.240754025199008,-0.8195682370888732,1,7.0,1,1,-1.1328765147221118,-1.1328765147221118
2016-01-29,air_16cf0a73233896de,1,0,0,0,0,0,0,-0.6870444704809879,-0.7246079648488534,0.0,-1.240754025199008,-0.40083600351770926,1,9.0,1,1,-0.9906723593180572,-0.9906723593180572
2016-01-30,air_16cf0a73233896de,0,0,1,0,0,0,0,-0.711497568116501,-0.6894337616875623,0.0,0.5296421751941388,-0.580292675048208,1,13.0,1,1,-0.6908290779055934,-0.6908290779055934
2016-01-31,air_16cf0a73233896de,0,0,0,1,0,0,0,-0.8704427027473366,-0.9473779182036962,0.0,0.0870431250958522,-0.6999304560685407,1,9.0,1,1,-1.2426925350875204,-1.2426925350875204
