visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Toshima-ku Minamiikebukuro,total_area_visitors,total_genre_visitors
2016-07-01,air_10393f12e9069760,1,0,0,0,0,0,0,1.072212532456235,1.1475966502879413,0.0,-0.17546582705696623,1.0183369210597728,1,23.0,1,1,1.3738112167718097,1.3738112167718093
2016-07-02,air_10393f12e9069760,0,0,1,0,0,0,0,1.2349555592494819,1.2874053792570306,0.0,0.49114613664947443,1.1735657647590338,1,28.0,1,1,1.5269114667866148,1.5269114667866144
2016-07-03,air_10393f12e9069760,0,0,0,1,0,0,0,1.4906946013531555,1.706831566164298,0.0,0.6777974864872777,1.306619059358401,1,17.0,1,1,-0.3846440471542179,-0.38464404715421807
2016-07-04,air_10393f12e9069760,0,1,0,0,0,0,0,1.3279515745599086,1.5204199275388455,0.0,0.5444750937459895,1.1957413138589286,1,6.0,1,1,-1.1274366477045166,-1.1274366477045166
2016-07-05,air_10393f12e9069760,0,0,0,0,0,1,0,0.6188569578179041,0.5650602795834027,0.0,-1.3487028831803018,0.8187569791607223,1,5.0,1,1,-0.48536789584816864,-0.4853678958481688
2016-07-06,air_10393f12e9069760,0,0,0,0,0,0,1,0.7815999846111513,0.7165197359665824,0.0,-0.2554592627017393,0.8520203028105642,1,26.0,1,1,-0.04291549867619587,-0.04291549867619611
2016-07-07,air_10393f12e9069760,0,0,0,0,1,0,0,1.2814535669046951,1.8582910225474787,0.0,2.0643503709966744,1.0072491465098252,1,3.0,1,1,-0.10737876184032435,-0.10737876184032458
2016-07-08,air_10393f12e9069760,1,0,0,0,0,0,0,1.037339026714825,1.054390830975215,0.0,-0.7887488336668916,1.0294246956097202,1,20.0,1,1,1.1752936677095502,1.17529366770955
2016-07-09,air_10393f12e9069760,0,0,1,0,0,0,0,0.7002284712145275,0.4835051876847669,0.0,-1.3487028831803018,0.8298447537106698,1,33.0,1,1,1.4679422317330655,1.467942231733065
2016-07-10,air_10393f12e9069760,0,0,0,1,0,0,0,1.072212532456235,1.2291517421865765,0.0,1.7710411069658403,0.8187569791607223,1,19.0,1,1,-0.23007872297659163,-0.23007872297659185
2016-07-11,air_10393f12e9069760,0,1,0,0,0,0,0,1.3512005783875154,1.4854677452965734,0.0,1.9843569353519013,1.0516002447096144,1,26.0,1,1,-1.1761503636183182,-1.1761503636183182
2016-07-12,air_10393f12e9069760,0,0,0,0,0,1,0,1.2465800611632853,1.2874053792570306,0.0,0.3311592653599285,1.306619059358401,1,10.0,1,1,-0.47071715421995763,-0.4707171542199578
2016-07-13,air_10393f12e9069760,0,0,0,0,0,0,1,1.0140900228872183,0.7980748278652181,0.0,-1.3487028831803018,1.1846535393089812,1,13.0,1,1,-0.40002732586383943,-0.40002732586383966
2016-07-14,air_10393f12e9069760,0,0,0,0,1,0,0,1.1070860381976448,1.4155633808120287,0.0,-0.3087882197982545,0.9407224992101422,1,11.0,1,1,-0.18905664641760078,-0.189056646417601
2016-07-15,air_10393f12e9069760,1,0,0,0,0,0,0,0.6769794673869208,0.37864864095795014,0.0,-1.3487028831803018,0.9074591755603003,1,29.0,1,1,0.9679856736703644,0.967985673670364
2016-07-16,air_10393f12e9069760,0,0,1,0,0,0,0,0.8978450037491849,0.8097255552793087,0.0,-0.9220712264081798,0.8076692046107754,1,20.0,1,1,1.4104380708423372,1.4104380708423367
2016-07-17,air_10393f12e9069760,0,0,0,1,0,0,0,1.1070860381976448,0.9378835568343074,0.0,-1.3220384046320444,1.1957413138589286,1,24.0,1,1,0.5057547753003068,0.5057547753003064
2016-07-18,air_10393f12e9069760,0,1,0,0,0,0,0,1.4325720917841387,1.4854677452965734,1.0,0.6511330079390201,1.3509701575581898,1,19.0,1,1,-0.985690722451575,-0.9856907224515751
2016-07-19,air_10393f12e9069760,0,0,0,0,0,1,0,1.2698290649908919,1.345659016327484,0.0,0.30449478681167097,1.2068290884088757,1,11.0,1,1,-0.814277045401506,-0.8142770454015061
2016-07-20,air_10393f12e9069760,0,0,0,0,0,0,1,1.1535840458528586,1.0660415583893055,0.0,-0.12213686996045116,1.162477990209087,1,25.0,1,1,-0.3439882391359323,-0.3439882391359325
2016-07-21,air_10393f12e9069760,0,0,0,0,1,0,0,0.6304814597317077,0.4136008232002225,0.0,-1.3487028831803018,0.896371401010353,1,12.0,1,1,-0.12825606866052505,-0.12825606866052527
2016-07-22,air_10393f12e9069760,1,0,0,0,0,0,0,0.5839834520764939,0.22718918457477,0.0,-1.3487028831803018,0.8409325282606167,1,24.0,1,1,1.0302513255902612,1.0302513255902608
2016-07-23,air_10393f12e9069760,0,0,1,0,0,0,0,0.7002284712145275,0.7398211907947643,0.0,-0.9754001835046952,0.7744058809609335,1,27.0,1,1,1.3390157054048084,1.339015705404808
2016-07-24,air_10393f12e9069760,0,0,0,1,0,0,0,0.8745959999215778,0.9611850116624888,0.0,0.5978040508425048,0.6857036845613556,1,12.0,1,1,-0.40625389105582915,-0.4062538910558293
