visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,total_area_visitors,total_genre_visitors
2016-01-01,air_6e3fd96320d24324,1,0,0,0,0,0,0,-1.1562401814158902,-0.9187453770006204,1.0,0.6025298548068643,-1.2086360067773159,1,32.0,1,1,-1.953754364566666,-1.953754364566666
2016-01-02,air_6e3fd96320d24324,0,0,1,0,0,0,0,-0.8070656683491023,-0.5951105408577427,1.0,-0.09637485091560297,-0.9888295575764859,1,50.0,1,1,-1.8054032551941785,-1.8054032551941785
2016-01-05,air_6e3fd96320d24324,0,0,0,0,0,1,0,-0.9583746240113771,-0.9906642294768154,0.0,-1.3194580859299208,-0.8459553655959464,1,2.0,1,1,-1.3460419520610962,-1.3460419520610962
2016-01-06,air_6e3fd96320d24324,0,0,0,0,0,0,1,-0.8419831196557811,-1.026623655714913,0.0,-1.094810144804842,-0.6811005286953239,1,3.0,1,1,-1.2825346243601838,-1.2825346243601838
2016-01-09,air_6e3fd96320d24324,0,0,1,0,0,0,0,-1.0631269779314134,-1.0625830819530104,0.0,0.3029992666400925,-1.0657618147967765,1,8.0,1,1,-0.6273799789080826,-0.6273799789080826
2016-01-10,air_6e3fd96320d24324,0,0,0,1,0,0,0,-1.0747661283669732,-0.8348400491117262,0.0,0.1532339725567068,-1.1207134270969838,1,35.0,1,1,-0.910276256848511,-0.910276256848511
2016-01-12,air_6e3fd96320d24324,0,0,0,0,0,1,0,-0.9467354735758176,-1.0386101311276121,0.0,-0.7203969095963774,-0.8679360105160294,1,9.0,1,1,-1.3216932928239875,-1.3216932928239875
2016-01-13,air_6e3fd96320d24324,0,0,0,0,0,0,1,-1.1562401814158902,-1.1105289836038073,0.0,0.07835132551501389,-1.142694072017067,1,8.0,1,1,-1.119875539972076,-1.119875539972076
2016-01-14,air_6e3fd96320d24324,0,0,0,0,1,0,0,-1.2959099866426054,-1.1225154590165063,0.0,0.12827309020947567,-1.3075489089176895,1,5.0,1,1,-1.0282542964509966,-1.0282542964509966
2016-01-15,air_6e3fd96320d24324,1,0,0,0,0,0,0,-1.3773840396915227,-1.4221773443339856,0.0,-0.9200839683742252,-1.1976456843172745,1,25.0,1,1,-0.7551476856265191,-0.7551476856265191
2016-01-16,air_6e3fd96320d24324,0,0,1,0,0,0,0,-1.3890231901270822,-1.2184072623180997,0.0,0.9769430900153289,-1.4284424559781461,1,27.0,1,1,-0.6093067473094039,-0.6093067473094039
2016-01-18,air_6e3fd96320d24324,0,1,0,0,0,0,0,-0.9118180222691388,-0.8707994753498237,0.0,-0.7952795566380703,-0.9888295575764859,1,3.0,1,1,-1.4856074627397813,-1.4856074627397813
2016-01-19,air_6e3fd96320d24324,0,0,0,0,0,1,0,-1.5519712962249166,-1.7577986558895624,0.0,-0.4707880861240676,-1.186655361857233,1,4.0,1,1,-1.2519105374846449,-1.2519105374846449
2016-01-20,air_6e3fd96320d24324,0,0,0,0,0,0,1,-1.3890231901270822,-1.3862179180958882,0.0,0.5276472077651714,-1.2196263292373575,1,15.0,1,1,-1.1284101215603408,-1.1284101215603408
2016-01-21,air_6e3fd96320d24324,0,0,0,0,1,0,0,-1.249353384900367,-1.4221773443339856,0.0,-0.8701622036797632,-1.142694072017067,1,18.0,1,1,-1.007921910902483,-1.007921910902483
2016-01-22,air_6e3fd96320d24324,1,0,0,0,0,0,0,-1.0631269779314134,-1.170461360667303,0.0,-0.24614014499898895,-0.9228876228162369,1,11.0,1,1,-0.7034381618858553,-0.7034381618858553
2016-01-23,air_6e3fd96320d24324,0,0,1,0,0,0,0,-1.307549137078165,-1.4221773443339856,0.0,-0.7703186742908393,-1.0877424597168595,1,16.0,1,1,-0.6311452354911407,-0.6311452354911407
2016-01-24,air_6e3fd96320d24324,0,0,0,1,0,0,0,-1.9826198623406217,-2.2971900494610247,0.0,-0.4458272037768367,-1.6152779377988515,1,16.0,1,1,-1.3191831217686154,-1.3191831217686154
2016-01-25,air_6e3fd96320d24324,0,1,0,0,0,0,0,-1.7963934553716683,-1.661906852587969,0.0,0.3778819136817854,-1.9889489014402624,1,2.0,1,1,-1.3435317810057241,-1.3435317810057241
2016-01-26,air_6e3fd96320d24324,0,0,0,0,0,1,0,-1.214435933593688,-1.3622449672704897,0.0,-1.3194580859299208,-1.1976456843172745,1,16.0,1,1,-1.173091166345963,-1.173091166345963
2016-01-27,air_6e3fd96320d24324,0,0,0,0,0,0,1,-0.993292075318056,-0.9786777540641163,0.0,0.10331220786224478,-1.032790847416652,1,5.0,1,1,-1.0234849714457896,-1.0234849714457896
2016-01-28,air_6e3fd96320d24324,0,0,0,0,1,0,0,-1.0165703761891751,-1.0745695573657095,0.0,-1.194653674193766,-1.0657618147967765,1,12.0,1,1,-1.0290073477676083,-1.0290073477676083
