visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-01-01,air_25d8e5cc57dd87d9,1,0,0,0,0,0,0,-0.9253552972229045,-0.906691064073327,1.0,0.9182264649237188,-0.8977452916540345,1,1.0,1,1,-1.9919957067087668,-1.9919957067087668
2016-01-03,air_25d8e5cc57dd87d9,0,0,0,1,0,0,0,-0.7013789325731029,-0.3980602898987629,1.0,0.7452112084292143,-0.968966084049418,1,1.0,1,1,-1.708837262889908,-1.708837262889908
2016-01-04,air_25d8e5cc57dd87d9,0,1,0,0,0,0,0,-0.7138220639425366,-0.522116576282803,0.0,0.8935099997102182,-0.8027842351268564,1,16.0,1,1,-1.513460444701342,-1.513460444701342
2016-01-05,air_25d8e5cc57dd87d9,0,0,0,0,0,1,0,-0.5022888306621683,-0.4973053190059948,0.0,0.7699276736427149,-0.7196933106655756,1,23.0,1,1,-1.3847976619917985,-1.3847976619917985
2016-01-06,air_25d8e5cc57dd87d9,0,0,0,0,0,0,1,-0.7511514580508366,-1.005936093180559,0.0,-1.3062554042913415,-0.48229066934763043,1,21.0,1,1,-1.3213440868933297,-1.3213440868933297
2016-01-07,air_25d8e5cc57dd87d9,0,0,0,0,1,0,0,-0.7760377207897036,-0.8074460349660949,0.0,-0.11986507404330936,-0.7909141030609591,1,31.0,1,1,-1.2528744189017014,-1.2528744189017014
2016-01-08,air_25d8e5cc57dd87d9,1,0,0,0,0,0,0,-1.0124572168089385,-1.055558607734175,0.0,0.8440770692832166,-0.9570959519835208,1,28.0,1,1,-0.9220630925978266,-0.9220630925978266
2016-01-09,air_25d8e5cc57dd87d9,0,0,1,0,0,0,0,-0.9502415599617714,-0.9687192072653471,0.0,0.8935099997102182,-0.9927063481812124,1,32.0,1,1,-0.6667439643360035,-0.6667439643360035
2016-01-10,air_25d8e5cc57dd87d9,0,0,0,1,0,0,0,-0.8755827717451709,-0.8074460349660949,0.0,0.9429429301372194,-1.0401868764448015,1,21.0,1,1,-0.9494007988655463,-0.9494007988655463
2016-01-11,air_25d8e5cc57dd87d9,0,1,0,0,0,0,0,-0.9751278227006382,-1.105181122287791,1.0,-0.4906120522458194,-0.87400502752224,1,7.0,1,1,-1.3072990267924829,-1.3072990267924829
