visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_af03c277a167b2bd,1,0,0,0,0,0,0,1.0501444840930114,1.1231029106206605,0.0,-0.16510713312600392,0.9964403253895585,1,42.0,1,1,1.3328515681414816,1.3328515681414816
2016-07-02,air_af03c277a167b2bd,0,0,1,0,0,0,0,1.2118904982757503,1.261644105675299,0.0,0.4961989619686593,1.1507271857103865,1,32.0,1,1,1.48793874928184,1.48793874928184
2016-07-03,air_af03c277a167b2bd,0,0,0,1,0,0,0,1.4660628062771976,1.6772676908392146,0.0,0.6813646685951649,1.2829730659853822,1,20.0,1,1,-0.44842488318593376,-0.44842488318593376
2016-07-04,air_af03c277a167b2bd,0,1,0,0,0,0,0,1.3043167920944585,1.4925460974330296,0.0,0.5491034495762321,1.1727681657562192,1,11.0,1,1,-1.2008574270917864,-1.2008574270917864
2016-07-05,air_af03c277a167b2bd,0,0,0,0,0,1,0,0.599566301726809,0.5458479312263329,0.0,-1.3290058604926112,0.7980715049770654,1,16.0,1,1,-0.5504559234098536,-0.5504559234098536
2016-07-06,air_af03c277a167b2bd,0,0,0,0,0,0,1,0.7613123159095485,0.6959342258688578,0.0,-0.24446386453736368,0.8311329750458143,1,19.0,1,1,-0.10226139035350748,-0.10226139035350748
2016-07-07,air_af03c277a167b2bd,0,0,0,0,1,0,0,1.2581036451851042,1.8273539854817402,0.0,2.0568813463920645,0.9854198353666421,1,19.0,1,1,-0.16756125609681619,-0.16756125609681619
2016-07-08,air_af03c277a167b2bd,1,0,0,0,0,0,0,1.0154846239109958,1.0307421139175679,0.0,-0.7735087406130942,1.007460815412475,1,49.0,1,1,1.131757663409247,1.131757663409247
2016-07-09,air_af03c277a167b2bd,0,0,1,0,0,0,0,0.6804393088181786,0.4650322341111267,0.0,-1.3290058604926112,0.8090919949999819,1,28.0,1,1,1.4282042130052905,1.4282042130052905
2016-07-10,air_af03c277a167b2bd,0,0,0,1,0,0,0,1.0501444840930114,1.2039186077358661,0.0,1.7659066645504125,0.7980715049770654,1,13.0,1,1,-0.2918536141877731,-0.2918536141877731
2016-07-11,air_af03c277a167b2bd,0,1,0,0,0,0,0,1.3274233655491354,1.4579107986693702,0.0,1.9775246149807049,1.0295017954583074,1,20.0,1,1,-1.2502033483637187,-1.2502033483637187
2016-07-12,air_af03c277a167b2bd,0,0,0,0,0,1,0,1.223443785003089,1.261644105675299,0.0,0.33748549914594,1.2829730659853822,1,20.0,1,1,-0.535615044831829,-0.535615044831829
2016-07-13,air_af03c277a167b2bd,0,0,0,0,0,0,1,0.9923780504563188,0.7767499229840639,0.0,-1.3290058604926112,1.1617476757333027,1,16.0,1,1,-0.4640078056928597,-0.4640078056928597
2016-07-14,air_af03c277a167b2bd,0,0,0,0,1,0,0,1.0848043442750266,1.388640201142051,0.0,-0.2973683521449367,0.9192968952291447,1,13.0,1,1,-0.25029915416930393,-0.25029915416930393
2016-07-15,air_af03c277a167b2bd,1,0,0,0,0,0,0,0.6573327353635017,0.3611263378201479,0.0,-1.3290058604926112,0.8862354251603958,1,29.0,1,1,0.9217592315301973,0.9217592315301973
2016-07-16,air_af03c277a167b2bd,0,0,1,0,0,0,0,0.8768451831829337,0.7882950225719503,0.0,-0.9057699596320268,0.7870510149541493,1,44.0,1,1,1.3699537645865436,1.3699537645865436
2016-07-17,air_af03c277a167b2bd,0,0,0,1,0,0,0,1.0848043442750266,0.9152911180387024,0.0,-1.3025536166888247,1.1727681657562192,1,23.0,1,1,0.4535295123935178,0.4535295123935178
2016-07-19,air_af03c277a167b2bd,0,0,0,0,0,1,0,1.246550358457766,1.3193696036147313,0.0,0.31103325534215354,1.1837886557791353,1,35.0,1,1,-0.8836336474865083,-0.8836336474865083
2016-07-20,air_af03c277a167b2bd,0,0,0,0,0,0,1,1.1310174911843809,1.0422872135054542,0.0,-0.11220264551843104,1.1397066956874704,1,15.0,1,1,-0.40724144513191524,-0.40724144513191524
2016-07-21,air_af03c277a167b2bd,0,0,0,0,1,0,0,0.6111195884541477,0.39576163658380764,0.0,-1.3290058604926112,0.8752149351374793,1,21.0,1,1,-0.1887095080705014,-0.1887095080705014
2016-07-22,air_af03c277a167b2bd,1,0,0,0,0,0,0,0.5649064415447934,0.21104004317762268,0.0,-1.3290058604926112,0.8201124850228979,1,43.0,1,1,0.9848329654868023,0.9848329654868023
2016-07-23,air_af03c277a167b2bd,0,0,1,0,0,0,0,0.6804393088181786,0.7190244250446312,0.0,-0.9586744472395999,0.7539895448854004,1,34.0,1,1,1.2976044815186731,1.2976044815186731
2016-07-24,air_af03c277a167b2bd,0,0,0,1,0,0,0,0.8537386097282563,0.9383813172144755,0.0,0.6020079371838053,0.6658256247020701,1,11.0,1,1,-0.4703151790885202,-0.4703151790885202
2016-07-25,air_af03c277a167b2bd,0,1,0,0,0,0,0,0.9461649035469645,0.8113852217477232,0.0,-1.1173879100623192,0.8972559151833122,1,15.0,1,1,-1.1073598920502308,-1.1073598920502308
2016-07-26,air_af03c277a167b2bd,0,0,0,0,0,1,0,0.842185323000918,0.7536597238082905,0.0,-1.3025536166888247,0.9303173852520608,1,10.0,1,1,-0.38349603940707566,-0.38349603940707566
2016-07-27,air_af03c277a167b2bd,0,0,0,0,0,0,1,0.9230583300922875,0.7421146242204042,0.0,-1.2496491290812517,1.0405222854812235,1,18.0,1,1,-0.1820311127103903,-0.1820311127103903
2016-07-28,air_af03c277a167b2bd,0,0,0,0,1,0,0,1.1541240646390578,1.1808284085600933,0.0,0.04651081730428828,1.1397066956874704,1,37.0,1,1,0.04095308792443095,0.04095308792443095
2016-07-29,air_af03c277a167b2bd,1,0,0,0,0,0,0,1.2349970717304273,1.330914703202618,0.0,1.7130021769428396,1.0956247355958049,1,37.0,1,1,1.2289654180953087,1.2289654180953087
2016-08-01,air_af03c277a167b2bd,0,1,0,0,0,0,0,1.2581036451851042,1.2270088069116392,0.0,-0.8264132282206672,1.2829730659853822,1,13.0,1,1,-1.161529098860021,-1.161529098860021
2016-08-02,air_af03c277a167b2bd,0,0,0,0,0,1,0,1.0848043442750266,0.9845617155660215,0.0,-0.8793177158282403,1.05154277550414,1,10.0,1,1,-0.8090582326319342,-0.8090582326319342
2016-08-03,air_af03c277a167b2bd,0,0,0,0,0,0,1,1.1887839248210734,1.284734304851072,0.0,-0.24446386453736368,1.1507271857103865,1,32.0,1,1,-0.36197676546893987,-0.36197676546893987
2016-08-04,air_af03c277a167b2bd,0,0,0,0,1,0,0,1.338976652276474,1.4001853007299374,0.0,0.9194348628292437,1.2609320859395492,1,9.0,1,1,-0.23545827559127924,-0.23545827559127924
2016-08-05,air_af03c277a167b2bd,1,0,0,0,0,0,0,1.4082963726405051,1.4463656990814835,0.0,1.527836470316334,1.2829730659853822,1,36.0,1,1,0.8141628618395182,0.8141628618395182
2016-08-06,air_af03c277a167b2bd,0,0,1,0,0,0,0,1.4545095195498594,1.5387264957845765,0.0,0.9987915942406035,1.4152189462603775,1,29.0,1,1,0.5722565410177155,0.5722565410177155
2016-08-07,air_af03c277a167b2bd,0,0,0,1,0,0,0,1.3967430859131669,1.469455898257257,0.0,1.6336454455314797,1.2719525759624657,1,26.0,1,1,-0.6228052064777241,-0.6228052064777241
2016-08-08,air_af03c277a167b2bd,0,1,0,0,0,0,0,1.3851897991858282,1.423275499905711,0.0,-0.11220264551843104,1.3601164961457959,1,12.0,1,1,-1.14297800063749,-1.14297800063749
2016-08-09,air_af03c277a167b2bd,0,0,0,0,0,1,0,1.7780015479153375,1.9428049813606056,0.0,0.8136258876140975,1.404198456237461,1,14.0,1,1,-0.31188880026810645,-0.31188880026810645
2016-08-10,air_af03c277a167b2bd,0,0,0,0,0,0,1,1.4545095195498594,1.515636296608803,0.0,-0.032845914107071265,1.4372599263062098,1,21.0,1,1,0.6909835696419131,0.6909835696419131
2016-08-11,air_af03c277a167b2bd,0,0,0,0,1,0,0,1.246550358457766,1.2962794044389587,1.0,-0.032845914107071265,1.3490960061228796,1,22.0,1,1,0.3808092073611968,0.3808092073611968
2016-08-12,air_af03c277a167b2bd,1,0,0,0,0,0,0,1.1772306380937347,1.2731892052631852,0.0,0.12586754871564781,1.2388911058937166,1,30.0,1,1,-0.05143138122377286,-0.05143138122377286
2016-08-13,air_af03c277a167b2bd,0,0,1,0,0,0,0,1.1541240646390578,1.261644105675299,1.0,0.5755556933800189,1.1397066956874704,1,13.0,1,1,0.11441543688565325,0.11441543688565325
2016-08-14,air_af03c277a167b2bd,0,0,0,1,0,0,0,1.0963576310023653,1.100012711444887,1.0,-0.3238205959487232,1.1617476757333027,1,5.0,1,1,-0.9211068658960208,-0.9211068658960208
2016-08-16,air_af03c277a167b2bd,0,0,0,0,0,1,0,1.2003372115484117,1.4117304003178242,0.0,-0.7735087406130942,1.1837886557791353,1,13.0,1,1,-1.3288600048272496,-1.3288600048272496
2016-08-17,air_af03c277a167b2bd,0,0,0,0,0,0,1,1.4082963726405051,1.5502715953724624,0.0,1.3162185198860417,1.1066452256187214,1,23.0,1,1,-0.8268672869255639,-0.8268672869255639
2016-08-18,air_af03c277a167b2bd,0,0,0,0,1,0,0,1.2003372115484117,1.238553906499526,0.0,-1.0380311786509595,1.3490960061228796,1,20.0,1,1,-0.5515689893032055,-0.5515689893032055
2016-08-19,air_af03c277a167b2bd,1,0,0,0,0,0,0,1.2812102186397816,1.3193696036147313,0.0,0.4961989619686593,1.327055026077047,1,39.0,1,1,0.7774316873589071,0.7774316873589071
2016-08-20,air_af03c277a167b2bd,0,0,1,0,0,0,0,1.0616977708203497,1.053832313093341,0.0,-0.9057699596320268,1.2278706158708006,1,33.0,1,1,0.6601887465925119,0.6601887465925119
2016-08-21,air_af03c277a167b2bd,0,0,0,1,0,0,0,1.3158700788217967,1.4579107986693702,0.0,0.7607214000065246,1.1617476757333027,1,10.0,1,1,-0.8146235620986935,-0.8146235620986935
2016-08-22,air_af03c277a167b2bd,0,1,0,0,0,0,0,1.0616977708203497,0.8575656200992697,0.0,-1.3290058604926112,1.128686205664554,1,9.0,1,1,-2.000038738518417,-2.000038738518417
2016-08-23,air_af03c277a167b2bd,0,0,0,0,0,1,0,1.1887839248210734,1.100012711444887,0.0,-0.8793177158282403,1.2388911058937166,1,15.0,1,1,-0.616126811117613,-0.616126811117613
2016-08-24,air_af03c277a167b2bd,0,0,0,0,0,0,1,1.1541240646390578,1.1923735081479796,0.0,-0.8264132282206672,1.1617476757333027,1,27.0,1,1,-0.42653458728334737,-0.42653458728334737
2016-08-25,air_af03c277a167b2bd,0,0,0,0,1,0,0,1.3274233655491354,1.365550001966278,0.0,1.8188111521579857,1.1617476757333027,1,11.0,1,1,-0.29741894365453236,-0.29741894365453236
2016-08-26,air_af03c277a167b2bd,1,0,0,0,0,0,0,1.3620832257311513,1.3770951015541641,0.0,1.3691230074936145,1.2168501258478843,1,43.0,1,1,1.0746202808838519,1.0746202808838519
2016-08-27,air_af03c277a167b2bd,0,0,1,0,0,0,0,0.8999517566376106,0.7074793254567444,0.0,-1.3290058604926112,0.9523583652978936,1,23.0,1,1,1.1373229928760062,1.1373229928760062
2016-08-29,air_af03c277a167b2bd,0,1,0,0,0,0,0,1.0501444840930114,1.0653774126812277,0.0,-0.6412475215941615,1.007460815412475,1,8.0,1,1,-1.4316330889800706,-1.4316330889800706
2016-08-30,air_af03c277a167b2bd,0,0,0,0,0,1,0,0.9923780504563188,0.8344754209234967,0.0,-1.1702923976698922,1.05154277550414,1,18.0,1,1,-0.6424693705936069,-0.6424693705936069
2016-08-31,air_af03c277a167b2bd,0,0,0,0,0,0,1,1.1887839248210734,1.1808284085600933,0.0,1.6600976893352666,1.05154277550414,1,34.0,1,1,-0.21468104558204465,-0.21468104558204465
2016-09-01,air_af03c277a167b2bd,0,0,0,0,1,0,0,1.2118904982757503,1.3424598027905048,0.0,1.342670763689828,0.9964403253895585,1,21.0,1,1,-0.6064802400418969,-0.6064802400418969
2016-09-02,air_af03c277a167b2bd,1,0,0,0,0,0,0,1.1772306380937347,1.0307421139175679,0.0,-0.032845914107071265,1.1066452256187214,1,41.0,1,1,0.5922917270980488,0.5922917270980488
2016-09-03,air_af03c277a167b2bd,0,0,1,0,0,0,0,1.2349970717304273,1.3424598027905048,0.0,0.6284601809875919,1.2829730659853822,1,36.0,1,1,1.1718280355699138,1.1718280355699138
2016-09-05,air_af03c277a167b2bd,0,1,0,0,0,0,0,1.3736365124584895,1.4001853007299374,0.0,1.2104095446708953,1.3050140460312145,1,13.0,1,1,-1.34110372965412,-1.34110372965412
2016-09-06,air_af03c277a167b2bd,0,0,0,0,0,1,0,1.4198496593678438,1.330914703202618,0.0,1.2104095446708953,1.4262394362832935,1,10.0,1,1,-0.6424693705936069,-0.6424693705936069
2016-09-07,air_af03c277a167b2bd,0,0,0,0,0,0,1,1.223443785003089,1.0884676118570007,0.0,-0.7206042530055211,1.371136986168712,1,21.0,1,1,-0.5463746818008969,-0.5463746818008969
2016-09-08,air_af03c277a167b2bd,0,0,0,0,1,0,0,1.1425707779117191,1.100012711444887,0.0,-0.9851266910433865,1.2939935560082982,1,30.0,1,1,-0.39982100584290287,-0.39982100584290287
2016-09-09,air_af03c277a167b2bd,1,0,0,0,0,0,0,1.2118904982757503,1.3424598027905048,0.0,0.07296306110807471,1.0625632655270565,1,32.0,1,1,0.9076603968810739,0.9076603968810739
2016-09-10,air_af03c277a167b2bd,0,0,1,0,0,0,0,1.1656773513663965,1.1923735081479796,0.0,-0.24446386453736368,1.1397066956874704,1,31.0,1,1,1.4129923124628152,1.4129923124628152
2016-09-11,air_af03c277a167b2bd,0,0,0,1,0,0,0,0.7728656026368868,0.48812243328690014,0.0,-1.276101372885038,0.8641944451145632,1,3.0,1,1,-0.31151777830365585,-0.31151777830365585
2016-09-12,air_af03c277a167b2bd,0,1,0,0,0,0,0,0.9461649035469645,0.7882950225719503,0.0,-1.2496491290812517,1.05154277550414,1,5.0,1,1,-1.3199554776804348,-1.3199554776804348
2016-09-13,air_af03c277a167b2bd,0,0,0,0,0,1,0,0.703545882272856,0.3495812382322612,0.0,-1.3290058604926112,0.9303173852520608,1,13.0,1,1,-0.8057190349518786,-0.8057190349518786
2016-09-14,air_af03c277a167b2bd,0,0,0,0,0,0,1,0.7613123159095485,0.6612989271051984,0.0,-1.2496491290812517,0.8421534650687308,1,21.0,1,1,-0.41354881852757575,-0.41354881852757575
2016-09-15,air_af03c277a167b2bd,0,0,0,0,1,0,0,0.8768451831829337,0.638208727929425,0.0,-1.3025536166888247,1.018481305435391,1,19.0,1,1,-0.09113073141998895,-0.09113073141998895
2016-09-16,air_af03c277a167b2bd,1,0,0,0,0,0,0,0.7382057424548711,0.40730673617169394,0.0,-1.3290058604926112,0.9854198353666421,1,38.0,1,1,0.8401343993510615,0.8401343993510615
2016-09-17,air_af03c277a167b2bd,0,0,1,0,0,0,0,1.0154846239109958,0.9845617155660215,0.0,0.07296306110807471,0.9523583652978936,1,49.0,1,1,1.2990885693764755,1.2990885693764755
2016-09-20,air_af03c277a167b2bd,0,0,0,0,0,1,0,0.29918084681600793,-0.0891325461074274,0.0,-1.3290058604926112,0.5115387643812422,1,3.0,1,1,-1.8033970973595896,-1.8033970973595896
2016-09-21,air_af03c277a167b2bd,0,0,0,0,0,0,1,0.41471371408939306,0.2687655411170554,0.0,-1.3025536166888247,0.5115387643812422,1,20.0,1,1,0.335915549662672,0.335915549662672
2016-09-22,air_af03c277a167b2bd,0,0,0,0,1,0,0,0.33384070699802315,0.003228250595664679,1.0,-1.3290058604926112,0.5666412144958236,1,24.0,1,1,-0.3252455909883287,-0.3252455909883287
2016-09-23,air_af03c277a167b2bd,1,0,0,0,0,0,0,0.4955867211807626,0.1417694456503036,0.0,-1.3290058604926112,0.7099075847937351,1,13.0,1,1,0.15263069922406688,0.15263069922406688
2016-09-24,air_af03c277a167b2bd,0,0,1,0,0,0,0,0.6111195884541477,0.3495812382322612,0.0,-1.3290058604926112,0.8641944451145632,1,38.0,1,1,1.0742492589194013,1.0742492589194013
2016-09-26,air_af03c277a167b2bd,0,1,0,0,0,0,0,1.027037910638334,1.0653774126812277,0.0,-0.5089863025752288,0.9854198353666421,1,28.0,1,1,-1.0932610574011072,-1.0932610574011072
2016-09-27,air_af03c277a167b2bd,0,0,0,0,0,1,0,1.0501444840930114,1.0307421139175679,0.0,-0.7206042530055211,1.0846042455728888,1,16.0,1,1,-0.4740253987330264,-0.4740253987330264
2016-09-28,air_af03c277a167b2bd,0,0,0,0,0,0,1,1.1541240646390578,1.1231029106206605,0.0,-0.7735087406130942,1.2168501258478843,1,16.0,1,1,-0.35975063368223614,-0.35975063368223614
2016-09-29,air_af03c277a167b2bd,0,0,0,0,1,0,0,0.9346116168196262,0.8113852217477232,0.0,-1.1438401538661056,0.9633788553208096,1,23.0,1,1,-0.2391684952357854,-0.2391684952357854
2016-09-30,air_af03c277a167b2bd,1,0,0,0,0,0,0,0.5649064415447934,0.4419420349353537,0.0,-0.6941520092017346,0.6437846446562375,1,17.0,1,1,1.1421462784138643,1.1421462784138643
2016-10-01,air_af03c277a167b2bd,0,0,1,0,0,0,0,0.36850056718003876,0.10713414688664388,0.0,-1.3290058604926112,0.5115387643812422,1,34.0,1,1,1.1759092771788704,1.1759092771788704
2016-10-03,air_af03c277a167b2bd,0,1,0,0,0,0,0,0.7150991690001942,0.6497538275173117,0.0,-1.3290058604926112,0.7870510149541493,1,13.0,1,1,-1.5373743488484968,-1.5373743488484968
