visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_d69b08a175bc0387,1,0,0,0,0,0,0,1.0931473282225275,1.1738457885351088,0.0,-0.12988814155979264,1.0329155581765668,1,10.0,1,1,1.2994916607577836,1.2994916607577836
2016-07-02,air_d69b08a175bc0387,0,0,1,0,0,0,0,1.2577473659113751,1.315124698119457,0.0,0.5277733346923215,1.189315972073639,1,1.0,1,1,1.4540817788961058,1.4540817788961058
2016-07-04,air_d69b08a175bc0387,0,1,0,0,0,0,0,1.3518045303050026,1.5505895474267044,0.0,0.5803862527924905,1.2116588883446497,1,8.0,1,1,-1.2260966568656657,-1.2260966568656655
2016-07-05,air_d69b08a175bc0387,0,0,0,0,0,1,0,0.6346186518035938,0.5851836652669896,0.0,-1.2873723397635135,0.8318293117374735,1,4.0,1,1,-0.5777797260128459,-0.5777797260128457
2016-07-07,air_d69b08a175bc0387,0,0,0,0,1,0,0,1.3047759481081886,1.8920135789222141,0.0,2.079854418647311,1.0217441000410614,1,9.0,1,1,-0.19611225730770612,-0.1961122573077059
2016-07-08,air_d69b08a175bc0387,1,0,0,0,0,0,0,1.0578758915749171,1.0796598488122096,0.0,-0.7349366997117377,1.0440870163120721,1,15.0,1,1,1.0990422731238827,1.0990422731238827
2016-07-09,air_d69b08a175bc0387,0,0,1,0,0,0,0,0.7169186706480176,0.5027709680094525,0.0,-1.2873723397635135,0.8430007698729789,1,4.0,1,1,1.3945386951155558,1.3945386951155558
2016-07-12,air_d69b08a175bc0387,0,0,0,0,0,1,0,1.2695045114605787,1.315124698119457,0.0,0.369934580391814,1.3233734696997015,1,12.0,1,1,-0.5629864132723367,-0.5629864132723363
2016-07-13,air_d69b08a175bc0387,0,0,0,0,0,0,1,1.0343616004765102,0.8206485145742373,0.0,-1.2873723397635135,1.2004874302091444,1,17.0,1,1,-0.4916086792993793,-0.491608679299379
2016-07-14,air_d69b08a175bc0387,0,0,0,0,1,0,0,1.1284187648701374,1.4446303652384431,0.0,-0.2614204368102156,0.9547153512280306,1,1.0,1,1,-0.2785849758360454,-0.2785849758360452
2016-07-15,air_d69b08a175bc0387,1,0,0,0,0,0,0,0.6934043795496109,0.39681178582119125,0.0,-1.2873723397635135,0.921200976821515,1,4.0,1,1,0.8897168978456761,0.8897168978456762
2016-07-16,air_d69b08a175bc0387,0,0,1,0,0,0,0,0.9167901449844761,0.8324217570395993,0.0,-0.8664689949621606,0.8206578536019686,1,6.0,1,1,1.3364749426090567,1.336474942609057
2016-07-17,air_d69b08a175bc0387,0,0,0,1,0,0,0,1.1284187648701374,0.9619274241585857,0.0,-1.2610658807134292,1.2116588883446497,1,6.0,1,1,0.42298788088260786,0.422987880882608
2016-07-19,air_d69b08a175bc0387,0,0,0,0,0,1,0,1.2930188025589855,1.3739909104462686,0.0,0.3436281213417295,1.2228303464801547,1,4.0,1,1,-0.9098895970372796,-0.9098895970372793
2016-07-20,air_d69b08a175bc0387,0,0,0,0,0,0,1,1.1754473470669513,1.0914330912775716,0.0,-0.07727522345962369,1.1781445139381341,1,5.0,1,1,-0.43502425806693124,-0.43502425806693096
2016-07-21,air_d69b08a175bc0387,0,0,0,0,1,0,0,0.6463757973527974,0.4321315132172785,0.0,-1.2873723397635135,0.9100295186860097,1,7.0,1,1,-0.21719272796293185,-0.21719272796293163
2016-07-22,air_d69b08a175bc0387,1,0,0,0,0,0,0,0.5993472151559834,0.24375963377148022,0.0,-1.2873723397635135,0.8541722280084838,1,18.0,1,1,0.9525884769928407,0.9525884769928408
