visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_96929a799b12a43e,1,0,0,0,0,0,0,1.105554274543222,1.1896804062150876,0.0,-0.15866472682594523,1.0456951010217483,1,45.0,1,1,1.3810947443550234,1.3810947443550228
2016-07-02,air_96929a799b12a43e,0,0,1,0,0,0,0,1.2686972915087837,1.330354393133754,0.0,0.5071604661043612,1.2007525379732547,1,9.0,1,1,1.5396776922680362,1.5396776922680355
2016-07-04,air_96929a799b12a43e,0,1,0,0,0,0,0,1.361921872631962,1.5648110379981977,0.0,0.5604264815387855,1.2229036003948988,1,37.0,1,1,-1.209725713295608,-1.2097257132956087
2016-07-05,air_96929a799b12a43e,0,0,0,0,0,1,0,0.6510844415677284,0.6035387940539776,0.0,-1.3305170663832846,0.846335539226954,1,34.0,1,1,-0.5446637331723753,-0.5446637331723759
2016-07-06,air_96929a799b12a43e,0,0,0,0,0,0,1,0.8142274585332904,0.7559356132158659,0.0,-0.23856374997758217,0.8795621328594199,1,41.0,1,1,-0.08636660140462554,-0.08636660140462622
2016-07-07,air_96929a799b12a43e,0,0,0,0,1,0,0,1.3153095820703726,1.9047731730516422,0.0,2.0785079214198845,1.0346195698109262,1,26.0,1,1,-0.15313836894694668,-0.15313836894694738
2016-07-08,air_96929a799b12a43e,1,0,0,0,0,0,0,1.0705950566220301,1.09589774826931,0.0,-0.7712239043218272,1.0567706322325703,1,80.0,1,1,1.1754680511281026,1.175468051128102
2016-07-09,air_96929a799b12a43e,0,0,1,0,0,0,0,0.7326559500505091,0.5214789683514218,0.0,-1.3305170663832846,0.8574110704377761,1,2.0,1,1,1.4785967003685265,1.4785967003685259
2016-07-11,air_96929a799b12a43e,0,1,0,0,0,0,0,1.3852280179127565,1.5296425412685313,0.0,1.9986088982682473,1.0789216946542142,1,21.0,1,1,-1.260183923995203,-1.2601839239952037
2016-07-12,air_96929a799b12a43e,0,0,0,0,0,1,0,1.2803503641491811,1.330354393133754,0.0,0.3473624198010875,1.3336589125031177,1,29.0,1,1,-0.5294883314582114,-0.5294883314582121
2016-07-13,air_96929a799b12a43e,0,0,0,0,0,0,1,1.0472889113412358,0.8379954389184217,0.0,-1.3305170663832846,1.2118280691840768,1,19.0,1,1,-0.4562670181873706,-0.45626701818737125
2016-07-14,air_96929a799b12a43e,0,0,0,0,1,0,0,1.1405134924644136,1.4593055478091979,0.0,-0.2918297654120066,0.9681663825459951,1,36.0,1,1,-0.23774123350341042,-0.23774123350341111
2016-07-15,air_96929a799b12a43e,1,0,0,0,0,0,0,0.7093498047697147,0.4159734781624222,0.0,-1.3305170663832846,0.9349397889135294,1,39.0,1,1,0.9607361168726835,0.9607361168726828
2016-07-16,air_96929a799b12a43e,0,0,1,0,0,0,0,0.930758184937263,0.8497182711616436,0.0,-0.9043889429078884,0.8352600080161324,1,4.0,1,1,1.4190332486404331,1.4190332486404325
2016-07-19,air_96929a799b12a43e,0,0,0,0,0,1,0,1.3036565094299757,1.3889685543498647,0.0,0.32072941208387534,1.2339791316057205,1,26.0,1,1,-0.8853515016553548,-0.8853515016553555
2016-07-20,air_96929a799b12a43e,0,0,0,0,0,0,1,1.187125783026003,1.1076205805125319,0.0,-0.1053987113915209,1.189677006762433,1,13.0,1,1,-0.39822110663069366,-0.3982211066306943
2016-07-21,air_96929a799b12a43e,0,0,0,0,1,0,0,0.6627375142081258,0.4511419748920889,0.0,-1.3305170663832846,0.9238642577027073,1,35.0,1,1,-0.17476331638963025,-0.17476331638963094
2016-07-22,air_96929a799b12a43e,1,0,0,0,0,0,0,0.6161252236465364,0.2635766590005335,0.0,-1.3305170663832846,0.8684866016485978,1,48.0,1,1,1.0252315741578801,1.0252315741578792
2016-07-25,air_96929a799b12a43e,0,1,0,0,0,0,0,1.0006766207796465,0.8731639356480879,0.0,-1.1174530046455866,0.9460153201243514,1,30.0,1,1,-1.1141206824963756,-1.1141206824963763
2016-07-26,air_96929a799b12a43e,0,0,0,0,0,1,0,0.8957989670160712,0.8145497744319768,0.0,-1.3038840586660725,0.9792419137568168,1,19.0,1,1,-0.3739404638880314,-0.3739404638880321
2016-07-27,air_96929a799b12a43e,0,0,0,0,0,0,1,0.977370475498852,0.8028269421887549,0.0,-1.2506180432316478,1.0899972258650357,1,31.0,1,1,-0.1679343856182565,-0.1679343856182572
2016-07-28,air_96929a799b12a43e,0,0,0,0,1,0,0,1.2104319283067975,1.2482945674311987,0.0,0.05439933491175277,1.189677006762433,1,47.0,1,1,0.06007602513705609,0.06007602513705539
2016-07-29,air_96929a799b12a43e,1,0,0,0,0,0,0,1.2920034367895783,1.400691386593087,0.0,1.7322788210961249,1.1453748819191452,1,38.0,1,1,1.2748669323558761,1.2748669323558754
2016-08-01,air_96929a799b12a43e,0,1,0,0,0,0,0,1.3153095820703726,1.2951858964040872,0.0,-0.8244899197562517,1.3336589125031177,1,33.0,1,1,-1.1695108987530738,-1.1695108987530745
