visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_3e93f3c81008696d,1,0,0,0,0,0,0,1.0829655190326217,1.0866251977133263,0.0,0.4865016335364524,1.0186286471783714,1,47.0,1,1,1.3128266467564398,1.31282664675644
2016-07-02,air_3e93f3c81008696d,0,0,1,0,0,0,0,1.1470861467542126,0.871369467401285,0.0,-1.2464734350017594,1.353926278711511,1,4.0,1,1,1.466160739264473,1.466160739264473
2016-07-05,air_3e93f3c81008696d,0,0,0,0,0,1,0,1.36082157249285,1.3556948606033778,0.0,1.2446782260219202,1.3329701767406898,1,24.0,1,1,-0.5491921416903943,-0.5491921416903942
2016-07-06,air_3e93f3c81008696d,0,0,0,0,0,0,1,1.3715083437797821,1.334169287572174,0.0,0.8655899297791864,1.4691848395510279,1,12.0,1,1,-0.10606395090162847,-0.1060639509016283
2016-07-07,air_3e93f3c81008696d,0,0,0,0,1,0,0,1.318074487345123,1.248066995447357,0.0,0.7031235171037289,1.374882380682332,1,12.0,1,1,-0.17062567406290563,-0.17062567406290544
2016-07-08,air_3e93f3c81008696d,1,0,0,0,0,0,0,0.8264830081462564,0.7529788157296625,0.0,-1.4089398476772168,1.0081505961929607,1,24.0,1,1,1.1140058856575068,1.1140058856575068
2016-07-09,air_3e93f3c81008696d,0,0,1,0,0,0,0,0.9547242635894388,0.871369467401285,0.0,0.053257866401899556,0.9452822902804972,1,19.0,1,1,1.4071014356908047,1.407101435690805
2016-07-11,air_3e93f3c81008696d,0,1,0,0,0,0,0,1.115025832893417,0.8067927483076728,0.0,-1.4089398476772168,1.3120140747698688,1,10.0,1,1,-1.2410296978390802,-1.24102969783908
2016-07-12,air_3e93f3c81008696d,0,0,0,0,0,1,0,1.200520003188872,1.1189135572601325,0.0,-0.6778409906376586,1.301536023784458,1,49.0,1,1,-0.5345190227901041,-0.5345190227901039
2016-07-13,air_3e93f3c81008696d,0,0,0,0,0,0,1,1.0188448913110302,0.7529788157296625,0.0,-1.4089398476772168,1.2281896668865837,1,17.0,1,1,-0.4637212240962036,-0.4637212240962034
2016-07-14,air_3e93f3c81008696d,0,0,0,0,1,0,0,1.2325803170496676,1.237304208931755,0.0,0.26987974996917596,1.2596238198428156,1,5.0,1,1,-0.2524283119320238,-0.25242831193202364
2016-07-15,air_3e93f3c81008696d,1,0,0,0,0,0,0,0.9547242635894388,0.7745043887608666,0.0,-0.7049187260835682,1.0919750040762455,1,49.0,1,1,0.9063812532183996,0.9063812532183997
2016-07-19,air_3e93f3c81008696d,0,0,0,0,0,1,0,1.275327402197395,1.2265414224161535,0.0,1.732077464048292,1.1653213609741198,1,40.0,1,1,-0.8786036610019107,-0.8786036610019106
2016-07-20,air_3e93f3c81008696d,0,0,0,0,0,0,1,1.2432670883365997,1.2803553549941638,0.0,0.8385121943332768,1.2596238198428156,1,31.0,1,1,-0.40759654430259334,-0.4075965443025932
2016-07-22,air_3e93f3c81008696d,1,0,0,0,0,0,0,1.1791464606150084,1.248066995447357,0.0,0.7843567234414575,1.0919750040762455,1,44.0,1,1,0.9687420085446332,0.9687420085446333
2016-07-23,air_3e93f3c81008696d,0,0,1,0,0,0,0,1.2646406309104634,1.2695925684785616,0.0,1.5696110513728347,1.1967555139303518,1,12.0,1,1,1.2779779893682504,1.2779779893682506
2016-07-26,air_3e93f3c81008696d,0,0,0,0,0,1,0,1.2325803170496676,1.1296763437757347,0.0,-0.37998590073265354,1.353926278711511,1,25.0,1,1,-0.38411955406212894,-0.3841195540621287
2016-07-27,air_3e93f3c81008696d,0,0,0,0,0,0,1,1.2967009447712592,1.248066995447357,0.0,0.9197454006710053,1.3434482277261002,1,15.0,1,1,-0.18493196499068862,-0.18493196499068845
2016-07-28,air_3e93f3c81008696d,0,0,0,0,1,0,0,1.36082157249285,1.334169287572174,0.0,1.1634450196841915,1.3958384826531534,1,21.0,1,1,0.035531646486172554,0.03553164648617272
