visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-07-01,air_a33461f4392ec62c,1,0,0,0,0,0,0,0.8897253777384682,0.8949974774073614,0.0,0.921245727371715,0.8473165002649715,1,20.0,1,1,1.319265793150021,1.319265793150021
2016-07-02,air_a33461f4392ec62c,0,0,1,0,0,0,0,1.0616366226459368,0.9583794721443908,0.0,1.5534019504357983,1.1423512336333923,1,23.0,1,1,1.4918201430586946,1.4918201430586946
2016-07-03,air_a33461f4392ec62c,0,0,0,1,0,0,0,1.1153588866795205,1.0640161300394395,0.0,0.947585569999385,1.1528881883965498,1,12.0,1,1,-0.6626323741024727,-0.6626323741024727
2016-07-05,air_a33461f4392ec62c,0,0,0,0,0,1,0,1.244292320360122,1.2858531116190417,0.0,1.5534019504357983,1.226646871738655,1,17.0,1,1,-0.7761549727266001,-0.7761549727266001
2016-07-06,air_a33461f4392ec62c,0,0,0,0,0,0,1,1.136847792292954,1.0217614668814199,0.0,1.2373238389037566,1.247720781264971,1,33.0,1,1,-0.27748115767952397,-0.27748115767952397
2016-07-07,air_a33461f4392ec62c,0,0,0,0,1,0,0,1.1583366979063876,1.1590891221449837,0.0,1.9484995898508508,1.1739620979228655,1,28.0,1,1,-0.3501356207989655,-0.3501356207989655
2016-07-09,air_a33461f4392ec62c,0,0,1,0,0,0,0,0.6748363216041326,0.4830145116166714,0.0,-1.001562784448207,0.7840947716860242,1,17.0,1,1,1.4253578216823874,1.4253578216823874
2016-07-10,air_a33461f4392ec62c,0,0,0,1,0,0,0,1.0401477170325029,1.0006341353024102,0.0,0.34176918956297114,1.0369816860018135,1,26.0,1,1,-0.4884267863956298,-0.4884267863956298
2016-07-12,air_a33461f4392ec62c,0,0,0,0,0,1,0,1.0831255282593701,0.916124808986371,0.0,-1.3176408959802488,1.163425143159708,1,26.0,1,1,-0.7596425947449088,-0.7596425947449088
2016-07-13,air_a33461f4392ec62c,0,0,0,0,0,0,1,0.986425452998919,0.7154151589857786,0.0,-1.5283596370016101,1.1528881883965498,1,17.0,1,1,-0.6799703709832484,-0.6799703709832484
2016-07-14,air_a33461f4392ec62c,0,0,0,0,1,0,0,0.9756810001922025,1.0851434616184492,0.0,0.23640981905229064,0.973759957422866,1,19.0,1,1,-0.4421921280468943,-0.4421921280468943
2016-07-15,air_a33461f4392ec62c,1,0,0,0,0,0,0,0.8360031137048843,0.842179148459837,0.0,-1.2122815254695682,0.9316121383702347,1,18.0,1,1,0.8618729230571731,0.8618729230571731
