visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-01-03,air_c2c8435bdb3516d4,0,0,0,1,0,0,0,-0.6774255617555961,-0.9125052169379324,1.0,-0.6804048487486388,-0.39156765448707853,1,48.0,1,1,-1.7055190406535432,-1.7055190406535432
2016-01-04,air_c2c8435bdb3516d4,0,1,0,0,0,0,0,-0.8574613476775956,-0.9706190142214763,0.0,-0.2863677447049776,-0.750291145212897,1,46.0,1,1,-1.5092988401496314,-1.5092988401496314
2016-01-05,air_c2c8435bdb3516d4,0,0,0,0,0,1,0,-1.019493555007395,-1.169866319193627,0.0,-0.7329431292877937,-0.7861634942854788,1,40.0,1,1,-1.3800806593299821,-1.3800806593299821
2016-01-06,air_c2c8435bdb3516d4,0,0,0,0,0,0,1,-0.8844667155658954,-1.0536387246265388,0.0,-1.0481728125227228,-0.6695783597995878,1,33.0,1,1,-1.316353174442319,-1.316353174442319
2016-01-07,air_c2c8435bdb3516d4,0,0,0,0,1,0,0,-0.9204738727502955,-1.0868466087885642,0.0,-0.6278665682094839,-0.6247379234588606,1,8.0,1,1,-1.2475879437137336,-1.2475879437137336
2016-01-08,air_c2c8435bdb3516d4,1,0,0,0,0,0,0,-0.8664631369736955,-1.0619406956670454,0.0,-0.995634531983568,-0.6247379234588606,1,46.0,1,1,-0.9153486055049279,-0.9153486055049279
2016-01-09,air_c2c8435bdb3516d4,0,0,1,0,0,0,0,-0.9744846085268951,-1.1532623771126143,0.0,-0.12875290308751305,-0.8310039306262061,1,54.0,1,1,-0.6589273422019982,-0.6589273422019982
2016-01-10,air_c2c8435bdb3516d4,0,0,0,1,0,0,0,-1.0104917657112953,-1.1034505508695767,0.0,-0.8380196903661034,-0.8758443669669335,1,47.0,1,1,-0.9428043203379528,-0.9428043203379528
2016-01-11,air_c2c8435bdb3516d4,0,1,0,0,0,0,0,-1.2535400767059943,-1.3940195372872963,1.0,0.0025927982603739168,-0.9924295014528246,1,5.0,1,1,-1.3022474860877373,-1.3022474860877373
2016-01-12,air_c2c8435bdb3516d4,0,0,0,0,0,1,0,-1.2265347088176943,-1.3193017979227397,0.0,-0.9693653917139905,-1.1090146359387154,1,24.0,1,1,-1.3556475920015105,-1.3556475920015105
2016-01-13,air_c2c8435bdb3516d4,0,0,0,0,0,0,1,-1.1005096586722949,-1.1615643481531206,0.0,-0.9693653917139905,-0.9655252396483881,1,6.0,1,1,-1.1531302091964462,-1.1531302091964462
2016-01-14,air_c2c8435bdb3516d4,0,0,0,0,1,0,0,-1.0645025014878948,-1.0702426667075515,0.0,-0.811750550096526,-0.8579081924306426,1,30.0,1,1,-1.0611913475996197,-1.0611913475996197
2016-01-15,air_c2c8435bdb3516d4,1,0,0,0,0,0,0,-1.415572284035794,-1.3691136241657773,0.0,0.8432052868868514,-1.4767062139326796,1,56.0,1,1,-0.7871379738534631,-0.7871379738534631
2016-01-16,air_c2c8435bdb3516d4,0,0,1,0,0,0,0,-1.5956080699577935,-1.4355293924898276,0.0,-0.7329431292877937,-1.5932913484185707,1,72.0,1,1,-0.640791457174679,-0.640791457174679
2016-01-17,air_c2c8435bdb3516d4,0,0,0,1,0,0,0,-1.5596009127733934,-1.2943958848012211,0.0,0.133938499608261,-1.5125785630052613,1,10.0,1,1,-1.2390237757841662,-1.2390237757841662
2016-01-18,air_c2c8435bdb3516d4,0,1,0,0,0,0,0,-1.5776044913655936,-1.0785446377480579,0.0,-1.0744419527923001,-1.8085254428540616,1,21.0,1,1,-1.5201299937076136,-1.5201299937076136
2016-01-19,air_c2c8435bdb3516d4,0,0,0,0,0,1,0,-0.6414184045711963,-0.8792973327759073,0.0,-1.0744419527923001,-0.3467272181463512,1,23.0,1,1,-1.2856229248126947,-1.2856229248126947
