visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Ōsaka-fu Ōsaka-shi Shinmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_bc9a129e11a2efe0,1,0,0,0,0,0,0,1.040438211226251,1.0471812096005637,0.0,0.9063845501290447,1.011974894533501,1,46.0,1,1,1.41630048945484,1.4163004894548403
2016-07-02,air_bc9a129e11a2efe0,0,0,1,0,0,0,0,1.2531222903889427,1.2782643722948002,0.0,1.721692669808993,1.1603143979592574,1,47.0,1,1,1.5727058304060342,1.5727058304060344
2016-07-03,air_bc9a129e11a2efe0,0,0,0,1,0,0,0,1.2850249022633466,1.2079347140835104,0.0,1.3683924846143485,1.3404409378333897,1,53.0,1,1,-0.38011587874296593,-0.38011587874296554
2016-07-04,air_bc9a129e11a2efe0,0,1,0,0,0,0,0,1.31692751413775,1.2883114663249846,0.0,1.1509769860330292,1.3192495802011388,1,24.0,1,1,-1.138943705176032,-1.1389437051760316
2016-07-05,air_bc9a129e11a2efe0,0,0,0,0,0,1,0,1.31692751413775,1.4591120648381157,0.0,1.612984920518333,1.2556755073043862,1,28.0,1,1,-0.4830141293687515,-0.48301412936875116
2016-07-06,air_bc9a129e11a2efe0,0,0,0,0,0,0,1,1.2212196785145388,1.1576992439325895,0.0,1.205330860678359,1.2238884708560096,1,31.0,1,1,-0.031010177528936943,-0.031010177528936634
2016-07-07,air_bc9a129e11a2efe0,0,0,0,0,1,0,0,1.2850249022633466,1.2983585603551688,0.0,1.5314541085503381,1.2768668649366368,1,43.0,1,1,-0.09686505792943972,-0.0968650579294394
2016-07-08,air_bc9a129e11a2efe0,1,0,0,0,0,0,0,1.0085355993518472,0.8562864230270635,0.0,-1.5123628715881354,0.9589965004528738,1,45.0,1,1,1.2134973918578373,1.2134973918578376
2016-07-09,air_bc9a129e11a2efe0,0,0,1,0,0,0,0,0.7214120924822134,0.5347794140611688,0.0,-1.2134165610388208,0.8106569970271178,1,41.0,1,1,1.5124635818578471,1.5124635818578471
2016-07-10,air_bc9a129e11a2efe0,0,0,0,1,0,0,0,1.1255118428913278,1.077322491691116,0.0,0.49873049028907057,1.1073360038786302,1,47.0,1,1,-0.22221383596448763,-0.22221383596448732
2016-07-11,air_bc9a129e11a2efe0,0,1,0,0,0,0,0,1.1999512705982698,1.1978876200533268,0.0,0.03672255580376649,1.2450798284882605,1,21.0,1,1,-1.1887090409332302,-1.1887090409332297
2016-07-12,air_bc9a129e11a2efe0,0,0,0,0,0,1,0,1.1467802508075968,0.9668044573590896,0.0,-1.2677704356841508,1.2556755073043862,1,27.0,1,1,-0.46804711109590996,-0.46804711109590963
2016-07-13,air_bc9a129e11a2efe0,0,0,0,0,0,0,1,1.1148776389331931,0.8261451409365107,0.0,-1.4851859342654705,1.2556755073043862,1,33.0,1,1,-0.3958312479294495,-0.3958312479294492
2016-07-14,air_bc9a129e11a2efe0,0,0,0,0,1,0,0,1.0617066191425202,1.0974166797514846,0.0,0.1726072424170912,1.1497187191431317,1,19.0,1,1,-0.18030618480053132,-0.180306184800531
2016-07-15,air_bc9a129e11a2efe0,1,0,0,0,0,0,0,0.8490225399798284,0.6252032603328266,0.0,-1.4580089969428054,1.011974894533501,1,44.0,1,1,1.0017140832971294,1.0017140832971296
2016-07-16,air_bc9a129e11a2efe0,0,0,1,0,0,0,0,0.9979013953937124,0.9768515513892739,0.0,-0.26222375474554804,0.9484008216367485,1,31.0,1,1,1.453718035136944,1.453718035136944
2016-07-17,air_bc9a129e11a2efe0,0,0,0,1,0,0,0,1.1361460468494622,0.9366631752685372,0.0,-1.294947373006816,1.1709100767753826,1,31.0,1,1,0.5295046567889788,0.5295046567889791
