visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Adachi-ku Chūōhonchō,total_area_visitors,total_genre_visitors
2016-07-03,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,1.4432633228909015,1.647375744420599,0.0,0.7051354702778142,1.2703872552836242,1,16.0,1,1,0.1352592278267507,0.1352592278267506
2016-07-04,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,1.2820789158188661,1.4632100884701273,0.0,0.5731325742081077,1.1599129762060454,1,24.0,1,1,-1.2113769761419297,-1.2113769761419297
2016-07-05,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,0.5797754278621398,0.5193611017239622,0.0,-1.3013085499817252,0.7843004273422773,1,23.0,1,1,-0.047346766301152206,-0.047346766301152324
2016-07-06,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,0.7409598349341755,0.6689956971837199,0.0,-0.21888480221013157,0.817442711065551,1,12.0,1,1,0.7547915642679631,0.754791564267963
2016-07-07,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,1.2360262280839986,1.7970103398803574,0.0,2.0779655894027624,0.9721067017741611,1,16.0,1,1,0.6379237280261053,0.6379237280261051
2016-07-10,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,1.0287891332770962,1.1754512510475164,0.0,1.7875592180494078,0.7843004273422773,1,51.0,1,1,0.4154764260884781,0.41547642608847796
2016-07-11,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,1.3051052596862998,1.4286790279794144,0.0,1.9987638517609385,1.0162964134051928,1,18.0,1,1,-1.2996918751201518,-1.2996918751201518
2016-07-12,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,1.2014867122828485,1.2330030185320386,0.0,0.3619279404965773,1.2703872552836242,1,26.0,1,1,-0.020785894428002688,-0.02078589442800281
2016-07-13,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,0.971223273608512,0.7495681716620514,0.0,-1.3013085499817252,1.1488655482982872,1,42.0,1,1,0.10737031235994372,0.1073703123599436
2016-07-14,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,1.0633286490782463,1.3596169069979875,0.0,-0.27168596063801415,0.9058221343276142,1,30.0,1,1,0.48984686733329674,0.4898468673332966
2016-07-17,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,1.0633286490782463,0.8876924136249048,0.0,-1.274907970767784,1.1599129762060454,1,31.0,1,1,1.7494962159174126,1.7494962159174123
2016-07-18,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,1.3856974632223173,1.4286790279794144,1.0,0.678734891063873,1.3145769669146554,1,51.0,1,1,-0.9544005407692082,-0.9544005407692082
2016-07-19,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,1.224513056150282,1.2905547860165605,0.0,0.33552736128263605,1.1709604041138029,1,25.0,1,1,-0.6436383398533588,-0.6436383398533589
2016-07-20,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,1.1093813368131138,1.0143063020908536,0.0,-0.08688190614042504,1.1267706924827716,1,15.0,1,1,0.20896564727474062,0.20896564727474048
2016-07-21,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,0.5912885997958568,0.36972650626420417,0.0,-1.3013085499817252,0.8616324226965824,1,38.0,1,1,0.6000744856068673,0.600074485606867
2016-07-24,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,0.8330652104039098,0.9107131206187137,0.0,0.6259337326359904,0.6517312924491829,1,21.0,1,1,0.09608194181385518,0.09608194181385506
2016-07-25,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,0.9251705858736444,0.7840992321527644,0.0,-1.0901039162701947,0.8837272785120984,1,22.0,1,1,-1.0440434833410879,-1.0440434833410879
2016-07-26,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,0.8215520384701932,0.7265474646682422,0.0,-1.274907970767784,0.9168695622353717,1,23.0,1,1,0.25146304227177985,0.25146304227177974
2016-07-27,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,0.9021442420062109,0.715037111171338,0.0,-1.2221068123399013,1.0273438413129505,1,44.0,1,1,0.6120268779497845,0.6120268779497844
2016-07-28,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,1.1324076806805474,1.1524305440537075,0.0,0.07152156914322295,1.1267706924827716,1,43.0,1,1,1.011103977843856,1.0111039778438558
2016-07-31,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,1.2475394000177156,1.117899483562994,0.0,0.5203314157802252,1.248292399468108,1,71.0,1,1,0.17576455743330374,0.1757645574333036
2016-08-01,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,1.2360262280839986,1.1984719580413252,0.0,-0.7996975449168403,1.2703872552836242,1,18.0,1,1,-1.1409906656780835,-1.1409906656780835
2016-08-02,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,1.0633286490782463,0.9567545346063313,0.0,-0.8524987033447229,1.0383912692207085,1,20.0,1,1,-0.5101699586907825,-0.5101699586907826
2016-08-03,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,1.166947196481698,1.2560237255258475,0.0,-0.21888480221013157,1.1378181203905293,1,40.0,1,1,0.28997630648784667,0.2899763064878465
2016-08-04,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,1.3166184316200167,1.371127260494892,0.0,0.9427406832032861,1.248292399468108,1,33.0,1,1,0.5164077392064462,0.5164077392064461
2016-08-07,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,1.3741842912886009,1.440189381476319,0.0,1.6555563219797012,1.259339827375866,1,37.0,1,1,-0.17683101668275608,-0.1768310166827562
2016-08-08,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,1.3626711193548837,1.3941479674887014,0.0,-0.08688190614042504,1.3477192506379292,1,13.0,1,1,-1.1077895758366467,-1.1077895758366467
2016-08-09,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,1.7541189651012556,1.912113874849402,0.0,0.8371383663475208,1.3919089622689604,1,18.0,1,1,0.37961924905972627,0.3796192490597261
2016-08-10,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,1.4317501509571848,1.4862307954639367,0.0,-0.007680168498600923,1.4250512459922342,1,34.0,1,1,2.1744701658878047,2.1744701658878047
2016-08-11,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,1.224513056150282,1.267534079022752,1.0,-0.007680168498600923,1.336671822730171,1,24.0,1,1,1.61934794373898,1.6193479437389797
2016-08-14,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,1.0748418210119632,1.0718580695753759,1.0,-0.29808653985195543,1.1488655482982872,1,9.0,1,1,-0.7107045413330614,-0.7107045413330614
2016-08-15,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,1.1439208526142643,1.117899483562994,1.0,-1.1165044954841359,1.248292399468108,1,22.0,1,1,-1.6509594056425543,-1.6509594056425543
2016-08-16,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,1.1784603684154145,1.3826376139917966,0.0,-0.7468963864889576,1.1709604041138029,1,16.0,1,1,-1.4404644960478443,-1.4404644960478443
2016-08-17,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,1.3856974632223173,1.5207618559546496,0.0,1.3387493714124057,1.0936284087594978,1,16.0,1,1,-0.542043004938562,-0.5420430049385621
2016-08-18,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,1.1784603684154145,1.2099823115382298,0.0,-1.0109021786283707,1.336671822730171,1,14.0,1,1,-0.04933883169163842,-0.04933883169163854
2016-08-21,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,1.2935920877525826,1.4286790279794144,0.0,0.7843372079196383,1.1488655482982872,1,53.0,1,1,-0.5201302856432136,-0.5201302856432136
2016-08-22,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,1.0403023052108127,0.8301406461403825,0.0,-1.3013085499817252,1.1157232645750137,1,25.0,1,1,-2.6416799265110313,-2.641679926511031
2016-08-23,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,1.166947196481698,1.0718580695753759,0.0,-0.8524987033447229,1.2261975436525923,1,11.0,1,1,-0.1648786243398388,-0.1648786243398389
2016-08-24,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,1.1324076806805474,1.1639408975506116,0.0,-0.7996975449168403,1.1488655482982872,1,33.0,1,1,0.17443651383964626,0.17443651383964612
2016-08-25,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,1.3051052596862998,1.336596200004179,0.0,1.8403603764772907,1.1488655482982872,1,37.0,1,1,0.405516099136047,0.4055160991360469
2016-08-28,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,0.6833939752655914,0.4042575667549176,0.0,-1.3013085499817252,0.9058221343276142,1,39.0,1,1,0.461293930069661,0.46129393006966085
2016-08-29,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,1.0287891332770962,1.037327009084663,0.0,-0.6148934904192511,0.9942015575896772,1,14.0,1,1,-1.6243985337694047,-1.6243985337694047
2016-08-30,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,0.971223273608512,0.8071199391465737,0.0,-1.1429050746980773,1.0383912692207085,1,13.0,1,1,-0.2120241719146792,-0.21202417191467932
2016-08-31,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,1.166947196481698,1.1524305440537075,0.0,1.6819569011936428,1.0383912692207085,1,46.0,1,1,0.5535929598288556,0.5535929598288555
2016-09-01,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,1.1899735403491314,1.3135754930103698,0.0,1.365149950626347,0.9831541296819192,1,23.0,1,1,-0.14761405762229163,-0.14761405762229174
2016-09-04,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,1.1554340245479808,1.2445133720289427,0.0,-0.11328248535436625,1.2041026878370766,1,44.0,1,1,-0.4006063622140408,-0.40060636221404083
2016-09-05,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,1.3511579474211668,1.371127260494892,0.0,1.2331470545566403,1.2924821110991398,1,33.0,1,1,-1.4623772153431926,-1.4623772153431926
2016-09-06,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,1.3972106351560343,1.302065139513465,0.0,1.2331470545566403,1.414003818084476,1,18.0,1,1,-0.2120241719146792,-0.21202417191467932
2016-09-07,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,1.2014867122828485,1.0603477160784718,0.0,-0.694095228061075,1.358766678545687,1,38.0,1,1,-0.040042526536036085,-0.0400425265360362
2016-09-08,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,1.1208945087468303,1.0718580695753759,0.0,-0.9581010202004882,1.2814346831913817,1,14.0,1,1,0.2222460832113154,0.22224608321131525
2016-09-11,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,0.7524730068678921,0.46180933423943993,0.0,-1.2485073915538425,0.8505849947888248,1,7.0,1,1,0.380283270856555,0.38028327085655483
2016-09-12,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,0.9251705858736444,0.7610785251589556,0.0,-1.2221068123399013,1.0383912692207085,1,20.0,1,1,-1.4245279729239546,-1.4245279729239546
2016-09-13,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,0.6833939752655914,0.32368509227658604,0.0,-1.3013085499817252,0.9168695622353717,1,8.0,1,1,-0.5041937625193239,-0.5041937625193239
2016-09-14,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,0.7409598349341755,0.6344646366930068,0.0,-1.2221068123399013,0.828490138973309,1,18.0,1,1,0.19767727672865207,0.19767727672865196
2016-09-15,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,0.8560915542713438,0.6114439296991976,0.0,-1.274907970767784,1.005248985497435,1,18.0,1,1,0.7747122181728253,0.7747122181728251
2016-09-18,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,0.9136574139399279,0.6689956971837199,0.0,-1.3013085499817252,1.005248985497435,1,58.0,1,1,1.1698051872859243,1.169805187285924
2016-09-20,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,0.2804329575855027,-0.11370834060578308,0.0,-1.3013085499817252,0.4970673017405728,1,13.0,1,1,-2.2897483741918,-2.2897483741918
2016-09-21,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,0.3955646769226709,0.2431126177982549,0.0,-1.274907970767784,0.4970673017405728,1,29.0,1,1,1.5390013063227026,1.5390013063227024
2016-09-22,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,0.3149724733866528,-0.02162551263054773,1.0,-1.3013085499817252,0.5523044412793622,1,17.0,1,1,0.3557144643738917,0.35571446437389154
2016-09-25,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,0.7985256946027597,0.8416509996372867,0.0,-0.40368885670772064,0.7953478552500354,1,27.0,1,1,0.20763760368108314,0.207637603681083
2016-09-26,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,1.0057627894096621,1.037327009084663,0.0,-0.48289059434954457,0.9721067017741611,1,20.0,1,1,-1.0188106550615958,-1.0188106550615958
2016-09-27,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,1.0287891332770962,1.0027959485939495,0.0,-0.694095228061075,1.0715335529439822,1,13.0,1,1,0.0894417238455678,0.08944172384556767
2016-09-28,air_c6aa2efba0ffc8eb,0,0,0,0,0,0,1,1.1324076806805474,1.0948787765691852,0.0,-0.7468963864889576,1.2041026878370766,1,23.0,1,1,0.2939604372688191,0.29396043726881893
2016-09-29,air_c6aa2efba0ffc8eb,0,0,0,0,1,0,0,0.9136574139399279,0.7840992321527644,0.0,-1.1165044954841359,0.9500118459586455,1,42.0,1,1,0.5097675212381589,0.5097675212381587
2016-10-02,air_c6aa2efba0ffc8eb,0,0,0,1,0,0,0,0.7409598349341755,0.7495681716620514,0.0,1.101144158486934,0.6075415808181516,1,61.0,1,1,0.10803433415677247,0.10803433415677234
2016-10-03,air_c6aa2efba0ffc8eb,0,1,0,0,0,0,0,0.694907147199308,0.6229542831961021,0.0,-1.3013085499817252,0.7732529994345196,1,15.0,1,1,-1.813644745865595,-1.813644745865595
2016-10-04,air_c6aa2efba0ffc8eb,0,0,0,0,0,1,0,0.948196929741078,1.2560237255258475,0.0,0.33552736128263605,0.729063287803488,1,22.0,1,1,-0.3176036376104485,-0.31760363761044863
