visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Ōsaka-fu Ōsaka-shi Shinmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_86f7b2109e4abd65,1,0,0,0,0,0,0,1.0199160753359522,1.027584924836132,0.0,0.8911996953596013,0.9937405561508458,1,24.0,1,1,1.3219871398459402,1.3219871398459402
2016-07-02,air_86f7b2109e4abd65,0,0,1,0,0,0,0,1.2330060844780577,1.2584494624709008,0.0,1.7137123675664874,1.14267006650981,1,42.0,1,1,1.4940499632399664,1.4940499632399664
2016-07-03,air_86f7b2109e4abd65,0,0,0,1,0,0,0,1.2649695858493737,1.1881863423211882,0.0,1.3572902096101698,1.3235130433742661,1,54.0,1,1,-0.6542655278926235,-0.6542655278926236
2016-07-05,air_86f7b2109e4abd65,0,0,0,0,0,1,0,1.2969330872206892,1.4391260571415894,0.0,1.6040440112722358,1.2384104660262867,1,35.0,1,1,-0.767464753809746,-0.7674647538097461
2016-07-06,air_86f7b2109e4abd65,0,0,0,0,0,0,1,1.2010425831067417,1.137998399357108,0.0,1.1927876751687927,1.2064969995207941,1,40.0,1,1,-0.2702114268719861,-0.27021142687198624
2016-07-07,air_86f7b2109e4abd65,0,0,0,0,1,0,0,1.2649695858493737,1.2785246396565333,0.0,1.521792744051547,1.2596861103632813,1,38.0,1,1,-0.3426589314589445,-0.3426589314589446
2016-07-08,air_86f7b2109e4abd65,1,0,0,0,0,0,0,0.9879525739646362,0.8368707415726269,0.0,-1.548921232187494,0.9405514453083587,1,42.0,1,1,1.0988817564020115,1.0988817564020115
2016-07-09,air_86f7b2109e4abd65,0,0,1,0,0,0,0,0.7002810616227936,0.5156679066025133,0.0,-1.2473332523783025,0.7916219349493949,1,45.0,1,1,1.427776961884851,1.427776961884851
2016-07-10,air_86f7b2109e4abd65,0,0,0,1,0,0,0,1.1051520789927944,1.0576976906145799,0.0,0.47994335925615833,1.0894809556673228,1,66.0,1,1,-0.48055617030343917,-0.4805561703034393
2016-07-12,air_86f7b2109e4abd65,0,0,0,0,0,1,0,1.126461079907005,0.9472842160936031,0.0,-1.302167430525428,1.2384104660262867,1,33.0,1,1,-0.7509994118581645,-0.7509994118581647
2016-07-13,air_86f7b2109e4abd65,0,0,0,0,0,0,1,1.094497578535689,0.8067579757941786,0.0,-1.5215041431139311,1.2384104660262867,1,35.0,1,1,-0.671554136941784,-0.6715541369417841
2016-07-14,air_86f7b2109e4abd65,0,0,0,0,1,0,0,1.0412250762501625,1.0777728678002123,0.0,0.1509382903734039,1.1320322443413124,1,27.0,1,1,-0.4344532128390111,-0.4344532128390112
2016-07-15,air_86f7b2109e4abd65,1,0,0,0,0,0,0,0.828135067108057,0.6060062039378576,0.0,-1.4940870540403681,0.9937405561508458,1,27.0,1,1,0.865897167787134,0.865897167787134
2016-07-16,air_86f7b2109e4abd65,0,0,1,0,0,0,0,0.9772980735075307,0.9573218046864194,0.0,-0.28773513480360213,0.9299136231398615,1,31.0,1,1,1.3631504947248938,1.3631504947248938
2016-07-17,air_86f7b2109e4abd65,0,0,0,1,0,0,0,1.1158065794498995,0.9171714503151552,0.0,-1.329584519598991,1.153307888678307,1,39.0,1,1,0.34641562921473923,0.3464156292147392
2016-07-19,air_86f7b2109e4abd65,0,0,0,0,0,1,0,1.13711558036411,1.1781487537283728,0.0,1.768546545713613,1.0682053113303276,1,42.0,1,1,-1.1371116806227495,-1.1371116806227497
2016-07-20,air_86f7b2109e4abd65,0,0,0,0,0,0,1,1.0838430780785835,1.2383742852852684,0.0,2.1523857927434933,0.9511892674768563,1,46.0,1,1,-0.6085742039769849,-0.608574203976985
2016-07-21,air_86f7b2109e4abd65,0,0,0,0,1,0,0,1.051879576707268,1.0777728678002123,0.0,0.8911996953596013,0.9618270896453535,1,25.0,1,1,-0.36612204373994806,-0.36612204373994817
2016-07-22,air_86f7b2109e4abd65,1,0,0,0,0,0,0,1.0838430780785835,1.2484118738780847,0.0,1.16537058609523,0.9618270896453535,1,21.0,1,1,0.9358748710813551,0.9358748710813551
2016-07-23,air_86f7b2109e4abd65,0,0,1,0,0,0,0,1.0305705757930572,1.0878104563930278,0.0,1.2202047642423555,1.0043783783193434,1,35.0,1,1,1.2828819527109343,1.2828819527109343
2016-07-24,air_86f7b2109e4abd65,0,0,0,1,0,0,0,0.9772980735075307,0.9472842160936031,0.0,-0.23290095665647634,0.9937405561508458,1,62.0,1,1,-0.6785519072712061,-0.6785519072712063
2016-07-26,air_86f7b2109e4abd65,0,0,0,0,0,1,0,0.9027165703077938,0.7164196784588343,0.0,-1.548921232187494,1.046929666993333,1,33.0,1,1,-0.5822296568544546,-0.5822296568544547
2016-07-27,air_86f7b2109e4abd65,0,0,0,0,0,0,1,1.0731885776214785,1.0777728678002123,0.0,0.342857913888344,1.0362918448248357,1,47.0,1,1,-0.3587126398617364,-0.3587126398617365
2016-07-28,air_86f7b2109e4abd65,0,0,0,0,1,0,0,1.1797335821925312,1.1480359879499242,0.0,-0.28773513480360213,1.1745835330153018,1,42.0,1,1,-0.11132087703922511,-0.1113208770392252
2016-07-29,air_86f7b2109e4abd65,1,0,0,0,0,0,0,1.169079081735426,1.1580735765427403,0.0,0.699280071844661,1.1320322443413124,1,34.0,1,1,1.20672974618487,1.20672974618487
2016-07-30,air_86f7b2109e4abd65,0,0,1,0,0,0,0,1.2543150853922682,1.3889381141775092,0.0,1.7411294566400501,1.2915995768687738,1,39.0,1,1,1.3368059476023635,1.3368059476023635
2016-07-31,air_86f7b2109e4abd65,0,0,0,1,0,0,0,1.2756240863064787,1.3387501712134289,0.0,1.3572902096101698,1.2915995768687738,1,65.0,1,1,-0.6291558814164617,-0.6291558814164618
2016-08-02,air_86f7b2109e4abd65,0,0,0,0,0,1,0,1.2756240863064787,1.2584494624709008,0.0,0.1509382903734039,1.3235130433742661,1,25.0,1,1,-1.0543733373160527,-1.0543733373160529
2016-08-03,air_86f7b2109e4abd65,0,0,0,0,0,0,1,1.2649695858493737,1.308637405434981,0.0,0.699280071844661,1.2171348216892919,1,31.0,1,1,-0.5583549110246615,-0.5583549110246616
2016-08-04,air_86f7b2109e4abd65,0,0,0,0,1,0,0,1.3502055895062157,1.4491636457344057,0.0,1.1379534970216671,1.2490482881947842,1,28.0,1,1,-0.4179878708874296,-0.4179878708874298
2016-08-06,air_86f7b2109e4abd65,0,0,1,0,0,0,0,1.3182420881349,1.4993515886984858,0.0,0.39769209203546957,1.4192534428907426,1,43.0,1,1,0.47813836482739086,0.4781383648273908
2016-08-07,air_86f7b2109e4abd65,0,0,0,1,0,0,0,1.3715145904204264,1.4893140001056697,0.0,1.4943756549779843,1.3128752212057684,1,55.0,1,1,-0.8477332958237055,-0.8477332958237057
2016-08-09,air_86f7b2109e4abd65,0,0,0,0,0,1,0,1.360860089963321,1.3387501712134289,0.0,1.3024560314630442,1.3873399763852503,1,44.0,1,1,-0.5027843819380741,-0.5027843819380743
2016-08-10,air_86f7b2109e4abd65,0,0,0,0,0,0,1,1.2436605849351627,1.3287125826206134,0.0,1.7411294566400501,1.2064969995207941,1,54.0,1,1,0.6098611004400425,0.6098611004400424
2016-08-11,air_86f7b2109e4abd65,0,0,0,0,1,0,0,1.2223515840209522,1.429088468548774,1.0,1.8782149020078645,1.046929666993333,1,46.0,1,1,0.26573545365199014,0.2657354536519901
2016-08-16,air_86f7b2109e4abd65,0,0,0,0,0,1,0,1.3075875876777947,1.3387501712134289,0.0,0.754114249991787,1.195859177352297,1,45.0,1,1,-1.631071939170193,-1.6310719391701933
2016-08-17,air_86f7b2109e4abd65,0,0,0,0,0,0,1,1.1903880826496365,1.1681111651355565,0.0,-0.7264085599806079,1.195859177352297,1,39.0,1,1,-1.0741317476579504,-1.0741317476579506
2016-08-18,air_86f7b2109e4abd65,0,0,0,0,1,0,0,1.3395510890491105,1.4090132913631417,0.0,0.1509382903734039,1.280961754700276,1,41.0,1,1,-0.7686996544561145,-0.7686996544561147
2016-08-19,air_86f7b2109e4abd65,1,0,0,0,0,0,0,1.4141325922488475,1.6198026518122788,0.0,0.5347775374032838,1.3979777985537478,1,26.0,1,1,0.7057717173080044,0.7057717173080044
2016-08-20,air_86f7b2109e4abd65,0,0,1,0,0,0,0,1.4780595949914792,1.5696147088481984,0.0,1.3024560314630442,1.3767021542167532,1,48.0,1,1,0.5756955158905109,0.5756955158905109
2016-08-21,air_86f7b2109e4abd65,0,0,0,1,0,0,0,1.4460960936201634,1.4993515886984858,0.0,1.4669585659044215,1.4298912650592404,1,46.0,1,1,-1.0605478405478959,-1.0605478405478959
2016-08-23,air_86f7b2109e4abd65,0,0,0,0,0,1,0,1.3395510890491105,1.3989757027703253,0.0,-0.04098133314153623,1.3979777985537478,1,27.0,1,1,-0.8403238919454938,-0.8403238919454941
2016-08-24,air_86f7b2109e4abd65,0,0,0,0,0,0,1,1.2436605849351627,1.3588253483990613,0.0,-0.4796547583185421,1.280961754700276,1,44.0,1,1,-0.6299791485140408,-0.6299791485140409
2016-08-25,air_86f7b2109e4abd65,0,0,0,0,1,0,0,1.2756240863064787,1.3989757027703253,0.0,0.8637826062860385,1.2490482881947842,1,27.0,1,1,-0.4867306735352822,-0.4867306735352823
2016-08-26,air_86f7b2109e4abd65,1,0,0,0,0,0,0,1.2862785867635842,1.3387501712134289,0.0,1.1927876751687927,1.270323932531779,1,27.0,1,1,1.035490189888423,1.035490189888423
2016-08-27,air_86f7b2109e4abd65,0,0,1,0,0,0,0,1.0412250762501625,1.027584924836132,0.0,0.12352120129984087,1.14267006650981,1,43.0,1,1,1.1050562596338547,1.1050562596338547
2016-08-28,air_86f7b2109e4abd65,0,0,0,1,0,0,0,0.9559890725933202,1.0175473362433158,0.0,-0.7538256490541708,0.9831027339823486,1,52.0,1,1,-0.45215345543696117,-0.4521534554369613
2016-08-30,air_86f7b2109e4abd65,0,0,0,0,0,1,0,0.7428990634512146,0.6260813811234897,0.0,1.2202047642423555,0.717157179769913,1,28.0,1,1,-0.869549873909551,-0.8695498739095511
2016-08-31,air_86f7b2109e4abd65,0,0,0,0,0,0,1,1.051879576707268,0.9773969818720514,0.0,1.823380723860739,1.10011877783582,1,36.0,1,1,-0.3949363921552156,-0.3949363921552157
2016-09-01,air_86f7b2109e4abd65,0,0,0,0,1,0,0,1.094497578535689,1.067735279207396,0.0,1.329873120536607,0.972464911813851,1,38.0,1,1,-0.8296214196769659,-0.8296214196769661
2016-09-02,air_86f7b2109e4abd65,1,0,0,0,0,0,0,1.1051520789927944,1.2182991080996368,0.0,1.4395414768308588,0.9511892674768563,1,39.0,1,1,0.5003665764620258,0.5003665764620258
2016-09-03,air_86f7b2109e4abd65,0,0,1,0,0,0,0,1.2010425831067417,1.1982239309140044,0.0,-0.04098133314153623,1.14267006650981,1,47.0,1,1,1.1433381796712814,1.1433381796712816
2016-09-04,air_86f7b2109e4abd65,0,0,0,1,0,0,0,1.2330060844780577,1.2885622282493487,0.0,0.5347775374032838,1.195859177352297,1,46.0,1,1,-0.9864538017657792,-0.9864538017657795
2016-09-06,air_86f7b2109e4abd65,0,0,0,0,0,1,0,1.0305705757930572,1.10788563357866,0.0,-0.507071847392105,1.153307888678307,1,24.0,1,1,-0.869549873909551,-0.8695498739095511
2016-09-07,air_86f7b2109e4abd65,0,0,0,0,0,0,1,1.1797335821925312,1.2785246396565333,0.0,0.754114249991787,1.0894809556673228,1,39.0,1,1,-0.762936784773061,-0.7629367847730611
2016-09-08,air_86f7b2109e4abd65,0,0,0,0,1,0,0,0.9346800716791097,0.686306912680386,0.0,-1.2473332523783025,0.9937405561508458,1,32.0,1,1,-0.6003415330011942,-0.6003415330011943
2016-09-09,air_86f7b2109e4abd65,1,0,0,0,0,0,0,0.828135067108057,0.8268331529798106,0.0,0.1509382903734039,0.9086379788028663,1,36.0,1,1,0.8502550929331316,0.8502550929331316
2016-09-10,air_86f7b2109e4abd65,0,0,1,0,0,0,0,0.828135067108057,0.9472842160936031,0.0,1.521792744051547,0.7065193576014155,1,51.0,1,1,1.41089998638448,1.41089998638448
2016-09-11,air_86f7b2109e4abd65,0,0,0,1,0,0,0,0.9879525739646362,1.10788563357866,0.0,0.39769209203546957,0.9086379788028663,1,35.0,1,1,-0.5023727483892846,-0.5023727483892847
2016-09-13,air_86f7b2109e4abd65,0,0,0,0,0,1,0,0.7642080643654251,0.43536719785998484,0.0,-1.548921232187494,0.972464911813851,1,40.0,1,1,-1.050668635376947,-1.050668635376947
2016-09-14,air_86f7b2109e4abd65,0,0,0,0,0,0,1,0.796171565736741,0.6160437925306738,0.0,-1.302167430525428,0.9511892674768563,1,39.0,1,1,-0.6155719743064071,-0.6155719743064072
2016-09-15,air_86f7b2109e4abd65,0,0,0,0,1,0,0,0.796171565736741,0.6361189697163058,0.0,-1.0279965397897994,0.8980001566343692,1,36.0,1,1,-0.25786242040830004,-0.25786242040830015
2016-09-16,air_86f7b2109e4abd65,1,0,0,0,0,0,0,0.9027165703077938,0.9372466275007874,0.0,-0.4522376692449792,0.8767245122973744,1,34.0,1,1,0.775337787053436,0.775337787053436
2016-09-17,air_86f7b2109e4abd65,0,0,1,0,0,0,0,1.094497578535689,0.9673593932792355,0.0,-0.4796547583185421,1.14267006650981,1,31.0,1,1,1.2845284869060924,1.2845284869060924
2016-09-18,air_86f7b2109e4abd65,0,0,0,1,0,0,0,0.828135067108057,0.5959686153450414,0.0,-1.548921232187494,0.9405514453083587,1,51.0,1,1,-0.012940458878525943,-0.01294045887852602
2016-09-19,air_86f7b2109e4abd65,0,1,0,0,0,0,0,0.6683175602514777,0.4454047864528007,1.0,-1.548921232187494,0.6958815354329179,1,31.0,1,1,-1.6244858023895605,-1.6244858023895608
2016-09-20,air_86f7b2109e4abd65,0,0,0,0,0,1,0,0.3913005483667402,0.04390124274015867,0.0,-1.548921232187494,0.621416780253436,1,51.0,1,1,-2.15755124807201,-2.1575512480720103
2016-09-22,air_86f7b2109e4abd65,0,0,0,0,1,0,0,0.5724270561375303,0.49559272941688093,1.0,-1.4118357868196796,0.7597084684439026,1,42.0,1,1,-0.5176031896944974,-0.5176031896944976
2016-09-23,air_86f7b2109e4abd65,1,0,0,0,0,0,0,0.5617725556804248,0.47551755223124886,0.0,-1.1102478070104882,0.717157179769913,1,37.0,1,1,0.012580821146425307,0.012580821146425232
2016-09-24,air_86f7b2109e4abd65,0,0,1,0,0,0,0,0.5085000533948985,0.35506648911745636,0.0,-1.2199161633047395,0.6107789580849388,1,41.0,1,1,1.0350785563396334,1.0350785563396334
2016-09-25,air_86f7b2109e4abd65,0,0,0,1,0,0,0,0.8707530689364779,0.8770210959438909,0.0,-0.42482058017141644,0.8554488679603792,1,47.0,1,1,-0.609397471074564,-0.6093974710745641
2016-09-27,air_86f7b2109e4abd65,0,0,0,0,0,1,0,1.051879576707268,1.0576976906145799,0.0,-0.4796547583185421,0.9299136231398615,1,43.0,1,1,-0.6826682427591014,-0.6826682427591017
2016-09-28,air_86f7b2109e4abd65,0,0,0,0,0,0,1,0.9133710707648993,0.7565700328300984,0.0,-1.4118357868196796,1.0150162004878405,1,50.0,1,1,-0.5558851097319243,-0.5558851097319244
2016-09-29,air_86f7b2109e4abd65,0,0,0,0,1,0,0,0.5617725556804248,0.43536719785998484,0.0,-1.548921232187494,0.6533302467589284,1,20.0,1,1,-0.42210420637532503,-0.42210420637532514
2016-09-30,air_86f7b2109e4abd65,1,0,0,0,0,0,0,0.529809054309109,0.6060062039378576,0.0,-0.3425693129507277,0.5150385585684618,1,42.0,1,1,1.1104074957681185,1.1104074957681185
2016-10-01,air_86f7b2109e4abd65,0,0,1,0,0,0,0,0.7002810616227936,0.5758934381594094,0.0,-1.0279965397897994,0.7277950019384102,1,57.0,1,1,1.1478661487079664,1.1478661487079664
2016-10-02,air_86f7b2109e4abd65,0,0,0,1,0,0,0,0.9772980735075307,0.9272090389079711,0.0,0.315440824814781,1.0043783783193434,1,51.0,1,1,-0.6711425033929944,-0.6711425033929946
2016-10-04,air_86f7b2109e4abd65,0,0,0,0,0,1,0,0.6470085593372672,0.6963445012732019,0.0,-1.0279965397897994,0.717157179769913,1,40.0,1,1,-0.9349996081670872,-0.9349996081670874
2016-10-05,air_86f7b2109e4abd65,0,0,0,0,0,0,1,0.7748625648225305,0.7063820898660181,0.0,-1.329584519598991,0.6746058910959232,1,22.0,1,1,-1.1218812393175366,-1.1218812393175368
2016-10-06,air_86f7b2109e4abd65,0,0,0,0,1,0,0,0.6683175602514777,0.686306912680386,0.0,0.8089484281389125,0.621416780253436,1,45.0,1,1,-0.6028113342939314,-0.6028113342939315
2016-10-07,air_86f7b2109e4abd65,1,0,0,0,0,0,0,0.48719105248068795,0.5658558495665935,0.0,0.6718629827710982,0.3129199373670109,1,30.0,1,1,0.6893063753564229,0.6893063753564229
2016-10-08,air_86f7b2109e4abd65,0,0,1,0,0,0,0,0.9133710707648993,0.9171714503151552,0.0,-0.3699864020242907,0.7916219349493949,1,38.0,1,1,0.9659241201429913,0.9659241201429913
2016-10-09,air_86f7b2109e4abd65,0,0,0,1,0,0,0,0.42326404973805615,0.5257054951953292,0.0,-0.6167402036863564,0.3235577595355081,1,55.0,1,1,0.17764587421102934,0.1776458742110293
2016-10-10,air_86f7b2109e4abd65,0,1,0,0,0,0,0,0.0929745355677926,0.08405159711142308,1.0,0.9186167844331641,0.15335260483954957,1,34.0,1,1,-1.0432592314987352,-1.0432592314987355
2016-10-12,air_86f7b2109e4abd65,0,0,0,0,0,0,1,0.12493803693910814,0.3048785461533761,0.0,0.39769209203546957,0.0788878496600675,1,29.0,1,1,-0.6941939821252084,-0.6941939821252087
2016-10-13,air_86f7b2109e4abd65,0,0,0,0,1,0,0,-0.04553397037457615,-0.05647464318800183,0.0,-0.7264085599806079,0.142714782671052,1,34.0,1,1,-0.6567353291853607,-0.6567353291853608
2016-10-18,air_86f7b2109e4abd65,0,0,0,0,0,1,0,0.5511180552233195,0.6561941469019379,0.0,0.06868702315271534,0.5256763807369593,1,25.0,1,1,-0.8374424571039671,-0.8374424571039673
2016-10-19,air_86f7b2109e4abd65,0,0,0,0,0,0,1,0.5617725556804248,0.49559272941688093,0.0,-0.23290095665647634,0.5044007363999646,1,39.0,1,1,-0.6876078453445759,-0.6876078453445761
2016-10-20,air_86f7b2109e4abd65,0,0,0,0,1,0,0,0.5404635547662143,0.5257054951953292,0.0,0.3702750029619068,0.5044007363999646,1,45.0,1,1,-0.44639058575390766,-0.4463905857539078
2016-10-21,air_86f7b2109e4abd65,1,0,0,0,0,0,0,0.08232003511068717,-0.006286700223921582,0.0,-0.7538256490541708,0.17462824917654435,1,29.0,1,1,0.8868904787754004,0.8868904787754004
2016-10-22,air_86f7b2109e4abd65,0,0,1,0,0,0,0,-0.024224969460365658,-0.16688811770897816,0.0,-1.4940870540403681,0.025698738817580384,1,50.0,1,1,1.4858172922641757,1.4858172922641757
2016-10-23,air_86f7b2109e4abd65,0,0,0,1,0,0,0,0.08232003511068717,-0.1267377633377141,0.0,-1.329584519598991,0.142714782671052,1,49.0,1,1,-0.41510643604590286,-0.41510643604590297
2016-10-25,air_86f7b2109e4abd65,0,0,0,0,0,1,0,-0.1307699740314185,-0.20703847208024256,0.0,-1.3570016086725538,-0.16578206021537312,1,24.0,1,1,-0.7971023693225926,-0.7971023693225927
2016-10-26,air_86f7b2109e4abd65,0,0,0,0,0,0,1,0.3486825465383192,0.3851792548959046,0.0,-0.4796547583185421,0.30228211519851333,1,38.0,1,1,-0.3685918450326853,-0.3685918450326854
2016-10-27,air_86f7b2109e4abd65,0,0,0,0,1,0,0,0.06101103419647668,0.12420195148268713,0.0,0.9734509625802896,-0.027490372024906725,1,36.0,1,1,-0.35377303727626197,-0.3537730372762621
2016-10-28,air_86f7b2109e4abd65,1,0,0,0,0,0,0,-0.1307699740314185,-0.16688811770897816,0.0,-1.5215041431139311,-0.07004166069889646,1,23.0,1,1,0.7798657560901209,0.7798657560901209
2016-10-29,air_86f7b2109e4abd65,0,0,1,0,0,0,0,-0.04553397037457615,-0.03639946600236944,0.0,0.6170288046239727,-0.15514423804687572,1,41.0,1,1,1.6842246627807322,1.6842246627807322
2016-10-30,air_86f7b2109e4abd65,0,0,0,1,0,0,0,-0.3118964818022082,-0.24718882645150664,0.0,0.6444458936975355,-0.4104519700908139,1,70.0,1,1,-0.32413542176341537,-0.3241354217634155
2016-11-01,air_86f7b2109e4abd65,0,0,0,0,0,1,0,-0.3651689840877346,-0.2271136492658746,0.0,-0.23290095665647634,-0.30407374840583967,1,33.0,1,1,-1.0370847282668922,-1.0370847282668925
2016-11-02,air_86f7b2109e4abd65,0,0,0,0,0,0,1,-0.4290959868303665,-0.2973767694155869,0.0,1.3024560314630442,-0.5593814804497779,1,52.0,1,1,0.22416046522424696,0.2241604652242469
