,calendar_date,precipitation
0,2016-01-01,4.5
1,2016-01-02,6.5
2,2016-01-03,17.0
3,2016-01-04,10.5
4,2016-01-05,9.0
5,2016-01-06,3.5
6,2016-01-07,27.0
7,2016-01-08,3.0
8,2016-01-09,10.5
9,2016-01-10,27.0
10,2016-01-11,16.0
11,2016-01-12,11.0
12,2016-01-13,13.0
13,2016-01-14,17.0
14,2016-01-15,1.0
15,2016-01-16,4.0
16,2016-01-17,1.5
17,2016-01-18,36.5
18,2016-01-19,36.5
19,2016-01-20,14.0
20,2016-01-21,10.0
21,2016-01-22,4.5
22,2016-01-23,4.5
23,2016-01-24,15.0
24,2016-01-25,11.5
25,2016-01-26,0.0
26,2016-01-27,19.0
27,2016-01-28,4.5
28,2016-01-29,9.5
29,2016-01-30,6.5
30,2016-01-31,6.5
31,2016-02-01,5.0
32,2016-02-02,0.0
33,2016-02-03,1.5
34,2016-02-04,6.5
35,2016-02-05,13.0
36,2016-02-06,2.5
37,2016-02-07,6.5
38,2016-02-08,0.0
39,2016-02-09,16.0
40,2016-02-10,15.5
41,2016-02-11,1.0
42,2016-02-12,0.0
43,2016-02-13,0.0
44,2016-02-14,14.5
45,2016-02-15,17.5
46,2016-02-16,33.0
47,2016-02-17,27.5
48,2016-02-18,0.0
49,2016-02-19,0.0
50,2016-02-20,12.5
51,2016-02-21,16.0
52,2016-02-22,3.0
53,2016-02-23,10.0
54,2016-02-24,15.5
55,2016-02-25,3.5
56,2016-02-26,20.0
57,2016-02-27,8.5
58,2016-02-28,2.5
59,2016-02-29,8.0
60,2016-03-01,14.0
61,2016-03-02,8.5
62,2016-03-03,13.0
63,2016-03-04,0.0
64,2016-03-05,0.0
65,2016-03-06,0.0
66,2016-03-07,0.0
67,2016-03-08,2.0
68,2016-03-09,0.0
69,2016-03-10,0.0
70,2016-03-11,1.5
71,2016-03-12,0.0
72,2016-03-13,0.0
73,2016-03-14,2.5
74,2016-03-15,0.5
75,2016-03-16,0.0
76,2016-03-17,0.0
77,2016-03-18,0.0
78,2016-03-19,1.5
79,2016-03-20,3.5
80,2016-03-21,0.5
81,2016-03-22,0.0
82,2016-03-23,13.5
83,2016-03-24,4.5
84,2016-03-25,6.0
85,2016-03-26,0.0
86,2016-03-27,0.0
87,2016-03-28,0.0
88,2016-03-29,0.0
89,2016-03-30,7.0
90,2016-03-31,0.0
91,2016-04-01,0.0
92,2016-04-02,0.0
93,2016-04-03,0.0
94,2016-04-04,9.5
95,2016-04-05,0.0
96,2016-04-06,1.5
97,2016-04-07,62.5
98,2016-04-08,1.0
99,2016-04-09,0.0
100,2016-04-10,0.0
101,2016-04-11,7.0
102,2016-04-12,0.5
103,2016-04-13,2.0
104,2016-04-14,9.0
105,2016-04-15,13.0
106,2016-04-16,0.0
107,2016-04-17,10.0
108,2016-04-18,0.0
109,2016-04-19,1.0
110,2016-04-20,0.0
111,2016-04-21,4.0
112,2016-04-22,3.0
113,2016-04-23,0.0
114,2016-04-24,0.0
115,2016-04-25,0.0
116,2016-04-26,0.0
117,2016-04-27,0.0
118,2016-04-28,30.0
119,2016-04-29,26.0
120,2016-04-30,1.0
121,2016-05-01,20.5
122,2016-05-02,0.5
123,2016-05-03,1.0
124,2016-05-04,9.5
125,2016-05-05,0.5
126,2016-05-06,0.0
127,2016-05-07,6.0
128,2016-05-08,0.0
129,2016-05-09,0.0
130,2016-05-10,4.5
131,2016-05-11,4.0
132,2016-05-12,0.0
133,2016-05-13,0.0
134,2016-05-14,0.0
135,2016-05-15,0.0
136,2016-05-16,0.0
137,2016-05-17,19.5
138,2016-05-18,0.0
139,2016-05-19,0.0
140,2016-05-20,0.0
141,2016-05-21,0.0
142,2016-05-22,0.0
143,2016-05-23,0.0
144,2016-05-24,0.0
145,2016-05-25,0.0
146,2016-05-26,0.0
147,2016-05-27,11.5
148,2016-05-28,0.0
149,2016-05-29,0.0
150,2016-05-30,0.0
151,2016-05-31,6.5
152,2016-06-01,0.0
153,2016-06-02,3.0
154,2016-06-03,0.0
155,2016-06-04,0.0
156,2016-06-05,0.0
157,2016-06-06,0.0
158,2016-06-07,0.0
159,2016-06-08,1.0
160,2016-06-09,0.5
161,2016-06-10,0.5
162,2016-06-11,0.0
163,2016-06-12,2.0
164,2016-06-13,13.5
165,2016-06-14,0.0
166,2016-06-15,0.0
167,2016-06-16,2.5
168,2016-06-17,2.5
169,2016-06-18,0.0
170,2016-06-19,2.0
171,2016-06-20,4.5
172,2016-06-21,0.5
173,2016-06-22,0.0
174,2016-06-23,17.0
175,2016-06-24,6.0
176,2016-06-25,16.5
177,2016-06-26,9.5
178,2016-06-27,0.0
179,2016-06-28,12.0
180,2016-06-29,0.0
181,2016-06-30,9.0
182,2016-07-01,0.0
183,2016-07-02,16.0
184,2016-07-03,28.5
185,2016-07-04,0.5
186,2016-07-05,4.5
187,2016-07-06,49.0
188,2016-07-07,8.5
189,2016-07-08,0.5
190,2016-07-09,10.0
191,2016-07-10,0.0
192,2016-07-11,0.0
193,2016-07-12,0.0
194,2016-07-13,20.5
195,2016-07-14,52.0
196,2016-07-15,0.0
197,2016-07-16,0.0
198,2016-07-17,1.0
199,2016-07-18,0.0
200,2016-07-19,0.0
201,2016-07-20,0.0
202,2016-07-21,0.0
