Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,-2.0,2.7,-8.8,5.5,5.6,20,13
1,2016-01-02,-1.0,7.4,-8.7,0.0,5.5,6,0
2,2016-01-03,2.4,11.2,-5.1,0.0,8.8,1,0
3,2016-01-04,3.3,12.9,-5.1,0.0,7.4,0,0
4,2016-01-05,1.8,5.6,-0.3,0.0,2.1,0,0
5,2016-01-06,0.9,3.5,-2.2,0.0,1.1,0,0
6,2016-01-07,-0.8,1.6,-2.7,3.5,0.0,5,7
7,2016-01-08,-1.5,2.3,-6.9,1.5,0.8,3,3
8,2016-01-09,-2.0,0.2,-6.1,0.5,0.9,3,1
9,2016-01-10,-0.7,5.6,-7.1,0.0,5.5,0,0
10,2016-01-11,-2.5,0.1,-4.3,2.0,0.1,4,5
11,2016-01-12,-3.8,-1.9,-7.9,0.0,0.2,5,1
12,2016-01-13,-4.1,4.5,-12.1,0.0,5.8,2,0
13,2016-01-14,-3.0,1.0,-6.0,0.5,0.8,0,0
14,2016-01-15,-4.0,-1.2,-9.0,0.0,0.4,0,0
15,2016-01-16,-3.7,1.6,-9.5,0.0,3.2,0,0
16,2016-01-17,-3.0,1.7,-9.2,0.0,2.1,0,0
17,2016-01-18,0.2,2.2,-1.2,7.5,0.0,19,20
18,2016-01-19,-3.3,0.1,-5.9,0.0,0.8,10,2
19,2016-01-20,-3.4,0.0,-6.5,18.5,0.0,40,30
20,2016-01-21,-3.5,-0.4,-6.9,0.5,2.4,41,1
21,2016-01-22,-5.4,-1.3,-11.4,0.0,1.8,34,1
22,2016-01-23,-4.8,0.4,-9.2,0.5,1.7,32,1
23,2016-01-24,-5.8,-1.7,-9.7,6.0,1.8,40,14
24,2016-01-25,-7.4,-2.1,-13.1,0.0,2.4,39,1
25,2016-01-26,-7.2,2.1,-15.3,0.0,9.0,36,0
26,2016-01-27,-3.2,5.9,-11.0,0.0,9.4,32,0
27,2016-01-28,-1.7,6.3,-10.0,0.0,9.1,27,0
28,2016-01-29,-1.4,1.2,-3.2,15.0,0.0,42,21
29,2016-01-30,-2.4,0.1,-6.8,5.5,0.1,51,10
30,2016-01-31,-2.0,2.2,-8.1,0.0,2.8,46,2
31,2016-02-01,-3.4,-1.9,-5.7,1.0,0.0,44,6
32,2016-02-02,-3.9,-1.5,-8.4,2.0,0.0,49,5
33,2016-02-03,-5.9,1.2,-14.0,0.0,5.8,48,0
34,2016-02-04,-5.1,3.1,-13.3,0.0,9.3,41,0
35,2016-02-05,-1.8,2.3,-6.1,0.0,1.6,38,0
36,2016-02-06,-2.1,2.0,-4.1,0.5,2.6,40,6
37,2016-02-07,-5.1,-3.0,-11.9,2.0,1.2,48,9
38,2016-02-08,-6.4,1.3,-15.6,0.0,9.7,46,0
39,2016-02-09,-1.6,1.3,-3.7,16.0,0.6,74,36
40,2016-02-10,-3.5,-0.9,-7.1,3.5,1.1,76,4
41,2016-02-11,-3.8,3.2,-10.2,0.0,5.3,66,0
42,2016-02-12,1.7,8.5,-8.1,0.0,6.8,56,0
43,2016-02-13,8.4,13.1,2.0,0.5,2.3,44,0
44,2016-02-14,8.1,12.7,2.3,13.0,0.4,26,0
45,2016-02-15,-2.8,2.6,-5.7,2.0,0.5,24,12
46,2016-02-16,-3.1,2.6,-10.2,0.0,6.9,24,0
47,2016-02-17,-2.7,-1.0,-5.7,2.0,0.8,25,11
48,2016-02-18,-3.5,5.0,-12.4,0.0,10.1,25,0
