Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,2.8,6.5,-3.6,0.0,6.3,0,0
1,2016-01-02,5.7,9.9,0.7,1.0,1.7,0,0
2,2016-01-03,8.6,10.7,3.7,0.0,4.4,0,0
3,2016-01-04,8.4,13.8,3.8,0.0,3.9,0,0
4,2016-01-05,4.4,8.0,-0.7,0.0,6.8,0,0
5,2016-01-06,3.8,7.7,-0.7,0.0,3.7,0,0
6,2016-01-07,2.8,6.2,-0.7,0.0,3.7,0,0
7,2016-01-08,3.1,6.9,0.0,0.0,4.9,0,0
8,2016-01-09,2.1,6.3,-2.5,0.0,7.4,0,0
9,2016-01-10,2.9,7.4,-2.5,0.0,7.3,0,0
10,2016-01-11,0.4,3.5,-2.4,0.0,6.0,0,0
11,2016-01-12,-0.1,4.4,-3.5,0.0,4.5,0,0
12,2016-01-13,0.7,6.7,-5.4,0.0,6.7,0,0
13,2016-01-14,0.9,4.6,-2.7,1.0,6.3,0,0
14,2016-01-15,-1.4,3.4,-4.9,0.5,3.1,2,2
15,2016-01-16,-1.6,2.8,-5.6,0.5,0.4,2,2
16,2016-01-17,0.9,5.5,-3.8,0.0,6.1,0,0
17,2016-01-18,0.9,4.5,-1.3,62.0,0.0,17,19
18,2016-01-19,1.8,5.1,-0.8,1.0,6.5,8,1
19,2016-01-20,0.3,3.8,-3.6,0.0,3.3,7,0
20,2016-01-21,1.0,4.2,-2.7,0.0,4.7,7,1
21,2016-01-22,0.7,3.3,-2.1,0.0,6.2,6,1
22,2016-01-23,0.2,2.6,-1.7,0.0,2.1,6,1
23,2016-01-24,-1.5,1.9,-3.5,1.5,3.8,8,2
24,2016-01-25,-1.3,1.8,-4.8,0.5,2.7,9,1
25,2016-01-26,0.4,6.3,-5.8,0.0,7.4,7,0
26,2016-01-27,4.0,7.5,-1.5,0.0,6.8,3,0
27,2016-01-28,4.9,9.3,-0.1,0.0,4.2,0,0
28,2016-01-29,-0.9,0.6,-2.4,8.5,0.0,8,9
29,2016-01-30,-1.1,1.5,-2.6,7.0,0.8,16,8
30,2016-01-31,-0.7,4.8,-4.1,0.0,6.9,10,0
31,2016-02-01,0.1,3.5,-3.5,0.0,3.9,5,0
