Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,2.5,8.2,-1.1,0.0,5.6,0,0
1,2016-01-02,3.0,9.6,-1.2,0.0,2.5,0,0
2,2016-01-03,3.9,10.0,-0.4,0.0,3.7,0,0
3,2016-01-04,7.0,14.1,0.6,0.0,5.1,0,0
4,2016-01-05,6.3,11.3,2.7,0.0,0.7,0,0
5,2016-01-06,6.1,10.6,2.8,0.0,0.7,0,0
6,2016-01-07,5.2,8.1,3.5,1.0,4.1,0,0
7,2016-01-08,4.7,8.4,2.5,1.5,3.4,0,0
8,2016-01-09,3.4,7.3,0.8,5.5,2.6,0,0
9,2016-01-10,3.5,7.7,0.9,1.5,2.0,0,0
10,2016-01-11,4.5,8.9,2.1,0.5,2.7,0,0
11,2016-01-12,3.5,8.0,-0.2,0.0,4.1,0,0
12,2016-01-13,2.1,7.9,-1.9,3.0,1.7,0,0
13,2016-01-14,1.5,5.5,0.0,6.0,1.9,0,0
14,2016-01-15,2.1,5.7,0.1,3.0,2.1,0,0
15,2016-01-16,2.5,6.9,-1.2,0.0,3.9,0,0
16,2016-01-17,2.2,8.2,-2.2,4.5,3.5,0,0
17,2016-01-18,4.7,8.9,1.3,34.5,0.1,0,0
18,2016-01-19,0.1,2.8,-3.0,4.0,4.3,3,3
19,2016-01-20,-0.2,2.7,-3.1,20.0,0.7,19,17
20,2016-01-21,0.7,4.3,-1.1,0.0,2.2,9,1
21,2016-01-22,0.6,4.5,-3.1,0.0,4.8,5,0
22,2016-01-23,0.1,4.2,-3.0,3.0,1.3,9,10
23,2016-01-24,-3.4,0.8,-7.7,2.0,0.6,12,6
24,2016-01-25,-2.4,2.3,-6.4,6.5,3.5,19,15
25,2016-01-26,-0.3,3.3,-3.1,0.0,5.5,16,4
26,2016-01-27,1.5,5.8,-0.3,0.0,1.3,8,0
27,2016-01-28,2.3,9.6,-2.0,0.5,4.1,3,1
28,2016-01-29,3.3,4.5,2.1,44.0,0.0,0,0
29,2016-01-30,5.7,7.9,3.0,5.0,0.0,0,0
30,2016-01-31,5.0,9.7,0.7,0.0,6.8,0,0
31,2016-02-01,4.3,7.2,1.6,0.0,0.0,0,0
32,2016-02-02,2.7,8.4,-1.4,0.0,5.5,0,0
33,2016-02-03,1.4,7.2,-2.6,0.0,6.8,0,0
34,2016-02-04,1.8,7.9,-3.1,0.0,2.6,0,0
35,2016-02-05,3.6,7.4,1.3,0.5,1.4,0,0
36,2016-02-06,3.0,7.4,-1.0,0.5,1.8,0,0
37,2016-02-07,1.6,5.6,-1.7,0.0,6.9,0,0
38,2016-02-08,0.3,7.9,-4.3,0.0,6.7,0,0
39,2016-02-09,-0.2,2.3,-2.7,17.5,0.0,4,4
40,2016-02-10,0.8,4.2,-1.6,2.5,4.4,7,7
41,2016-02-11,0.9,8.2,-3.2,0.0,7.3,0,0
42,2016-02-12,3.3,6.1,0.0,0.0,0.0,0,0
43,2016-02-13,6.3,8.0,4.1,38.0,0.0,0,0
44,2016-02-14,10.0,13.9,7.2,36.0,0.0,0,0
45,2016-02-15,3.8,9.0,-1.8,1.0,4.5,0,0
46,2016-02-16,0.4,4.5,-1.9,0.5,2.1,0,0
47,2016-02-17,0.0,3.3,-2.1,4.5,0.7,1,1
48,2016-02-18,1.1,8.4,-2.5,0.0,7.5,0,0
