Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,5.9,11.1,1.9,0.0,1.2
1,2016-01-02,9.7,14.1,5.7,0.0,0.7
2,2016-01-03,11.8,16.1,7.1,0.0,0.9
3,2016-01-04,9.2,14.1,5.5,0.0,0.7
4,2016-01-05,9.3,12.8,7.5,2.5,2.5
5,2016-01-06,9.2,12.0,6.3,0.0,2.8
6,2016-01-07,8.2,11.8,6.3,0.0,1.6
7,2016-01-08,6.9,8.8,4.5,0.0,2.0
8,2016-01-09,5.6,8.7,2.7,0.0,1.1
9,2016-01-10,6.3,11.4,1.8,0.0,1.0
10,2016-01-11,7.6,12.1,3.9,0.0,2.5
11,2016-01-12,6.4,9.5,2.0,0.0,1.4
12,2016-01-13,4.7,7.5,1.4,0.0,1.7
13,2016-01-14,5.9,10.7,2.4,0.0,1.5
14,2016-01-15,4.7,11.0,0.3,0.0,1.6
15,2016-01-16,5.9,12.5,0.7,0.0,1.5
16,2016-01-17,6.4,7.9,3.9,21.0,3.6
17,2016-01-18,6.5,10.4,0.2,6.0,3.8
18,2016-01-19,1.5,4.2,-0.3,0.5,3.7
19,2016-01-20,2.5,6.1,-0.3,0.0,1.6
20,2016-01-21,1.7,5.3,-2.2,0.0,0.9
21,2016-01-22,4.5,8.0,-0.4,0.0,1.2
22,2016-01-23,3.4,6.1,-0.6,0.5,1.9
23,2016-01-24,-3.6,-0.5,-5.9,8.5,2.5
24,2016-01-25,-1.5,2.0,-6.5,1.5,1.0
25,2016-01-26,2.3,4.8,0.0,0.0,0.9
26,2016-01-27,4.9,9.0,1.1,0.0,0.7
27,2016-01-28,6.8,9.8,4.6,3.5,1.5
28,2016-01-29,11.7,13.3,9.7,40.5,1.9
29,2016-01-30,11.0,15.1,7.4,0.5,2.6
30,2016-01-31,8.5,14.1,4.6,0.0,1.4
31,2016-02-01,6.1,8.6,3.9,0.5,1.0
32,2016-02-02,5.1,9.4,1.8,0.0,1.2
33,2016-02-03,6.4,11.7,2.9,0.0,1.4
34,2016-02-04,5.2,11.1,0.4,0.0,1.3
35,2016-02-05,5.1,10.9,1.5,0.0,0.9
36,2016-02-06,4.4,8.6,1.5,0.0,1.5
37,2016-02-07,4.0,9.2,-0.4,0.0,1.1
38,2016-02-08,5.0,10.4,-1.0,0.0,1.6
39,2016-02-09,7.8,13.2,2.5,0.0,2.6
40,2016-02-10,6.8,14.4,0.3,0.0,1.2
41,2016-02-11,9.3,17.4,2.5,0.0,1.1
42,2016-02-12,12.8,18.5,8.0,1.0,1.3
43,2016-02-13,15.2,18.5,12.5,32.5,1.6
44,2016-02-14,10.6,17.4,5.3,0.0,4.0
45,2016-02-15,3.6,5.7,0.5,0.0,3.4
46,2016-02-16,3.9,6.8,0.6,1.5,2.1
47,2016-02-17,4.8,8.6,1.1,0.0,1.5
48,2016-02-18,5.2,11.6,-1.1,0.0,1.2
49,2016-02-19,8.7,13.5,2.3,0.0,1.0
50,2016-02-20,8.8,11.5,6.8,26.5,2.6
51,2016-02-21,6.4,10.3,2.5,3.0,2.1
52,2016-02-22,6.5,11.6,1.5,2.5,1.6
53,2016-02-23,8.4,12.9,5.8,3.5,2.7
54,2016-02-24,7.2,11.7,3.9,0.0,2.4
55,2016-02-25,4.1,8.6,0.5,0.0,1.8
56,2016-02-26,4.7,11.1,-1.1,0.0,1.1
57,2016-02-27,7.5,14.5,2.0,0.5,1.1
58,2016-02-28,10.7,18.2,3.3,0.0,1.7
59,2016-02-29,5.7,13.0,0.8,0.0,3.7
60,2016-03-01,3.1,8.1,-0.3,0.0,1.7
61,2016-03-02,6.3,13.4,-0.5,0.0,1.3
62,2016-03-03,9.8,17.2,1.5,0.0,1.1
63,2016-03-04,14.3,20.6,9.3,0.5,1.2
64,2016-03-05,15.7,23.1,8.7,0.0,2.0
65,2016-03-06,17.2,22.4,12.4,0.0,1.4
66,2016-03-07,17.0,23.3,13.2,0.0,2.6
67,2016-03-08,14.9,21.0,12.0,0.0,3.5
68,2016-03-09,10.2,12.7,8.8,32.5,5.1
69,2016-03-10,9.6,12.3,7.5,0.5,2.3
70,2016-03-11,6.9,11.1,4.0,0.0,2.1
71,2016-03-12,5.9,11.2,1.1,0.0,1.6
72,2016-03-13,6.9,10.1,4.2,8.0,1.6
73,2016-03-14,9.0,14.4,6.0,3.0,4.4
74,2016-03-15,9.7,15.8,4.9,0.0,2.5
75,2016-03-16,11.5,18.1,5.7,0.0,1.6
76,2016-03-17,13.8,21.8,5.7,0.0,1.8
77,2016-03-18,14.2,15.3,12.5,13.0,0.9
78,2016-03-19,14.5,17.6,10.2,0.5,2.2
79,2016-03-20,11.8,17.3,7.9,0.0,3.6
80,2016-03-21,10.7,16.3,5.9,0.0,3.9
81,2016-03-22,11.1,19.6,2.8,0.0,2.0
82,2016-03-23,12.1,18.0,6.4,0.0,1.7
83,2016-03-24,10.4,13.8,6.9,0.0,3.8
84,2016-03-25,9.0,13.8,3.5,0.0,3.2
85,2016-03-26,9.6,16.7,2.7,0.0,2.0
86,2016-03-27,9.0,14.8,4.6,0.0,1.8
87,2016-03-28,9.9,18.0,3.2,0.0,1.5
88,2016-03-29,11.9,17.9,5.0,0.0,1.9
89,2016-03-30,14.9,17.8,12.4,0.0,2.1
90,2016-03-31,14.2,17.8,11.4,10.5,1.8
91,2016-04-01,15.2,18.2,13.1,2.5,3.3
92,2016-04-02,18.5,24.0,13.1,0.0,2.1
93,2016-04-03,17.9,22.7,15.3,7.0,1.3
94,2016-04-04,16.1,19.3,12.5,17.5,3.0
95,2016-04-05,15.4,20.8,10.0,0.0,1.8
