Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_local_pressure,avg_sea_pressure
0,2016-01-01,7.1,11.9,3.9,5.5,1.2,1028.7,1029.2
1,2016-01-02,9.9,14.8,4.1,4.2,2.4,1022.8,1023.3
2,2016-01-03,9.2,16.2,4.2,6.2,1.3,1018.3,1018.8
3,2016-01-04,8.5,14.0,4.6,2.7,1.6,1018.4,1018.9
4,2016-01-05,6.9,10.6,3.0,0.7,1.1,1021.8,1022.3
5,2016-01-06,7.4,11.7,3.1,1.8,1.6,1019.8,1020.3
6,2016-01-07,6.7,8.5,2.8,0.0,2.0,1018.3,1018.8
7,2016-01-08,4.5,5.6,2.9,0.0,1.6,1017.8,1018.3
8,2016-01-09,6.0,9.4,2.9,3.9,2.5,1021.2,1021.7
9,2016-01-10,6.8,8.3,4.3,0.2,2.1,1022.4,1022.9
10,2016-01-11,7.0,11.2,4.8,3.6,1.8,1020.8,1021.3
11,2016-01-12,3.8,7.4,1.0,0.0,1.8,1018.0,1018.5
12,2016-01-13,3.3,4.9,2.1,0.6,2.3,1015.9,1016.4
13,2016-01-14,4.3,5.7,2.0,0.7,3.2,1017.9,1018.4
14,2016-01-15,3.2,5.1,1.4,0.2,1.2,1020.2,1020.7
15,2016-01-16,5.1,9.6,0.8,7.5,1.3,1022.1,1022.6
16,2016-01-17,5.5,9.0,1.5,0.0,1.5,1017.4,1017.9
17,2016-01-18,5.7,9.7,0.9,0.2,4.2,1002.7,1003.2
18,2016-01-19,-0.7,1.4,-2.4,0.2,6.9,1010.2,1010.7
19,2016-01-20,4.0,6.4,-0.1,2.8,4.0,1020.4,1020.9
20,2016-01-21,3.0,5.9,1.3,0.1,1.3,1022.1,1022.6
21,2016-01-22,2.7,5.4,0.4,0.4,2.1,1023.9,1024.4
22,2016-01-23,1.9,4.2,0.1,0.0,3.2,1020.3,1020.8
23,2016-01-24,-3.5,0.3,-5.2,0.0,5.4,1015.8,1016.3
24,2016-01-25,0.6,3.5,-1.2,4.2,2.8,1022.9,1023.4
25,2016-01-26,2.0,3.7,0.2,0.0,1.2,1024.0,1024.5
26,2016-01-27,4.3,8.0,1.6,1.0,1.1,1027.7,1028.2
27,2016-01-28,4.5,7.2,0.6,0.0,0.6,1027.5,1028.0
28,2016-01-29,8.1,9.1,5.3,0.0,3.4,1020.1,1020.6
29,2016-01-30,7.8,11.0,6.9,1.2,4.0,1021.9,1022.4
30,2016-01-31,6.6,10.5,2.6,4.3,1.9,1023.5,1024.0
31,2016-02-01,4.8,5.9,3.2,0.0,2.8,1021.2,1021.7
32,2016-02-02,3.9,5.5,1.3,0.0,2.8,1021.9,1022.4
33,2016-02-03,4.2,9.0,1.2,5.4,1.2,1024.0,1024.5
34,2016-02-04,5.1,9.8,1.2,3.7,2.2,1021.7,1022.2
35,2016-02-05,5.3,10.5,1.9,3.2,1.7,1018.8,1019.3
36,2016-02-06,3.3,6.3,2.0,1.2,2.1,1017.3,1017.8
37,2016-02-07,2.7,5.9,-1.0,3.0,1.9,1020.2,1020.7
38,2016-02-08,3.4,9.4,-2.5,3.3,2.1,1016.9,1017.4
39,2016-02-09,6.0,8.9,3.2,1.6,4.7,1016.2,1016.7
40,2016-02-10,5.5,8.3,0.7,3.3,1.6,1025.9,1026.4
41,2016-02-11,5.0,11.9,-1.9,10.0,1.7,1029.0,1029.5
42,2016-02-12,11.7,19.2,2.8,4.0,2.0,1023.8,1024.3
43,2016-02-13,14.6,18.7,11.2,1.7,1.5,1012.6,1013.0
44,2016-02-14,10.9,16.4,6.0,0.0,4.1,1004.9,1005.4
45,2016-02-15,2.6,6.0,0.4,0.1,3.0,1012.3,1012.8
46,2016-02-16,1.7,4.6,-0.1,1.2,3.0,1015.9,1016.4
47,2016-02-17,3.5,6.6,-0.1,1.8,2.7,1020.9,1021.4
48,2016-02-18,4.8,11.3,-1.9,9.2,1.6,1023.9,1024.4
49,2016-02-19,8.6,14.9,1.8,6.5,2.0,1025.9,1026.4
50,2016-02-20,7.6,9.0,6.5,0.0,2.1,1018.2,1018.7
51,2016-02-21,6.2,8.7,2.3,4.0,3.2,1025.4,1025.9
52,2016-02-22,5.4,10.5,0.4,5.7,1.2,1030.0,1030.5
53,2016-02-23,7.1,10.4,4.2,0.4,1.8,1024.9,1025.4
54,2016-02-24,3.6,7.1,2.3,0.1,3.5,1028.3,1028.8
55,2016-02-25,3.5,6.3,1.0,3.6,2.4,1030.0,1030.5
56,2016-02-26,4.3,9.2,-0.3,3.9,2.3,1028.7,1029.2
57,2016-02-27,6.3,11.8,3.4,1.1,1.7,1024.9,1025.4
58,2016-02-28,8.5,16.1,1.2,6.8,1.4,1021.1,1021.6
59,2016-02-29,4.0,12.8,0.0,0.1,4.4,1017.3,1017.8
60,2016-03-01,1.9,3.7,1.0,0.5,2.0,1024.1,1024.6
61,2016-03-02,6.0,11.7,1.2,9.4,2.2,1024.3,1024.8
62,2016-03-03,9.5,15.8,2.4,10.5,2.3,1024.9,1025.4
