Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed
0,2016-01-01,6.2,12.4,1.3,0.0,9.2,1.9
1,2016-01-02,8.5,15.2,1.7,1.0,1.8,1.7
2,2016-01-03,12.1,16.2,9.0,0.0,1.1,1.5
3,2016-01-04,11.0,18.5,6.0,0.0,7.4,1.9
4,2016-01-05,10.1,13.5,7.6,5.0,0.1,1.8
5,2016-01-06,8.3,10.2,5.3,1.0,0.0,1.8
6,2016-01-07,7.5,12.2,2.8,0.0,4.9,2.2
7,2016-01-08,6.3,9.4,3.2,0.0,0.4,2.0
8,2016-01-09,5.4,11.6,0.5,0.0,9.1,2.2
9,2016-01-10,5.5,11.5,1.2,0.0,3.6,1.9
10,2016-01-11,7.7,11.3,2.8,0.0,0.5,2.1
11,2016-01-12,7.9,11.9,2.8,0.0,6.2,2.8
12,2016-01-13,5.8,11.1,2.3,0.0,6.6,2.5
13,2016-01-14,5.1,10.9,0.4,0.0,6.4,2.1
14,2016-01-15,4.7,10.2,0.4,0.0,8.5,2.4
15,2016-01-16,4.5,10.8,-0.9,0.0,9.1,2.1
16,2016-01-17,4.7,7.5,0.5,45.0,0.0,1.9
17,2016-01-18,8.6,12.9,3.6,4.0,4.9,4.6
18,2016-01-19,3.6,6.4,2.1,0.0,8.3,6.4
19,2016-01-20,3.3,7.4,-0.7,0.0,9.5,3.6
20,2016-01-21,3.2,7.2,-2.3,0.0,2.7,1.5
21,2016-01-22,7.1,10.6,4.3,0.0,4.6,2.6
22,2016-01-23,5.7,9.9,1.7,0.0,2.1,2.6
23,2016-01-24,-0.9,2.1,-2.8,0.0,2.8,3.6
24,2016-01-25,1.2,5.9,-3.1,0.0,6.5,2.1
25,2016-01-26,3.6,10.4,-2.6,0.0,4.5,2.1
26,2016-01-27,5.2,11.7,-0.9,0.0,3.0,1.7
27,2016-01-28,8.8,12.8,5.2,1.0,0.0,1.4
28,2016-01-29,12.2,15.4,9.5,24.5,0.0,1.3
29,2016-01-30,10.5,11.3,8.9,1.0,1.1,2.2
30,2016-01-31,8.5,13.3,4.5,0.0,7.2,2.1
31,2016-02-01,7.5,9.4,5.0,0.0,0.0,1.8
32,2016-02-02,7.1,10.9,4.3,0.0,6.3,2.7
33,2016-02-03,5.6,11.9,0.4,0.0,7.8,2.2
34,2016-02-04,5.7,11.4,-0.4,0.0,8.9,2.0
35,2016-02-05,6.1,12.1,1.5,0.0,8.1,1.9
36,2016-02-06,4.9,7.9,1.0,0.0,1.8,2.7
37,2016-02-07,4.7,8.6,0.8,0.0,5.6,2.3
38,2016-02-08,5.9,12.5,0.5,0.0,9.8,2.7
39,2016-02-09,7.4,13.8,0.8,0.0,9.6,3.0
40,2016-02-10,5.8,11.7,0.1,0.0,9.8,2.2
41,2016-02-11,7.3,13.5,0.5,0.0,9.0,2.1
42,2016-02-12,14.6,18.7,7.8,0.0,0.0,3.0
43,2016-02-13,19.0,21.7,16.1,10.0,0.5,3.4
44,2016-02-14,14.0,18.0,8.4,1.0,7.9,4.1
45,2016-02-15,5.1,8.4,2.0,0.0,0.6,3.4
46,2016-02-16,4.6,9.4,0.0,0.0,6.0,2.6
47,2016-02-17,5.6,8.6,0.7,0.0,2.3,2.0
48,2016-02-18,5.0,11.8,-1.2,0.0,7.6,2.1
49,2016-02-19,8.2,13.8,1.1,0.0,5.0,2.1
50,2016-02-20,9.2,11.2,7.9,45.0,0.0,2.0
51,2016-02-21,7.5,10.6,4.3,0.0,7.2,3.3
52,2016-02-22,6.1,9.5,1.6,0.5,0.5,1.9
53,2016-02-23,7.8,10.1,5.9,3.0,0.0,2.0
54,2016-02-24,8.1,11.9,4.8,0.0,5.6,2.8
55,2016-02-25,5.1,8.0,1.3,0.0,3.2,2.9
56,2016-02-26,5.0,10.5,0.3,0.0,7.8,2.6
57,2016-02-27,7.4,16.6,1.5,0.0,1.6,1.8
58,2016-02-28,10.2,17.9,2.9,0.0,9.4,2.3
59,2016-02-29,7.5,11.7,2.2,0.0,5.2,4.0
60,2016-03-01,4.1,9.0,0.3,0.0,9.6,2.6
61,2016-03-02,5.5,12.1,-1.0,0.0,10.5,2.3
62,2016-03-03,7.6,14.1,0.6,0.0,10.4,2.3
63,2016-03-04,13.1,20.5,6.9,0.0,5.9,1.9
64,2016-03-05,15.8,20.4,10.1,0.0,1.6,2.9
65,2016-03-06,18.2,20.4,15.1,4.0,0.0,3.2
66,2016-03-07,16.5,20.8,13.1,0.0,8.6,2.0
67,2016-03-08,14.4,18.2,11.0,0.0,5.2,2.1
68,2016-03-09,11.0,14.4,9.8,32.5,0.0,3.0
69,2016-03-10,10.0,12.0,8.5,0.0,0.3,2.8
70,2016-03-11,8.5,11.6,5.3,0.0,6.0,3.5
71,2016-03-12,6.7,11.3,2.4,0.0,10.4,2.6
72,2016-03-13,7.6,11.0,3.0,3.0,0.6,1.5
73,2016-03-14,8.9,11.4,7.2,9.5,1.1,3.7
74,2016-03-15,8.8,12.6,4.6,0.0,9.6,3.7
75,2016-03-16,10.5,18.0,4.0,0.0,6.3,2.0
76,2016-03-17,12.9,20.5,5.3,0.0,10.5,2.4
77,2016-03-18,14.7,17.8,11.3,11.5,0.0,1.8
78,2016-03-19,15.7,19.6,11.9,0.0,3.3,2.4
79,2016-03-20,12.3,16.3,9.6,0.0,10.9,3.4
80,2016-03-21,10.0,15.0,5.4,0.0,11.4,3.0
81,2016-03-22,10.4,18.8,2.1,0.0,10.4,2.2
82,2016-03-23,11.3,15.5,5.8,0.0,1.3,1.8
83,2016-03-24,11.3,13.4,9.0,0.0,5.4,4.3
84,2016-03-25,9.0,12.0,5.6,0.0,9.4,3.7
85,2016-03-26,8.7,13.5,2.5,0.0,10.5,2.6
86,2016-03-27,8.8,14.8,2.8,0.0,5.5,2.1
87,2016-03-28,9.6,16.0,2.6,0.0,8.6,2.4
88,2016-03-29,11.7,18.3,3.8,0.0,5.7,2.1
89,2016-03-30,13.4,19.1,8.9,0.5,0.5,1.6
90,2016-03-31,13.1,16.7,9.0,20.0,1.5,1.3
91,2016-04-01,14.6,16.3,13.2,15.5,0.0,2.0
92,2016-04-02,17.2,21.8,12.8,0.0,4.1,1.8
93,2016-04-03,17.5,19.5,16.3,10.0,0.0,1.1
94,2016-04-04,16.5,19.4,13.8,13.5,0.2,1.5
95,2016-04-05,14.7,18.8,11.8,0.0,10.6,2.3
96,2016-04-06,14.6,20.1,9.7,1.5,3.1,1.9
97,2016-04-07,19.9,25.7,13.8,14.5,0.5,2.9
98,2016-04-08,15.9,19.4,11.9,0.0,4.1,2.0
99,2016-04-09,16.4,22.6,10.4,0.0,6.0,1.8
100,2016-04-10,16.3,20.7,14.1,0.0,1.6,1.5
101,2016-04-11,14.5,17.2,9.4,0.0,6.9,3.0
102,2016-04-12,13.1,18.1,8.0,0.0,1.8,2.1
103,2016-04-13,16.0,20.8,11.4,4.5,0.6,1.8
104,2016-04-14,19.4,25.5,14.9,0.0,9.0,2.6
105,2016-04-15,16.4,20.9,10.8,0.0,11.8,2.7
106,2016-04-16,16.8,22.5,8.5,0.5,6.3,4.0
107,2016-04-17,20.5,26.7,12.8,10.5,11.3,3.8
108,2016-04-18,13.8,17.1,9.6,0.0,0.0,1.7
109,2016-04-19,14.5,22.5,5.8,0.0,12.2,2.9
110,2016-04-20,16.7,24.0,7.2,0.0,8.9,2.6
