Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,0.1,4.4,-4.0,0.0,4.8,0,0
1,2016-01-02,3.2,9.5,-3.3,0.0,3.6,0,0
2,2016-01-03,4.3,9.3,0.4,0.0,0.4,0,0
3,2016-01-04,3.5,8.3,0.0,1.5,1.1,0,0
4,2016-01-05,2.0,5.2,-0.9,0.0,6.7,0,0
5,2016-01-06,1.7,4.6,-1.4,0.0,1.2,0,0
6,2016-01-07,1.0,4.2,-1.5,0.5,3.7,0,0
7,2016-01-08,1.1,5.2,-1.4,0.0,3.9,0,0
8,2016-01-09,0.3,3.2,-1.5,0.0,2.9,0,0
9,2016-01-10,0.8,5.6,-1.8,2.0,3.8,2,2
10,2016-01-11,-1.1,2.5,-3.8,0.0,7.9,1,1
11,2016-01-12,-1.1,2.0,-4.3,0.0,5.5,0,0
12,2016-01-13,-0.2,3.0,-3.2,0.0,5.0,0,0
13,2016-01-14,0.2,3.1,-2.4,0.0,4.9,0,0
14,2016-01-15,-1.4,3.7,-4.6,0.0,8.4,0,0
15,2016-01-16,-1.7,2.1,-5.3,0.0,3.2,0,0
16,2016-01-17,-0.4,2.8,-2.8,0.0,0.2,0,0
17,2016-01-18,0.3,2.3,-2.2,37.0,0.0,10,13
18,2016-01-19,0.5,2.2,-2.2,14.0,0.0,11,6
19,2016-01-20,-0.6,3.8,-4.9,0.0,3.7,10,0
20,2016-01-21,0.7,2.9,-1.2,0.0,7.2,11,3
21,2016-01-22,-1.1,2.1,-4.3,0.0,6.3,11,2
22,2016-01-23,-1.5,2.6,-6.9,0.0,2.4,9,0
23,2016-01-24,-2.2,1.1,-4.2,4.0,4.2,19,12
24,2016-01-25,-2.2,0.5,-5.8,1.5,2.5,21,3
25,2016-01-26,0.4,4.9,-3.2,0.0,0.9,16,1
26,2016-01-27,2.2,6.2,-0.5,0.0,7.2,13,2
27,2016-01-28,2.4,7.2,-2.3,0.0,6.5,10,0
28,2016-01-29,0.3,2.1,-1.6,0.0,0.0,8,0
29,2016-01-30,-1.6,1.6,-3.0,2.0,3.3,17,9
30,2016-01-31,-0.2,4.7,-3.2,0.0,4.8,13,0
31,2016-02-01,-1.7,1.2,-4.1,0.0,4.6,9,1
32,2016-02-02,-2.2,0.9,-4.6,0.5,0.4,12,4
33,2016-02-03,-0.1,4.1,-3.4,0.0,6.6,12,0
34,2016-02-04,0.6,5.2,-3.9,0.0,6.0,9,6
35,2016-02-05,0.5,5.6,-3.2,0.0,4.3,8,1
36,2016-02-06,-0.6,4.0,-4.4,0.0,4.2,8,4
37,2016-02-07,-1.8,1.9,-4.8,0.0,8.1,7,1
38,2016-02-08,0.0,6.2,-4.4,0.0,10.1,7,1
39,2016-02-09,2.5,7.8,-0.6,0.0,2.5,7,0
40,2016-02-10,-0.1,1.9,-1.6,1.0,3.3,10,7
41,2016-02-11,0.8,5.0,-3.9,0.0,7.0,6,2
42,2016-02-12,0.6,7.9,-6.7,0.0,9.8,5,0
43,2016-02-13,4.5,9.2,0.7,0.0,0.3,5,1
44,2016-02-14,6.8,11.0,3.0,2.5,0.0,2,1
45,2016-02-15,0.8,7.1,-2.4,0.5,2.6,0,0
46,2016-02-16,0.0,4.8,-3.7,0.0,6.2,0,0
47,2016-02-17,0.0,2.8,-1.4,0.0,3.9,0,0
48,2016-02-18,3.0,9.7,-1.7,0.0,8.8,0,0
49,2016-02-19,3.2,11.1,-3.1,1.0,6.2,0,0
50,2016-02-20,3.3,6.3,-0.3,18.5,0.0,0,0
51,2016-02-21,4.7,11.2,1.6,0.0,3.6,0,0
52,2016-02-22,1.7,5.3,-1.5,0.0,5.1,0,0
53,2016-02-23,1.9,8.2,-2.1,0.5,3.9,0,0
54,2016-02-24,-0.5,2.1,-2.7,0.0,5.9,0,0
55,2016-02-25,-0.9,3.6,-3.6,0.0,8.1,0,0
56,2016-02-26,-0.2,4.4,-3.8,0.0,7.2,0,0
57,2016-02-27,1.0,5.0,-2.2,8.5,5.2,6,6
58,2016-02-28,1.7,5.5,-2.6,1.0,9.6,8,2
59,2016-02-29,3.7,7.1,1.6,0.0,0.0,0,0
60,2016-03-01,-0.9,2.2,-2.1,4.0,0.3,5,7
61,2016-03-02,-0.4,4.2,-4.4,0.5,2.1,0,0
62,2016-03-03,2.0,7.5,-2.6,7.0,2.2,9,9
63,2016-03-04,2.3,7.8,-3.2,0.0,7.7,0,0
64,2016-03-05,3.6,8.9,-2.2,0.0,5.2,0,0
65,2016-03-06,7.1,10.5,4.0,0.5,0.0,0,0
66,2016-03-07,9.4,12.7,6.5,0.5,0.1,0,0
67,2016-03-08,10.0,16.9,5.3,0.5,2.4,0,0
68,2016-03-09,4.1,6.8,2.5,0.0,0.0,0,0
69,2016-03-10,2.4,6.6,-0.8,0.0,6.7,0,0
70,2016-03-11,1.7,6.4,-2.1,0.0,8.1,0,0
71,2016-03-12,0.8,7.5,-4.6,0.0,9.5,0,0
72,2016-03-13,3.0,9.4,-3.3,0.0,6.4,0,0
73,2016-03-14,6.1,10.3,2.5,0.0,2.2,0,0
74,2016-03-15,5.1,8.0,2.9,0.0,8.8,0,0
75,2016-03-16,6.9,13.7,1.5,0.0,5.8,0,0
76,2016-03-17,8.4,17.6,-0.2,0.0,11.2,0,0
77,2016-03-18,10.1,20.8,0.9,0.0,8.3,0,0
78,2016-03-19,11.8,18.1,8.1,0.0,1.6,0,0
79,2016-03-20,7.2,10.8,3.1,0.0,3.3,0,0
80,2016-03-21,4.5,9.1,-0.1,0.0,8.0,0,0
81,2016-03-22,6.3,12.2,0.1,1.5,3.5,0,0
82,2016-03-23,4.8,10.1,0.0,0.0,6.0,0,0
83,2016-03-24,3.3,9.6,-1.5,0.0,8.0,0,0
