Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,7.6,10.8,3.1,0.0,4.1
1,2016-01-02,6.6,12.6,0.3,0.0,1.8
2,2016-01-03,9.3,13.4,4.3,0.0,1.9
3,2016-01-04,10.9,15.8,4.9,0.0,2.3
4,2016-01-05,10.8,13.8,7.6,0.0,3.4
5,2016-01-06,10.3,12.0,7.5,0.0,2.8
6,2016-01-07,8.6,11.5,4.9,0.0,3.8
7,2016-01-08,7.6,10.5,2.6,0.0,2.6
8,2016-01-09,7.3,10.7,5.1,0.0,3.6
9,2016-01-10,7.9,11.9,4.6,0.0,2.9
10,2016-01-11,7.7,11.1,4.8,0.0,2.5
11,2016-01-12,7.2,9.6,4.3,0.0,3.5
12,2016-01-13,6.0,10.1,-0.2,0.0,2.9
13,2016-01-14,6.7,10.0,4.1,0.0,3.6
14,2016-01-15,6.0,9.4,3.2,0.0,4.2
15,2016-01-16,5.7,9.9,0.0,0.0,3.5
16,2016-01-17,5.9,9.7,0.6,3.0,2.0
17,2016-01-18,8.9,10.9,5.6,16.0,4.9
18,2016-01-19,3.5,6.1,1.0,0.0,6.2
19,2016-01-20,3.4,6.0,0.8,1.0,5.3
20,2016-01-21,5.1,7.8,2.9,0.0,3.3
21,2016-01-22,4.8,9.2,1.9,0.0,4.7
22,2016-01-23,3.1,5.1,1.3,0.0,3.0
23,2016-01-24,0.8,3.5,-2.2,0.0,5.4
24,2016-01-25,1.1,5.4,-3.4,0.0,3.5
25,2016-01-26,4.2,8.6,-2.1,0.0,2.6
26,2016-01-27,6.2,10.9,-0.6,0.0,3.0
27,2016-01-28,8.1,13.3,0.7,0.0,2.3
28,2016-01-29,7.8,9.4,6.5,30.5,1.9
29,2016-01-30,8.5,10.1,6.7,5.0,2.8
30,2016-01-31,7.9,11.5,5.3,0.0,3.9
31,2016-02-01,7.2,9.0,5.0,0.0,2.6
32,2016-02-02,6.4,10.9,3.4,0.0,4.4
33,2016-02-03,5.4,9.4,2.2,0.0,5.5
34,2016-02-04,5.6,10.6,0.6,0.0,2.6
35,2016-02-05,7.4,11.9,2.7,0.0,3.0
36,2016-02-06,6.4,8.9,3.1,0.0,3.6
37,2016-02-07,4.7,9.1,-0.3,0.0,5.1
38,2016-02-08,3.8,9.2,-2.0,0.0,2.1
39,2016-02-09,6.6,10.6,3.4,0.0,4.1
40,2016-02-10,5.2,8.7,3.2,0.0,6.1
41,2016-02-11,5.5,11.3,0.8,0.0,2.6
42,2016-02-12,7.6,9.9,3.2,0.0,1.2
43,2016-02-13,10.5,15.9,7.0,13.0,1.3
44,2016-02-14,15.3,19.9,11.1,13.5,3.8
45,2016-02-15,7.1,11.2,2.9,0.0,4.7
46,2016-02-16,4.9,8.5,2.9,0.0,3.7
47,2016-02-17,5.5,9.5,3.2,0.0,4.6
48,2016-02-18,4.4,10.0,-0.2,0.0,2.1
49,2016-02-19,7.8,14.5,0.6,0.0,2.1
50,2016-02-20,7.4,9.4,5.8,38.5,2.2
51,2016-02-21,8.1,10.2,4.7,0.0,7.2
52,2016-02-22,7.1,9.5,4.4,0.0,3.7
53,2016-02-23,9.2,12.8,6.0,0.0,3.0
54,2016-02-24,6.1,9.2,3.1,0.0,6.8
55,2016-02-25,5.3,9.8,2.0,0.0,4.6
56,2016-02-26,5.4,10.0,1.7,0.0,3.9
57,2016-02-27,6.5,10.7,-0.5,0.0,2.3
58,2016-02-28,9.5,14.8,5.3,0.0,2.5
59,2016-02-29,8.6,13.7,1.2,0.0,4.9
60,2016-03-01,2.8,5.8,0.0,0.0,6.3
61,2016-03-02,5.1,10.0,-1.1,0.0,3.4
62,2016-03-03,8.4,14.6,1.3,0.0,3.2
63,2016-03-04,10.3,17.1,4.6,0.0,2.1
64,2016-03-05,12.1,17.2,7.2,0.0,1.6
65,2016-03-06,14.2,17.3,11.7,14.0,2.8
66,2016-03-07,14.4,17.0,11.3,9.5,1.5
67,2016-03-08,14.9,20.5,9.9,0.0,3.2
68,2016-03-09,10.6,12.9,8.2,35.0,3.7
69,2016-03-10,7.9,10.3,5.8,0.0,4.3
70,2016-03-11,7.8,12.1,4.7,0.0,4.5
71,2016-03-12,7.1,12.2,1.8,0.0,3.2
72,2016-03-13,7.9,12.5,2.8,2.0,1.9
73,2016-03-14,6.9,7.8,5.9,23.5,5.0
