,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
0,2016-01-01,-3.7,-2.2,-7.3,0.0,0.4,9.0,,2.7,3.5,1016.9,74.0,1019.2
1,2016-01-02,-1.1,2.8,-4.5,2.5,0.4,14.0,6.0,2.5,4.6,1007.6,80.0,1009.9
2,2016-01-03,-2.5,-1.2,-4.7,2.0,0.8,19.0,5.0,2.8,4.2,1007.7,82.0,1009.9
3,2016-01-04,-4.5,-1.4,-9.2,0.5,1.5,16.0,,2.4,3.3,1007.5,76.0,1009.7
4,2016-01-05,-5.5,-3.7,-8.8,1.5,2.5,17.0,1.0,3.3,2.8,1008.1,70.0,1010.3
5,2016-01-06,-4.3,-0.4,-7.7,0.5,3.4,17.0,3.0,2.4,3.4,1007.6,77.0,1009.8
6,2016-01-07,-5.4,-3.1,-9.5,1.0,1.7,21.0,5.0,2.5,3.1,1004.1,76.0,1006.3
7,2016-01-08,-4.6,-1.5,-10.6,0.5,2.5,19.0,1.0,2.5,3.2,1004.6,75.0,1006.8
8,2016-01-09,-6.1,-3.1,-10.0,1.5,1.8,24.0,8.0,2.7,2.9,1009.0,75.0,1011.3
9,2016-01-10,-6.0,-4.0,-8.2,1.5,1.0,25.0,6.0,2.5,3.3,1007.4,84.0,1009.7
10,2016-01-11,-8.6,-7.2,-9.9,2.5,1.3,32.0,11.0,2.9,2.5,1010.5,78.0,1012.8
11,2016-01-12,-8.5,-5.4,-11.0,0.0,0.3,30.0,,1.9,2.4,1007.7,75.0,1010.0
12,2016-01-13,-7.6,-4.3,-10.8,0.0,4.0,25.0,,2.1,2.6,1007.4,75.0,1009.7
13,2016-01-14,-6.0,-3.5,-8.4,5.5,0.0,30.0,10.0,3.5,3.3,1007.7,83.0,1010.0
14,2016-01-15,-8.5,-5.9,-11.4,0.0,6.2,31.0,3.0,2.3,2.5,1013.8,78.0,1016.1
15,2016-01-16,-8.9,-3.9,-12.9,,7.8,27.0,,3.0,2.2,1013.8,70.0,1016.1
16,2016-01-17,-7.5,-4.4,-10.3,0.0,3.4,25.0,,2.2,2.6,1019.6,76.0,1021.9
17,2016-01-18,-6.7,-2.0,-12.3,3.0,2.9,24.0,2.0,3.7,2.9,1018.0,77.0,1020.3
18,2016-01-19,-1.5,-1.0,-3.0,11.0,0.0,,,8.7,5.2,1000.2,95.0,1002.4
19,2016-01-20,-2.2,-1.3,-3.3,8.5,0.0,24.0,4.0,8.2,4.7,1003.1,91.0,1005.3
20,2016-01-21,-3.7,-2.5,-4.7,2.5,0.1,23.0,2.0,4.9,3.6,1009.5,76.0,1011.8
21,2016-01-22,-1.9,-0.1,-4.0,5.0,1.0,30.0,9.0,4.5,4.3,1010.1,80.0,1012.3
22,2016-01-23,-4.5,-2.7,-7.2,4.5,0.0,38.0,9.0,2.7,3.8,1012.0,87.0,1014.3
23,2016-01-24,-7.5,-5.4,-9.9,1.5,2.4,39.0,3.0,3.4,2.8,1003.4,80.0,1005.7
24,2016-01-25,-8.6,-6.2,-10.6,0.5,7.2,37.0,1.0,2.8,2.2,1008.0,68.0,1010.3
25,2016-01-26,-2.4,1.2,-8.3,0.0,1.4,32.0,,1.9,4.0,1011.0,77.0,1013.3
26,2016-01-27,-3.0,-1.0,-5.5,4.5,4.2,35.0,6.0,2.9,3.8,1012.9,77.0,1015.1
27,2016-01-28,-6.4,-3.3,-11.0,0.5,2.8,32.0,4.0,4.3,2.7,1017.1,70.0,1019.4
28,2016-01-29,-8.8,-6.1,-13.5,0.0,3.0,31.0,1.0,2.7,2.3,1022.1,73.0,1024.4
29,2016-01-30,-9.9,-6.3,-13.8,,7.4,30.0,,2.1,1.9,1020.3,66.0,1022.6
30,2016-01-31,-8.3,-5.0,-12.3,3.5,2.4,40.0,13.0,3.0,2.4,1014.5,74.0,1016.8
31,2016-02-01,-9.5,-7.5,-12.5,0.0,2.1,39.0,,3.0,2.1,1015.6,70.0,1017.9
32,2016-02-02,-8.9,-4.0,-13.6,1.0,3.0,36.0,4.0,3.2,2.5,1011.6,79.0,1013.9
33,2016-02-03,-8.4,-4.5,-13.1,0.0,4.2,35.0,,2.1,2.4,1016.2,73.0,1018.5
34,2016-02-04,-4.0,-0.6,-9.3,0.0,3.9,32.0,,2.0,3.4,1011.5,75.0,1013.7
35,2016-02-05,-3.9,-1.1,-7.8,1.5,3.0,31.0,1.0,3.5,3.1,1007.1,68.0,1009.3
36,2016-02-06,-6.4,-2.5,-8.2,0.0,3.5,32.0,4.0,2.2,3.2,1009.0,84.0,1011.3
37,2016-02-07,-7.4,-4.7,-10.9,5.0,4.5,34.0,5.0,3.0,2.7,1008.1,78.0,1010.4
38,2016-02-08,-9.0,-6.9,-11.8,1.0,4.8,45.0,12.0,2.8,2.5,1015.2,81.0,1017.5
39,2016-02-09,-5.4,0.1,-12.7,0.0,4.2,38.0,,2.2,3.7,1003.4,85.0,1005.6
40,2016-02-10,-2.6,-0.5,-7.4,3.5,4.7,36.0,4.0,5.3,3.9,1008.2,78.0,1010.4
41,2016-02-11,-4.9,-2.6,-8.2,0.5,5.5,39.0,4.0,4.0,3.5,1026.1,82.0,1028.4
42,2016-02-12,-0.5,6.8,-10.4,,0.7,34.0,,2.5,3.8,1022.2,65.0,1024.5
43,2016-02-13,6.0,10.7,-0.1,0.0,1.6,30.0,,3.4,6.6,1009.0,71.0,1011.2
44,2016-02-14,-3.2,-0.1,-6.4,18.0,0.0,39.0,19.0,4.4,4.6,996.1,94.0,998.3
45,2016-02-15,-6.6,-2.1,-9.4,0.5,5.2,39.0,,3.9,2.5,994.3,65.0,996.6
46,2016-02-16,-7.8,-4.9,-11.9,0.5,1.3,36.0,1.0,1.9,2.6,1002.1,77.0,1004.4
47,2016-02-17,-5.9,-3.5,-8.6,1.0,0.7,35.0,,3.3,2.9,1003.5,73.0,1005.8
48,2016-02-18,-5.0,-1.6,-10.8,0.0,1.2,36.0,1.0,1.4,3.7,1013.2,86.0,1015.5
49,2016-02-19,-1.8,0.2,-6.4,5.0,4.7,41.0,8.0,1.5,4.7,1014.4,88.0,1016.6
50,2016-02-20,0.2,2.6,-2.5,1.0,8.1,41.0,1.0,3.1,3.8,1021.5,62.0,1023.8
51,2016-02-21,-3.0,-2.1,-4.2,14.5,0.0,77.0,22.0,4.5,4.6,1009.5,94.0,1011.7
52,2016-02-22,-4.7,-1.5,-9.1,3.0,4.6,76.0,,2.9,3.1,1020.8,72.0,1023.1
53,2016-02-23,-5.9,-1.9,-9.4,0.5,0.2,71.0,5.0,3.0,3.3,1017.2,82.0,1019.5
54,2016-02-24,-11.0,-8.1,-15.8,0.5,5.9,71.0,2.0,2.4,1.9,1021.2,73.0,1023.5
55,2016-02-25,-9.6,-4.9,-14.2,1.0,4.0,66.0,1.0,3.2,2.2,1019.4,72.0,1021.7
56,2016-02-26,-8.7,-6.7,-12.0,1.0,4.7,63.0,,1.7,2.6,1018.5,83.0,1020.8
