Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,deepest_snowfall,total_snowfall
0,2016-01-01,0.3,3.8,-2.9,1.0,8,0
1,2016-01-02,2.0,6.9,-1.3,11.0,7,1
2,2016-01-03,1.4,3.3,0.0,4.5,2,1
3,2016-01-04,0.6,2.1,-0.5,3.0,0,0
4,2016-01-05,1.2,3.4,-0.6,1.5,2,3
5,2016-01-06,-0.4,0.8,-2.0,4.5,4,4
6,2016-01-07,0.5,1.4,-1.1,3.0,6,8
7,2016-01-08,0.6,2.3,-1.5,3.5,10,11
8,2016-01-09,0.1,2.5,-1.6,2.0,12,6
9,2016-01-10,-0.1,2.7,-1.8,5.0,18,12
10,2016-01-11,-1.7,-0.4,-3.3,1.5,16,5
11,2016-01-12,-2.0,0.4,-4.3,3.0,18,5
12,2016-01-13,-1.8,2.6,-3.3,10.5,24,11
13,2016-01-14,-0.5,2.4,-4.0,0.5,23,1
14,2016-01-15,-2.7,1.0,-5.1,0.5,21,7
15,2016-01-16,-2.2,0.3,-4.7,2.0,26,11
16,2016-01-17,-2.1,2.1,-5.9,2.0,25,5
17,2016-01-18,-0.3,2.1,-5.6,5.0,27,7
18,2016-01-19,0.8,3.9,-1.0,15.5,26,10
19,2016-01-20,0.0,3.8,-2.2,4.0,28,8
20,2016-01-21,0.5,2.8,-2.1,0.0,27,1
21,2016-01-22,-1.6,0.7,-4.2,4.5,32,9
22,2016-01-23,-2.1,0.7,-5.3,2.5,36,4
23,2016-01-24,-3.0,1.7,-7.9,0.5,33,1
24,2016-01-25,-1.6,0.5,-3.3,1.5,33,3
25,2016-01-26,-0.8,1.8,-3.1,8.0,34,5
26,2016-01-27,0.8,4.2,-2.1,4.5,31,2
27,2016-01-28,-0.1,2.8,-3.5,1.5,29,5
28,2016-01-29,-2.3,1.2,-5.3,0.0,26,0
29,2016-01-30,-1.2,2.4,-2.9,0.0,27,4
30,2016-01-31,-1.1,2.1,-3.0,3.0,35,12
31,2016-02-01,-3.2,-1.9,-4.1,3.5,41,11
32,2016-02-02,-2.7,0.0,-4.7,4.0,47,12
33,2016-02-03,-2.1,0.4,-3.9,1.0,47,8
34,2016-02-04,-0.4,3.1,-3.8,4.0,44,12
35,2016-02-05,1.5,4.3,-1.7,0.5,38,3
36,2016-02-06,-1.8,1.3,-4.4,1.5,40,9
37,2016-02-07,-2.5,0.1,-4.4,4.5,48,11
38,2016-02-08,-1.7,2.3,-5.6,5.5,49,11
39,2016-02-09,-0.7,1.7,-5.9,14.0,51,16
40,2016-02-10,-1.0,0.6,-2.3,3.5,56,9
41,2016-02-11,-0.9,3.9,-6.6,0.0,55,0
42,2016-02-12,-2.1,5.9,-9.5,0.0,49,0
43,2016-02-13,0.9,2.6,-1.7,12.5,47,5
44,2016-02-14,4.9,12.4,0.7,17.0,43,4
45,2016-02-15,-1.2,3.5,-4.2,1.5,30,8
46,2016-02-16,-2.8,-2.1,-3.9,11.5,50,21
47,2016-02-17,-1.1,0.9,-3.0,3.5,54,7
48,2016-02-18,0.4,3.6,-2.8,17.0,52,5
49,2016-02-19,3.2,7.3,0.4,24.0,41,2
50,2016-02-20,1.6,5.3,0.1,10.0,34,3
51,2016-02-21,2.9,6.3,0.0,10.5,31,0
52,2016-02-22,-0.1,2.6,-3.6,0.0,25,3
53,2016-02-23,-0.8,0.8,-3.1,12.5,34,12
54,2016-02-24,-2.6,1.7,-4.6,1.0,35,4
55,2016-02-25,-3.0,1.3,-5.2,6.0,47,16
56,2016-02-26,-1.6,1.6,-4.5,2.5,51,7
57,2016-02-27,-1.1,2.3,-4.9,7.5,57,19
58,2016-02-28,-0.5,4.1,-6.9,0.5,58,1
59,2016-02-29,3.3,5.8,1.2,22.5,42,0
60,2016-03-01,-1.0,1.7,-2.6,1.0,38,5
61,2016-03-02,-0.2,4.2,-2.9,1.5,41,5
62,2016-03-03,1.6,6.6,-2.5,15.0,48,13
63,2016-03-04,0.5,5.7,-2.8,0.0,38,0
64,2016-03-05,1.9,9.6,-5.4,0.0,35,0
65,2016-03-06,4.4,11.3,1.2,4.0,31,0
66,2016-03-07,4.2,10.5,0.8,11.0,26,1
67,2016-03-08,4.6,10.5,0.9,0.0,21,2
68,2016-03-09,2.2,4.5,-0.4,0.0,11,0
69,2016-03-10,0.0,3.6,-2.0,2.0,16,11
70,2016-03-11,-0.5,3.6,-3.2,3.5,22,9
71,2016-03-12,-0.6,5.1,-4.6,0.0,11,0
72,2016-03-13,0.3,6.8,-7.1,0.0,9,3
73,2016-03-14,2.9,9.3,-1.8,0.0,7,0
74,2016-03-15,3.4,6.0,-1.7,0.0,0,0
75,2016-03-16,6.9,10.9,1.4,0.0,0,0
76,2016-03-17,8.3,13.8,-0.5,0.0,0,0
77,2016-03-18,8.4,19.6,-1.5,0.0,0,0
78,2016-03-19,7.7,10.5,5.9,11.5,0,0
79,2016-03-20,5.2,8.2,2.3,0.5,0,0
80,2016-03-21,3.2,6.8,-1.2,3.0,0,0
81,2016-03-22,4.6,8.3,0.2,16.5,0,0
82,2016-03-23,2.9,7.0,-1.2,0.5,0,0
83,2016-03-24,1.0,6.4,-2.7,1.0,0,0
84,2016-03-25,1.5,5.1,-2.7,7.0,6,9
85,2016-03-26,2.4,8.9,-2.2,0.5,0,0
86,2016-03-27,3.0,11.3,-3.7,0.0,0,0
87,2016-03-28,4.1,12.2,-2.9,0.0,0,0
88,2016-03-29,5.4,13.9,-2.0,0.0,0,0
89,2016-03-30,5.4,14.3,-0.5,7.0,0,0
90,2016-03-31,6.2,12.0,0.5,8.0,0,0
91,2016-04-01,7.5,16.4,-1.5,0.0,0,0
92,2016-04-02,8.7,13.5,4.7,0.0,0,0
93,2016-04-03,8.5,10.7,6.4,12.5,0,0
94,2016-04-04,5.2,8.8,-0.5,18.5,0,0
95,2016-04-05,5.5,13.8,-1.5,0.0,0,0
96,2016-04-06,7.4,13.1,-0.3,0.5,0,0
97,2016-04-07,6.7,11.7,-0.4,25.5,0,0
98,2016-04-08,9.8,13.6,5.8,0.0,0,0
99,2016-04-09,9.4,15.2,3.3,0.0,0,0
100,2016-04-10,6.9,14.2,2.0,0.0,0,0
101,2016-04-11,2.2,6.6,-0.7,4.0,0,0
102,2016-04-12,3.4,10.7,-2.5,0.0,0,0
103,2016-04-13,8.3,14.3,0.1,11.5,0,0
104,2016-04-14,13.1,19.5,9.0,7.5,0,0
105,2016-04-15,6.5,10.5,1.9,7.0,0,0
106,2016-04-16,7.5,16.2,-0.7,0.0,0,0
107,2016-04-17,11.2,17.5,4.5,12.0,0,0
108,2016-04-18,11.8,13.4,9.8,0.0,0,0
109,2016-04-19,8.4,11.5,4.9,0.0,0,0
110,2016-04-20,9.4,15.8,4.8,0.0,0,0
111,2016-04-21,12.8,19.4,5.8,0.0,0,0
112,2016-04-22,14.1,19.9,9.0,0.0,0,0
113,2016-04-23,12.7,20.8,5.9,0.0,0,0
114,2016-04-24,10.4,17.2,2.9,0.0,0,0
115,2016-04-25,9.6,19.7,0.0,0.0,0,0
116,2016-04-26,10.3,19.7,0.9,0.0,0,0
117,2016-04-27,10.5,19.6,1.4,0.0,0,0
118,2016-04-28,10.1,11.8,7.9,28.0,0,0
119,2016-04-29,7.7,10.1,5.3,19.5,0,0
120,2016-04-30,8.4,11.4,6.1,0.5,0,0
121,2016-05-01,7.6,10.1,6.1,20.0,0,0
122,2016-05-02,11.4,17.4,6.3,0.0,0,0
123,2016-05-03,18.3,28.7,6.8,0.0,0,0
124,2016-05-04,14.9,20.2,10.8,6.5,0,0
125,2016-05-05,13.6,15.6,12.3,0.0,0,0
126,2016-05-06,15.4,21.5,8.6,0.0,0,0
127,2016-05-07,13.0,15.2,11.7,16.5,0,0
128,2016-05-08,12.6,17.4,5.9,0.0,0,0
129,2016-05-09,13.5,24.4,3.1,0.0,0,0
130,2016-05-10,14.9,19.6,10.1,10.5,0,0
131,2016-05-11,13.6,16.2,11.3,31.5,0,0
132,2016-05-12,11.1,14.3,7.5,4.0,0,0
133,2016-05-13,14.9,24.3,5.8,0.0,0,0
134,2016-05-14,15.6,23.9,9.4,0.0,0,0
135,2016-05-15,17.1,24.8,7.8,0.0,0,0
136,2016-05-16,18.4,26.0,10.5,0.5,0,0
137,2016-05-17,13.1,17.7,9.3,10.5,0,0
138,2016-05-18,14.0,22.1,8.5,0.0,0,0
139,2016-05-19,16.6,26.7,6.7,0.0,0,0
140,2016-05-20,18.0,27.2,9.1,0.0,0,0
141,2016-05-21,17.4,26.4,10.2,0.0,0,0
142,2016-05-22,17.5,26.9,9.6,0.0,0,0
143,2016-05-23,15.7,24.7,7.0,0.0,0,0
144,2016-05-24,18.1,26.5,10.7,0.0,0,0
145,2016-05-25,17.0,18.5,15.6,2.0,0,0
146,2016-05-26,19.1,22.4,16.3,12.5,0,0
147,2016-05-27,16.9,20.9,11.7,1.5,0,0
148,2016-05-28,16.1,24.4,11.1,0.0,0,0
149,2016-05-29,17.4,25.2,10.9,0.0,0,0
150,2016-05-30,21.1,27.8,14.4,0.0,0,0
151,2016-05-31,17.1,22.5,12.5,32.5,0,0
152,2016-06-01,12.1,14.7,10.7,23.5,0,0
153,2016-06-02,12.1,15.6,10.0,2.5,0,0
154,2016-06-03,12.9,19.1,6.7,0.0,0,0
155,2016-06-04,16.8,24.0,7.2,5.0,0,0
156,2016-06-05,15.6,20.4,9.8,0.5,0,0
157,2016-06-06,16.6,24.7,9.8,0.0,0,0
158,2016-06-07,19.2,26.7,11.1,0.0,0,0
159,2016-06-08,19.2,24.6,15.7,3.0,0,0
160,2016-06-09,18.4,21.1,17.2,31.0,0,0
161,2016-06-10,17.7,22.6,12.7,0.0,0,0
162,2016-06-11,20.1,30.0,10.9,0.0,0,0
163,2016-06-12,22.8,30.0,14.4,0.0,0,0
164,2016-06-13,18.7,20.7,17.1,4.0,0,0
165,2016-06-14,19.6,22.8,16.5,0.0,0,0
166,2016-06-15,20.5,25.7,16.6,2.5,0,0
167,2016-06-16,18.8,21.6,16.0,25.0,0,0
168,2016-06-17,19.6,22.8,17.8,6.0,0,0
