,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
0,2016-01-01,7.2,12.1,2.1,,9.3,1.7,6.7,1029.6,68.0,1030.3
1,2016-01-02,10.6,14.4,3.6,0.0,5.4,2.1,8.4,1024.6,66.0,1025.3
2,2016-01-03,9.9,14.3,6.5,0.0,4.9,1.2,10.0,1018.8,82.0,1019.5
3,2016-01-04,11.6,16.4,5.8,,7.9,2.1,10.3,1018.4,76.0,1019.1
4,2016-01-05,9.7,12.5,6.1,0.0,0.2,1.8,8.7,1021.8,72.0,1022.5
5,2016-01-06,9.2,11.6,6.0,,0.7,1.6,8.4,1019.5,73.0,1020.2
6,2016-01-07,9.7,12.6,8.0,,4.5,3.0,6.9,1018.2,57.0,1018.9
7,2016-01-08,8.6,10.5,6.6,0.0,1.0,4.2,6.9,1017.7,62.0,1018.3
8,2016-01-09,7.9,10.4,4.3,0.0,8.2,3.2,5.6,1021.9,52.0,1022.6
9,2016-01-10,9.0,12.0,4.5,,6.5,3.2,6.5,1022.5,57.0,1023.1
10,2016-01-11,8.3,11.2,4.2,,1.2,1.9,6.6,1020.5,61.0,1021.2
11,2016-01-12,7.7,10.5,6.1,0.0,2.3,1.7,6.5,1016.3,62.0,1016.9
12,2016-01-13,6.4,9.4,3.9,0.0,2.6,3.8,6.6,1016.1,69.0,1016.8
13,2016-01-14,6.8,9.7,5.0,0.0,0.7,3.8,5.8,1018.1,59.0,1018.8
14,2016-01-15,5.3,9.5,1.8,,8.0,2.0,5.7,1020.4,64.0,1021.1
15,2016-01-16,4.3,10.3,-0.5,,9.6,1.6,5.1,1021.8,64.0,1022.5
16,2016-01-17,5.7,9.3,1.0,1.0,0.0,2.5,6.6,1016.5,71.0,1017.1
17,2016-01-18,8.0,11.9,4.2,3.0,1.4,5.9,7.8,1002.2,73.0,1002.8
18,2016-01-19,3.4,5.7,1.3,0.0,5.6,6.7,4.2,1011.1,54.0,1011.8
19,2016-01-20,4.8,9.0,1.3,,5.2,4.7,5.2,1021.0,60.0,1021.7
