,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed
0,2016-01-01,1.4,4.0,-1.0,8.0,0.6,17,5,1.7
1,2016-01-02,4.4,8.9,-1.5,32.0,0.1,15,0,3.0
2,2016-01-03,6.7,10.3,3.7,22.0,0.0,0,0,2.3
3,2016-01-04,5.7,12.3,1.8,5.0,2.0,0,0,2.3
4,2016-01-05,1.0,3.2,-0.2,8.0,0.0,0,0,0.9
5,2016-01-06,2.1,5.4,-0.2,6.0,1.0,0,0,0.9
6,2016-01-07,0.7,3.0,-0.6,18.0,0.0,9,9,
7,2016-01-08,-0.2,1.5,-0.9,7.0,0.0,12,8,
8,2016-01-09,-0.2,0.8,-1.3,7.0,0.0,16,17,
9,2016-01-10,0.7,4.0,-1.1,48.0,0.0,17,15,
10,2016-01-11,-1.4,0.2,-2.1,12.0,0.0,49,34,
11,2016-01-12,-1.5,0.1,-2.3,6.5,0.0,61,14,
12,2016-01-13,-0.4,1.9,-1.9,17.5,1.0,58,20,
13,2016-01-14,-0.9,2.6,-4.0,14.0,0.0,56,4,0.7
14,2016-01-15,-2.4,0.9,-4.6,0.0,3.9,42,2,
15,2016-01-16,-1.8,1.6,-4.0,1.0,0.5,46,11,0.3
16,2016-01-17,-0.8,2.0,-4.1,1.0,0.1,51,6,
17,2016-01-18,0.2,2.5,-0.6,15.5,0.0,48,12,
18,2016-01-19,0.4,4.4,-2.3,26.5,0.0,61,26,4.8
19,2016-01-20,-0.5,2.7,-2.8,14.0,0.7,70,16,1.9
20,2016-01-21,0.4,1.4,-0.9,6.0,0.3,70,5,3.1
21,2016-01-22,-0.1,1.1,-1.6,4.0,0.1,75,10,2.7
22,2016-01-23,-0.8,0.7,-3.0,0.0,0.0,72,2,1.7
23,2016-01-24,-2.8,-0.6,-3.9,21.0,0.0,99,35,1.1
24,2016-01-25,-1.2,0.7,-3.5,13.0,0.2,101,6,2.8
25,2016-01-26,0.1,3.1,-1.6,0.0,0.1,99,0,0.7
26,2016-01-27,2.1,5.4,-0.2,38.0,0.0,88,0,2.6
27,2016-01-28,1.7,4.7,-0.4,7.0,0.1,69,0,1.0
28,2016-01-29,-0.5,0.7,-2.2,3.0,0.0,71,8,
29,2016-01-30,-0.9,1.3,-2.4,3.0,0.4,77,6,
30,2016-01-31,-0.1,2.0,-1.4,2.5,0.0,92,23,0.9
31,2016-02-01,-1.1,0.2,-2.1,2.5,0.0,100,10,0.9
32,2016-02-02,-0.5,1.0,-1.6,5.0,0.2,95,13,2.6
33,2016-02-03,-0.8,1.2,-2.4,4.5,0.3,103,11,0.8
34,2016-02-04,0.6,4.0,-2.8,13.5,4.0,97,8,1.4
35,2016-02-05,0.2,2.0,-0.6,16.5,0.1,87,12,0.4
36,2016-02-06,-0.6,1.5,-2.0,0.0,0.3,87,2,
37,2016-02-07,-2.7,0.2,-5.9,3.0,2.3,90,15,1.2
38,2016-02-08,-4.7,3.9,-9.1,0.0,6.6,84,0,0.5
39,2016-02-09,-2.0,1.9,-7.5,30.5,0.0,104,25,1.2
40,2016-02-10,-0.3,1.2,-1.5,9.5,0.8,111,14,3.6
41,2016-02-11,-0.1,3.9,-5.4,0.0,3.4,109,0,1.4
42,2016-02-12,-2.0,7.7,-8.6,0.0,9.0,99,0,0.3
43,2016-02-13,1.3,5.2,-1.1,1.5,0.0,96,0,0.3
