,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed
0,2016-01-01,-2.3,1.2,-7.6,1.0,1.0,13,4,1.9
1,2016-01-02,-0.6,4.7,-6.9,8.5,0.0,17,7,1.3
2,2016-01-03,1.4,5.1,-1.5,1.0,1.7,11,1,1.1
3,2016-01-04,-1.3,2.0,-6.0,4.5,0.0,14,8,
4,2016-01-05,-1.6,-0.3,-3.1,2.0,0.0,20,13,2.6
5,2016-01-06,-0.9,1.2,-2.7,0.5,0.3,18,4,2.2
6,2016-01-07,-1.5,0.0,-3.0,2.5,0.9,26,15,2.5
7,2016-01-08,-0.9,0.8,-4.3,0.5,1.3,25,2,1.7
8,2016-01-09,-1.9,-0.3,-5.6,1.0,1.5,23,4,2.0
9,2016-01-10,-2.6,0.4,-5.2,3.5,1.0,26,6,2.8
10,2016-01-11,-4.4,-2.6,-5.9,3.0,0.3,39,21,2.9
11,2016-01-12,-3.8,-2.2,-6.1,0.5,1.1,38,0,2.0
12,2016-01-13,-3.4,0.2,-7.0,0.0,1.8,30,1,1.1
13,2016-01-14,-2.9,0.0,-9.1,0.5,4.2,29,3,2.9
14,2016-01-15,-6.3,-0.1,-12.0,0.0,2.8,25,2,1.6
15,2016-01-16,-5.2,-1.6,-10.1,3.0,0.2,30,8,1.5
16,2016-01-17,-4.0,-0.7,-9.2,0.0,1.5,31,3,1.3
17,2016-01-18,-1.2,2.1,-10.4,16.0,0.0,33,11,2.7
18,2016-01-19,-1.1,1.2,-5.4,11.0,0.9,37,12,
19,2016-01-20,-2.2,1.6,-6.9,4.0,2.0,39,9,1.0
20,2016-01-21,-1.8,0.0,-3.4,0.5,1.4,39,3,2.9
21,2016-01-22,-3.7,-1.7,-7.2,0.0,3.1,38,3,2.4
22,2016-01-23,-4.2,-1.3,-7.1,2.0,1.8,43,11,1.5
23,2016-01-24,-5.2,-0.6,-10.3,0.5,4.5,38,2,1.3
24,2016-01-25,-3.1,-1.8,-5.1,4.0,1.1,45,10,3.1
25,2016-01-26,-0.2,2.4,-3.5,2.0,0.8,42,4,1.1
26,2016-01-27,0.4,2.1,-1.3,7.0,4.0,38,1,2.4
27,2016-01-28,-1.9,1.3,-9.9,0.0,2.5,34,0,2.1
28,2016-01-29,-5.2,-1.2,-10.9,0.0,2.9,33,5,1.0
29,2016-01-30,-2.8,0.3,-6.1,0.0,5.1,33,0,1.4
30,2016-01-31,-3.0,-1.1,-4.4,0.0,1.9,32,2,2.4
31,2016-02-01,-4.9,-2.8,-6.9,0.0,1.3,34,6,2.2
32,2016-02-02,-4.9,-2.1,-8.4,0.0,1.1,35,5,1.9
33,2016-02-03,-2.8,0.2,-4.9,0.0,2.2,35,5,1.9
34,2016-02-04,-1.7,1.8,-5.0,0.5,1.9,34,4,1.0
