Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,4.5,10.8,-3.3,0.0,1.6
1,2016-01-02,10.2,15.0,3.9,0.0,1.6
2,2016-01-03,11.3,14.9,7.1,0.0,1.3
3,2016-01-04,10.7,16.8,5.2,0.0,1.4
4,2016-01-05,8.7,11.9,5.9,6.5,2.4
5,2016-01-06,6.8,9.0,2.8,0.5,1.0
6,2016-01-07,6.2,10.7,2.6,0.0,2.0
7,2016-01-08,4.9,6.0,3.1,0.0,1.5
8,2016-01-09,4.1,8.4,-1.4,0.0,1.4
9,2016-01-10,5.1,10.3,-0.1,0.0,1.4
10,2016-01-11,6.1,9.3,1.8,0.0,1.3
11,2016-01-12,4.7,7.7,1.3,0.0,1.5
12,2016-01-13,3.3,6.4,-0.5,0.0,1.4
13,2016-01-14,3.8,7.7,-1.1,0.0,1.6
14,2016-01-15,2.9,8.4,-1.7,0.0,2.6
15,2016-01-16,5.7,13.2,-2.6,0.0,2.0
16,2016-01-17,7.1,12.0,0.0,6.5,3.2
17,2016-01-18,5.7,10.3,-0.4,4.0,4.6
18,2016-01-19,0.7,3.8,-1.4,0.0,4.6
19,2016-01-20,0.7,5.7,-3.2,0.0,2.3
20,2016-01-21,0.5,4.5,-5.0,0.0,1.3
21,2016-01-22,3.6,8.4,-2.2,0.0,1.6
22,2016-01-23,2.0,6.4,-1.8,0.0,2.8
23,2016-01-24,-4.9,-1.8,-9.3,0.0,3.6
24,2016-01-25,-2.0,2.8,-9.4,0.0,1.3
25,2016-01-26,3.1,6.7,-0.8,0.0,1.4
26,2016-01-27,6.0,10.5,-1.1,0.0,1.4
27,2016-01-28,9.1,12.2,5.8,2.5,1.3
28,2016-01-29,11.9,14.7,9.8,44.0,1.8
29,2016-01-30,9.6,12.7,5.0,3.5,1.7
30,2016-01-31,7.2,13.7,1.4,0.0,1.9
31,2016-02-01,4.8,6.9,2.1,0.0,1.4
32,2016-02-02,3.8,8.1,-1.3,0.0,1.5
33,2016-02-03,4.4,8.0,0.2,0.0,1.2
34,2016-02-04,4.5,9.6,-1.4,0.0,1.4
35,2016-02-05,4.5,10.3,-0.6,0.0,1.8
36,2016-02-06,3.2,7.2,-0.4,0.0,2.1
37,2016-02-07,2.3,7.8,-3.6,0.0,1.5
38,2016-02-08,3.7,10.2,-3.0,0.0,2.5
39,2016-02-09,7.2,12.1,0.7,0.0,3.8
40,2016-02-10,6.2,14.0,-2.3,0.0,2.0
41,2016-02-11,9.3,17.6,-0.4,0.0,1.8
42,2016-02-12,14.3,20.7,8.4,0.5,2.5
43,2016-02-13,16.6,21.7,12.4,42.5,2.5
44,2016-02-14,9.4,16.7,3.7,1.5,5.5
45,2016-02-15,1.9,4.4,-1.5,0.0,4.5
46,2016-02-16,2.0,5.1,-2.8,0.0,2.2
47,2016-02-17,3.9,8.9,-0.4,0.5,2.0
48,2016-02-18,5.0,11.6,-1.7,0.0,2.0
49,2016-02-19,9.2,14.3,1.6,0.5,1.6
50,2016-02-20,8.0,9.6,5.4,34.5,3.6
51,2016-02-21,5.2,9.6,-0.5,0.0,2.6
52,2016-02-22,5.1,10.4,-1.4,2.5,1.5
53,2016-02-23,6.7,10.7,3.3,6.0,2.4
54,2016-02-24,5.5,11.6,0.8,0.0,2.7
55,2016-02-25,3.0,7.8,-2.8,0.0,2.2
56,2016-02-26,2.8,9.4,-3.7,0.0,1.5
57,2016-02-27,7.5,14.5,-0.5,0.0,2.2
58,2016-02-28,11.3,18.6,3.4,0.0,2.1
59,2016-02-29,4.9,11.7,-2.7,0.0,4.7
60,2016-03-01,0.5,7.0,-4.8,0.0,1.7
61,2016-03-02,5.0,12.6,-3.6,0.0,1.7
62,2016-03-03,9.5,16.6,0.5,0.0,2.3
63,2016-03-04,14.9,21.4,9.4,0.0,2.1
64,2016-03-05,16.0,23.4,7.4,0.0,2.2
65,2016-03-06,17.7,24.0,11.6,0.0,1.7
66,2016-03-07,17.0,24.4,10.6,0.0,2.0
67,2016-03-08,14.6,21.9,9.7,0.0,1.6
68,2016-03-09,10.0,14.0,7.1,27.0,4.8
69,2016-03-10,7.9,13.0,4.2,0.0,2.3
70,2016-03-11,5.8,10.7,1.3,0.0,2.3
71,2016-03-12,4.9,12.0,-1.7,0.0,1.7
72,2016-03-13,5.9,9.7,1.2,3.5,1.6
73,2016-03-14,7.8,13.0,5.0,5.0,4.1
74,2016-03-15,8.3,15.4,0.5,0.0,2.4
75,2016-03-16,10.4,17.6,2.9,0.0,1.8
76,2016-03-17,13.6,21.5,3.7,0.0,2.1
77,2016-03-18,14.0,15.4,11.6,8.0,1.8
78,2016-03-19,14.0,17.2,8.1,1.0,2.3
79,2016-03-20,11.0,18.8,4.2,0.0,3.2
80,2016-03-21,10.4,18.3,3.7,0.0,3.7
81,2016-03-22,10.8,18.7,1.0,0.0,1.8
82,2016-03-23,10.3,14.1,4.5,0.0,1.3
83,2016-03-24,9.4,15.6,4.8,0.0,4.1
84,2016-03-25,8.0,14.4,3.8,0.0,4.8
85,2016-03-26,8.9,16.1,-0.5,0.0,2.3
86,2016-03-27,7.2,13.4,2.4,0.0,2.6
87,2016-03-28,9.0,16.2,1.7,0.0,2.4
88,2016-03-29,11.8,17.0,3.1,0.0,2.4
89,2016-03-30,13.9,16.9,10.8,0.5,2.0
90,2016-03-31,13.0,15.4,9.6,5.0,1.7
91,2016-04-01,13.6,16.8,11.4,0.5,1.5
92,2016-04-02,16.1,23.6,9.9,0.0,2.7
93,2016-04-03,16.9,22.2,14.2,2.0,1.4
94,2016-04-04,15.5,18.5,11.4,15.0,1.9
95,2016-04-05,14.4,20.4,10.2,0.0,1.8
96,2016-04-06,15.7,21.3,9.7,3.0,1.5
97,2016-04-07,18.2,21.8,14.9,56.0,5.9
98,2016-04-08,15.8,20.2,11.9,0.0,1.6
99,2016-04-09,16.8,24.0,9.4,0.0,1.9
100,2016-04-10,16.0,21.2,12.3,0.0,2.3
101,2016-04-11,15.0,20.4,9.1,0.0,2.5
102,2016-04-12,15.1,23.0,6.6,0.0,2.8
103,2016-04-13,17.3,24.5,11.4,1.0,2.0
104,2016-04-14,18.7,25.9,11.8,0.0,2.2
105,2016-04-15,18.3,26.1,10.3,0.0,2.6
106,2016-04-16,18.0,25.0,9.9,3.0,3.1
107,2016-04-17,16.5,20.6,12.0,21.5,4.2
108,2016-04-18,12.5,15.7,7.7,0.0,1.3
109,2016-04-19,13.8,21.3,6.2,0.0,2.1
110,2016-04-20,16.5,24.8,6.4,0.0,1.8
111,2016-04-21,17.2,20.7,14.0,89.0,3.8
112,2016-04-22,17.9,23.1,13.4,0.0,2.5
113,2016-04-23,14.0,17.9,11.4,4.5,1.7
114,2016-04-24,14.7,16.9,12.4,2.0,1.5
