,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,0.1,5.5,-4.1,0.0,1.2
1,2016-01-02,0.7,9.8,-4.9,0.0,0.5
2,2016-01-03,3.2,15.0,-3.2,0.0,0.4
3,2016-01-04,5.0,14.5,-3.1,0.0,0.8
4,2016-01-05,5.0,11.0,0.5,0.5,0.9
5,2016-01-06,2.2,6.6,-0.8,0.0,0.6
6,2016-01-07,1.1,6.6,-2.5,0.0,1.3
7,2016-01-08,0.7,8.6,-4.3,0.0,0.7
8,2016-01-09,-0.1,6.1,-3.7,0.0,0.8
9,2016-01-10,1.7,9.1,-4.7,0.0,0.9
10,2016-01-11,0.8,4.1,-1.2,0.0,1.5
11,2016-01-12,-0.4,3.1,-2.3,0.0,1.4
12,2016-01-13,-0.8,6.5,-5.5,0.0,0.7
13,2016-01-14,-0.5,6.4,-6.8,0.0,0.7
14,2016-01-15,-1.3,2.2,-4.5,0.0,0.5
15,2016-01-16,-0.9,6.9,-6.3,0.0,0.7
16,2016-01-17,0.1,6.2,-5.2,1.0,0.6
17,2016-01-18,0.6,3.4,-1.1,49.0,
18,2016-01-19,0.3,4.0,-4.6,0.0,1.3
19,2016-01-20,-1.9,3.0,-7.4,0.0,1.3
20,2016-01-21,-0.4,2.8,-3.0,0.0,1.3
21,2016-01-22,-0.6,2.7,-2.9,0.0,1.7
22,2016-01-23,-1.3,1.7,-2.7,1.0,1.0
23,2016-01-24,-1.8,1.8,-4.6,0.5,1.1
24,2016-01-25,-3.6,0.3,-7.7,0.0,1.1
25,2016-01-26,-2.4,6.1,-8.2,0.0,0.5
26,2016-01-27,-0.4,8.4,-7.8,0.0,0.7
27,2016-01-28,0.8,10.1,-5.1,0.0,0.6
28,2016-01-29,-0.8,1.9,-3.1,17.0,0.4
29,2016-01-30,-1.4,0.8,-4.3,13.5,0.3
30,2016-01-31,-1.4,3.6,-5.4,0.0,0.5
31,2016-02-01,-1.0,2.1,-4.5,0.0,1.2
32,2016-02-02,-1.3,2.4,-5.0,0.0,1.4
33,2016-02-03,-0.8,3.9,-5.2,0.0,1.2
34,2016-02-04,-1.8,5.4,-7.3,0.0,0.6
35,2016-02-05,-0.4,5.7,-5.4,0.0,0.6
36,2016-02-06,0.1,5.4,-2.2,0.0,0.6
37,2016-02-07,-1.6,1.8,-6.0,0.0,1.4
38,2016-02-08,-3.2,1.7,-8.5,0.0,0.4
39,2016-02-09,-0.1,7.8,-6.8,0.0,0.9
40,2016-02-10,-0.1,3.0,-2.3,0.0,2.1
41,2016-02-11,-0.3,4.8,-5.1,0.0,1.3
42,2016-02-12,0.3,8.6,-7.4,0.0,0.7
43,2016-02-13,6.8,17.6,1.2,0.0,0.7
44,2016-02-14,11.7,16.0,5.4,9.0,1.7
45,2016-02-15,1.0,5.9,-3.5,0.0,2.1
46,2016-02-16,-0.9,6.2,-5.2,0.0,1.1
47,2016-02-17,-0.9,6.9,-5.9,0.0,1.3
48,2016-02-18,0.4,8.1,-5.9,0.0,1.1
49,2016-02-19,3.2,12.9,-4.3,0.0,0.8
50,2016-02-20,4.0,11.5,-1.8,16.5,0.7
51,2016-02-21,4.6,9.3,-0.4,0.0,1.8
52,2016-02-22,2.0,6.9,-0.8,0.0,1.6
53,2016-02-23,2.8,10.0,-1.5,0.0,0.6
54,2016-02-24,0.3,4.1,-2.5,0.0,2.0
55,2016-02-25,-1.4,3.9,-5.7,0.0,1.2
56,2016-02-26,-0.6,6.6,-5.8,0.0,0.8
57,2016-02-27,1.3,10.0,-4.8,0.0,1.1
58,2016-02-28,3.5,11.3,-2.4,0.0,1.3
59,2016-02-29,3.0,11.0,-2.1,2.5,0.9
60,2016-03-01,-2.0,2.5,-3.9,0.0,1.7
61,2016-03-02,-0.8,4.4,-5.3,0.0,0.8
62,2016-03-03,2.5,10.3,-5.4,0.0,1.3
63,2016-03-04,2.1,10.5,-3.4,0.0,0.9
64,2016-03-05,3.1,7.3,-2.2,0.0,0.9
65,2016-03-06,10.3,16.9,4.1,0.0,1.3
66,2016-03-07,12.3,14.4,9.7,4.5,0.9
67,2016-03-08,10.8,18.4,7.0,0.0,0.9
68,2016-03-09,2.4,8.4,-0.4,14.5,0.8
69,2016-03-10,0.6,4.0,-2.4,0.0,
70,2016-03-11,0.7,5.3,-2.5,0.0,0.8
71,2016-03-12,0.3,5.1,-3.6,0.0,0.7
72,2016-03-13,2.1,6.4,-1.1,0.0,0.7
73,2016-03-14,2.0,3.9,0.8,13.0,0.7
74,2016-03-15,1.6,6.1,-3.1,0.0,1.7
75,2016-03-16,3.4,11.6,-3.8,0.0,1.1
76,2016-03-17,7.1,17.7,-1.6,0.0,0.8
77,2016-03-18,9.9,18.7,-1.3,0.0,1.1
78,2016-03-19,11.7,16.3,8.1,2.5,1.5
79,2016-03-20,6.5,11.3,2.5,0.0,2.0
80,2016-03-21,3.5,9.3,-2.4,0.0,1.6
81,2016-03-22,4.2,13.1,-3.7,0.0,1.0
82,2016-03-23,3.6,8.2,-0.9,1.0,1.0
83,2016-03-24,2.0,8.0,-3.0,1.0,1.0
84,2016-03-25,1.1,7.8,-3.7,0.0,1.4
85,2016-03-26,2.0,11.2,-5.3,0.0,0.9
86,2016-03-27,3.3,11.8,-4.5,0.0,0.8
87,2016-03-28,7.1,16.3,0.7,0.0,0.8
88,2016-03-29,6.3,17.3,-1.4,0.0,1.2
89,2016-03-30,10.3,19.3,2.2,0.0,1.1
90,2016-03-31,7.8,16.2,0.0,0.0,1.0
91,2016-04-01,6.3,15.1,-0.6,0.0,1.3
92,2016-04-02,5.9,8.7,1.3,0.0,0.7
93,2016-04-03,11.8,15.9,6.6,0.0,1.8
94,2016-04-04,10.9,13.7,6.4,16.5,1.1
95,2016-04-05,7.0,13.2,1.1,0.0,1.0
96,2016-04-06,8.5,17.2,0.0,0.0,1.0
97,2016-04-07,9.1,12.8,3.6,22.5,0.9
98,2016-04-08,10.8,15.6,4.2,0.0,1.4
99,2016-04-09,10.9,20.6,1.6,0.0,1.2
100,2016-04-10,11.1,21.5,4.0,0.0,0.8
101,2016-04-11,4.1,7.6,0.0,0.0,1.9
102,2016-04-12,4.2,13.1,-3.2,0.0,1.2
103,2016-04-13,9.0,15.4,2.5,1.0,0.7
104,2016-04-14,13.3,20.3,9.7,23.5,0.9
105,2016-04-15,8.9,13.2,3.5,0.0,2.3
106,2016-04-16,9.2,16.9,-0.5,0.0,1.1
107,2016-04-17,13.8,18.3,6.0,2.5,1.9
108,2016-04-18,12.1,20.2,5.5,0.0,1.1
109,2016-04-19,10.9,18.3,5.5,0.0,1.2
110,2016-04-20,8.7,17.3,2.3,0.0,1.2
111,2016-04-21,10.8,16.7,3.1,8.5,0.9
112,2016-04-22,13.2,18.7,9.1,0.5,1.0
113,2016-04-23,14.4,21.0,9.5,0.0,1.0
114,2016-04-24,11.0,19.6,4.6,6.5,0.8
115,2016-04-25,11.6,20.0,4.3,0.0,0.8
116,2016-04-26,13.6,24.1,5.2,0.0,0.7
117,2016-04-27,11.7,18.5,5.4,0.0,1.1
118,2016-04-28,10.6,12.9,8.8,20.0,0.8
119,2016-04-29,9.3,13.1,4.5,0.0,2.1
120,2016-04-30,9.2,15.2,3.1,0.0,1.3
121,2016-05-01,12.3,18.8,7.3,1.0,0.9
122,2016-05-02,11.9,17.7,8.6,0.0,0.7
123,2016-05-03,17.1,24.2,8.5,0.0,1.4
124,2016-05-04,15.0,23.4,8.4,5.5,1.4
125,2016-05-05,13.8,21.3,5.9,0.0,1.4
126,2016-05-06,14.0,22.3,5.5,0.0,1.2
127,2016-05-07,17.4,24.9,12.9,0.0,1.6
128,2016-05-08,14.9,21.1,7.5,0.0,1.5
129,2016-05-09,14.5,21.3,6.0,0.0,1.1
130,2016-05-10,14.6,17.8,12.5,6.0,0.6
131,2016-05-11,13.9,17.9,11.5,11.0,0.7
132,2016-05-12,14.5,21.5,8.7,0.0,1.3
133,2016-05-13,16.2,26.0,7.6,0.0,0.9
134,2016-05-14,14.6,20.6,7.0,0.0,0.8
135,2016-05-15,12.7,21.2,5.4,0.0,0.8
136,2016-05-16,14.5,21.2,7.9,0.0,0.9
137,2016-05-17,12.9,16.1,8.4,33.0,0.8
138,2016-05-18,14.0,24.9,5.9,0.0,0.8
139,2016-05-19,13.6,23.4,5.0,0.0,0.7
140,2016-05-20,11.7,18.7,5.4,0.0,0.6
141,2016-05-21,13.2,22.2,5.5,0.5,0.7
142,2016-05-22,17.5,26.5,10.4,0.0,0.8
143,2016-05-23,18.2,30.0,8.0,0.0,0.7
144,2016-05-24,18.2,28.0,9.1,0.0,0.6
145,2016-05-25,18.2,22.2,13.8,0.0,1.0
146,2016-05-26,21.3,28.4,15.4,0.0,1.1
147,2016-05-27,16.4,19.7,13.8,2.0,0.8
