Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,-1.2,5.6,-6.3,0.0
1,2016-01-02,2.7,10.2,-4.8,0.0
2,2016-01-03,4.4,12.4,-1.4,0.0
3,2016-01-04,0.7,6.5,-3.4,2.5
4,2016-01-05,0.4,4.7,-4.8,0.0
5,2016-01-06,-1.9,4.1,-7.3,0.0
6,2016-01-07,-0.4,4.4,-4.5,0.0
7,2016-01-08,-0.8,4.6,-5.0,0.0
8,2016-01-09,-1.1,4.3,-4.7,0.0
9,2016-01-10,1.0,6.9,-4.2,0.0
10,2016-01-11,-1.1,2.1,-5.2,0.0
11,2016-01-12,-2.5,2.7,-7.6,0.0
12,2016-01-13,-1.7,4.3,-7.6,0.0
13,2016-01-14,-0.5,4.3,-6.8,0.0
14,2016-01-15,-3.4,4.0,-7.5,0.0
15,2016-01-16,-2.1,4.4,-8.4,0.0
16,2016-01-17,-1.6,4.9,-6.5,0.0
17,2016-01-18,0.3,3.7,-4.8,65.5
18,2016-01-19,0.6,3.1,-2.8,17.0
19,2016-01-20,0.4,3.7,-4.3,0.0
20,2016-01-21,0.3,4.3,-3.6,0.0
21,2016-01-22,-2.1,2.6,-6.4,0.0
22,2016-01-23,-1.1,2.1,-5.2,0.0
23,2016-01-24,-1.7,2.0,-5.0,0.0
24,2016-01-25,-2.1,3.1,-6.7,0.0
25,2016-01-26,-1.3,5.3,-7.4,0.0
26,2016-01-27,0.1,6.8,-4.1,0.0
27,2016-01-28,0.3,7.2,-4.5,0.0
28,2016-01-29,-1.5,1.9,-6.0,0.0
29,2016-01-30,-1.2,2.3,-4.2,0.0
30,2016-01-31,-0.8,4.7,-5.0,0.0
31,2016-02-01,-2.3,1.5,-6.0,0.0
32,2016-02-02,-2.5,2.8,-7.9,0.0
33,2016-02-03,-0.5,4.6,-4.9,0.0
34,2016-02-04,-0.9,5.9,-7.2,0.0
35,2016-02-05,1.2,6.0,-3.0,0.0
36,2016-02-06,-1.2,5.4,-5.6,0.0
37,2016-02-07,-3.2,2.6,-8.8,0.0
38,2016-02-08,-1.2,4.9,-6.9,0.0
39,2016-02-09,1.7,9.0,-3.6,0.0
40,2016-02-10,0.4,4.3,-3.5,0.0
41,2016-02-11,-0.1,4.7,-4.2,0.0
