,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,19.9,21.4,18.4,0.0,6.6
1,2016-01-02,21.6,23.5,19.8,0.0,4.8
2,2016-01-03,23.0,25.4,21.4,0.0,3.5
3,2016-01-04,21.7,23.8,19.9,14.5,1.8
4,2016-01-05,23.1,25.7,20.4,0.0,3.5
5,2016-01-06,22.2,26.4,18.2,36.0,4.3
6,2016-01-07,20.6,22.2,19.5,0.0,6.0
7,2016-01-08,20.1,23.3,17.9,1.5,4.2
8,2016-01-09,18.2,20.0,16.0,15.5,5.1
9,2016-01-10,20.8,23.2,18.4,0.0,4.3
10,2016-01-11,22.0,23.1,20.8,40.5,6.3
11,2016-01-12,20.6,23.5,19.0,2.0,7.6
12,2016-01-13,18.7,20.4,17.5,0.0,4.2
13,2016-01-14,16.6,17.9,15.2,7.0,6.2
14,2016-01-15,18.6,21.9,15.9,1.5,2.2
15,2016-01-16,18.4,21.7,15.8,3.5,2.7
16,2016-01-17,21.7,24.0,19.0,8.5,6.8
17,2016-01-18,19.9,22.6,18.0,5.5,7.6
18,2016-01-19,17.5,19.4,16.3,0.0,6.3
19,2016-01-20,17.1,19.2,16.0,0.0,5.6
20,2016-01-21,17.9,21.2,11.4,5.0,4.9
21,2016-01-22,19.3,22.1,17.5,6.0,9.8
22,2016-01-23,18.8,21.5,15.5,9.0,7.4
23,2016-01-24,13.5,16.4,10.1,1.0,9.5
24,2016-01-25,12.3,15.0,9.5,3.0,6.4
25,2016-01-26,15.4,18.3,11.4,0.5,4.0
26,2016-01-27,17.7,20.4,14.5,0.0,3.6
27,2016-01-28,20.4,22.5,18.1,0.0,6.5
28,2016-01-29,22.7,25.6,20.5,0.0,6.2
29,2016-01-30,21.1,23.7,18.6,5.0,4.1
30,2016-01-31,20.3,22.6,19.2,0.5,5.2
31,2016-02-01,20.9,23.0,17.8,2.0,4.6
32,2016-02-02,17.2,19.2,16.1,5.0,7.8
33,2016-02-03,17.4,19.6,16.6,0.0,5.3
34,2016-02-04,17.3,19.6,16.0,0.0,4.5
35,2016-02-05,17.7,19.9,15.9,5.0,5.2
36,2016-02-06,17.0,18.7,14.4,0.0,8.1
37,2016-02-07,15.3,18.4,12.7,2.0,5.0
38,2016-02-08,15.1,16.5,12.4,0.5,5.9
39,2016-02-09,16.6,19.7,12.5,0.0,3.5
40,2016-02-10,18.1,20.8,16.4,0.0,5.9
41,2016-02-11,19.1,21.6,17.1,0.0,7.3
42,2016-02-12,21.1,22.9,19.4,0.0,8.1
43,2016-02-13,22.5,24.9,21.0,2.0,4.9
44,2016-02-14,21.9,24.9,19.7,1.5,4.0
45,2016-02-15,16.5,19.8,14.4,0.5,7.6
46,2016-02-16,15.3,17.3,14.5,0.0,5.8
47,2016-02-17,16.0,18.3,14.2,0.0,4.3
48,2016-02-18,16.2,20.1,9.4,0.0,2.5
49,2016-02-19,20.4,22.6,18.0,0.0,6.5
50,2016-02-20,20.9,22.9,18.1,4.5,6.8
51,2016-02-21,17.3,19.8,15.7,0.0,7.2
52,2016-02-22,18.9,20.9,16.1,0.0,5.7
53,2016-02-23,21.4,25.3,19.2,4.5,4.7
54,2016-02-24,18.4,20.2,16.6,0.0,7.6
55,2016-02-25,16.5,19.1,15.2,0.0,7.4
56,2016-02-26,16.4,19.0,14.8,0.0,5.6
57,2016-02-27,18.6,21.2,13.1,0.0,2.9
58,2016-02-28,20.0,22.3,17.0,0.0,3.1
59,2016-02-29,18.4,20.1,14.6,0.0,6.7
60,2016-03-01,15.7,18.1,14.5,0.0,6.2
61,2016-03-02,16.7,19.8,14.8,0.0,4.4
62,2016-03-03,18.3,21.3,13.3,0.0,4.1
63,2016-03-04,21.1,23.0,19.5,0.0,7.0
64,2016-03-05,21.8,23.6,20.7,3.0,8.2
65,2016-03-06,20.3,21.5,18.9,30.5,6.7
66,2016-03-07,20.8,23.0,19.4,0.0,5.1
67,2016-03-08,21.6,24.0,19.6,0.0,5.0
68,2016-03-09,22.1,25.1,19.5,0.5,4.9
69,2016-03-10,18.6,19.9,17.2,3.5,4.3
70,2016-03-11,17.1,18.3,16.2,5.5,6.5
71,2016-03-12,17.2,19.6,16.0,0.0,4.7
72,2016-03-13,19.6,22.4,15.8,0.0,4.4
73,2016-03-14,19.6,21.8,16.3,33.5,8.4
74,2016-03-15,17.6,20.3,16.0,0.0,7.1
75,2016-03-16,18.8,20.0,17.4,0.0,5.4
76,2016-03-17,21.0,23.4,19.4,0.0,5.2
77,2016-03-18,22.3,24.2,20.9,0.0,5.7
78,2016-03-19,22.2,24.4,20.4,0.5,5.8
79,2016-03-20,20.4,22.5,18.8,0.0,4.8
80,2016-03-21,19.8,22.2,17.7,0.0,5.8
81,2016-03-22,20.6,22.8,19.1,0.0,5.0
82,2016-03-23,21.9,23.9,19.8,0.0,5.4
83,2016-03-24,20.5,22.7,17.9,3.0,7.0
84,2016-03-25,18.9,21.2,17.8,0.0,4.0
85,2016-03-26,17.9,18.8,16.5,1.0,5.1
86,2016-03-27,18.1,20.8,16.3,0.0,5.2
87,2016-03-28,17.3,19.6,15.7,0.0,5.0
88,2016-03-29,18.8,21.5,14.6,0.0,2.9
89,2016-03-30,21.0,23.4,17.1,0.0,3.8
90,2016-03-31,22.0,23.8,20.7,0.0,5.8
91,2016-04-01,21.1,23.3,18.7,5.0,4.7
92,2016-04-02,20.2,23.2,15.2,0.0,2.7
93,2016-04-03,20.5,24.3,14.7,0.0,2.4
94,2016-04-04,23.7,26.4,21.9,0.0,4.3
95,2016-04-05,23.5,25.3,22.4,0.0,3.2
96,2016-04-06,24.2,27.4,21.8,0.0,3.2
97,2016-04-07,25.2,28.3,23.6,0.0,5.6
98,2016-04-08,25.2,28.8,23.7,0.0,3.6
99,2016-04-09,25.2,28.4,23.7,0.0,5.0
100,2016-04-10,24.8,28.1,22.2,1.5,5.2
101,2016-04-11,21.1,22.5,19.5,8.0,6.7
102,2016-04-12,21.6,22.5,20.4,59.5,5.2
103,2016-04-13,23.3,25.6,19.8,11.5,3.4
104,2016-04-14,23.0,25.2,21.8,29.5,3.9
105,2016-04-15,22.4,24.8,21.0,0.0,4.5
106,2016-04-16,23.6,25.6,22.5,0.0,6.6
107,2016-04-17,24.4,27.0,22.4,0.0,5.1
108,2016-04-18,25.1,28.2,22.4,0.0,4.1
109,2016-04-19,22.1,24.6,21.0,6.5,6.8
110,2016-04-20,23.2,25.4,20.9,0.0,5.3
111,2016-04-21,25.0,27.4,23.7,0.0,5.7
112,2016-04-22,25.8,28.3,24.0,0.0,4.5
113,2016-04-23,25.6,28.2,24.1,0.0,4.7
114,2016-04-24,25.6,28.7,24.1,0.0,4.0
115,2016-04-25,25.6,28.9,24.3,0.0,4.2
116,2016-04-26,25.5,29.1,23.4,3.0,3.5
117,2016-04-27,26.7,29.6,24.3,2.0,4.4
118,2016-04-28,23.4,25.2,21.2,19.0,4.0
119,2016-04-29,22.3,24.6,20.7,0.0,5.8
120,2016-04-30,22.9,25.1,20.2,0.0,3.4
121,2016-05-01,23.7,26.1,22.7,0.0,4.7
122,2016-05-02,24.2,26.0,22.6,0.0,5.4
123,2016-05-03,25.4,27.4,23.8,1.5,6.3
124,2016-05-04,23.1,25.4,21.8,1.0,4.4
125,2016-05-05,24.1,26.2,22.1,0.0,4.9
126,2016-05-06,26.0,28.8,24.1,0.0,5.3
127,2016-05-07,26.7,29.3,25.0,0.0,3.8
128,2016-05-08,26.4,29.3,24.1,0.0,2.2
129,2016-05-09,27.4,30.2,25.7,0.0,4.5
130,2016-05-10,27.6,30.5,25.4,0.0,6.0
131,2016-05-11,25.8,28.8,23.3,8.0,5.3
132,2016-05-12,25.3,27.9,23.5,6.0,3.9
133,2016-05-13,25.1,27.5,22.3,5.5,4.0
134,2016-05-14,26.2,28.9,22.1,0.0,3.2
135,2016-05-15,26.6,28.9,24.9,7.0,3.8
136,2016-05-16,27.3,30.0,25.6,0.0,4.7
137,2016-05-17,25.8,29.1,23.9,1.0,5.0
138,2016-05-18,25.1,26.5,24.3,3.5,4.1
139,2016-05-19,24.5,26.8,22.8,92.0,3.9
140,2016-05-20,25.8,28.3,23.1,1.0,6.7
