,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
0,2016-01-01,9.0,13.5,3.9,,9.3,1.9,7.9,1029.4,69.0,1031.2
1,2016-01-02,12.6,14.5,10.2,2.0,0.0,3.1,11.3,1023.1,77.0,1024.9
2,2016-01-03,14.0,17.6,11.0,3.0,1.1,2.2,13.9,1017.4,87.0,1019.2
3,2016-01-04,13.4,18.2,9.5,0.0,8.1,1.9,12.2,1018.9,80.0,1020.7
4,2016-01-05,11.6,14.5,8.3,13.5,0.2,3.2,10.5,1019.5,78.0,1021.3
5,2016-01-06,9.8,11.1,7.7,2.5,0.0,2.1,10.7,1018.1,88.0,1019.9
6,2016-01-07,10.7,11.9,8.2,0.0,0.9,2.5,7.9,1019.8,61.0,1021.6
7,2016-01-08,8.8,11.3,6.3,1.0,0.0,2.5,8.3,1019.1,74.0,1020.9
8,2016-01-09,7.8,11.4,6.6,0.0,1.5,1.9,7.0,1022.3,66.0,1024.1
9,2016-01-10,9.2,12.7,7.2,,3.1,2.1,7.8,1022.6,67.0,1024.4
10,2016-01-11,9.6,11.8,8.0,0.0,0.2,2.0,7.8,1018.9,65.0,1020.7
11,2016-01-12,8.4,10.2,6.1,0.0,0.0,1.8,7.0,1017.1,64.0,1018.9
12,2016-01-13,7.1,9.5,5.0,3.5,0.3,2.4,7.7,1017.8,77.0,1019.6
13,2016-01-14,7.2,10.1,5.2,0.0,1.2,2.0,7.1,1019.1,70.0,1020.9
14,2016-01-15,7.1,9.8,4.5,,2.6,2.5,5.3,1018.7,53.0,1020.6
15,2016-01-16,9.5,14.1,6.0,,9.5,3.0,6.5,1019.0,55.0,1020.8
16,2016-01-17,10.4,12.9,8.7,24.0,0.0,4.8,10.1,1009.4,80.0,1011.2
17,2016-01-18,9.2,12.0,4.4,4.0,1.5,5.1,8.5,1008.3,72.0,1010.1
18,2016-01-19,4.8,7.0,3.0,7.0,1.2,6.1,6.2,1017.2,72.0,1019.1
19,2016-01-20,4.5,7.2,2.4,0.0,0.3,2.4,5.2,1023.7,61.0,1025.6
20,2016-01-21,4.3,6.1,2.7,0.0,0.0,2.3,6.3,1022.1,76.0,1024.0
21,2016-01-22,6.4,9.4,1.7,,3.8,2.1,6.7,1021.7,71.0,1023.6
22,2016-01-23,5.5,10.2,1.6,2.5,1.9,1.9,6.9,1020.7,77.0,1022.6
23,2016-01-24,0.0,2.5,-1.8,9.0,0.3,4.8,4.7,1019.4,78.0,1021.3
24,2016-01-25,0.7,2.7,-2.3,13.5,0.7,2.3,5.9,1025.9,91.0,1027.8
25,2016-01-26,5.9,9.3,1.8,0.5,0.3,2.8,7.3,1026.1,79.0,1028.0
26,2016-01-27,8.9,11.9,4.7,,0.5,1.7,8.5,1028.3,75.0,1030.1
27,2016-01-28,12.6,16.3,9.5,3.5,0.0,3.4,11.9,1024.2,81.0,1026.0
28,2016-01-29,15.5,16.2,14.3,74.5,0.0,2.3,17.0,1015.2,97.0,1017.0
29,2016-01-30,12.3,15.7,8.0,0.0,3.7,2.0,11.2,1017.1,79.0,1018.9
30,2016-01-31,10.2,13.8,6.4,0.0,5.2,1.9,8.7,1023.1,71.0,1024.9
31,2016-02-01,7.6,9.3,6.3,2.0,0.0,1.5,7.8,1021.9,74.0,1023.7
32,2016-02-02,6.6,10.1,4.0,0.0,1.4,1.8,6.1,1021.4,62.0,1023.3
33,2016-02-03,7.0,11.3,4.0,0.0,2.3,2.1,6.4,1023.2,65.0,1025.1
34,2016-02-04,7.8,11.6,4.8,,3.6,2.1,6.4,1022.9,61.0,1024.7
35,2016-02-05,8.3,11.8,5.7,0.0,5.5,2.3,6.8,1019.1,63.0,1021.0
36,2016-02-06,6.9,9.4,5.4,0.0,0.9,1.9,6.1,1017.9,61.0,1019.7
37,2016-02-07,6.8,10.8,4.3,0.0,6.3,2.1,5.6,1018.6,56.0,1020.4
38,2016-02-08,7.7,11.5,3.6,0.0,4.3,2.4,6.6,1018.7,63.0,1020.6
39,2016-02-09,11.6,13.6,8.6,0.0,8.9,4.2,6.3,1020.0,46.0,1021.8
40,2016-02-10,9.6,13.7,6.1,,10.0,2.1,6.9,1023.7,59.0,1025.6
41,2016-02-11,12.2,18.0,7.1,,8.8,2.7,8.9,1024.9,64.0,1026.7
42,2016-02-12,15.8,17.5,13.9,1.5,0.1,5.3,13.4,1020.5,74.0,1022.3
43,2016-02-13,17.9,19.3,16.4,14.5,0.0,3.9,19.0,1011.1,92.0,1012.9
44,2016-02-14,11.2,17.9,6.9,2.5,0.0,5.0,10.9,1011.3,80.0,1013.1
45,2016-02-15,5.1,7.2,2.0,2.5,0.4,3.9,5.5,1016.9,62.0,1018.8
46,2016-02-16,5.5,9.3,1.1,8.5,0.0,2.2,6.9,1019.2,78.0,1021.0
47,2016-02-17,8.0,10.0,5.8,0.0,2.2,2.3,6.3,1021.9,59.0,1023.8
48,2016-02-18,8.2,12.8,4.6,,8.6,2.3,7.3,1024.1,67.0,1025.9
49,2016-02-19,11.1,14.3,5.9,1.0,3.1,2.3,9.6,1024.5,73.0,1026.3
50,2016-02-20,11.0,14.9,9.1,42.5,1.3,3.0,10.4,1015.8,79.0,1017.6
51,2016-02-21,8.2,10.7,5.5,0.0,7.9,2.9,5.5,1025.9,51.0,1027.8
52,2016-02-22,7.8,10.9,4.6,9.0,0.0,2.5,7.7,1027.3,73.0,1029.2
53,2016-02-23,9.4,12.4,7.8,10.5,0.7,2.4,9.6,1022.6,81.0,1024.4
54,2016-02-24,8.3,11.3,6.0,,4.7,2.7,6.3,1026.3,58.0,1028.1
55,2016-02-25,6.7,10.3,3.2,0.0,5.2,2.2,5.3,1029.7,54.0,1031.6
56,2016-02-26,6.4,11.6,1.7,,8.4,1.8,5.5,1029.6,58.0,1031.4
57,2016-02-27,10.0,14.4,6.0,1.0,0.3,2.1,8.8,1025.1,71.0,1026.9
58,2016-02-28,13.4,18.5,7.6,0.0,9.8,2.8,10.6,1021.4,71.0,1023.2
59,2016-02-29,8.0,15.6,3.5,0.0,1.1,4.7,6.7,1021.2,60.0,1023.1
60,2016-03-01,4.2,6.5,2.6,0.0,0.2,2.3,4.9,1025.2,60.0,1027.1
61,2016-03-02,7.6,12.6,3.4,,9.9,2.8,6.8,1025.6,66.0,1027.5
62,2016-03-03,11.9,17.4,5.8,,9.5,2.4,10.2,1024.7,73.0,1026.6
63,2016-03-04,16.4,20.9,13.0,0.0,9.9,2.6,12.5,1024.8,68.0,1026.6
64,2016-03-05,17.8,22.5,14.2,,9.9,4.3,13.2,1022.7,65.0,1024.5
65,2016-03-06,19.0,23.3,16.5,0.5,2.7,2.8,16.6,1016.6,76.0,1018.4
