Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_local_pressure,avg_sea_pressure
0,2016-01-01,1.9,9.9,-2.9,9.0,1.8,962.7,1027.5
1,2016-01-02,2.5,10.3,-4.2,5.3,2.8,960.8,1025.4
2,2016-01-03,5.4,15.7,-1.7,8.5,2.4,955.9,1019.4
3,2016-01-04,6.2,14.8,-1.4,8.4,3.4,954.0,1017.2
4,2016-01-05,5.9,12.2,0.1,6.2,3.4,955.8,1019.2
5,2016-01-06,5.8,11.2,0.8,0.1,2.7,954.2,1017.5
6,2016-01-07,4.4,9.8,0.1,8.3,3.9,951.1,1014.5
7,2016-01-08,4.2,7.6,0.6,5.3,4.0,952.1,1015.7
8,2016-01-09,4.4,9.4,-0.2,9.1,4.5,954.5,1018.2
9,2016-01-10,3.1,8.6,-2.0,7.9,3.9,955.9,1020.0
10,2016-01-11,2.8,9.0,-2.8,7.0,3.0,954.4,1018.5
11,2016-01-12,1.4,5.3,-2.9,0.3,1.4,951.1,1015.2
12,2016-01-13,0.3,7.7,-5.7,6.7,2.0,950.9,1015.3
13,2016-01-14,2.5,6.3,-0.7,5.8,3.2,951.4,1015.3
14,2016-01-15,2.8,8.3,-1.6,8.9,3.6,952.9,1016.8
15,2016-01-16,1.0,8.8,-4.7,9.2,1.9,955.5,1020.1
16,2016-01-17,0.5,5.9,-5.2,5.1,1.0,956.9,1021.6
17,2016-01-18,2.0,5.1,0.0,0.0,2.1,937.2,1000.3
18,2016-01-19,-0.9,3.3,-3.8,4.6,6.2,942.0,1006.1
19,2016-01-20,-1.4,4.8,-5.2,5.9,2.7,948.9,1013.6
20,2016-01-21,-1.0,6.2,-6.7,7.6,2.3,954.8,1019.9
21,2016-01-22,0.1,7.0,-4.2,9.1,1.5,956.4,1021.3
22,2016-01-23,-2.2,0.4,-4.7,0.0,1.2,954.4,1019.7
23,2016-01-24,-4.0,-0.4,-8.6,0.9,3.5,945.5,1010.6
24,2016-01-25,-5.0,2.9,-11.4,8.2,1.8,954.7,1020.7
25,2016-01-26,-2.7,6.0,-10.1,9.4,2.7,960.0,1025.8
26,2016-01-27,0.0,8.4,-6.1,9.5,2.2,962.0,1027.3
27,2016-01-28,2.2,11.3,-4.9,8.8,2.2,963.2,1028.0
28,2016-01-29,2.9,3.7,1.5,0.0,0.6,957.9,1022.1
29,2016-01-30,3.3,5.0,2.2,0.0,1.5,954.8,1018.7
30,2016-01-31,4.2,9.8,-0.9,8.5,2.6,957.4,1021.3
31,2016-02-01,2.7,5.4,0.5,0.8,2.6,955.5,1019.6
32,2016-02-02,1.3,7.9,-2.2,7.3,1.8,954.6,1019.0
33,2016-02-03,0.1,7.8,-5.1,9.3,1.8,957.4,1022.3
34,2016-02-04,0.9,7.3,-5.6,9.4,3.3,957.0,1021.6
35,2016-02-05,3.1,11.0,-2.7,7.6,2.8,952.8,1016.7
36,2016-02-06,2.1,7.4,-1.5,1.9,2.7,949.6,1013.5
37,2016-02-07,0.8,7.2,-3.6,9.7,2.4,952.1,1016.5
38,2016-02-08,0.1,8.4,-6.7,9.7,2.1,954.3,1019.0
39,2016-02-09,1.4,4.1,-1.1,0.4,3.1,949.5,1013.6
40,2016-02-10,1.6,7.8,-2.4,9.7,2.4,957.0,1021.5
41,2016-02-11,1.3,9.9,-4.8,9.8,1.2,965.9,1031.1
42,2016-02-12,2.7,7.9,-2.9,0.0,1.0,967.6,1032.5
43,2016-02-13,6.8,10.4,2.3,0.1,0.8,958.5,1021.9
44,2016-02-14,13.6,18.2,8.8,0.2,4.1,941.8,1002.4
45,2016-02-15,4.2,9.2,-2.0,5.0,4.3,942.1,1005.0
46,2016-02-16,0.0,3.9,-4.7,6.8,2.8,950.1,1014.5
47,2016-02-17,0.8,5.8,-2.0,3.3,3.3,953.6,1018.1
48,2016-02-18,1.4,10.1,-5.2,9.6,1.7,961.1,1026.0
49,2016-02-19,4.9,12.1,-1.9,6.3,2.4,963.8,1028.0
50,2016-02-20,2.6,4.4,1.3,0.0,1.3,956.5,1020.8
51,2016-02-21,5.7,9.7,-0.4,8.6,6.1,953.9,1017.2
52,2016-02-22,3.9,10.2,-2.0,8.2,2.2,964.2,1028.6
53,2016-02-23,6.7,12.4,1.3,7.4,3.1,958.3,1021.7
54,2016-02-24,3.5,9.5,-1.5,8.9,3.0,957.4,1021.5
55,2016-02-25,1.1,7.8,-4.6,10.2,3.0,961.6,1026.5
56,2016-02-26,1.2,6.0,-3.6,7.8,3.9,961.8,1026.7
57,2016-02-27,2.6,9.8,-4.7,6.4,2.5,962.3,1026.9
58,2016-02-28,6.3,14.3,-0.4,10.1,2.6,961.0,1024.6
59,2016-02-29,4.9,13.2,-0.3,0.3,4.2,948.8,1011.9
