Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,-4.4,-0.1,-10.3,0.0,6.6,0,0
1,2016-01-02,-3.2,0.5,-7.7,0.5,0.7,2,2
2,2016-01-03,-3.9,1.7,-9.5,0.0,6.9,1,1
3,2016-01-04,-6.4,0.3,-12.2,0.0,6.0,0,0
4,2016-01-05,-7.1,-1.2,-14.7,0.0,5.9,0,0
5,2016-01-06,-4.6,0.2,-10.9,0.0,8.6,0,0
6,2016-01-07,-5.9,-0.8,-10.4,0.0,4.4,0,0
7,2016-01-08,-6.5,0.6,-13.7,0.0,6.9,0,0
8,2016-01-09,-8.0,-0.9,-13.7,0.0,7.1,0,0
9,2016-01-10,-7.4,1.3,-15.6,0.0,7.0,0,0
10,2016-01-11,-8.5,-4.6,-11.8,0.0,6.7,0,0
11,2016-01-12,-10.2,-4.4,-16.7,0.0,7.9,0,0
12,2016-01-13,-9.4,-2.2,-17.2,0.0,8.1,0,0
13,2016-01-14,-4.9,-1.5,-12.1,8.0,3.1,21,22
14,2016-01-15,-11.8,-4.6,-18.5,0.0,6.7,17,2
15,2016-01-16,-10.9,-3.7,-17.2,0.0,8.5,15,0
16,2016-01-17,-9.6,-2.7,-18.1,0.0,6.6,12,4
17,2016-01-18,-8.8,-1.4,-19.3,1.0,1.4,12,4
18,2016-01-19,-1.2,0.8,-3.2,18.0,0.0,36,32
19,2016-01-20,-0.4,1.1,-1.9,0.0,0.3,34,8
20,2016-01-21,-2.9,-1.4,-5.0,0.0,0.4,34,3
21,2016-01-22,-2.0,1.1,-5.0,0.0,4.1,31,1
22,2016-01-23,-3.1,-0.8,-9.7,1.0,3.7,33,3
23,2016-01-24,-8.0,-2.8,-14.3,0.0,4.5,32,4
24,2016-01-25,-10.4,-6.5,-19.3,0.0,4.3,32,3
25,2016-01-26,-10.2,0.0,-19.8,0.0,9.3,31,1
26,2016-01-27,-6.7,1.6,-15.0,0.0,6.8,30,0
27,2016-01-28,-9.1,-2.1,-17.8,0.0,4.8,30,4
28,2016-01-29,-9.7,-5.6,-15.3,0.0,8.0,30,0
29,2016-01-30,-12.6,-5.2,-19.6,0.0,7.8,29,0
30,2016-01-31,-10.7,-4.0,-19.1,0.0,8.3,29,1
31,2016-02-01,-11.7,-5.7,-19.6,0.0,7.0,29,2
32,2016-02-02,-11.2,-3.8,-22.4,0.0,8.1,28,0
33,2016-02-03,-9.2,-4.1,-15.4,0.0,7.7,28,0
