Unnamed: 0,calendar_date,precipitation
0,2016-01-01,3.0
1,2016-01-02,0.0
2,2016-01-03,0.0
3,2016-01-04,0.0
4,2016-01-05,0.0
5,2016-01-06,0.0
6,2016-01-07,0.5
7,2016-01-08,0.5
8,2016-01-09,0.5
9,2016-01-10,0.0
10,2016-01-11,0.0
11,2016-01-12,0.0
12,2016-01-13,0.0
13,2016-01-14,0.5
14,2016-01-15,0.0
15,2016-01-16,0.0
16,2016-01-17,1.0
17,2016-01-18,45.0
18,2016-01-19,2.0
19,2016-01-20,22.5
20,2016-01-21,0.0
21,2016-01-22,0.0
22,2016-01-23,0.5
23,2016-01-24,8.0
24,2016-01-25,0.5
25,2016-01-26,0.0
26,2016-01-27,0.0
27,2016-01-28,0.0
28,2016-01-29,19.5
29,2016-01-30,5.5
30,2016-01-31,0.0
31,2016-02-01,0.0
32,2016-02-02,0.0
33,2016-02-03,0.0
34,2016-02-04,0.0
35,2016-02-05,0.0
36,2016-02-06,1.0
37,2016-02-07,0.0
38,2016-02-08,0.0
39,2016-02-09,25.5
40,2016-02-10,6.0
41,2016-02-11,0.0
42,2016-02-12,0.0
43,2016-02-13,2.0
44,2016-02-14,18.5
45,2016-02-15,0.0
46,2016-02-16,0.0
47,2016-02-17,5.5
48,2016-02-18,0.0
49,2016-02-19,0.0
50,2016-02-20,17.5
51,2016-02-21,0.0
52,2016-02-22,0.0
53,2016-02-23,0.0
54,2016-02-24,0.0
55,2016-02-25,0.0
56,2016-02-26,0.5
57,2016-02-27,2.5
58,2016-02-28,0.0
59,2016-02-29,13.5
60,2016-03-01,7.5
61,2016-03-02,0.0
62,2016-03-03,0.0
63,2016-03-04,0.0
64,2016-03-05,0.0
65,2016-03-06,0.0
66,2016-03-07,1.0
67,2016-03-08,0.0
68,2016-03-09,8.0
69,2016-03-10,2.0
70,2016-03-11,0.0
71,2016-03-12,0.0
72,2016-03-13,0.5
73,2016-03-14,11.0
74,2016-03-15,4.5
75,2016-03-16,0.0
76,2016-03-17,0.0
77,2016-03-18,1.0
78,2016-03-19,6.5
79,2016-03-20,0.0
80,2016-03-21,0.0
81,2016-03-22,0.0
82,2016-03-23,1.0
83,2016-03-24,0.5
84,2016-03-25,0.0
85,2016-03-26,0.0
86,2016-03-27,0.0
87,2016-03-28,0.0
88,2016-03-29,0.0
89,2016-03-30,0.0
90,2016-03-31,0.0
91,2016-04-01,0.0
92,2016-04-02,0.0
93,2016-04-03,0.5
94,2016-04-04,12.5
95,2016-04-05,0.0
96,2016-04-06,0.0
97,2016-04-07,61.5
98,2016-04-08,0.5
99,2016-04-09,0.0
100,2016-04-10,0.0
101,2016-04-11,0.0
102,2016-04-12,0.0
103,2016-04-13,14.0
104,2016-04-14,7.5
105,2016-04-15,0.0
106,2016-04-16,0.0
107,2016-04-17,2.0
108,2016-04-18,0.0
109,2016-04-19,0.0
110,2016-04-20,0.0
111,2016-04-21,32.0
112,2016-04-22,0.5
113,2016-04-23,0.0
114,2016-04-24,0.0
115,2016-04-25,0.0
116,2016-04-26,0.0
117,2016-04-27,4.0
118,2016-04-28,47.5
119,2016-04-29,0.0
120,2016-04-30,0.0
121,2016-05-01,1.0
122,2016-05-02,0.0
123,2016-05-03,0.0
124,2016-05-04,11.5
125,2016-05-05,0.0
126,2016-05-06,0.0
127,2016-05-07,0.5
128,2016-05-08,0.0
129,2016-05-09,1.5
130,2016-05-10,6.5
131,2016-05-11,21.5
132,2016-05-12,0.0
133,2016-05-13,0.0
134,2016-05-14,0.0
135,2016-05-15,0.0
136,2016-05-16,0.5
137,2016-05-17,15.5
138,2016-05-18,0.0
139,2016-05-19,0.0
140,2016-05-20,0.0
141,2016-05-21,0.0
142,2016-05-22,0.0
143,2016-05-23,0.0
144,2016-05-24,0.0
145,2016-05-25,0.0
146,2016-05-26,1.5
147,2016-05-27,2.0
148,2016-05-28,0.0
149,2016-05-29,2.0
150,2016-05-30,9.0
151,2016-05-31,0.0
152,2016-06-01,0.0
153,2016-06-02,0.0
154,2016-06-03,0.0
155,2016-06-04,0.0
156,2016-06-05,0.0
157,2016-06-06,0.0
158,2016-06-07,0.0
159,2016-06-08,8.5
160,2016-06-09,2.5
161,2016-06-10,0.0
162,2016-06-11,23.5
163,2016-06-12,1.5
164,2016-06-13,28.5
165,2016-06-14,0.0
166,2016-06-15,0.0
167,2016-06-16,14.0
168,2016-06-17,0.5
169,2016-06-18,0.0
170,2016-06-19,4.5
171,2016-06-20,1.5
172,2016-06-21,0.0
173,2016-06-22,1.5
174,2016-06-23,21.0
175,2016-06-24,30.0
176,2016-06-25,24.0
177,2016-06-26,0.0
178,2016-06-27,0.5
179,2016-06-28,21.0
180,2016-06-29,0.0
181,2016-06-30,5.5
182,2016-07-01,0.0
183,2016-07-02,0.5
184,2016-07-03,8.5
185,2016-07-04,11.0
186,2016-07-05,1.0
187,2016-07-06,0.5
188,2016-07-07,0.5
189,2016-07-08,0.0
190,2016-07-09,11.0
191,2016-07-10,0.0
192,2016-07-11,0.0
193,2016-07-12,0.0
194,2016-07-13,15.0
195,2016-07-14,2.0
196,2016-07-15,36.5
197,2016-07-16,1.5
198,2016-07-17,3.0
199,2016-07-18,0.0
200,2016-07-19,0.0
