Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,4.2,11.0,0.7,0.0
1,2016-01-02,5.0,14.4,-0.6,0.0
2,2016-01-03,7.0,16.8,1.7,0.0
3,2016-01-04,8.0,15.2,3.8,0.0
4,2016-01-05,5.1,8.9,1.8,0.5
5,2016-01-06,6.3,12.0,3.1,0.0
6,2016-01-07,4.9,9.8,1.6,0.0
7,2016-01-08,3.9,9.4,1.0,0.0
8,2016-01-09,3.9,12.0,-0.5,0.0
9,2016-01-10,5.0,12.2,-1.4,0.0
10,2016-01-11,6.6,12.4,1.5,0.0
11,2016-01-12,3.8,6.4,1.0,6.0
12,2016-01-13,3.4,10.0,0.2,0.5
13,2016-01-14,3.1,10.0,-1.4,0.0
14,2016-01-15,3.6,9.5,-0.7,0.0
15,2016-01-16,2.6,9.3,-1.8,0.0
16,2016-01-17,2.8,7.6,-2.3,3.5
17,2016-01-18,6.0,11.8,2.6,18.5
18,2016-01-19,1.4,4.5,-1.2,0.0
19,2016-01-20,1.6,5.0,-1.6,23.0
20,2016-01-21,2.4,4.9,0.3,1.0
21,2016-01-22,2.7,5.8,0.9,3.0
22,2016-01-23,3.0,8.7,0.0,0.0
23,2016-01-24,-1.4,1.4,-4.4,0.0
24,2016-01-25,-0.9,5.4,-6.1,4.5
25,2016-01-26,0.5,8.9,-4.9,0.0
26,2016-01-27,3.1,10.9,-1.9,0.0
27,2016-01-28,3.7,10.5,-2.8,1.0
28,2016-01-29,6.0,7.4,4.5,39.0
29,2016-01-30,6.7,9.0,5.3,4.5
30,2016-01-31,6.8,12.4,2.8,0.0
31,2016-02-01,3.9,4.8,3.1,5.0
32,2016-02-02,3.0,4.7,1.7,8.5
33,2016-02-03,3.0,8.4,-0.9,0.0
34,2016-02-04,3.4,11.1,-1.5,0.0
35,2016-02-05,3.6,11.3,-0.9,0.0
36,2016-02-06,3.6,10.2,-1.4,7.5
37,2016-02-07,2.2,6.3,-1.6,7.0
38,2016-02-08,2.2,11.2,-2.0,0.0
39,2016-02-09,2.0,9.7,-2.0,8.0
40,2016-02-10,3.1,8.5,-0.9,1.5
41,2016-02-11,2.8,11.7,-2.6,0.0
42,2016-02-12,8.3,17.7,-2.0,0.0
43,2016-02-13,12.9,16.3,9.2,17.5
44,2016-02-14,13.6,19.4,8.5,19.0
45,2016-02-15,4.2,8.5,0.7,5.0
46,2016-02-16,2.8,7.7,-1.3,0.0
47,2016-02-17,2.5,6.0,-1.0,1.5
48,2016-02-18,3.8,11.8,-2.1,0.0
49,2016-02-19,7.0,15.8,-1.3,0.0
50,2016-02-20,6.6,7.9,5.4,23.0
51,2016-02-21,5.3,9.6,2.0,1.0
52,2016-02-22,5.0,8.8,0.9,0.0
53,2016-02-23,6.8,12.6,2.2,0.0
54,2016-02-24,3.2,7.1,-0.8,0.0
55,2016-02-25,2.2,8.5,-3.3,0.0
56,2016-02-26,2.8,9.9,-2.4,0.0
57,2016-02-27,6.7,13.8,-0.1,0.0
58,2016-02-28,8.0,16.9,1.5,0.0
59,2016-02-29,6.0,12.7,-0.5,12.5
60,2016-03-01,0.9,5.1,-1.9,5.0
61,2016-03-02,3.4,10.9,-0.9,0.0
62,2016-03-03,6.2,16.8,-1.3,0.0
63,2016-03-04,9.5,19.8,2.6,0.0
64,2016-03-05,14.8,21.4,8.8,0.0
65,2016-03-06,17.6,20.1,14.5,2.5
66,2016-03-07,13.0,17.1,8.8,1.0
67,2016-03-08,11.3,17.0,8.9,0.0
68,2016-03-09,7.1,10.3,5.5,31.0
69,2016-03-10,6.0,9.0,4.3,0.0
70,2016-03-11,4.4,8.4,-0.4,0.0
71,2016-03-12,3.3,9.9,-1.8,0.0
72,2016-03-13,5.3,12.4,-0.9,5.0
73,2016-03-14,6.5,9.2,4.9,9.5
74,2016-03-15,6.8,11.2,0.4,0.5
75,2016-03-16,5.6,14.0,-1.1,0.0
76,2016-03-17,9.5,21.8,-0.5,0.0
77,2016-03-18,11.8,19.1,3.1,6.0
78,2016-03-19,13.3,16.5,9.2,13.5
79,2016-03-20,9.8,13.0,8.0,0.0
