Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation
0,2016-01-01,5.5,11.0,0.6,0.5
1,2016-01-02,4.0,11.1,-0.9,0.0
2,2016-01-03,5.6,14.9,-1.3,0.0
3,2016-01-04,6.7,14.4,0.0,0.0
4,2016-01-05,8.1,15.6,1.8,0.0
5,2016-01-06,6.0,8.8,3.1,0.0
6,2016-01-07,5.3,13.1,0.4,0.0
7,2016-01-08,3.9,9.9,-1.1,0.0
8,2016-01-09,4.7,11.9,-2.3,0.0
9,2016-01-10,6.2,13.2,-1.2,0.0
10,2016-01-11,5.0,10.0,-0.4,0.0
11,2016-01-12,2.1,3.7,-1.6,0.0
12,2016-01-13,1.0,8.0,-4.5,0.0
13,2016-01-14,3.7,11.5,-3.7,0.0
14,2016-01-15,4.1,9.4,-0.1,0.0
15,2016-01-16,5.0,11.8,-0.7,0.0
16,2016-01-17,4.0,7.9,-1.2,2.5
17,2016-01-18,2.5,5.6,0.2,34.5
18,2016-01-19,3.6,7.2,-1.5,0.0
19,2016-01-20,1.6,5.9,-2.6,0.0
20,2016-01-21,3.9,8.7,-0.1,0.0
21,2016-01-22,3.7,9.3,-1.5,0.0
22,2016-01-23,1.7,5.7,-1.6,0.0
23,2016-01-24,1.5,6.4,-2.2,0.0
24,2016-01-25,1.5,6.8,-2.4,0.0
25,2016-01-26,1.6,8.9,-4.9,0.0
26,2016-01-27,4.4,13.2,-4.1,0.0
27,2016-01-28,5.3,13.4,-2.2,0.0
28,2016-01-29,4.0,7.7,0.2,9.0
29,2016-01-30,2.2,4.5,0.3,3.0
30,2016-01-31,4.4,10.0,-1.3,0.0
31,2016-02-01,3.2,6.1,0.6,0.0
32,2016-02-02,4.2,9.8,-0.6,0.0
33,2016-02-03,2.1,7.8,-3.8,0.0
34,2016-02-04,2.9,9.5,-3.2,0.0
35,2016-02-05,4.9,13.2,-2.9,0.0
36,2016-02-06,5.3,10.1,0.6,3.0
37,2016-02-07,3.1,8.1,-0.3,0.5
38,2016-02-08,1.9,7.2,-1.7,0.0
39,2016-02-09,3.8,11.9,-3.1,0.0
40,2016-02-10,4.5,8.6,2.1,0.0
41,2016-02-11,3.0,9.3,-3.8,0.0
42,2016-02-12,4.1,10.5,-2.3,0.0
43,2016-02-13,10.9,18.4,5.3,0.0
44,2016-02-14,13.7,21.1,8.6,5.5
45,2016-02-15,5.9,12.3,0.1,5.5
46,2016-02-16,3.0,9.0,-1.7,0.0
47,2016-02-17,4.2,11.0,-1.6,0.0
48,2016-02-18,3.7,10.1,-3.1,0.0
49,2016-02-19,8.0,17.0,-1.2,0.0
50,2016-02-20,7.0,10.1,4.2,18.0
51,2016-02-21,8.4,14.9,3.5,0.0
52,2016-02-22,6.0,10.1,2.8,0.0
53,2016-02-23,6.1,10.2,3.9,0.0
54,2016-02-24,4.5,7.4,0.0,0.5
