,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,6.4,11.8,1.2,0.0,3.0
1,2016-01-02,11.4,14.7,6.9,0.0,3.9
2,2016-01-03,11.7,15.3,6.5,0.5,1.3
3,2016-01-04,10.5,15.9,6.2,0.0,2.4
4,2016-01-05,9.4,12.9,7.5,1.0,1.5
5,2016-01-06,8.7,12.4,5.3,0.0,1.5
6,2016-01-07,8.8,10.1,7.0,0.0,3.9
7,2016-01-08,7.3,8.6,6.3,0.0,5.0
8,2016-01-09,7.1,8.4,5.0,0.0,2.9
9,2016-01-10,6.8,10.4,3.9,0.0,2.4
10,2016-01-11,7.7,11.8,3.6,0.0,2.3
11,2016-01-12,6.3,8.5,1.5,2.5,1.9
12,2016-01-13,5.3,7.4,1.3,2.5,4.4
13,2016-01-14,6.4,8.7,2.4,0.0,4.3
14,2016-01-15,5.0,10.2,0.0,0.0,2.1
15,2016-01-16,6.3,12.9,-0.8,0.0,2.3
16,2016-01-17,6.4,8.7,2.8,20.0,1.7
17,2016-01-18,6.5,10.4,1.2,8.0,6.4
18,2016-01-19,2.2,3.3,0.9,0.0,8.5
19,2016-01-20,2.3,4.7,-1.1,0.0,4.2
20,2016-01-21,2.2,5.8,-1.5,0.5,3.5
21,2016-01-22,4.7,9.3,0.3,1.5,2.1
22,2016-01-23,3.1,5.4,-0.4,5.0,3.7
23,2016-01-24,-2.4,-0.3,-4.3,0.0,7.8
24,2016-01-25,-0.6,3.1,-4.4,0.5,4.1
25,2016-01-26,3.1,6.0,0.9,1.0,3.2
26,2016-01-27,5.8,9.3,3.0,0.0,3.0
27,2016-01-28,8.5,13.6,5.7,4.5,3.1
28,2016-01-29,11.6,14.5,10.2,26.0,2.3
29,2016-01-30,11.1,15.1,7.7,0.0,3.7
30,2016-01-31,9.0,12.3,6.0,1.0,2.5
31,2016-02-01,6.9,8.9,5.4,1.0,2.9
32,2016-02-02,5.6,8.4,3.4,0.5,3.0
33,2016-02-03,6.4,9.9,1.8,2.5,2.9
34,2016-02-04,5.8,10.3,0.2,0.0,3.1
35,2016-02-05,5.9,10.1,1.5,0.0,2.3
36,2016-02-06,5.4,6.9,1.5,0.0,4.0
37,2016-02-07,4.1,7.3,0.8,2.5,2.1
38,2016-02-08,5.8,10.1,-0.1,0.0,3.4
39,2016-02-09,9.2,11.9,2.8,0.0,4.9
40,2016-02-10,6.9,12.8,0.8,0.0,2.3
41,2016-02-11,10.0,18.7,1.2,0.0,2.0
42,2016-02-12,14.1,19.4,8.8,0.0,3.9
43,2016-02-13,17.0,20.0,14.3,27.0,5.2
44,2016-02-14,10.3,18.7,5.2,2.0,5.7
45,2016-02-15,3.9,5.4,2.0,0.0,6.3
46,2016-02-16,4.7,7.3,2.1,0.5,4.8
47,2016-02-17,5.5,7.9,0.0,0.0,4.0
48,2016-02-18,6.2,12.1,0.0,0.0,3.2
49,2016-02-19,9.7,14.3,3.6,0.0,2.5
50,2016-02-20,8.7,11.1,6.7,25.0,3.1
51,2016-02-21,6.0,8.0,2.6,1.5,4.7
52,2016-02-22,6.0,10.0,1.6,1.5,1.6
53,2016-02-23,7.8,12.4,4.8,2.0,2.1
54,2016-02-24,7.0,10.3,3.1,9.5,4.4
55,2016-02-25,3.5,6.8,0.1,10.5,3.2
56,2016-02-26,5.1,10.3,-1.3,0.0,3.0
57,2016-02-27,8.5,13.6,4.3,1.0,4.9
58,2016-02-28,12.0,17.7,5.7,2.0,4.5
59,2016-02-29,6.0,14.0,1.6,1.0,7.1
60,2016-03-01,3.5,6.5,1.0,0.0,3.7
61,2016-03-02,6.8,12.7,0.3,0.0,2.9
62,2016-03-03,10.9,18.6,2.5,0.0,3.8
63,2016-03-04,15.4,20.5,11.0,0.0,4.2
64,2016-03-05,16.9,23.2,9.9,0.0,4.9
65,2016-03-06,17.2,22.4,14.5,0.0,4.1
66,2016-03-07,14.8,17.4,12.5,0.0,2.0
