Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_wind_speed
0,2016-01-01,7.4,12.7,2.7,3.0
1,2016-01-02,11.3,15.9,8.9,5.1
2,2016-01-03,11.7,15.1,7.5,1.3
3,2016-01-04,11.0,16.1,5.3,1.9
4,2016-01-05,10.0,12.3,8.0,2.1
5,2016-01-06,9.4,12.5,6.2,2.5
6,2016-01-07,9.2,11.9,7.7,6.1
7,2016-01-08,7.4,9.3,6.2,6.5
8,2016-01-09,7.2,9.5,5.0,4.3
9,2016-01-10,7.5,11.7,3.9,2.8
10,2016-01-11,8.6,12.6,4.8,3.8
11,2016-01-12,6.7,9.4,2.1,3.7
12,2016-01-13,5.5,8.2,3.2,4.8
13,2016-01-14,6.5,9.9,1.9,5.2
14,2016-01-15,4.9,9.4,1.5,2.7
15,2016-01-16,6.8,12.6,1.2,3.0
16,2016-01-17,7.4,9.2,4.5,3.2
17,2016-01-18,7.3,10.6,1.7,9.6
18,2016-01-19,3.2,5.6,0.9,11.4
19,2016-01-20,3.3,6.7,0.1,6.0
20,2016-01-21,3.1,4.8,0.1,3.0
21,2016-01-22,6.1,9.9,0.4,4.0
22,2016-01-23,4.1,7.7,-1.1,6.6
23,2016-01-24,-2.8,-0.9,-5.5,10.2
24,2016-01-25,0.5,2.5,-6.2,3.4
25,2016-01-26,4.0,8.0,1.4,2.4
26,2016-01-27,6.0,9.2,2.1,3.4
27,2016-01-28,8.3,13.3,6.6,4.9
28,2016-01-29,12.4,16.0,10.1,4.0
29,2016-01-30,10.9,15.1,7.0,4.7
30,2016-01-31,9.0,13.2,5.6,3.2
31,2016-02-01,6.5,9.0,4.6,3.5
32,2016-02-02,5.6,9.0,1.2,4.5
33,2016-02-03,5.3,10.6,-0.6,3.2
34,2016-02-04,5.9,11.2,0.1,2.9
35,2016-02-05,6.2,10.8,2.1,3.0
36,2016-02-06,5.6,8.3,1.6,5.8
37,2016-02-07,4.8,9.9,-0.2,3.0
38,2016-02-08,6.6,10.2,1.4,3.0
39,2016-02-09,9.6,12.9,3.4,5.9
40,2016-02-10,7.1,14.2,1.5,1.8
41,2016-02-11,9.3,16.5,2.8,3.6
42,2016-02-12,13.8,18.3,10.5,6.9
43,2016-02-13,17.1,21.9,13.0,6.7
44,2016-02-14,9.6,16.0,4.6,7.4
45,2016-02-15,3.4,5.2,1.1,10.1
46,2016-02-16,4.4,7.0,1.3,5.0
47,2016-02-17,6.1,9.7,2.8,5.3
48,2016-02-18,6.6,12.5,1.3,3.1
49,2016-02-19,8.9,14.4,3.3,2.4
50,2016-02-20,9.3,12.3,7.6,4.1
51,2016-02-21,6.6,9.8,1.7,6.7
52,2016-02-22,6.3,9.9,2.3,2.4
53,2016-02-23,8.5,13.4,5.5,3.1
54,2016-02-24,7.1,10.6,3.3,5.5
55,2016-02-25,5.0,9.1,1.3,4.8
56,2016-02-26,5.4,11.1,-0.2,2.5
57,2016-02-27,9.0,15.9,4.9,4.3
58,2016-02-28,11.7,18.1,5.4,4.0
59,2016-02-29,6.0,13.4,2.0,10.4
60,2016-03-01,3.1,6.1,0.7,3.7
61,2016-03-02,6.2,12.4,-0.2,2.6
62,2016-03-03,10.5,18.1,3.8,4.2
63,2016-03-04,14.0,20.6,10.7,3.7
64,2016-03-05,15.3,21.7,9.5,6.0
65,2016-03-06,16.9,23.5,13.3,4.9
66,2016-03-07,15.1,22.5,11.4,2.3
67,2016-03-08,13.4,20.0,10.0,2.4
68,2016-03-09,10.5,13.7,7.9,6.1
69,2016-03-10,9.7,13.4,7.1,4.9
70,2016-03-11,6.5,10.3,3.2,5.9
71,2016-03-12,6.6,11.9,-0.4,2.8
72,2016-03-13,6.8,9.5,3.3,2.2
73,2016-03-14,9.2,13.0,6.5,6.3
74,2016-03-15,9.8,15.4,3.2,2.5
75,2016-03-16,11.8,17.3,6.2,2.6
76,2016-03-17,13.5,21.3,5.7,2.3
77,2016-03-18,14.7,15.6,13.1,5.2
78,2016-03-19,14.2,17.7,9.7,4.4
79,2016-03-20,12.1,17.5,8.4,5.2
80,2016-03-21,10.9,16.8,4.4,5.3
81,2016-03-22,10.6,18.8,2.4,2.0
82,2016-03-23,11.6,15.9,6.3,2.1
83,2016-03-24,10.5,14.9,7.0,5.8
84,2016-03-25,9.8,14.9,5.9,4.8
85,2016-03-26,9.4,15.6,3.9,3.5
86,2016-03-27,9.4,14.5,5.1,3.8
87,2016-03-28,10.2,17.6,4.0,2.4
88,2016-03-29,12.8,17.5,7.3,3.7
89,2016-03-30,15.5,19.0,12.0,3.7
90,2016-03-31,13.1,17.0,11.5,3.4
91,2016-04-01,14.8,19.0,11.3,4.5
92,2016-04-02,15.6,23.2,9.2,1.7
93,2016-04-03,16.3,19.9,14.1,2.3
94,2016-04-04,15.4,18.6,12.1,4.9
95,2016-04-05,14.5,20.3,9.0,2.8
96,2016-04-06,14.9,19.4,10.2,3.1
97,2016-04-07,18.5,23.3,14.7,9.2
98,2016-04-08,15.6,20.7,12.6,2.1
99,2016-04-09,15.9,22.5,10.9,2.0
100,2016-04-10,16.7,23.4,13.1,2.3
101,2016-04-11,15.0,19.9,9.6,5.5
102,2016-04-12,15.6,22.4,8.4,3.2
103,2016-04-13,17.2,20.0,15.3,5.5
104,2016-04-14,18.1,24.0,13.6,4.3
105,2016-04-15,18.0,24.8,12.4,2.1
106,2016-04-16,17.7,22.3,12.2,7.5
107,2016-04-17,16.1,20.9,10.5,6.4
108,2016-04-18,13.7,16.8,9.8,2.8
109,2016-04-19,14.6,21.4,8.9,3.3
110,2016-04-20,16.5,23.3,8.9,3.4
111,2016-04-21,18.1,23.2,15.2,7.7
112,2016-04-22,17.5,22.1,14.0,2.6
113,2016-04-23,15.1,18.0,12.9,2.0
114,2016-04-24,16.0,19.0,13.5,1.6
115,2016-04-25,16.3,18.4,12.8,1.4
116,2016-04-26,18.9,23.3,16.1,1.6
117,2016-04-27,18.3,20.8,16.9,3.7
118,2016-04-28,15.9,18.6,12.1,6.7
119,2016-04-29,15.9,22.3,11.3,3.9
120,2016-04-30,16.3,22.7,9.6,3.0
121,2016-05-01,18.9,24.5,14.2,3.8
122,2016-05-02,20.6,26.8,15.8,5.0
123,2016-05-03,18.1,20.5,15.5,9.5
124,2016-05-04,19.2,22.2,15.5,7.0
125,2016-05-05,18.9,24.4,12.9,2.5
126,2016-05-06,18.0,20.0,14.6,5.3
127,2016-05-07,19.4,23.1,16.5,3.7
128,2016-05-08,18.2,24.7,15.1,2.0
129,2016-05-09,20.0,22.3,17.0,3.8
130,2016-05-10,19.9,22.9,16.4,5.1
131,2016-05-11,17.1,20.9,14.0,4.9
132,2016-05-12,18.5,25.6,11.0,2.5
133,2016-05-13,20.8,26.2,16.4,3.2
134,2016-05-14,21.1,28.3,14.4,2.5
135,2016-05-15,23.1,29.4,20.0,5.1
136,2016-05-16,16.9,24.2,11.1,6.9
137,2016-05-17,17.6,25.2,10.0,3.3
138,2016-05-18,19.1,25.9,12.2,2.2
139,2016-05-19,21.1,26.8,14.2,2.5
140,2016-05-20,22.7,29.6,14.7,3.1
141,2016-05-21,21.7,26.3,17.0,2.3
142,2016-05-22,22.0,30.3,16.2,2.4
143,2016-05-23,22.7,30.2,16.8,2.7
144,2016-05-24,23.0,26.8,19.7,5.3
145,2016-05-25,22.4,28.3,19.5,3.0
146,2016-05-26,23.2,28.0,19.5,3.2
147,2016-05-27,23.0,28.2,19.9,2.9
148,2016-05-28,19.9,21.6,18.6,2.3
149,2016-05-29,20.6,21.7,19.8,2.6
150,2016-05-30,22.6,29.5,17.2,4.5
151,2016-05-31,22.1,29.6,15.1,2.0
152,2016-06-01,21.3,25.0,18.9,3.0
153,2016-06-02,21.3,27.5,16.9,5.8
154,2016-06-03,22.0,27.6,16.3,2.8
155,2016-06-04,18.8,21.6,16.4,2.6
156,2016-06-05,20.3,22.3,18.6,2.0
157,2016-06-06,22.1,25.0,19.9,2.0
158,2016-06-07,23.2,28.1,20.0,2.1
159,2016-06-08,23.0,27.5,19.3,2.5
160,2016-06-09,23.3,28.1,20.1,2.6
161,2016-06-10,24.8,30.3,20.0,2.4
162,2016-06-11,26.1,30.7,22.3,2.4
163,2016-06-12,23.7,25.6,22.7,3.2
164,2016-06-13,23.8,29.0,21.4,3.9
165,2016-06-14,24.0,29.3,19.1,2.7
166,2016-06-15,25.4,30.4,20.7,3.6
167,2016-06-16,23.5,25.6,20.4,4.0
168,2016-06-17,23.1,27.4,20.3,2.6
169,2016-06-18,23.9,29.6,19.2,3.5
170,2016-06-19,25.1,28.5,22.9,4.5
171,2016-06-20,24.9,27.2,23.4,5.7
172,2016-06-21,24.5,27.5,23.4,3.7
173,2016-06-22,25.2,27.2,23.6,6.7
174,2016-06-23,25.0,28.6,23.6,3.8
175,2016-06-24,26.1,29.4,23.8,8.7
176,2016-06-25,21.2,24.1,18.4,3.4
177,2016-06-26,23.0,27.2,18.7,3.2
178,2016-06-27,19.7,22.4,17.6,3.2
179,2016-06-28,20.6,22.1,18.7,2.7
180,2016-06-29,23.6,27.1,21.8,4.0
181,2016-06-30,24.0,27.5,22.4,2.4
182,2016-07-01,26.7,30.3,22.8,5.4
183,2016-07-02,28.3,31.1,27.1,8.9
184,2016-07-03,28.0,30.7,26.5,4.6
185,2016-07-04,28.6,31.9,25.6,3.8
186,2016-07-05,28.2,32.9,24.9,3.4
187,2016-07-06,28.0,32.5,24.5,3.1
188,2016-07-07,27.3,31.6,23.0,1.7
189,2016-07-08,24.2,26.9,23.0,4.2
190,2016-07-09,26.9,30.6,24.3,3.2
191,2016-07-10,26.2,29.3,25.2,2.6
192,2016-07-11,26.3,28.0,24.9,3.9
193,2016-07-12,28.7,31.2,26.7,9.9
194,2016-07-13,26.8,28.5,24.3,8.0
195,2016-07-14,27.0,30.3,23.6,4.2
196,2016-07-15,26.4,31.1,23.0,2.8
197,2016-07-16,27.2,31.7,23.6,5.4
198,2016-07-17,26.5,30.2,23.9,3.0
199,2016-07-18,26.6,31.6,22.3,2.0
200,2016-07-19,28.1,33.5,24.0,3.0
201,2016-07-20,27.2,33.0,24.0,3.0
202,2016-07-21,27.8,33.2,23.9,2.8
203,2016-07-22,27.3,33.5,23.4,2.8
204,2016-07-23,28.1,33.3,23.1,2.6
205,2016-07-24,29.1,33.8,25.4,2.6
206,2016-07-25,29.2,34.2,25.9,2.8
207,2016-07-26,28.5,33.5,25.3,3.0
208,2016-07-27,28.4,33.1,24.9,3.1
209,2016-07-28,29.2,34.4,25.6,3.6
210,2016-07-29,29.7,35.2,26.2,2.6
211,2016-07-30,30.4,35.6,25.7,2.7
212,2016-07-31,30.1,35.6,26.9,3.3
213,2016-08-01,29.9,35.5,26.3,3.2
214,2016-08-02,29.7,34.9,25.7,2.8
215,2016-08-03,29.9,35.1,26.6,2.4
216,2016-08-04,29.0,33.6,26.3,2.9
217,2016-08-05,29.3,34.9,26.1,3.3
218,2016-08-06,29.7,36.1,25.7,3.1
219,2016-08-07,30.1,35.7,26.4,3.5
220,2016-08-08,30.0,34.4,27.2,2.5
221,2016-08-09,30.5,36.0,27.0,2.5
222,2016-08-10,31.0,36.9,27.2,2.6
223,2016-08-11,31.1,38.0,26.7,2.6
224,2016-08-12,31.0,37.7,26.3,2.2
225,2016-08-13,30.9,35.5,27.6,2.6
226,2016-08-14,30.1,35.1,26.5,2.4
227,2016-08-15,30.2,35.7,26.6,2.8
228,2016-08-16,29.5,34.7,24.3,2.9
229,2016-08-17,29.7,35.3,25.2,2.6
230,2016-08-18,30.2,35.4,26.3,2.5
231,2016-08-19,30.4,35.2,27.7,3.2
232,2016-08-20,29.9,35.8,26.9,4.2
233,2016-08-21,30.0,36.7,24.5,2.9
234,2016-08-22,30.6,36.6,26.5,4.5
235,2016-08-23,30.5,37.8,26.1,4.4
236,2016-08-24,30.0,36.5,24.1,3.2
237,2016-08-25,30.4,35.8,26.5,3.3
238,2016-08-26,29.4,35.7,26.1,4.6
239,2016-08-27,28.5,34.0,25.3,4.3
240,2016-08-28,25.2,28.4,21.6,6.3
241,2016-08-29,23.3,28.3,20.0,7.2
242,2016-08-30,25.0,29.2,19.1,7.6
243,2016-08-31,26.3,29.6,23.4,7.0
244,2016-09-01,26.4,28.6,24.5,4.0
245,2016-09-02,23.8,26.1,22.2,2.4
246,2016-09-03,25.4,28.2,22.6,1.9
247,2016-09-04,25.6,27.9,23.8,3.7
248,2016-09-05,27.2,31.5,24.3,4.6
249,2016-09-06,27.4,33.0,23.3,2.5
250,2016-09-07,26.2,30.6,23.5,3.5
251,2016-09-08,25.3,30.3,21.8,3.8
252,2016-09-09,25.1,31.0,20.0,2.6
253,2016-09-10,25.5,30.4,21.4,2.0
254,2016-09-11,26.5,31.1,22.5,2.7
255,2016-09-12,23.2,25.5,21.7,3.5
256,2016-09-13,25.1,29.7,21.7,2.8
257,2016-09-14,24.8,26.7,23.2,2.5
258,2016-09-15,25.6,30.9,23.4,1.7
259,2016-09-16,26.0,30.6,22.9,2.1
260,2016-09-17,26.9,32.1,23.9,5.8
261,2016-09-18,25.4,28.5,23.5,3.9
262,2016-09-19,24.1,25.4,22.7,3.0
263,2016-09-20,22.5,24.8,20.5,9.2
264,2016-09-21,23.2,27.9,19.1,3.7
265,2016-09-22,23.3,27.0,20.5,2.6
266,2016-09-23,24.1,29.1,20.3,2.5
267,2016-09-24,25.0,30.0,21.3,2.2
268,2016-09-25,24.6,28.3,22.3,2.2
269,2016-09-26,27.0,32.4,22.8,2.2
270,2016-09-27,27.1,32.0,23.1,2.1
271,2016-09-28,25.8,27.7,24.0,3.1
272,2016-09-29,24.5,26.6,22.9,4.0
273,2016-09-30,25.3,30.0,22.8,3.4
274,2016-10-01,26.8,31.2,24.4,3.3
275,2016-10-02,26.8,32.0,24.1,2.1
276,2016-10-03,26.8,31.8,23.1,2.1
277,2016-10-04,27.2,29.6,24.9,2.4
278,2016-10-05,25.9,28.1,21.9,8.1
279,2016-10-06,24.6,29.6,21.3,2.5
280,2016-10-07,25.1,29.8,21.9,2.3
281,2016-10-08,25.1,27.5,22.1,5.1
282,2016-10-09,21.2,25.0,17.4,7.2
283,2016-10-10,20.4,25.2,16.3,5.2
284,2016-10-11,20.7,25.2,16.1,3.0
285,2016-10-12,20.9,24.5,18.1,3.9
286,2016-10-13,20.8,23.5,18.0,3.8
287,2016-10-14,19.5,23.7,14.4,2.1
288,2016-10-15,20.4,25.6,13.4,2.5
289,2016-10-16,20.9,24.6,17.1,1.9
290,2016-10-17,23.1,27.5,20.6,2.7
291,2016-10-18,22.8,27.7,19.9,2.1
292,2016-10-19,21.7,24.2,19.9,2.2
293,2016-10-20,21.0,24.0,18.0,2.7
294,2016-10-21,19.7,21.0,18.0,2.0
295,2016-10-22,19.8,21.6,18.0,3.2
296,2016-10-23,20.2,22.8,18.7,4.6
297,2016-10-24,19.5,23.7,15.9,3.4
