,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,7.7,12.0,1.5,0.0,3.2
1,2016-01-02,12.7,15.0,8.3,0.0,2.4
2,2016-01-03,13.0,16.4,8.7,0.0,1.8
3,2016-01-04,11.5,15.2,7.7,0.0,2.7
4,2016-01-05,10.9,13.1,8.4,1.0,2.8
5,2016-01-06,10.0,12.5,6.7,0.0,2.5
6,2016-01-07,7.6,9.2,5.7,0.0,3.1
7,2016-01-08,6.1,7.3,5.6,0.0,4.7
8,2016-01-09,6.9,8.5,4.9,0.0,2.9
9,2016-01-10,6.5,10.6,2.6,0.0,2.1
10,2016-01-11,8.1,11.8,3.0,0.0,3.2
11,2016-01-12,6.7,10.2,0.0,0.0,3.0
12,2016-01-13,5.3,7.0,1.1,0.0,4.8
13,2016-01-14,4.6,7.2,0.3,0.0,3.5
14,2016-01-15,5.0,9.8,-0.9,0.0,2.2
15,2016-01-16,9.0,,,0.0,2.4
16,2016-01-17,9.8,11.2,7.7,22.0,6.3
17,2016-01-18,6.3,9.6,0.5,7.0,7.0
18,2016-01-19,1.4,2.5,-0.4,0.5,8.9
19,2016-01-20,1.2,5.2,-1.8,0.0,2.8
20,2016-01-21,2.8,7.2,-1.9,0.0,2.1
21,2016-01-22,5.9,9.1,1.0,0.0,3.5
22,2016-01-23,3.2,7.1,-1.8,0.0,5.3
23,2016-01-24,-3.0,-0.4,-4.5,0.0,7.6
24,2016-01-25,2.2,4.2,-1.2,0.0,5.5
25,2016-01-26,6.0,7.8,3.9,0.0,5.5
26,2016-01-27,8.1,10.4,4.9,0.0,2.5
27,2016-01-28,10.3,12.1,8.9,31.0,3.4
28,2016-01-29,10.9,12.3,9.8,49.0,6.6
29,2016-01-30,10.7,12.9,9.1,5.5,5.8
30,2016-01-31,8.3,11.8,4.5,0.5,2.5
31,2016-02-01,6.1,8.2,1.7,0.0,2.7
32,2016-02-02,,,,,
33,2016-02-03,4.3,9.1,-0.6,0.0,2.3
34,2016-02-04,4.4,9.7,-0.3,0.0,2.4
35,2016-02-05,4.6,10.2,0.4,0.0,2.2
36,2016-02-06,4.6,7.0,1.9,0.0,2.9
37,2016-02-07,3.8,7.4,0.3,5.5,2.6
38,2016-02-08,7.0,10.8,-0.6,0.0,4.7
39,2016-02-09,8.0,11.2,2.0,0.0,5.0
40,2016-02-10,6.5,12.0,0.4,0.0,2.3
41,2016-02-11,10.5,14.4,2.7,0.0,2.4
42,2016-02-12,14.6,17.5,12.5,4.0,3.6
43,2016-02-13,16.0,18.0,14.4,49.5,2.9
44,2016-02-14,8.3,15.7,3.9,0.0,6.8
45,2016-02-15,2.6,4.1,1.5,0.0,6.0
46,2016-02-16,5.0,7.7,2.3,0.0,6.0
47,2016-02-17,4.6,7.8,0.0,0.0,3.4
48,2016-02-18,7.3,11.3,-0.7,0.0,3.4
49,2016-02-19,11.3,13.5,9.5,5.0,3.4
50,2016-02-20,9.2,12.1,5.9,16.5,3.5
51,2016-02-21,4.9,8.0,1.1,1.5,3.1
52,2016-02-22,6.3,9.2,1.1,0.0,1.9
53,2016-02-23,8.4,13.1,5.6,2.5,2.1
54,2016-02-24,7.1,9.8,5.3,0.0,4.3
55,2016-02-25,4.2,6.9,-0.6,0.0,3.5
56,2016-02-26,6.1,10.8,-1.2,0.0,3.3
57,2016-02-27,11.1,14.5,8.4,2.5,5.1
58,2016-02-28,13.4,16.4,9.5,1.0,5.0
59,2016-02-29,4.6,11.8,1.0,0.0,6.9
60,2016-03-01,2.6,5.8,0.0,0.0,2.8
61,2016-03-02,6.9,11.3,0.3,0.0,2.9
62,2016-03-03,12.4,16.1,8.8,0.0,3.7
63,2016-03-04,14.6,18.2,11.1,0.0,2.2
64,2016-03-05,16.1,20.6,9.8,0.0,3.0
65,2016-03-06,15.5,17.2,14.3,33.5,2.4
66,2016-03-07,13.9,15.5,10.7,0.0,2.9
67,2016-03-08,12.3,15.8,9.6,0.0,4.0
68,2016-03-09,9.9,11.7,8.8,39.0,7.7
69,2016-03-10,9.2,11.0,7.8,0.0,4.1
70,2016-03-11,6.0,8.5,2.8,0.0,3.7
71,2016-03-12,6.2,10.1,0.4,0.0,2.7
72,2016-03-13,8.3,10.1,6.7,6.0,3.1
73,2016-03-14,9.8,12.8,7.3,2.5,5.5
74,2016-03-15,9.3,12.6,5.6,0.0,3.2
75,2016-03-16,9.8,15.8,4.9,0.0,2.5
76,2016-03-17,11.5,16.8,4.3,0.0,1.8
77,2016-03-18,14.6,16.2,13.1,5.5,2.3
78,2016-03-19,14.1,16.9,12.1,0.5,4.8
79,2016-03-20,11.6,13.8,10.1,0.0,6.6
80,2016-03-21,10.5,12.6,8.3,0.0,5.7
81,2016-03-22,10.6,16.7,3.2,0.0,3.6
82,2016-03-23,12.4,15.8,7.8,0.0,3.4
83,2016-03-24,9.8,12.1,8.2,2.5,7.3
84,2016-03-25,9.5,11.8,8.4,0.0,6.6
85,2016-03-26,10.0,13.5,5.6,0.0,3.2
86,2016-03-27,8.8,12.7,5.4,0.5,3.2
87,2016-03-28,11.1,16.2,3.8,0.0,3.3
88,2016-03-29,14.5,17.1,9.8,0.0,3.9
89,2016-03-30,16.2,19.3,14.7,0.0,3.7
90,2016-03-31,14.3,16.1,12.0,5.5,2.4
91,2016-04-01,15.2,17.8,13.6,0.0,4.7
92,2016-04-02,15.4,19.3,13.0,0.0,2.0
93,2016-04-03,16.1,19.4,13.8,12.5,1.5
94,2016-04-04,14.0,15.6,12.7,14.5,5.1
95,2016-04-05,13.5,18.1,9.2,0.0,2.1
96,2016-04-06,13.9,17.1,10.4,13.0,2.6
97,2016-04-07,16.6,20.0,12.7,56.5,5.8
98,2016-04-08,14.4,18.2,11.1,0.0,1.5
99,2016-04-09,16.1,21.9,11.9,0.0,1.9
