Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,-8.3,-0.6,-14.5,0.0,6.8,4,1
1,2016-01-02,-7.8,-1.3,-13.6,0.5,1.5,5,3
2,2016-01-03,-6.8,2.5,-14.6,0.0,7.0,4,0
3,2016-01-04,-8.7,0.9,-15.3,0.0,4.5,4,0
4,2016-01-05,-10.6,-1.2,-18.0,0.0,5.4,4,0
5,2016-01-06,-8.9,0.1,-18.3,0.0,7.7,4,0
6,2016-01-07,-9.1,-1.0,-15.6,0.0,5.8,4,0
7,2016-01-08,-9.4,1.1,-17.9,0.0,8.5,4,1
8,2016-01-09,-10.1,-0.3,-17.1,0.0,8.2,4,0
9,2016-01-10,-9.6,1.4,-17.1,0.0,6.9,4,1
10,2016-01-11,-9.8,-4.2,-17.5,0.0,5.3,3,2
11,2016-01-12,-12.2,-3.0,-19.6,0.0,7.2,3,0
12,2016-01-13,-11.2,-1.7,-19.4,0.0,8.5,3,0
13,2016-01-14,-5.3,-1.4,-11.6,3.5,5.0,15,16
14,2016-01-15,-9.9,-4.3,-17.6,0.0,1.8,12,0
15,2016-01-16,-12.7,-3.2,-20.3,0.0,6.9,10,0
16,2016-01-17,-12.5,-2.6,-21.1,0.0,7.8,9,1
17,2016-01-18,-9.8,-2.1,-20.8,0.0,0.6,9,3
18,2016-01-19,-1.4,-0.7,-3.1,6.5,0.0,37,32
19,2016-01-20,-1.1,0.3,-2.8,2.0,0.7,31,6
20,2016-01-21,-3.3,-2.2,-4.7,0.0,1.9,29,2
21,2016-01-22,-2.6,0.8,-10.0,0.0,5.0,24,0
22,2016-01-23,-2.9,-0.6,-9.2,0.5,3.5,29,8
23,2016-01-24,-9.3,-3.6,-17.1,0.0,4.0,28,3
24,2016-01-25,-11.8,-6.2,-21.6,0.0,9.2,25,0
25,2016-01-26,-12.6,1.3,-24.4,0.0,9.1,23,1
26,2016-01-27,-9.7,0.8,-17.9,0.0,5.4,23,1
27,2016-01-28,-11.3,-0.4,-22.0,0.0,5.4,22,0
28,2016-01-29,-13.2,-5.1,-21.9,0.0,7.8,22,1
29,2016-01-30,-13.7,-4.4,-21.7,0.0,6.3,22,1
30,2016-01-31,-12.5,-4.3,-21.8,0.0,7.9,22,1
31,2016-02-01,-15.7,-6.0,-24.7,0.0,7.0,21,0
32,2016-02-02,-13.3,-3.4,-25.3,0.0,8.5,21,0
33,2016-02-03,-11.7,-4.5,-18.8,0.0,9.2,21,0
34,2016-02-04,-10.4,0.1,-23.1,0.0,8.1,21,1
35,2016-02-05,-6.0,1.6,-16.4,0.0,7.8,22,1
36,2016-02-06,-10.3,-0.6,-18.0,0.0,9.0,19,0
37,2016-02-07,-13.6,-3.6,-23.4,0.0,8.5,19,1
38,2016-02-08,-8.5,-4.1,-16.9,0.0,9.6,19,1
39,2016-02-09,-1.7,1.4,-7.6,4.0,0.0,22,3
40,2016-02-10,-1.6,0.2,-4.3,0.0,5.7,21,0
41,2016-02-11,-3.8,-1.2,-7.8,0.0,6.2,21,0
42,2016-02-12,-5.8,0.2,-15.6,0.0,5.1,20,2
43,2016-02-13,1.2,5.5,-2.1,0.0,2.9,20,0
44,2016-02-14,-0.4,2.7,-1.8,8.5,0.0,18,0
45,2016-02-15,-5.9,-0.5,-10.6,0.0,8.1,15,0
46,2016-02-16,-9.8,-2.5,-18.4,0.0,10.0,13,0
47,2016-02-17,-8.3,0.0,-17.4,0.0,9.7,15,3
