Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed
0,2016-01-01,3.1,11.3,-2.5,0.0,6.1,0.7
1,2016-01-02,6.1,13.3,-0.6,0.0,0.9,0.6
2,2016-01-03,8.9,16.7,5.0,0.0,2.8,0.6
3,2016-01-04,8.3,16.6,3.0,0.0,5.2,1.0
4,2016-01-05,5.8,11.2,2.5,0.5,0.0,0.6
5,2016-01-06,6.0,10.6,2.1,0.0,0.3,0.5
6,2016-01-07,5.3,11.0,1.3,0.0,6.8,1.4
7,2016-01-08,4.9,7.3,2.2,0.0,0.3,1.7
8,2016-01-09,3.0,9.0,-1.4,0.0,3.6,1.0
9,2016-01-10,3.5,11.9,-2.2,0.0,8.2,1.1
10,2016-01-11,4.9,12.1,-0.8,0.0,4.2,0.7
11,2016-01-12,5.3,11.2,-0.2,0.0,4.3,0.8
12,2016-01-13,2.2,5.8,-1.7,0.0,1.9,1.5
13,2016-01-14,2.2,8.3,-2.8,0.0,4.8,1.2
14,2016-01-15,2.7,10.0,-1.7,0.0,6.9,0.9
15,2016-01-16,2.3,10.0,-3.6,0.0,9.1,0.7
16,2016-01-17,3.2,7.1,-1.0,21.0,0.0,1.7
17,2016-01-18,5.2,10.3,-1.2,9.5,4.4,2.8
18,2016-01-19,-0.2,2.0,-1.8,0.5,4.1,3.8
19,2016-01-20,0.7,5.6,-2.9,0.0,7.8,2.0
20,2016-01-21,1.7,7.6,-3.9,0.0,3.1,0.8
21,2016-01-22,4.2,9.5,-0.9,0.0,4.5,1.1
22,2016-01-23,2.5,7.1,-0.8,0.0,1.3,1.2
23,2016-01-24,-3.2,0.4,-5.8,0.0,5.9,3.1
24,2016-01-25,-0.9,3.0,-5.6,0.0,4.0,1.1
25,2016-01-26,2.2,4.9,-0.9,0.0,0.0,0.7
26,2016-01-27,4.1,9.9,-0.2,0.0,1.5,1.0
27,2016-01-28,4.9,7.7,-0.1,5.5,0.0,0.4
28,2016-01-29,8.0,9.2,6.9,41.5,0.0,0.9
29,2016-01-30,8.0,11.3,3.0,1.5,1.0,1.6
30,2016-01-31,5.2,12.0,0.7,0.0,3.1,0.9
31,2016-02-01,4.6,9.0,1.7,0.0,0.5,0.9
32,2016-02-02,3.6,9.2,-1.0,0.0,2.4,0.9
33,2016-02-03,3.1,7.3,-0.3,0.0,1.5,0.6
34,2016-02-04,2.8,10.0,-3.3,0.0,7.6,1.2
35,2016-02-05,3.1,10.6,-1.8,0.0,5.6,0.9
36,2016-02-06,1.7,8.1,-2.2,0.0,3.3,1.1
37,2016-02-07,1.4,8.1,-3.1,0.0,5.9,1.0
38,2016-02-08,3.7,8.9,-2.1,0.0,5.9,1.9
39,2016-02-09,5.0,9.6,-1.4,0.0,8.9,2.7
40,2016-02-10,3.5,12.9,-3.8,0.0,10.1,0.8
41,2016-02-11,4.9,15.2,-2.7,0.0,9.9,0.8
42,2016-02-12,8.3,14.3,0.9,0.0,0.1,0.9
43,2016-02-13,11.6,13.8,9.1,70.5,0.0,0.9
44,2016-02-14,10.8,15.2,6.3,3.5,0.0,2.9
45,2016-02-15,2.8,6.5,-1.3,0.0,6.2,2.8
46,2016-02-16,2.2,6.0,-2.1,0.0,4.5,1.6
47,2016-02-17,3.5,8.0,-1.8,0.0,7.4,1.6
48,2016-02-18,2.7,10.8,-4.2,0.0,9.7,0.9
49,2016-02-19,5.8,13.1,-1.8,0.0,4.2,1.0
50,2016-02-20,6.9,7.9,5.9,29.5,0.0,1.0
51,2016-02-21,5.5,9.7,0.7,0.0,10.1,2.0
52,2016-02-22,4.2,9.7,-1.6,0.0,0.6,1.0
53,2016-02-23,5.1,10.6,1.0,1.0,1.4,0.6
54,2016-02-24,3.0,6.7,-0.3,1.5,0.9,1.4
55,2016-02-25,2.9,7.9,-1.9,0.0,4.4,1.6
56,2016-02-26,2.5,9.6,-3.7,0.0,7.4,1.1
57,2016-02-27,4.5,13.0,-1.3,0.5,2.4,0.9
58,2016-02-28,8.5,16.5,3.4,0.0,4.9,0.9
59,2016-02-29,5.0,11.8,-1.4,1.0,1.1,2.5
60,2016-03-01,1.0,5.6,-2.3,0.0,4.2,1.3
61,2016-03-02,3.5,12.4,-3.1,0.0,10.0,1.0
62,2016-03-03,6.7,16.2,-2.1,0.0,10.7,1.0
63,2016-03-04,10.0,16.4,4.0,0.0,1.3,0.7
64,2016-03-05,13.0,20.5,6.1,0.0,1.3,1.1
65,2016-03-06,14.9,18.7,11.4,1.0,0.2,1.1
66,2016-03-07,15.6,23.4,11.0,0.0,7.7,1.1
67,2016-03-08,12.7,18.2,10.1,0.0,1.3,1.0
68,2016-03-09,8.7,12.1,4.9,41.5,0.0,2.0
69,2016-03-10,7.0,11.0,3.4,0.0,1.0,1.0
70,2016-03-11,5.4,9.8,1.2,0.0,3.9,1.2
71,2016-03-12,4.4,11.2,-1.6,0.0,6.3,0.9
72,2016-03-13,6.2,11.4,1.2,2.5,0.5,0.9
73,2016-03-14,7.5,12.6,3.0,4.5,3.9,1.6
74,2016-03-15,5.9,13.5,-1.0,0.0,11.1,1.1
75,2016-03-16,8.2,16.9,2.7,0.0,7.7,1.0
76,2016-03-17,10.5,20.1,1.0,0.0,10.7,0.9
77,2016-03-18,11.0,13.9,8.3,42.5,0.0,0.7
78,2016-03-19,13.2,19.1,6.7,2.5,2.6,1.0
79,2016-03-20,9.0,16.2,2.0,0.0,9.5,1.3
80,2016-03-21,7.3,14.6,0.4,0.0,11.4,1.2
81,2016-03-22,8.5,18.4,0.0,0.0,11.4,1.2
82,2016-03-23,10.8,18.8,2.5,0.0,9.3,1.5
83,2016-03-24,9.2,14.2,4.7,0.0,7.4,2.6
84,2016-03-25,5.9,12.4,-0.6,0.0,7.8,1.3
85,2016-03-26,6.9,14.3,-0.9,0.0,11.5,1.2
86,2016-03-27,8.4,14.3,3.2,0.0,9.8,1.7
87,2016-03-28,8.2,16.8,1.4,0.0,7.2,1.4
88,2016-03-29,9.1,17.5,1.0,0.0,4.5,1.3
89,2016-03-30,11.9,19.0,6.0,0.0,3.4,1.1
90,2016-03-31,12.6,19.6,5.5,3.5,3.3,0.8
91,2016-04-01,14.1,17.6,11.4,20.5,0.4,1.5
92,2016-04-02,15.3,21.6,9.4,0.0,6.4,1.2
93,2016-04-03,15.4,20.5,12.2,5.0,0.1,0.8
94,2016-04-04,16.1,20.2,13.7,13.5,0.2,0.9
95,2016-04-05,13.5,18.8,8.1,0.0,8.7,1.1
96,2016-04-06,13.4,21.8,5.5,6.0,7.3,1.0
97,2016-04-07,14.9,20.0,10.7,96.0,0.0,1.6
98,2016-04-08,13.7,20.3,9.6,0.0,4.5,0.7
99,2016-04-09,14.9,22.6,8.8,0.0,7.7,0.8
100,2016-04-10,15.2,22.4,10.9,0.0,1.2,0.8
101,2016-04-11,12.7,17.6,8.3,0.0,6.9,1.7
102,2016-04-12,11.2,18.7,4.2,0.0,9.5,1.7
103,2016-04-13,14.1,19.5,9.2,32.5,2.3,1.0
104,2016-04-14,17.8,25.7,10.9,0.0,10.7,1.5
105,2016-04-15,14.2,22.5,8.0,0.0,11.8,1.4
106,2016-04-16,15.2,23.2,6.3,2.5,9.0,1.6
107,2016-04-17,17.4,22.1,12.0,50.0,10.6,3.6
108,2016-04-18,13.1,17.6,6.3,0.0,0.0,1.2
109,2016-04-19,12.8,21.9,4.6,0.0,11.8,1.4
110,2016-04-20,14.7,23.0,5.2,0.0,10.4,1.4
111,2016-04-21,14.7,17.5,13.2,79.5,0.0,1.0
112,2016-04-22,18.1,24.8,12.6,0.0,11.1,1.2
113,2016-04-23,14.9,21.5,10.2,1.0,2.6,0.7
114,2016-04-24,15.5,22.2,10.2,0.0,3.4,0.9
115,2016-04-25,14.5,23.2,7.7,0.0,3.8,0.9
116,2016-04-26,17.7,26.4,8.1,0.0,11.4,1.1
117,2016-04-27,16.7,17.9,15.9,35.5,0.0,1.1
118,2016-04-28,16.6,21.5,12.3,11.5,3.6,1.9
119,2016-04-29,13.7,21.5,6.7,0.0,12.0,1.3
120,2016-04-30,14.3,23.6,5.4,0.0,12.6,1.4
121,2016-05-01,17.4,27.3,8.4,0.0,12.6,1.4
122,2016-05-02,18.5,27.0,10.5,0.0,12.3,1.3
123,2016-05-03,17.1,20.1,13.1,42.0,0.0,2.0
124,2016-05-04,17.9,24.9,9.1,0.0,12.6,3.0
125,2016-05-05,18.6,27.2,11.2,0.0,10.2,1.5
126,2016-05-06,15.0,16.3,14.0,17.0,0.0,0.7
127,2016-05-07,17.4,23.9,12.1,0.5,4.8,1.1
128,2016-05-08,17.7,24.2,10.1,0.0,8.7,1.3
129,2016-05-09,15.1,16.3,13.6,39.0,0.0,0.9
130,2016-05-10,17.9,21.1,15.4,33.5,0.0,0.9
131,2016-05-11,16.4,20.7,10.1,0.5,6.1,1.7
132,2016-05-12,16.1,26.1,7.6,0.0,10.3,1.0
133,2016-05-13,19.3,26.5,13.7,0.0,7.7,1.2
134,2016-05-14,19.9,27.8,12.8,0.0,12.3,1.0
135,2016-05-15,20.2,24.7,16.1,1.5,0.4,1.1
136,2016-05-16,17.4,23.5,10.3,34.0,0.0,1.4
137,2016-05-17,15.8,24.9,7.9,0.0,11.8,0.9
138,2016-05-18,18.4,28.0,10.0,0.0,13.3,1.1
139,2016-05-19,19.1,27.8,11.2,0.0,11.2,0.9
140,2016-05-20,20.0,28.2,13.0,0.0,12.6,1.1
141,2016-05-21,20.6,29.5,13.1,0.0,12.7,0.9
142,2016-05-22,21.2,29.2,13.7,0.0,12.3,1.3
143,2016-05-23,21.4,29.4,15.0,0.0,12.3,1.2
144,2016-05-24,20.4,26.6,13.7,6.5,3.7,1.5
145,2016-05-25,20.0,20.9,19.1,32.0,0.0,0.6
146,2016-05-26,21.8,25.1,19.6,2.5,0.4,0.7
147,2016-05-27,22.7,28.7,18.6,0.0,4.9,1.0
148,2016-05-28,20.3,23.2,18.6,1.5,0.9,0.9
149,2016-05-29,18.7,19.4,17.7,19.5,0.0,0.4
150,2016-05-30,21.9,27.8,18.0,0.0,9.7,1.0
151,2016-05-31,21.5,29.9,15.9,0.0,7.6,1.3
152,2016-06-01,20.6,26.6,16.4,0.0,7.2,1.3
153,2016-06-02,19.0,25.8,12.4,0.0,13.3,1.3
154,2016-06-03,19.7,28.1,11.8,0.0,11.6,1.0
155,2016-06-04,17.9,22.8,15.8,19.0,0.0,1.1
156,2016-06-05,18.3,20.8,16.5,11.0,0.0,1.3
157,2016-06-06,21.6,25.6,18.5,0.0,0.4,1.0
158,2016-06-07,20.7,24.3,18.8,12.5,2.2,1.2
159,2016-06-08,22.0,26.5,18.8,0.0,0.3,0.9
160,2016-06-09,22.0,25.9,19.7,19.0,2.2,0.8
161,2016-06-10,24.0,30.7,18.5,0.0,11.5,1.1
162,2016-06-11,23.8,28.9,19.8,0.0,2.2,1.1
163,2016-06-12,22.2,24.3,20.6,14.5,0.0,1.2
164,2016-06-13,22.5,27.2,19.9,0.5,2.0,0.8
165,2016-06-14,23.8,30.0,18.3,0.0,11.6,0.9
166,2016-06-15,24.4,27.9,22.0,0.0,0.5,1.2
167,2016-06-16,22.1,24.3,19.6,7.0,0.0,0.9
168,2016-06-17,22.7,27.3,17.8,0.0,8.6,1.6
169,2016-06-18,23.0,29.9,15.7,0.0,12.2,1.0
170,2016-06-19,22.5,25.0,20.7,73.5,0.0,1.1
171,2016-06-20,22.8,24.8,21.4,54.0,0.0,0.9
172,2016-06-21,22.9,26.8,20.8,53.0,1.0,0.9
173,2016-06-22,22.0,23.7,20.9,86.5,0.0,0.6
174,2016-06-23,25.6,30.5,22.3,73.5,6.7,1.3
175,2016-06-24,23.6,25.9,22.0,23.0,0.0,1.3
176,2016-06-25,21.8,24.9,18.2,0.5,0.0,1.9
177,2016-06-26,21.5,27.8,16.1,0.0,9.1,1.5
178,2016-06-27,19.7,25.2,15.8,34.0,3.5,0.8
179,2016-06-28,20.5,23.5,18.3,6.5,0.0,0.8
180,2016-06-29,21.4,22.8,20.1,57.5,0.0,0.7
181,2016-06-30,23.5,27.0,21.6,0.0,1.3,1.0
182,2016-07-01,25.5,32.1,21.7,0.0,6.2,1.2
183,2016-07-02,25.8,29.0,23.8,0.0,0.4,1.7
184,2016-07-03,27.2,33.9,22.8,3.0,8.2,1.7
185,2016-07-04,27.9,34.0,23.7,0.0,7.5,1.2
186,2016-07-05,27.8,33.4,24.0,0.0,6.4,1.3
187,2016-07-06,27.9,33.0,25.1,0.0,6.8,1.6
188,2016-07-07,26.9,32.4,23.8,0.0,4.3,1.0
189,2016-07-08,22.8,24.0,21.7,78.0,0.0,0.7
190,2016-07-09,24.4,29.5,21.4,28.0,1.0,0.9
191,2016-07-10,26.5,31.3,24.0,0.0,3.0,1.0
192,2016-07-11,25.2,27.4,24.0,8.0,0.0,0.8
193,2016-07-12,26.0,30.6,23.9,3.5,1.7,1.0
194,2016-07-13,24.5,25.4,23.8,119.0,0.0,1.1
195,2016-07-14,26.6,32.4,23.7,0.5,7.0,1.8
196,2016-07-15,23.9,27.4,19.7,0.0,4.3,1.5
197,2016-07-16,23.4,27.6,18.2,0.0,1.9,0.8
198,2016-07-17,26.3,31.8,22.6,3.5,7.4,1.2
199,2016-07-18,26.0,32.5,19.8,0.0,11.7,1.1
200,2016-07-19,26.9,33.4,21.4,0.0,11.8,1.0
201,2016-07-20,26.6,33.2,22.8,0.0,7.6,1.0
202,2016-07-21,26.5,32.9,22.0,0.0,12.0,1.0
203,2016-07-22,25.5,31.9,19.8,0.0,11.7,0.9
204,2016-07-23,26.6,33.0,21.9,0.0,9.0,1.1
205,2016-07-24,26.3,30.9,22.2,0.0,1.9,1.1
