,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,-0.8,1.8,-5.6,1.5,2.7
1,2016-01-02,0.7,4.9,-3.6,8.0,2.2
2,2016-01-03,2.6,4.6,-0.2,1.0,1.9
3,2016-01-04,-0.1,2.7,-3.6,2.5,1.6
4,2016-01-05,-0.3,1.2,-1.7,0.0,5.9
5,2016-01-06,-0.1,2.5,-1.6,0.0,3.8
6,2016-01-07,-0.8,0.9,-2.1,1.0,4.5
7,2016-01-08,0.0,2.0,-1.9,0.0,4.3
8,2016-01-09,-0.9,0.5,-2.7,0.0,3.6
9,2016-01-10,-1.6,1.3,-3.7,6.0,4.9
10,2016-01-11,-3.4,-1.2,-4.8,0.5,5.5
11,2016-01-12,-3.2,-1.1,-5.4,0.0,4.8
12,2016-01-13,-2.2,0.3,-6.3,1.0,2.4
13,2016-01-14,-2.0,1.1,-4.7,0.0,4.1
14,2016-01-15,-3.4,0.8,-6.8,0.0,2.7
15,2016-01-16,-3.4,-0.6,-6.2,3.0,3.3
16,2016-01-17,-2.4,0.6,-8.1,0.0,3.5
17,2016-01-18,-0.5,1.9,-8.4,7.0,3.7
18,2016-01-19,-0.1,2.9,-3.5,7.5,2.0
19,2016-01-20,-0.9,3.5,-4.8,2.0,1.9
20,2016-01-21,-1.2,0.8,-3.7,0.5,4.9
21,2016-01-22,-3.0,-1.2,-5.3,0.0,3.6
22,2016-01-23,-3.3,-0.6,-6.3,0.5,2.9
23,2016-01-24,-3.6,0.2,-7.5,0.0,2.3
24,2016-01-25,-2.8,-1.6,-3.9,0.5,4.2
25,2016-01-26,0.2,3.1,-3.0,2.5,2.2
26,2016-01-27,0.9,2.8,-1.2,4.5,4.3
27,2016-01-28,-0.5,2.2,-5.1,0.0,3.5
28,2016-01-29,-3.1,0.5,-7.4,0.0,1.0
29,2016-01-30,-1.9,1.4,-4.5,0.0,2.3
30,2016-01-31,-2.2,-0.8,-3.1,0.0,4.8
31,2016-02-01,-4.0,-2.4,-5.0,0.5,2.8
32,2016-02-02,-3.2,-1.5,-4.7,0.5,3.5
33,2016-02-03,-2.2,0.3,-4.1,0.0,2.5
34,2016-02-04,-1.2,2.7,-5.0,3.0,1.6
35,2016-02-05,-0.1,2.3,-2.2,0.0,3.7
36,2016-02-06,-2.4,0.4,-6.8,0.0,3.2
37,2016-02-07,-4.3,-1.4,-9.5,1.0,3.1
38,2016-02-08,-1.6,0.9,-4.6,2.0,1.6
39,2016-02-09,-1.1,1.1,-6.1,6.5,2.0
40,2016-02-10,-2.2,-0.6,-3.9,0.0,4.5
41,2016-02-11,-1.4,2.8,-6.9,0.0,1.9
42,2016-02-12,-2.1,6.4,-10.6,0.0,0.6
43,2016-02-13,1.1,3.5,-2.1,15.0,0.6
44,2016-02-14,4.2,11.4,1.0,25.5,4.4
45,2016-02-15,-2.9,1.0,-5.8,0.5,6.2
46,2016-02-16,-3.0,-1.6,-5.2,6.0,3.1
47,2016-02-17,-2.4,-0.5,-3.5,3.0,4.3
48,2016-02-18,0.7,3.7,-3.4,31.0,3.0
49,2016-02-19,2.0,5.0,-0.1,26.5,3.0
50,2016-02-20,2.0,4.5,-1.8,9.5,2.1
51,2016-02-21,1.3,4.5,-1.6,4.0,5.8
52,2016-02-22,-1.5,0.5,-4.6,0.0,3.5
53,2016-02-23,-1.2,1.4,-5.0,6.5,1.7
54,2016-02-24,-3.7,0.3,-6.4,0.5,4.4
55,2016-02-25,-3.9,-0.7,-6.4,0.5,2.5
56,2016-02-26,-3.0,-0.4,-5.1,2.0,2.6
57,2016-02-27,-2.6,1.2,-7.4,3.5,2.1
58,2016-02-28,-1.0,3.7,-8.2,0.5,1.3
59,2016-02-29,2.5,6.2,-0.3,14.0,4.8
60,2016-03-01,-2.6,0.0,-4.1,0.0,7.3
61,2016-03-02,-2.2,1.2,-6.4,0.0,3.4
62,2016-03-03,-0.9,5.2,-7.9,5.5,2.9
63,2016-03-04,-0.7,4.9,-6.1,0.0,1.3
64,2016-03-05,1.0,8.2,-7.1,0.0,1.7
65,2016-03-06,4.3,9.9,-1.4,18.5,1.1
66,2016-03-07,5.4,9.5,-0.7,7.0,2.5
67,2016-03-08,3.6,9.9,-1.3,0.0,4.0
68,2016-03-09,0.8,3.7,-2.8,0.0,3.6
69,2016-03-10,-1.2,2.9,-5.0,0.0,2.0
70,2016-03-11,-0.9,2.7,-4.6,0.5,3.3
71,2016-03-12,-1.2,4.3,-5.7,0.0,2.1
72,2016-03-13,-0.1,7.1,-7.7,0.5,1.6
73,2016-03-14,2.1,8.7,-1.2,0.5,1.3
74,2016-03-15,2.2,6.4,-1.7,0.0,3.1
75,2016-03-16,6.3,10.2,2.4,0.0,4.2
76,2016-03-17,8.2,14.5,-0.5,0.0,3.7
77,2016-03-18,8.0,18.6,-1.9,3.0,2.6
78,2016-03-19,7.7,10.4,2.1,11.0,1.8
79,2016-03-20,3.9,8.3,-0.7,2.0,2.1
80,2016-03-21,1.0,6.9,-3.4,1.0,2.7
81,2016-03-22,1.8,7.3,-2.2,18.5,2.1
82,2016-03-23,1.8,5.9,-1.5,1.0,3.3
83,2016-03-24,0.5,5.4,-2.1,1.5,2.0
84,2016-03-25,1.1,6.0,-4.7,1.0,2.3
85,2016-03-26,2.4,8.5,-2.6,0.0,2.3
86,2016-03-27,3.1,11.9,-4.5,0.0,2.0
87,2016-03-28,4.1,11.8,-2.3,0.0,2.3
88,2016-03-29,5.2,14.4,-3.0,0.0,1.4
89,2016-03-30,4.8,16.0,-1.9,18.5,2.1
90,2016-03-31,5.8,10.7,0.4,0.0,3.2
91,2016-04-01,5.3,12.3,-3.2,0.0,3.5
92,2016-04-02,8.6,16.4,2.8,0.0,2.7
93,2016-04-03,6.7,9.5,4.7,28.5,1.2
94,2016-04-04,3.9,8.6,-1.3,16.5,1.8
95,2016-04-05,5.7,13.0,-0.7,0.0,2.9
96,2016-04-06,6.6,11.7,-1.2,0.0,4.1
97,2016-04-07,5.4,10.8,-1.9,17.0,1.5
98,2016-04-08,8.0,11.4,1.6,4.0,3.4
99,2016-04-09,6.6,14.4,-0.1,0.5,3.1
100,2016-04-10,5.8,13.3,-0.8,0.0,2.7
101,2016-04-11,1.4,6.7,-2.2,1.5,2.8
102,2016-04-12,3.8,10.2,-3.5,0.5,2.0
103,2016-04-13,8.9,19.0,-0.7,19.0,2.0
104,2016-04-14,12.0,16.8,9.3,9.5,2.2
105,2016-04-15,6.2,9.8,3.1,0.5,6.8
106,2016-04-16,7.7,14.0,0.3,0.0,1.6
107,2016-04-17,9.8,15.4,3.9,13.5,5.0
108,2016-04-18,10.5,11.9,8.1,1.5,6.3
109,2016-04-19,7.4,10.0,5.9,0.0,4.2
110,2016-04-20,8.8,14.7,2.2,0.5,2.9
111,2016-04-21,10.9,17.3,2.0,0.5,2.2
112,2016-04-22,14.2,19.2,8.3,1.0,2.5
113,2016-04-23,11.5,20.7,5.4,0.0,2.9
114,2016-04-24,9.8,16.2,2.7,0.0,2.8
