,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed
0,2016-01-01,-4.8,0.5,-12.1,0.0,4.3,9,0,1.2
1,2016-01-02,0.1,4.4,-5.5,12.5,0.0,11,4,1.3
2,2016-01-03,-0.6,2.7,-7.9,0.0,1.3,11,1,1.9
3,2016-01-04,-4.5,0.3,-10.8,0.0,0.7,10,0,1.0
4,2016-01-05,-4.3,-1.4,-9.4,0.0,3.4,11,3,2.6
5,2016-01-06,-3.0,-0.2,-9.3,1.0,2.4,15,6,2.3
6,2016-01-07,-2.8,-1.4,-5.6,0.0,2.8,14,3,2.1
7,2016-01-08,-1.9,-0.3,-5.5,0.0,3.2,13,6,1.9
8,2016-01-09,-4.3,-1.7,-10.5,0.0,4.2,12,0,1.8
9,2016-01-10,-4.4,0.2,-8.5,0.0,2.2,14,3,2.1
10,2016-01-11,-7.4,-5.1,-13.7,0.0,4.6,13,3,2.1
11,2016-01-12,-6.1,-3.7,-9.2,0.0,2.7,13,5,1.7
12,2016-01-13,-7.2,-0.9,-13.7,0.0,3.1,13,3,0.9
13,2016-01-14,-4.6,1.0,-10.0,3.0,3.9,19,7,1.6
14,2016-01-15,-5.9,-1.3,-8.7,3.5,0.6,26,8,0.4
15,2016-01-16,-9.8,-2.5,-17.6,0.0,2.2,25,5,0.6
16,2016-01-17,-12.4,-1.4,-19.9,0.0,4.6,21,1,0.5
17,2016-01-18,-7.2,-2.6,-16.8,9.5,0.0,40,22,2.6
18,2016-01-19,-1.5,1.8,-6.1,7.5,0.0,51,11,2.1
19,2016-01-20,-1.4,3.6,-8.1,0.0,1.5,43,0,1.2
20,2016-01-21,-7.2,0.7,-15.5,0.0,5.1,40,2,0.9
21,2016-01-22,-8.6,0.0,-19.6,0.0,5.1,37,1,0.8
22,2016-01-23,-7.6,-1.3,-12.8,0.0,3.7,36,2,0.9
23,2016-01-24,-5.9,-0.1,-12.4,0.0,0.6,35,0,0.6
24,2016-01-25,-8.2,-2.6,-16.9,0.0,5.1,34,1,1.0
25,2016-01-26,-1.8,0.5,-5.8,0.0,0.0,33,1,1.4
26,2016-01-27,-1.3,0.7,-2.9,1.5,3.7,37,7,2.4
27,2016-01-28,-3.9,0.2,-10.3,0.0,4.3,35,1,3.0
28,2016-01-29,-8.2,-3.3,-16.4,0.0,6.0,33,1,1.5
29,2016-01-30,-9.5,-3.3,-13.9,0.0,2.5,33,2,0.7
30,2016-01-31,-7.6,-3.9,-16.3,0.0,6.0,33,2,1.5
31,2016-02-01,-9.1,-3.6,-17.6,0.0,6.4,34,4,1.3
32,2016-02-02,-10.4,-2.7,-20.2,0.0,4.2,33,2,1.3
33,2016-02-03,-10.6,-1.5,-19.8,0.0,4.9,33,2,0.9
34,2016-02-04,-6.1,1.1,-16.7,0.0,2.8,33,0,0.6
35,2016-02-05,-1.9,0.0,-4.0,3.0,5.2,38,5,2.8
36,2016-02-06,-6.5,-1.6,-13.3,0.0,0.5,37,1,1.4
