Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed
0,2016-01-01,6.9,11.5,2.7,0.0,7.7,1.8
1,2016-01-02,10.0,13.5,4.1,0.0,5.2,1.6
2,2016-01-03,9.5,13.4,6.3,0.0,6.9,1.4
3,2016-01-04,11.3,15.7,6.9,0.0,8.0,1.9
4,2016-01-05,8.4,11.9,5.3,0.0,0.2,1.6
5,2016-01-06,8.7,11.3,5.7,0.0,1.2,1.5
6,2016-01-07,8.3,12.0,5.5,0.0,6.0,2.6
7,2016-01-08,6.8,10.5,4.5,0.5,0.8,2.4
8,2016-01-09,6.5,10.0,2.2,0.0,7.9,2.1
9,2016-01-10,7.3,11.5,3.4,0.0,6.2,2.4
10,2016-01-11,7.6,10.4,3.9,0.0,2.8,1.8
11,2016-01-12,6.9,10.4,4.2,0.0,3.3,1.4
12,2016-01-13,5.8,9.4,2.4,0.0,4.2,2.5
13,2016-01-14,5.0,8.4,1.3,0.0,4.2,2.7
14,2016-01-15,4.3,8.2,0.7,0.0,6.0,1.7
15,2016-01-16,4.7,9.9,-0.8,0.0,9.4,1.4
16,2016-01-17,6.0,9.4,2.2,1.5,0.2,3.4
17,2016-01-18,7.2,11.8,3.2,3.0,2.7,3.9
18,2016-01-19,1.9,4.2,-0.1,0.0,6.1,4.8
19,2016-01-20,3.8,8.7,-0.2,0.0,5.5,3.3
20,2016-01-21,4.4,7.6,1.4,0.0,1.3,1.4
21,2016-01-22,5.8,8.7,3.5,0.0,5.5,2.8
22,2016-01-23,4.3,8.0,1.4,0.0,2.9,2.6
23,2016-01-24,-1.8,1.4,-3.5,0.0,4.1,3.8
24,2016-01-25,1.0,5.3,-3.1,0.0,7.7,2.6
25,2016-01-26,4.3,7.8,-1.5,0.0,1.3,2.1
26,2016-01-27,7.4,10.5,3.5,0.0,3.4,2.0
27,2016-01-28,6.5,8.9,2.4,1.5,2.4,1.7
28,2016-01-29,8.0,8.6,7.0,24.5,0.0,1.7
