Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall
0,2016-01-01,1.7,4.0,-0.3,3.5,0.4,41,4
1,2016-01-02,4.6,6.3,0.8,1.0,0.2,38,0
2,2016-01-03,3.9,6.3,2.6,0.0,0.0,25,0
3,2016-01-04,0.6,3.3,-2.0,8.0,0.0,27,12
4,2016-01-05,-0.6,0.7,-2.0,5.5,0.7,32,6
5,2016-01-06,0.8,2.3,-0.9,0.0,1.1,30,1
6,2016-01-07,-0.2,1.5,-1.5,1.5,0.5,29,3
7,2016-01-08,0.6,2.9,-1.2,4.0,3.6,34,10
8,2016-01-09,-0.5,0.8,-2.0,1.5,1.7,34,3
9,2016-01-10,-1.1,1.5,-4.1,9.5,0.9,41,14
10,2016-01-11,-4.5,-3.1,-5.8,11.5,0.6,53,15
11,2016-01-12,-2.9,-0.8,-4.9,5.0,1.3,56,9
12,2016-01-13,-1.5,1.2,-3.2,2.5,4.1,57,6
13,2016-01-14,-2.1,0.4,-3.6,10.0,0.2,61,12
14,2016-01-15,-1.9,-0.7,-3.0,2.5,1.3,61,4
15,2016-01-16,-2.6,-1.0,-3.7,13.5,0.1,72,16
16,2016-01-17,-2.2,-0.4,-3.8,2.5,0.9,73,5
17,2016-01-18,0.1,1.7,-4.2,24.5,0.0,67,2
18,2016-01-19,0.0,0.7,-0.5,5.5,0.0,58,4
19,2016-01-20,0.1,1.8,-1.9,1.0,0.9,60,4
20,2016-01-21,-0.5,1.5,-2.1,11.5,1.7,68,14
21,2016-01-22,-1.9,-0.5,-3.7,13.5,0.9,87,25
22,2016-01-23,-2.4,-1.0,-4.0,1.5,1.7,86,4
23,2016-01-24,-2.4,1.2,-6.3,2.5,2.6,80,3
24,2016-01-25,-2.1,0.1,-5.2,3.5,2.9,82,7
25,2016-01-26,0.9,2.7,-1.5,6.0,0.6,79,0
26,2016-01-27,1.2,2.9,0.0,0.5,2.8,72,1
27,2016-01-28,0.3,2.5,-1.6,0.5,1.1,65,3
28,2016-01-29,-1.4,-0.6,-2.4,0.0,1.0,64,1
29,2016-01-30,-2.3,-0.7,-3.9,0.5,1.6,63,4
30,2016-01-31,-2.6,-1.2,-4.4,1.0,2.9,66,6
31,2016-02-01,-3.6,-2.9,-4.6,2.5,0.0,71,7
32,2016-02-02,-2.7,-0.5,-3.8,2.5,3.1,74,8
33,2016-02-03,-0.8,1.3,-2.7,1.5,2.2,75,4
34,2016-02-04,0.6,2.5,-0.8,2.5,2.8,73,11
35,2016-02-05,0.6,3.2,-2.1,0.0,3.6,73,1
36,2016-02-06,-2.4,-0.2,-4.8,4.0,2.6,76,12
37,2016-02-07,-2.8,-0.7,-5.1,6.5,2.7,83,10
38,2016-02-08,0.9,2.9,-1.0,1.0,3.5,83,2
39,2016-02-09,2.0,3.7,0.3,2.0,2.7,74,4
40,2016-02-10,-0.4,1.0,-1.4,4.0,0.8,77,6
41,2016-02-11,0.7,3.2,-2.6,0.0,5.2,74,0
42,2016-02-12,0.6,4.4,-4.0,0.0,7.3,71,0
43,2016-02-13,3.9,9.0,0.3,3.5,0.0,70,0
44,2016-02-14,5.9,11.6,0.4,11.0,0.3,62,0
45,2016-02-15,-3.3,1.5,-6.0,1.5,0.6,52,6
46,2016-02-16,-2.7,0.3,-5.9,1.5,2.4,55,4
47,2016-02-17,-2.1,0.3,-4.2,4.5,2.7,60,8
48,2016-02-18,2.5,6.2,-0.9,3.5,4.3,58,0
49,2016-02-19,2.9,7.2,-0.7,3.0,2.0,50,0
50,2016-02-20,2.0,4.1,0.0,7.0,0.0,47,1
51,2016-02-21,1.3,4.7,-1.6,7.5,0.7,46,0
52,2016-02-22,-0.6,1.3,-2.2,0.0,1.7,45,2
53,2016-02-23,1.3,4.7,-2.3,2.5,1.0,45,6
54,2016-02-24,-2.7,0.2,-4.0,2.5,0.3,47,3
55,2016-02-25,-3.1,-0.4,-5.5,2.5,2.0,51,5
56,2016-02-26,-2.4,0.0,-4.3,4.5,2.6,56,10
57,2016-02-27,-1.2,1.2,-3.3,1.0,4.4,54,4
58,2016-02-28,-0.2,2.5,-3.4,0.0,6.1,49,0
59,2016-02-29,3.5,6.8,0.0,0.0,0.0,46,0
60,2016-03-01,-1.1,1.0,-3.7,2.5,4.7,43,4
61,2016-03-02,-0.6,2.1,-3.7,0.5,3.6,44,4
62,2016-03-03,1.2,3.9,-2.3,2.0,1.8,47,7
63,2016-03-04,1.3,4.4,-2.8,0.0,8.0,42,1
64,2016-03-05,0.6,3.7,-4.9,0.0,10.6,39,0
65,2016-03-06,5.3,9.4,3.1,9.0,0.0,36,0
66,2016-03-07,5.3,10.2,0.7,3.0,6.4,27,0
67,2016-03-08,5.5,10.0,1.2,0.0,3.8,19,1
68,2016-03-09,1.2,3.6,-1.8,0.0,4.5,10,3
69,2016-03-10,-0.2,2.6,-2.8,1.0,3.8,12,7
70,2016-03-11,-0.6,2.7,-2.5,1.0,5.4,10,8
71,2016-03-12,0.1,3.4,-2.8,1.0,3.2,12,3
72,2016-03-13,1.6,5.9,-4.6,0.0,7.3,8,0
73,2016-03-14,2.0,8.1,-2.3,0.0,9.1,3,0
74,2016-03-15,3.5,5.6,0.4,0.0,7.5,0,0
75,2016-03-16,7.7,10.7,4.0,0.0,8.9,0,0
76,2016-03-17,9.7,14.4,4.6,0.0,10.7,0,0
77,2016-03-18,8.0,15.3,1.6,0.0,6.0,0,0
78,2016-03-19,8.0,10.6,5.8,8.5,0.0,0,0
79,2016-03-20,4.6,7.9,-1.0,0.0,5.3,0,0
80,2016-03-21,2.1,6.3,-2.4,0.0,4.1,0,0
81,2016-03-22,2.8,6.1,-0.7,2.0,0.3,0,0
82,2016-03-23,3.3,6.6,-0.6,0.0,3.1,0,0
83,2016-03-24,2.7,7.1,-0.6,1.5,9.0,0,0
84,2016-03-25,3.5,7.1,-0.1,1.0,9.6,0,0
85,2016-03-26,4.9,9.6,0.2,0.5,11.6,0,0
86,2016-03-27,6.1,10.9,3.7,0.0,4.3,0,0
87,2016-03-28,5.4,11.1,-1.0,0.5,7.1,0,0
88,2016-03-29,7.0,14.0,-1.3,0.0,9.1,0,0
89,2016-03-30,7.0,12.7,3.2,4.5,2.6,0,0
90,2016-03-31,6.4,11.0,1.1,1.5,11.4,0,0
91,2016-04-01,4.4,8.3,-1.4,0.0,6.5,0,0
92,2016-04-02,6.4,7.4,5.4,0.0,1.5,0,0
93,2016-04-03,7.2,10.5,4.3,13.0,0.0,0,0
94,2016-04-04,4.8,9.6,1.6,2.0,4.6,0,0
95,2016-04-05,7.8,13.7,-0.3,1.5,12.0,0,0
96,2016-04-06,8.0,12.3,2.5,0.0,11.6,0,0
97,2016-04-07,7.1,10.7,0.4,18.0,0.0,0,0
98,2016-04-08,7.6,12.3,2.0,4.0,1.6,0,0
99,2016-04-09,6.7,12.8,-0.1,0.5,7.7,0,0
100,2016-04-10,6.1,9.8,3.5,0.0,6.3,0,0
101,2016-04-11,4.1,7.8,1.9,0.0,5.7,0,0
102,2016-04-12,6.7,10.2,2.9,0.0,7.5,0,0
103,2016-04-13,9.4,15.8,4.3,6.0,4.5,0,0
104,2016-04-14,10.4,13.8,8.4,4.0,0.4,0,0
105,2016-04-15,7.1,9.9,5.6,1.5,6.2,0,0
106,2016-04-16,9.4,14.2,4.8,0.0,5.8,0,0
107,2016-04-17,10.4,12.9,4.5,6.0,0.2,0,0
108,2016-04-18,8.7,10.8,7.1,0.0,0.1,0,0
109,2016-04-19,7.0,9.5,5.7,0.0,1.2,0,0
110,2016-04-20,10.0,14.8,6.0,0.0,6.9,0,0
111,2016-04-21,13.9,19.8,10.3,0.0,4.0,0,0
112,2016-04-22,10.5,13.2,7.8,0.0,5.4,0,0
113,2016-04-23,9.5,13.8,4.6,0.0,1.6,0,0
114,2016-04-24,9.9,17.3,2.3,0.0,12.2,0,0
115,2016-04-25,9.5,17.1,1.2,0.0,12.6,0,0
116,2016-04-26,9.5,14.9,3.4,0.0,5.3,0,0
117,2016-04-27,8.3,12.2,3.9,0.0,10.7,0,0
118,2016-04-28,7.5,9.1,4.3,18.5,0.0,0,0
119,2016-04-29,5.6,9.7,3.5,23.0,0.4,0,0
120,2016-04-30,6.5,9.6,1.6,0.0,12.1,0,0
121,2016-05-01,6.5,11.1,0.2,0.0,9.8,0,0
122,2016-05-02,9.1,13.9,3.1,0.0,5.3,0,0
123,2016-05-03,14.9,23.2,6.8,0.0,9.4,0,0
124,2016-05-04,14.5,19.1,11.0,2.5,1.0,0,0
125,2016-05-05,12.9,16.1,11.2,0.0,1.5,0,0
126,2016-05-06,12.7,16.5,10.3,0.0,3.2,0,0
127,2016-05-07,11.8,13.9,9.9,9.0,2.2,0,0
128,2016-05-08,13.5,18.1,8.7,0.0,13.1,0,0
129,2016-05-09,10.7,18.3,3.6,0.0,11.9,0,0
130,2016-05-10,9.4,12.1,5.4,10.5,1.2,0,0
131,2016-05-11,8.9,10.4,7.9,29.0,0.0,0,0
132,2016-05-12,10.9,14.5,7.5,2.0,5.9,0,0
133,2016-05-13,12.8,23.2,5.5,0.0,12.1,0,0
134,2016-05-14,13.0,16.6,9.3,0.0,11.4,0,0
135,2016-05-15,12.0,14.6,10.2,0.0,11.7,0,0
136,2016-05-16,14.2,18.5,10.1,0.0,10.6,0,0
137,2016-05-17,13.5,19.1,8.4,1.0,8.4,0,0
138,2016-05-18,14.8,21.8,8.3,0.0,13.4,0,0
139,2016-05-19,14.0,19.8,6.7,0.0,11.7,0,0
140,2016-05-20,13.3,18.6,6.7,0.0,12.0,0,0
141,2016-05-21,14.5,20.6,6.6,0.0,11.6,0,0
142,2016-05-22,18.3,26.7,11.7,0.0,11.3,0,0
143,2016-05-23,17.9,24.8,10.5,0.0,12.1,0,0
144,2016-05-24,13.9,17.1,11.5,0.0,4.4,0,0
145,2016-05-25,16.6,19.1,13.1,0.0,0.1,0,0
146,2016-05-26,19.1,24.2,15.3,2.5,7.7,0,0
147,2016-05-27,15.8,20.6,8.3,0.5,10.0,0,0
148,2016-05-28,15.9,21.3,6.9,0.0,13.6,0,0
149,2016-05-29,15.7,21.9,10.6,0.0,9.9,0,0
150,2016-05-30,14.9,18.5,13.6,0.0,0.2,0,0
151,2016-05-31,14.9,20.9,11.7,17.0,3.5,0,0
152,2016-06-01,12.4,15.4,8.5,22.0,3.3,0,0
153,2016-06-02,12.8,16.4,9.5,0.0,5.9,0,0
154,2016-06-03,14.1,17.3,9.0,0.0,3.1,0,0
155,2016-06-04,15.4,19.0,11.8,1.0,2.8,0,0
156,2016-06-05,13.8,19.6,8.3,0.0,8.4,0,0
157,2016-06-06,13.3,22.0,6.7,0.0,8.9,0,0
158,2016-06-07,16.7,23.0,9.4,0.0,12.5,0,0
159,2016-06-08,16.1,20.3,12.1,1.5,0.6,0,0
160,2016-06-09,16.2,17.5,15.3,19.0,0.1,0,0
161,2016-06-10,16.4,19.9,12.7,0.0,10.3,0,0
162,2016-06-11,16.2,20.7,13.4,0.0,9.9,0,0
163,2016-06-12,15.8,18.5,13.9,0.0,0.3,0,0
164,2016-06-13,16.9,19.8,15.3,2.0,0.0,0,0
165,2016-06-14,15.0,16.0,13.9,5.5,0.0,0,0
