,calendar_date,precipitation
0,2016-01-01,0.0
1,2016-01-02,6.0
2,2016-01-03,3.0
3,2016-01-04,0.0
4,2016-01-05,19.0
5,2016-01-06,18.5
6,2016-01-07,0.0
7,2016-01-08,0.0
8,2016-01-09,0.0
9,2016-01-10,0.0
10,2016-01-11,5.0
11,2016-01-12,3.0
12,2016-01-13,0.0
13,2016-01-14,0.0
14,2016-01-15,0.5
15,2016-01-16,0.0
16,2016-01-17,17.0
17,2016-01-18,5.0
18,2016-01-19,24.5
19,2016-01-20,0.5
20,2016-01-21,2.0
21,2016-01-22,0.0
22,2016-01-23,0.0
23,2016-01-24,21.0
24,2016-01-25,1.0
25,2016-01-26,0.5
26,2016-01-27,0.0
27,2016-01-28,3.5
28,2016-01-29,127.5
29,2016-01-30,6.0
30,2016-01-31,0.0
31,2016-02-01,0.0
32,2016-02-02,0.0
33,2016-02-03,0.0
34,2016-02-04,0.0
35,2016-02-05,0.0
36,2016-02-06,0.0
37,2016-02-07,0.0
38,2016-02-08,0.0
39,2016-02-09,0.0
40,2016-02-10,0.0
41,2016-02-11,0.0
42,2016-02-12,6.5
43,2016-02-13,110.0
44,2016-02-14,2.5
45,2016-02-15,0.5
46,2016-02-16,0.5
47,2016-02-17,0.5
48,2016-02-18,0.0
49,2016-02-19,0.5
50,2016-02-20,33.5
51,2016-02-21,0.0
52,2016-02-22,10.0
53,2016-02-23,13.5
54,2016-02-24,0.0
55,2016-02-25,0.0
56,2016-02-26,0.0
57,2016-02-27,0.0
58,2016-02-28,0.0
59,2016-02-29,1.0
60,2016-03-01,0.0
61,2016-03-02,0.0
62,2016-03-03,0.0
63,2016-03-04,0.0
64,2016-03-05,0.0
65,2016-03-06,0.0
66,2016-03-07,0.0
67,2016-03-08,0.0
68,2016-03-09,64.0
69,2016-03-10,0.0
70,2016-03-11,0.0
71,2016-03-12,0.0
72,2016-03-13,10.5
73,2016-03-14,17.0
74,2016-03-15,0.0
75,2016-03-16,2.0
76,2016-03-17,0.0
77,2016-03-18,76.5
78,2016-03-19,2.5
79,2016-03-20,0.0
80,2016-03-21,0.0
81,2016-03-22,0.0
82,2016-03-23,12.5
83,2016-03-24,0.0
84,2016-03-25,0.0
85,2016-03-26,0.0
86,2016-03-27,0.0
87,2016-03-28,0.0
88,2016-03-29,0.0
89,2016-03-30,4.0
90,2016-03-31,43.5
91,2016-04-01,3.0
92,2016-04-02,0.0
93,2016-04-03,3.0
94,2016-04-04,17.5
95,2016-04-05,0.0
96,2016-04-06,2.5
97,2016-04-07,79.0
98,2016-04-08,0.5
99,2016-04-09,0.5
100,2016-04-10,8.5
101,2016-04-11,0.0
102,2016-04-12,0.0
103,2016-04-13,1.0
104,2016-04-14,0.0
105,2016-04-15,0.0
106,2016-04-16,8.0
107,2016-04-17,55.5
108,2016-04-18,2.0
109,2016-04-19,0.0
110,2016-04-20,0.0
111,2016-04-21,134.0
112,2016-04-22,0.0
113,2016-04-23,23.0
114,2016-04-24,39.5
115,2016-04-25,15.0
116,2016-04-26,4.5
117,2016-04-27,35.0
118,2016-04-28,5.5
119,2016-04-29,0.0
120,2016-04-30,0.0
121,2016-05-01,0.0
122,2016-05-02,0.0
123,2016-05-03,76.0
124,2016-05-04,0.5
125,2016-05-05,0.5
126,2016-05-06,41.0
127,2016-05-07,6.0
128,2016-05-08,55.0
129,2016-05-09,100.5
130,2016-05-10,239.5
131,2016-05-11,1.0
132,2016-05-12,0.0
133,2016-05-13,0.0
134,2016-05-14,0.0
135,2016-05-15,1.5
136,2016-05-16,64.0
137,2016-05-17,0.0
138,2016-05-18,0.0
139,2016-05-19,0.0
140,2016-05-20,0.0
141,2016-05-21,0.0
142,2016-05-22,0.0
143,2016-05-23,0.0
144,2016-05-24,2.0
145,2016-05-25,16.0
146,2016-05-26,0.0
147,2016-05-27,0.5
148,2016-05-28,78.5
149,2016-05-29,38.0
150,2016-05-30,0.5
151,2016-05-31,0.0
152,2016-06-01,0.5
153,2016-06-02,0.0
154,2016-06-03,0.0
155,2016-06-04,17.0
156,2016-06-05,2.5
157,2016-06-06,2.5
158,2016-06-07,0.5
159,2016-06-08,0.0
160,2016-06-09,0.0
161,2016-06-10,0.0
162,2016-06-11,1.0
163,2016-06-12,37.5
164,2016-06-13,25.0
165,2016-06-14,0.0
166,2016-06-15,0.5
167,2016-06-16,69.0
168,2016-06-17,0.0
169,2016-06-18,0.0
170,2016-06-19,157.5
171,2016-06-20,237.5
172,2016-06-21,185.5
173,2016-06-22,55.0
174,2016-06-23,11.0
175,2016-06-24,41.0
176,2016-06-25,8.5
177,2016-06-26,0.0
178,2016-06-27,65.0
179,2016-06-28,270.0
180,2016-06-29,99.0
181,2016-06-30,80.5
182,2016-07-01,11.5
183,2016-07-02,3.0
184,2016-07-03,39.5
185,2016-07-04,0.5
186,2016-07-05,0.0
187,2016-07-06,0.0
188,2016-07-07,0.5
189,2016-07-08,161.0
190,2016-07-09,62.0
191,2016-07-10,92.0
192,2016-07-11,85.5
193,2016-07-12,106.0
194,2016-07-13,122.5
195,2016-07-14,187.5
196,2016-07-15,0.0
197,2016-07-16,30.0
198,2016-07-17,13.5
199,2016-07-18,0.0
200,2016-07-19,3.0
201,2016-07-20,30.0
202,2016-07-21,0.0
203,2016-07-22,0.0
204,2016-07-23,0.0
205,2016-07-24,3.0
206,2016-07-25,18.0
207,2016-07-26,0.0
208,2016-07-27,0.0
209,2016-07-28,0.0
210,2016-07-29,0.0
211,2016-07-30,0.0
212,2016-07-31,0.0
213,2016-08-01,10.5
214,2016-08-02,15.5
215,2016-08-03,17.0
216,2016-08-04,0.5
217,2016-08-05,0.0
218,2016-08-06,0.5
219,2016-08-07,0.0
220,2016-08-08,0.0
221,2016-08-09,0.0
222,2016-08-10,0.0
223,2016-08-11,0.0
224,2016-08-12,0.0
225,2016-08-13,0.0
226,2016-08-14,1.5
227,2016-08-15,0.5
228,2016-08-16,0.0
229,2016-08-17,0.0
230,2016-08-18,3.5
231,2016-08-19,3.0
232,2016-08-20,0.0
233,2016-08-21,0.0
234,2016-08-22,1.5
235,2016-08-23,3.0
236,2016-08-24,0.5
237,2016-08-25,0.5
238,2016-08-26,0.5
239,2016-08-27,0.0
