Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_local_pressure,avg_sea_pressure
0,2016-01-01,5.0,13.0,0.2,6.7,1.5,1028.3,1030.8
1,2016-01-02,7.6,12.5,2.6,1.6,0.8,1023.1,1025.5
2,2016-01-03,9.8,17.3,5.7,3.3,1.2,1017.4,1019.8
3,2016-01-04,8.2,16.6,3.3,6.1,1.5,1018.0,1020.5
4,2016-01-05,6.6,12.0,3.8,0.0,1.1,1020.7,1023.2
5,2016-01-06,6.5,11.5,3.2,0.2,1.0,1018.6,1021.1
6,2016-01-07,6.0,11.1,2.2,4.3,1.9,1018.0,1020.4
7,2016-01-08,4.6,6.1,1.6,0.0,1.4,1017.6,1020.1
8,2016-01-09,4.6,8.6,1.3,1.7,1.5,1021.0,1023.5
9,2016-01-10,4.7,12.1,-0.6,7.1,1.6,1021.9,1024.4
10,2016-01-11,5.6,12.2,0.8,4.3,1.3,1019.5,1022.0
11,2016-01-12,5.0,9.0,2.1,3.2,1.6,1016.0,1018.4
12,2016-01-13,2.8,6.1,0.9,1.1,1.6,1015.9,1018.4
13,2016-01-14,3.5,8.4,0.0,4.8,1.8,1017.8,1020.2
14,2016-01-15,3.7,10.4,-0.6,7.8,1.6,1018.9,1021.4
15,2016-01-16,3.5,11.6,-2.0,8.7,1.3,1019.9,1022.4
16,2016-01-17,4.2,8.2,0.4,0.0,1.7,1013.2,1015.6
17,2016-01-18,5.8,9.3,-0.1,1.3,3.7,1004.4,1006.8
18,2016-01-19,-0.3,1.4,-1.0,0.7,4.0,1013.3,1015.8
19,2016-01-20,0.9,5.1,-1.7,4.9,2.3,1022.2,1024.7
20,2016-01-21,1.3,6.1,-2.4,0.4,0.9,1021.2,1023.7
21,2016-01-22,4.8,10.5,0.1,6.3,1.7,1021.2,1023.7
22,2016-01-23,2.6,5.5,-0.4,0.0,1.8,1020.0,1022.5
23,2016-01-24,-4.2,-0.4,-5.6,0.0,3.1,1017.3,1019.8
24,2016-01-25,-1.4,2.4,-7.4,3.8,1.3,1023.5,1026.0
25,2016-01-26,1.1,2.9,-0.3,0.0,0.6,1024.4,1026.9
26,2016-01-27,3.9,9.9,0.0,1.7,0.9,1027.4,1029.8
27,2016-01-28,5.1,7.4,1.2,0.0,0.8,1025.3,1027.8
28,2016-01-29,8.7,10.1,7.1,0.0,1.0,1015.4,1017.8
29,2016-01-30,8.8,14.2,3.9,4.7,1.7,1017.7,1020.1
30,2016-01-31,6.2,13.8,2.0,5.2,1.6,1022.2,1024.6
31,2016-02-01,5.3,8.9,2.3,0.4,1.2,1020.6,1023.0
32,2016-02-02,3.8,7.8,0.5,1.8,1.4,1019.7,1022.2
33,2016-02-03,4.1,10.0,0.4,2.6,1.2,1022.0,1024.4
34,2016-02-04,3.9,10.7,-1.7,8.2,1.7,1021.5,1024.0
35,2016-02-05,3.9,11.3,-0.6,6.2,1.6,1018.2,1020.6
36,2016-02-06,2.4,8.2,-1.0,5.0,2.2,1016.7,1019.2
37,2016-02-07,3.5,9.9,-0.8,7.4,1.6,1017.6,1020.1
38,2016-02-08,4.6,9.9,0.2,4.9,2.5,1016.7,1019.2
39,2016-02-09,5.5,10.7,0.8,8.2,3.0,1017.2,1019.6
40,2016-02-10,5.0,13.8,-1.8,10.0,1.3,1023.4,1025.9
41,2016-02-11,6.2,16.1,-1.3,9.4,1.4,1026.3,1028.8
42,2016-02-12,12.5,16.4,4.1,0.0,2.8,1022.1,1024.5
43,2016-02-13,15.9,17.9,13.6,0.0,1.8,1010.6,1013.0
44,2016-02-14,11.1,16.5,6.6,0.0,4.2,1006.6,1009.0
45,2016-02-15,3.4,6.6,1.2,4.4,3.3,1013.7,1016.1
46,2016-02-16,3.1,5.8,0.3,2.0,2.3,1016.5,1019.0
47,2016-02-17,4.7,8.8,-1.0,7.4,2.7,1020.6,1023.0
48,2016-02-18,4.0,11.9,-2.4,9.3,1.6,1023.3,1025.8
49,2016-02-19,7.4,14.2,0.2,3.3,1.3,1025.0,1027.5
