Unnamed: 0,calendar_date,precipitation
0,2016-01-01,0.0
1,2016-01-02,0.5
2,2016-01-03,0.0
3,2016-01-04,1.0
4,2016-01-05,0.5
5,2016-01-06,0.0
6,2016-01-07,4.5
7,2016-01-08,28.0
8,2016-01-09,8.0
9,2016-01-10,5.0
10,2016-01-11,1.5
11,2016-01-12,0.5
12,2016-01-13,8.0
13,2016-01-14,9.0
14,2016-01-15,4.5
15,2016-01-16,4.0
16,2016-01-17,0.5
17,2016-01-18,22.5
18,2016-01-19,8.0
19,2016-01-20,8.5
20,2016-01-21,5.5
21,2016-01-22,6.5
22,2016-01-23,9.0
23,2016-01-24,23.0
24,2016-01-25,7.0
25,2016-01-26,1.5
26,2016-01-27,1.0
27,2016-01-28,1.0
28,2016-01-29,19.0
29,2016-01-30,6.5
30,2016-01-31,2.0
31,2016-02-01,0.5
32,2016-02-02,1.0
33,2016-02-03,0.5
34,2016-02-04,7.5
35,2016-02-05,4.5
36,2016-02-06,14.0
37,2016-02-07,0.0
38,2016-02-08,11.0
39,2016-02-09,32.0
40,2016-02-10,0.0
41,2016-02-11,0.0
42,2016-02-12,0.0
43,2016-02-13,3.5
44,2016-02-14,18.0
45,2016-02-15,15.5
46,2016-02-16,27.0
47,2016-02-17,21.5
48,2016-02-18,0.0
49,2016-02-19,0.5
50,2016-02-20,24.5
51,2016-02-21,2.5
52,2016-02-22,1.5
53,2016-02-23,3.0
54,2016-02-24,0.0
55,2016-02-25,4.5
56,2016-02-26,14.0
57,2016-02-27,0.5
58,2016-02-28,0.0
59,2016-02-29,23.0
60,2016-03-01,1.0
61,2016-03-02,5.0
62,2016-03-03,0.0
63,2016-03-04,0.0
64,2016-03-05,0.0
65,2016-03-06,0.0
66,2016-03-07,1.5
67,2016-03-08,0.0
68,2016-03-09,7.0
69,2016-03-10,0.0
70,2016-03-11,1.0
71,2016-03-12,2.0
72,2016-03-13,3.0
73,2016-03-14,7.0
74,2016-03-15,0.5
75,2016-03-16,0.0
76,2016-03-17,0.0
77,2016-03-18,2.5
78,2016-03-19,9.5
79,2016-03-20,0.0
80,2016-03-21,0.0
81,2016-03-22,0.0
82,2016-03-23,0.5
83,2016-03-24,0.0
84,2016-03-25,5.0
85,2016-03-26,0.0
86,2016-03-27,0.0
87,2016-03-28,0.0
88,2016-03-29,0.0
89,2016-03-30,0.0
90,2016-03-31,0.0
91,2016-04-01,0.0
92,2016-04-02,0.0
93,2016-04-03,0.5
94,2016-04-04,25.0
95,2016-04-05,0.0
96,2016-04-06,0.0
97,2016-04-07,41.0
98,2016-04-08,0.0
99,2016-04-09,0.0
100,2016-04-10,0.0
101,2016-04-11,7.0
102,2016-04-12,0.0
103,2016-04-13,31.0
104,2016-04-14,0.5
105,2016-04-15,0.0
106,2016-04-16,0.0
107,2016-04-17,3.5
108,2016-04-18,0.0
109,2016-04-19,0.0
110,2016-04-20,0.0
111,2016-04-21,26.5
112,2016-04-22,4.0
113,2016-04-23,0.0
114,2016-04-24,0.0
115,2016-04-25,0.0
116,2016-04-26,0.0
117,2016-04-27,2.0
118,2016-04-28,46.5
119,2016-04-29,1.0
120,2016-04-30,0.0
121,2016-05-01,0.0
122,2016-05-02,0.0
123,2016-05-03,0.5
124,2016-05-04,7.5
125,2016-05-05,0.0
126,2016-05-06,0.0
127,2016-05-07,0.5
128,2016-05-08,0.0
129,2016-05-09,0.0
130,2016-05-10,9.0
131,2016-05-11,7.0
132,2016-05-12,0.5
133,2016-05-13,0.0
134,2016-05-14,0.0
135,2016-05-15,0.0
136,2016-05-16,6.0
137,2016-05-17,3.5
138,2016-05-18,0.0
139,2016-05-19,0.0
140,2016-05-20,0.0
141,2016-05-21,0.0
142,2016-05-22,0.0
143,2016-05-23,0.0
144,2016-05-24,0.0
145,2016-05-25,2.5
146,2016-05-26,0.5
147,2016-05-27,22.5
148,2016-05-28,0.0
149,2016-05-29,1.0
150,2016-05-30,4.0
151,2016-05-31,0.0
152,2016-06-01,0.0
153,2016-06-02,0.0
154,2016-06-03,0.0
155,2016-06-04,0.0
156,2016-06-05,0.0
157,2016-06-06,0.0
158,2016-06-07,0.0
159,2016-06-08,0.0
160,2016-06-09,17.0
161,2016-06-10,0.0
162,2016-06-11,0.0
163,2016-06-12,0.0
164,2016-06-13,21.5
165,2016-06-14,1.5
166,2016-06-15,0.0
167,2016-06-16,4.0
168,2016-06-17,5.5
169,2016-06-18,0.0
170,2016-06-19,0.0
171,2016-06-20,0.0
172,2016-06-21,7.5
173,2016-06-22,1.0
174,2016-06-23,32.5
175,2016-06-24,13.5
176,2016-06-25,12.0
177,2016-06-26,8.5
178,2016-06-27,0.0
179,2016-06-28,5.5
180,2016-06-29,5.0
181,2016-06-30,5.5
182,2016-07-01,0.0
183,2016-07-02,1.5
184,2016-07-03,20.0
185,2016-07-04,10.5
186,2016-07-05,34.5
187,2016-07-06,0.0
188,2016-07-07,0.0
189,2016-07-08,3.0
190,2016-07-09,22.0
191,2016-07-10,0.0
192,2016-07-11,0.0
193,2016-07-12,0.0
194,2016-07-13,31.0
195,2016-07-14,3.0
196,2016-07-15,12.0
197,2016-07-16,0.0
198,2016-07-17,11.5
199,2016-07-18,0.0
200,2016-07-19,0.0
201,2016-07-20,0.0
202,2016-07-21,0.0
203,2016-07-22,0.0
204,2016-07-23,0.0
205,2016-07-24,0.0
206,2016-07-25,0.5
207,2016-07-26,50.0
208,2016-07-27,0.5
209,2016-07-28,0.0
210,2016-07-29,0.0
211,2016-07-30,0.0
212,2016-07-31,0.0
213,2016-08-01,0.0
214,2016-08-02,0.0
215,2016-08-03,0.0
216,2016-08-04,0.0
217,2016-08-05,0.0
218,2016-08-06,0.0
219,2016-08-07,0.0
220,2016-08-08,0.0
221,2016-08-09,0.0
222,2016-08-10,0.0
223,2016-08-11,0.0
224,2016-08-12,0.0
225,2016-08-13,0.0
226,2016-08-14,0.0
227,2016-08-15,24.5
228,2016-08-16,11.0
229,2016-08-17,0.0
230,2016-08-18,0.0
231,2016-08-19,0.0
232,2016-08-20,0.0
233,2016-08-21,0.0
234,2016-08-22,0.0
235,2016-08-23,0.0
236,2016-08-24,0.0
237,2016-08-25,0.0
238,2016-08-26,43.0
239,2016-08-27,12.5
240,2016-08-28,0.0
241,2016-08-29,2.5
242,2016-08-30,74.0
243,2016-08-31,0.0
244,2016-09-01,0.0
245,2016-09-02,0.0
246,2016-09-03,0.0
247,2016-09-04,3.5
248,2016-09-05,1.5
249,2016-09-06,0.0
250,2016-09-07,0.0
251,2016-09-08,22.5
252,2016-09-09,0.0
253,2016-09-10,0.0
254,2016-09-11,0.0
255,2016-09-12,4.0
256,2016-09-13,45.5
257,2016-09-14,0.0
258,2016-09-15,0.0
259,2016-09-16,0.0
260,2016-09-17,32.5
261,2016-09-18,76.0
262,2016-09-19,6.0
263,2016-09-20,48.0
264,2016-09-21,0.0
265,2016-09-22,16.0
266,2016-09-23,7.0
267,2016-09-24,0.0
268,2016-09-25,0.0
269,2016-09-26,2.0
270,2016-09-27,0.0
271,2016-09-28,47.5
272,2016-09-29,23.0
273,2016-09-30,4.0
274,2016-10-01,4.5
275,2016-10-02,0.0
276,2016-10-03,0.0
277,2016-10-04,0.0
278,2016-10-05,1.0
279,2016-10-06,4.5
280,2016-10-07,0.0
281,2016-10-08,34.0
282,2016-10-09,36.5
283,2016-10-10,0.0
284,2016-10-11,0.0
285,2016-10-12,0.5
286,2016-10-13,0.0
287,2016-10-14,0.0
288,2016-10-15,0.0
289,2016-10-16,0.0
290,2016-10-17,7.0
291,2016-10-18,2.0
292,2016-10-19,0.0
293,2016-10-20,0.0
294,2016-10-21,0.0
295,2016-10-22,0.0
296,2016-10-23,0.0
297,2016-10-24,0.0
298,2016-10-25,1.0
299,2016-10-26,1.5
300,2016-10-27,0.0
301,2016-10-28,20.0
302,2016-10-29,4.0
303,2016-10-30,0.0
304,2016-10-31,0.0
305,2016-11-01,0.5
306,2016-11-02,0.5
307,2016-11-03,19.5
308,2016-11-04,5.5
309,2016-11-05,0.0
310,2016-11-06,4.0
311,2016-11-07,0.0
312,2016-11-08,24.5
313,2016-11-09,0.5
314,2016-11-10,0.0
315,2016-11-11,4.5
316,2016-11-12,0.0
317,2016-11-13,0.0
318,2016-11-14,2.5
319,2016-11-15,7.5
320,2016-11-16,0.0
321,2016-11-17,3.0
322,2016-11-18,0.0
323,2016-11-19,16.0
324,2016-11-20,1.5
325,2016-11-21,0.0
326,2016-11-22,7.0
327,2016-11-23,1.5
328,2016-11-24,0.0
329,2016-11-25,17.0
330,2016-11-26,3.0
331,2016-11-27,23.5
332,2016-11-28,6.0
333,2016-11-29,1.5
334,2016-11-30,0.0
335,2016-12-01,4.5
336,2016-12-02,0.0
337,2016-12-03,0.0
338,2016-12-04,0.0
339,2016-12-05,5.5
340,2016-12-06,13.0
341,2016-12-07,7.5
342,2016-12-08,4.5
343,2016-12-09,27.5
344,2016-12-10,7.0
345,2016-12-11,11.5
346,2016-12-12,0.0
347,2016-12-13,16.0
348,2016-12-14,11.0
349,2016-12-15,1.0
350,2016-12-16,11.5
351,2016-12-17,15.5
352,2016-12-18,0.0
353,2016-12-19,0.0
354,2016-12-20,1.0
355,2016-12-21,0.0
356,2016-12-22,20.5
357,2016-12-23,12.5
358,2016-12-24,6.5
359,2016-12-25,3.5
360,2016-12-26,3.0
361,2016-12-27,45.5
362,2016-12-28,6.0
363,2016-12-29,14.5
364,2016-12-30,1.0
365,2016-12-31,1.5
366,2017-01-01,4.0
367,2017-01-02,0.5
368,2017-01-03,4.0
369,2017-01-04,3.0
370,2017-01-05,0.0
371,2017-01-06,0.0
372,2017-01-07,0.0
373,2017-01-08,3.5
374,2017-01-09,8.5
375,2017-01-10,3.0
376,2017-01-11,3.0
377,2017-01-12,8.5
378,2017-01-13,4.5
379,2017-01-14,6.5
380,2017-01-15,6.5
381,2017-01-16,12.5
382,2017-01-17,18.5
383,2017-01-18,4.0
384,2017-01-19,0.0
385,2017-01-20,19.5
386,2017-01-21,6.5
387,2017-01-22,35.0
388,2017-01-23,1.5
389,2017-01-24,5.0
390,2017-01-25,6.0
391,2017-01-26,0.0
392,2017-01-27,5.0
393,2017-01-28,1.5
394,2017-01-29,2.0
395,2017-01-30,16.5
396,2017-01-31,0.0
397,2017-02-01,4.5
398,2017-02-02,6.0
399,2017-02-03,0.0
400,2017-02-04,0.0
401,2017-02-05,9.0
402,2017-02-06,22.5
403,2017-02-07,1.0
404,2017-02-08,2.5
405,2017-02-09,2.0
406,2017-02-10,2.5
407,2017-02-11,3.0
408,2017-02-12,5.5
409,2017-02-13,3.5
410,2017-02-14,9.5
411,2017-02-15,0.5
412,2017-02-16,0.0
413,2017-02-17,11.5
414,2017-02-18,1.5
415,2017-02-19,0.5
416,2017-02-20,19.5
417,2017-02-21,3.5
418,2017-02-22,1.0
419,2017-02-23,12.5
420,2017-02-24,0.0
421,2017-02-25,10.5
422,2017-02-26,11.0
423,2017-02-27,0.0
424,2017-02-28,0.0
425,2017-03-01,0.0
426,2017-03-02,2.0
427,2017-03-03,4.0
428,2017-03-04,0.0
429,2017-03-05,0.0
430,2017-03-06,0.0
431,2017-03-07,10.5
432,2017-03-08,15.5
433,2017-03-09,10.5
434,2017-03-10,5.5
435,2017-03-11,0.0
436,2017-03-12,0.0
437,2017-03-13,0.0
438,2017-03-14,2.0
439,2017-03-15,4.0
440,2017-03-16,0.5
441,2017-03-17,1.5
442,2017-03-18,0.5
443,2017-03-19,2.0
444,2017-03-20,0.0
445,2017-03-21,22.5
446,2017-03-22,0.0
447,2017-03-23,9.5
448,2017-03-24,2.5
449,2017-03-25,0.0
450,2017-03-26,0.0
451,2017-03-27,0.0
452,2017-03-28,0.0
453,2017-03-29,0.0
454,2017-03-30,0.0
455,2017-03-31,0.0
456,2017-04-01,0.0
457,2017-04-02,0.0
458,2017-04-03,0.0
459,2017-04-04,0.0
460,2017-04-05,0.0
461,2017-04-06,1.0
462,2017-04-07,10.0
463,2017-04-08,1.5
464,2017-04-09,9.5
465,2017-04-10,0.0
466,2017-04-11,34.5
467,2017-04-12,0.0
468,2017-04-13,0.0
469,2017-04-14,0.0
470,2017-04-15,1.0
471,2017-04-16,0.0
472,2017-04-17,16.5
473,2017-04-18,5.5
474,2017-04-19,4.0
475,2017-04-20,0.0
476,2017-04-21,0.0
477,2017-04-22,0.0
478,2017-04-23,0.0
479,2017-04-24,0.0
480,2017-04-25,0.0
481,2017-04-26,43.5
482,2017-04-27,0.5
483,2017-04-28,0.0
484,2017-04-29,0.0
485,2017-04-30,0.0
486,2017-05-01,4.5
487,2017-05-02,0.0
488,2017-05-03,0.0
489,2017-05-04,0.0
490,2017-05-05,0.0
491,2017-05-06,7.5
492,2017-05-07,0.0
493,2017-05-08,0.0
494,2017-05-09,0.0
495,2017-05-10,14.0
496,2017-05-11,8.5
497,2017-05-12,0.0
498,2017-05-13,7.5
499,2017-05-14,0.0
500,2017-05-15,0.0
501,2017-05-16,0.0
502,2017-05-17,0.0
503,2017-05-18,0.0
504,2017-05-19,0.0
505,2017-05-20,0.0
506,2017-05-21,0.0
507,2017-05-22,0.0
508,2017-05-23,0.0
509,2017-05-24,1.0
510,2017-05-25,6.5
511,2017-05-26,0.0
512,2017-05-27,1.5
513,2017-05-28,0.5
514,2017-05-29,0.0
515,2017-05-30,0.0
516,2017-05-31,0.0
