Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed
0,2016-01-01,10.9,16.3,6.6,0.0,5.7,1.6
1,2016-01-02,14.9,17.4,11.3,35.0,0.2,1.6
2,2016-01-03,17.6,20.1,16.1,7.5,3.3,2.3
3,2016-01-04,15.9,18.3,13.7,0.0,6.2,2.6
4,2016-01-05,15.8,20.8,13.0,7.5,5.1,1.3
5,2016-01-06,14.3,16.0,12.2,18.5,0.0,1.4
6,2016-01-07,12.4,13.4,11.5,0.0,1.0,3.9
7,2016-01-08,12.0,15.0,9.9,2.0,1.1,4.2
8,2016-01-09,10.1,11.6,9.0,0.0,0.0,1.5
9,2016-01-10,10.6,13.0,8.3,0.0,0.0,0.8
10,2016-01-11,11.0,12.2,9.6,13.5,0.0,1.5
11,2016-01-12,10.6,13.1,8.8,6.5,3.4,4.1
12,2016-01-13,9.3,10.2,8.4,18.5,0.2,3.8
13,2016-01-14,9.9,11.9,6.9,0.0,1.0,2.8
14,2016-01-15,8.7,10.5,7.6,0.0,0.0,1.1
15,2016-01-16,10.7,14.6,8.6,0.0,8.5,1.3
16,2016-01-17,13.7,17.3,9.1,32.0,0.0,2.3
17,2016-01-18,12.4,16.4,8.1,2.0,3.3,7.9
18,2016-01-19,7.4,9.1,5.9,6.5,1.0,7.4
19,2016-01-20,6.9,9.3,4.9,1.0,1.2,4.8
20,2016-01-21,7.4,9.2,5.9,7.5,0.0,1.6
21,2016-01-22,8.7,12.5,6.2,3.5,2.4,1.7
22,2016-01-23,8.2,9.9,5.0,6.0,0.0,3.3
23,2016-01-24,2.6,6.0,-0.3,15.5,0.9,7.1
24,2016-01-25,3.5,6.6,-0.2,7.5,3.4,3.4
25,2016-01-26,8.2,11.9,4.9,8.0,3.3,3.0
26,2016-01-27,10.7,13.4,8.3,0.0,1.8,1.8
27,2016-01-28,15.1,18.7,10.0,0.0,3.4,1.9
28,2016-01-29,17.2,20.0,15.3,14.0,0.0,4.2
29,2016-01-30,14.5,17.2,12.7,4.5,0.0,4.0
30,2016-01-31,12.4,15.6,9.9,0.0,9.8,2.7
31,2016-02-01,9.4,11.3,7.5,8.5,0.1,2.8
32,2016-02-02,7.9,10.3,6.4,0.0,1.5,3.9
33,2016-02-03,8.6,11.4,6.5,0.0,8.8,3.9
34,2016-02-04,9.3,11.6,7.3,0.0,6.4,4.2
35,2016-02-05,9.0,10.0,7.7,3.5,0.0,3.4
36,2016-02-06,8.3,10.7,6.3,0.0,4.9,4.2
37,2016-02-07,7.5,11.2,5.9,1.0,5.8,2.9
38,2016-02-08,8.6,11.4,5.6,0.0,6.7,2.8
39,2016-02-09,12.1,15.2,10.2,0.0,7.7,5.2
40,2016-02-10,11.5,15.2,8.6,0.0,10.2,2.0
41,2016-02-11,13.7,20.2,9.1,0.0,7.8,1.6
42,2016-02-12,16.2,17.7,14.5,2.0,0.0,3.1
43,2016-02-13,18.5,19.8,16.0,77.5,0.1,4.7
44,2016-02-14,13.9,19.4,8.9,6.5,4.0,7.1
45,2016-02-15,6.8,9.5,4.0,4.0,0.9,6.8
46,2016-02-16,7.1,10.2,4.1,3.5,0.5,3.6
47,2016-02-17,9.6,11.7,7.4,0.0,4.9,4.3
48,2016-02-18,10.2,15.7,6.7,0.0,8.2,1.3
49,2016-02-19,13.5,18.1,9.1,1.0,6.1,1.4
50,2016-02-20,14.3,17.7,11.4,32.0,1.0,5.9
51,2016-02-21,9.0,11.5,6.8,0.0,5.9,4.7
52,2016-02-22,11.0,16.1,6.7,2.0,0.2,1.4
53,2016-02-23,12.1,14.2,10.2,35.0,0.0,1.9
54,2016-02-24,9.3,11.6,7.2,0.0,3.4,5.3
55,2016-02-25,7.7,10.3,6.1,0.0,5.9,4.6
56,2016-02-26,7.9,11.7,5.4,0.0,3.9,2.9
57,2016-02-27,10.9,14.9,7.3,1.0,0.0,0.9
58,2016-02-28,13.5,18.2,9.6,0.0,1.1,1.0
59,2016-02-29,10.4,14.6,6.4,1.0,3.6,5.6
60,2016-03-01,6.1,8.6,4.3,0.0,2.5,3.7
61,2016-03-02,8.8,12.6,4.7,0.0,9.9,2.3
62,2016-03-03,13.0,18.8,8.5,0.0,8.3,0.9
63,2016-03-04,15.5,21.0,12.0,0.0,8.8,1.4
64,2016-03-05,17.2,21.0,14.3,0.0,6.7,2.6
65,2016-03-06,17.2,17.8,16.3,20.5,0.0,2.0
66,2016-03-07,17.9,23.6,15.2,0.0,9.3,1.6
67,2016-03-08,18.2,23.1,15.1,0.0,9.8,2.1
68,2016-03-09,16.3,19.3,12.3,9.5,2.5,4.9
69,2016-03-10,12.2,13.6,10.3,0.5,0.0,2.6
70,2016-03-11,10.3,13.1,8.0,0.0,5.8,4.3
71,2016-03-12,9.7,13.4,7.2,0.0,10.4,3.3
72,2016-03-13,11.9,17.6,6.4,12.0,1.2,1.1
73,2016-03-14,11.9,17.5,9.2,66.5,2.0,3.1
74,2016-03-15,10.3,14.4,6.1,0.0,11.2,1.4
75,2016-03-16,12.7,15.4,9.3,0.0,0.8,0.8
76,2016-03-17,15.8,20.7,12.4,0.0,7.3,1.5
77,2016-03-18,16.9,19.0,14.4,31.0,0.0,3.9
78,2016-03-19,17.4,19.7,15.5,1.5,5.1,4.8
79,2016-03-20,15.3,19.1,12.2,0.0,10.7,2.2
80,2016-03-21,13.0,16.8,10.9,0.0,9.2,1.3
81,2016-03-22,14.9,21.4,10.5,0.0,9.3,1.3
82,2016-03-23,16.3,22.1,13.2,12.5,2.6,2.1
83,2016-03-24,13.3,17.3,10.9,4.0,6.7,2.5
84,2016-03-25,10.2,11.9,8.1,1.5,0.0,1.7
85,2016-03-26,11.9,15.7,9.0,2.5,4.1,1.4
86,2016-03-27,11.4,14.9,7.5,3.0,4.9,3.7
87,2016-03-28,11.2,15.6,6.2,22.0,6.7,2.4
88,2016-03-29,14.9,19.2,10.8,0.0,5.2,1.7
89,2016-03-30,15.7,20.7,13.2,0.0,0.9,2.3
90,2016-03-31,15.9,18.0,14.3,11.5,0.0,2.8
91,2016-04-01,17.5,19.3,16.1,0.5,5.0,4.8
92,2016-04-02,18.0,22.2,15.3,0.0,5.1,1.7
93,2016-04-03,18.5,23.8,16.5,14.5,2.6,1.9
94,2016-04-04,18.9,22.6,16.3,5.5,3.9,5.1
95,2016-04-05,16.4,18.7,15.4,0.0,3.1,4.7
96,2016-04-06,18.4,21.8,15.0,0.0,0.5,1.5
97,2016-04-07,21.2,23.1,19.5,0.5,0.7,5.5
98,2016-04-08,16.1,19.6,14.0,3.5,0.1,2.9
99,2016-04-09,15.2,16.8,13.0,15.0,0.0,1.1
100,2016-04-10,15.8,17.2,14.8,32.0,0.0,1.1
101,2016-04-11,17.3,22.3,15.1,0.0,5.8,1.9
102,2016-04-12,16.5,19.4,15.1,0.0,1.6,1.9
103,2016-04-13,18.4,20.1,15.7,30.5,0.0,1.9
104,2016-04-14,19.3,21.8,17.3,0.5,5.2,3.3
105,2016-04-15,18.5,22.3,15.6,0.0,10.5,1.8
106,2016-04-16,18.0,22.0,14.6,3.5,4.9,2.7
107,2016-04-17,18.4,21.0,15.1,13.0,11.1,6.1
108,2016-04-18,13.1,15.7,10.1,20.0,0.0,3.2
109,2016-04-19,15.9,20.4,11.0,0.0,12.3,2.8
110,2016-04-20,18.2,23.1,13.9,0.0,11.6,2.0
111,2016-04-21,20.8,22.7,18.0,45.0,0.0,4.3
112,2016-04-22,19.0,22.6,17.0,1.5,5.2,3.2
113,2016-04-23,16.7,21.2,13.3,55.5,0.5,1.6
114,2016-04-24,17.6,18.6,16.0,60.0,0.0,0.9
115,2016-04-25,18.1,19.1,17.4,24.5,0.0,1.1
116,2016-04-26,18.8,19.3,18.2,16.0,0.0,1.6
117,2016-04-27,20.3,22.6,18.5,50.5,0.8,2.9
118,2016-04-28,18.6,21.2,16.4,0.0,3.9,5.6
119,2016-04-29,17.3,20.3,14.7,0.0,12.5,4.4
120,2016-04-30,19.0,24.4,14.9,0.0,10.6,2.2
121,2016-05-01,20.7,26.2,15.9,0.0,10.9,1.9
122,2016-05-02,20.5,24.8,17.1,0.0,10.4,2.2
123,2016-05-03,19.8,22.3,16.4,55.5,0.1,4.7
124,2016-05-04,19.7,24.1,16.0,0.0,12.5,3.9
125,2016-05-05,21.2,27.1,16.5,0.0,8.8,1.6
126,2016-05-06,20.1,21.5,16.7,93.5,0.0,2.7
127,2016-05-07,20.9,22.7,19.2,9.5,1.5,3.8
128,2016-05-08,19.9,23.1,18.1,1.5,0.2,1.5
129,2016-05-09,21.5,22.5,19.3,50.5,0.0,4.9
130,2016-05-10,22.4,23.8,18.9,23.0,0.0,5.5
131,2016-05-11,18.4,21.0,16.5,7.5,6.3,4.8
132,2016-05-12,19.4,24.7,15.8,0.0,5.6,1.4
133,2016-05-13,21.0,25.9,17.3,0.0,11.1,0.6
134,2016-05-14,20.6,23.9,18.7,0.5,0.7,1.0
135,2016-05-15,22.5,25.7,20.3,2.0,2.2,1.8
136,2016-05-16,19.7,24.2,14.3,31.0,0.1,4.5
137,2016-05-17,18.5,23.2,14.8,0.0,10.5,2.8
138,2016-05-18,19.6,24.7,15.8,0.0,7.8,1.2
139,2016-05-19,19.9,23.3,18.0,0.0,4.6,1.4
140,2016-05-20,19.1,22.2,17.9,8.5,2.0,1.6
141,2016-05-21,20.3,23.6,19.3,0.5,0.3,1.4
142,2016-05-22,20.6,22.6,19.4,0.0,0.7,1.3
143,2016-05-23,20.3,24.2,16.9,3.0,1.5,1.9
144,2016-05-24,21.7,23.2,20.3,4.5,0.0,2.2
145,2016-05-25,23.4,25.7,22.0,52.0,0.0,1.4
146,2016-05-26,23.8,28.2,20.5,0.0,8.6,1.9
147,2016-05-27,22.5,28.1,20.6,0.0,2.3,3.5
148,2016-05-28,23.3,28.3,20.2,14.0,1.5,1.9
149,2016-05-29,23.6,25.9,21.7,17.0,0.0,2.0
150,2016-05-30,21.9,24.3,20.2,0.0,7.5,5.3
151,2016-05-31,23.0,28.5,19.3,0.0,8.6,1.9
152,2016-06-01,18.7,21.6,16.1,25.5,0.0,1.8
153,2016-06-02,20.6,24.1,17.5,0.0,13.0,1.4
154,2016-06-03,20.8,24.5,18.1,0.0,3.4,1.1
155,2016-06-04,21.0,24.4,17.9,21.0,0.0,1.3
156,2016-06-05,22.4,25.2,20.7,0.0,3.9,2.0
157,2016-06-06,23.0,27.4,20.1,0.0,7.0,1.4
158,2016-06-07,23.1,27.5,19.9,1.0,7.6,1.3
159,2016-06-08,23.7,28.4,20.2,0.0,10.9,0.9
160,2016-06-09,24.2,28.8,21.4,0.0,7.1,0.4
161,2016-06-10,24.3,29.0,22.0,0.0,7.3,0.9
162,2016-06-11,23.7,25.1,22.4,5.5,0.0,0.9
163,2016-06-12,24.3,26.3,22.7,34.0,0.5,5.1
164,2016-06-13,23.3,25.6,22.0,91.0,0.1,2.7
165,2016-06-14,23.4,27.0,21.3,0.0,4.7,1.3
166,2016-06-15,24.1,27.4,21.9,12.5,3.5,1.8
167,2016-06-16,24.5,26.5,21.9,13.0,0.0,5.6
168,2016-06-17,22.2,25.4,20.1,1.0,1.9,2.4
169,2016-06-18,25.0,30.8,20.5,0.0,3.1,0.9
170,2016-06-19,26.6,29.9,25.1,0.0,8.1,4.7
171,2016-06-20,26.4,29.4,24.9,0.0,7.2,5.3
172,2016-06-21,26.0,29.1,24.6,0.0,2.6,5.1
173,2016-06-22,26.7,29.7,24.8,0.0,9.1,5.2
174,2016-06-23,26.4,28.8,24.7,20.5,2.2,3.8
175,2016-06-24,26.8,29.7,24.6,0.0,5.2,5.5
176,2016-06-25,24.1,28.1,20.4,0.0,3.9,4.8
177,2016-06-26,20.6,23.4,18.8,4.5,0.4,2.5
178,2016-06-27,22.2,25.8,19.3,90.0,0.4,2.7
179,2016-06-28,26.0,28.9,23.2,30.0,0.6,4.5
180,2016-06-29,26.0,28.7,23.2,2.0,1.2,3.6
181,2016-06-30,25.2,28.9,22.8,28.5,4.5,3.0
182,2016-07-01,26.8,30.5,24.4,0.0,6.2,2.5
183,2016-07-02,27.3,30.5,25.4,0.0,7.8,3.7
184,2016-07-03,27.9,31.2,25.9,0.0,11.1,3.8
185,2016-07-04,27.7,31.7,25.4,0.0,12.7,2.5
186,2016-07-05,27.7,33.0,24.8,0.0,12.5,1.7
187,2016-07-06,26.5,30.4,23.8,0.0,8.0,0.9
188,2016-07-07,25.0,27.3,23.4,7.5,1.0,1.0
189,2016-07-08,24.3,26.1,22.6,194.5,0.0,3.2
190,2016-07-09,25.4,26.3,24.0,82.5,0.0,3.5
191,2016-07-10,25.7,26.8,23.9,60.0,0.0,4.6
192,2016-07-11,27.8,31.1,25.2,1.5,8.9,4.9
193,2016-07-12,28.2,31.3,26.5,0.0,12.1,4.9
194,2016-07-13,27.9,30.6,26.4,0.0,8.5,5.4
195,2016-07-14,26.9,29.4,25.2,24.5,0.4,5.6
196,2016-07-15,25.6,29.4,21.7,38.5,4.7,3.2
197,2016-07-16,27.6,32.5,24.9,1.5,4.3,4.2
198,2016-07-17,28.2,32.5,26.1,0.0,7.0,3.7
199,2016-07-18,27.8,32.4,25.4,0.0,6.2,1.4
200,2016-07-19,27.7,32.6,25.1,1.0,9.8,1.1
201,2016-07-20,27.1,31.4,25.0,0.5,3.1,1.1
202,2016-07-21,27.4,31.0,24.7,0.0,12.2,2.2
203,2016-07-22,27.5,31.9,24.9,0.0,12.6,2.6
204,2016-07-23,27.1,31.0,24.8,0.0,9.9,0.9
205,2016-07-24,26.8,31.7,24.4,0.0,6.2,0.9
206,2016-07-25,25.8,29.1,24.0,3.5,9.0,1.0
207,2016-07-26,25.7,29.5,23.3,0.0,9.5,0.6
208,2016-07-27,26.6,30.9,24.1,0.0,10.3,0.5
209,2016-07-28,26.8,30.9,24.4,0.0,7.2,0.7
210,2016-07-29,26.2,29.6,24.2,0.5,8.6,0.9
211,2016-07-30,26.2,29.7,24.0,0.5,8.2,0.9
212,2016-07-31,26.5,30.7,24.4,0.5,8.6,0.8
213,2016-08-01,27.5,32.9,24.3,0.0,10.0,1.4
214,2016-08-02,28.4,32.6,25.6,0.0,11.8,2.8
215,2016-08-03,28.0,32.4,26.0,0.0,6.5,1.8
216,2016-08-04,27.0,30.2,24.9,17.5,3.1,0.4
217,2016-08-05,26.0,29.2,24.1,5.5,3.4,0.6
218,2016-08-06,25.5,28.2,23.0,6.5,2.6,0.7
219,2016-08-07,26.3,29.5,24.4,0.0,4.6,1.0
220,2016-08-08,26.6,31.3,24.4,0.0,5.0,0.7
221,2016-08-09,27.7,32.8,25.0,0.0,10.6,1.1
222,2016-08-10,27.8,32.4,24.9,0.0,10.4,0.6
223,2016-08-11,28.2,33.2,25.3,0.0,10.9,0.6
224,2016-08-12,28.2,33.1,25.1,0.0,11.1,0.5
225,2016-08-13,27.9,32.9,25.1,0.0,10.4,0.5
226,2016-08-14,28.0,33.4,25.3,0.0,7.5,1.1
227,2016-08-15,28.7,32.4,24.6,2.0,10.7,2.4
228,2016-08-16,29.3,32.4,26.9,0.5,8.8,3.4
229,2016-08-17,28.6,32.1,26.6,0.0,8.9,3.1
230,2016-08-18,28.3,32.4,25.8,0.0,8.3,1.1
231,2016-08-19,28.6,33.3,25.9,0.0,6.9,0.8
232,2016-08-20,28.8,33.6,26.2,0.0,8.6,1.5
233,2016-08-21,28.5,33.1,25.9,0.0,6.0,1.4
234,2016-08-22,27.9,32.1,25.0,8.5,7.3,1.9
235,2016-08-23,28.2,32.2,25.6,0.0,7.8,1.1
236,2016-08-24,27.4,31.1,25.6,2.5,5.6,1.1
237,2016-08-25,27.4,30.8,25.5,0.0,7.3,1.4
238,2016-08-26,26.8,30.2,24.9,9.5,7.7,0.9
239,2016-08-27,26.0,29.0,24.7,4.5,5.5,0.6
240,2016-08-28,26.3,31.6,24.1,1.5,4.7,1.7
241,2016-08-29,25.2,27.8,23.5,0.0,9.5,5.8
242,2016-08-30,25.7,28.5,23.4,0.0,9.2,5.5
243,2016-08-31,26.1,29.4,23.6,0.0,10.7,4.0
244,2016-09-01,26.1,31.3,22.9,0.0,11.8,1.8
245,2016-09-02,26.4,29.0,24.9,0.0,1.9,1.9
246,2016-09-03,23.8,25.7,20.9,93.0,0.0,3.0
247,2016-09-04,26.5,30.8,23.9,0.0,7.2,2.9
248,2016-09-05,26.9,31.5,24.9,0.0,4.4,1.2
249,2016-09-06,26.4,29.1,24.2,4.5,1.1,3.0
250,2016-09-07,26.7,30.3,24.5,34.0,7.6,3.2
251,2016-09-08,26.2,28.6,24.4,0.0,8.9,3.9
252,2016-09-09,25.6,30.3,23.4,0.0,11.1,1.9
253,2016-09-10,25.3,29.6,22.4,0.0,8.6,0.9
254,2016-09-11,25.0,26.6,23.7,9.0,0.3,1.2
255,2016-09-12,26.3,29.8,23.9,16.0,4.8,3.0
256,2016-09-13,25.9,30.3,23.3,16.0,1.4,2.3
257,2016-09-14,26.0,31.1,23.6,37.5,5.3,1.4
258,2016-09-15,25.8,29.5,24.2,1.0,4.1,1.1
259,2016-09-16,25.6,29.6,23.5,0.0,4.5,1.2
260,2016-09-17,26.3,29.7,24.5,5.0,6.0,2.2
261,2016-09-18,27.2,31.3,25.5,0.0,8.2,2.1
262,2016-09-19,26.2,28.5,25.4,17.0,1.5,3.7
263,2016-09-20,24.6,26.7,22.6,1.5,6.0,7.1
264,2016-09-21,23.6,26.5,21.7,9.5,1.3,1.2
265,2016-09-22,24.1,27.3,22.1,0.0,4.8,1.8
266,2016-09-23,24.5,29.4,21.5,0.0,5.9,1.0
267,2016-09-24,24.3,27.8,22.5,10.0,2.8,0.7
268,2016-09-25,25.6,29.4,23.6,4.5,4.7,0.9
269,2016-09-26,25.5,28.2,24.2,26.0,3.4,1.5
