,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,3.6,7.0,0.3,0.5,2.2
1,2016-01-02,8.8,10.7,2.2,14.0,6.1
2,2016-01-03,9.6,14.0,4.3,0.0,2.7
3,2016-01-04,6.9,13.6,2.8,0.0,3.3
4,2016-01-05,4.4,5.5,2.9,1.5,2.2
5,2016-01-06,4.1,7.1,0.5,2.5,2.1
6,2016-01-07,3.6,4.7,2.3,1.0,2.9
7,2016-01-08,2.6,4.0,1.4,2.5,1.4
8,2016-01-09,3.0,5.3,1.6,2.0,1.5
9,2016-01-10,4.6,6.6,2.2,4.5,4.6
10,2016-01-11,1.0,3.3,-0.7,4.0,1.9
11,2016-01-12,-0.1,2.5,-1.8,0.0,1.3
12,2016-01-13,1.9,4.8,-1.6,8.5,2.5
13,2016-01-14,1.0,3.5,-0.7,5.0,2.3
14,2016-01-15,0.8,3.5,-0.7,3.5,1.3
15,2016-01-16,1.0,3.4,-0.7,4.0,1.7
16,2016-01-17,2.2,5.0,-1.9,0.0,2.0
17,2016-01-18,3.7,7.5,1.6,30.0,4.1
18,2016-01-19,1.4,6.3,-0.6,26.0,8.0
19,2016-01-20,1.7,4.5,-1.6,18.5,4.6
20,2016-01-21,1.8,3.3,-0.4,0.5,3.3
21,2016-01-22,1.0,2.8,-0.9,0.5,4.1
22,2016-01-23,0.2,1.9,-1.8,0.5,2.9
23,2016-01-24,-1.6,0.4,-2.8,18.0,2.4
24,2016-01-25,0.2,2.3,-3.1,6.5,4.0
25,2016-01-26,3.5,6.0,0.8,3.0,4.1
26,2016-01-27,4.0,6.6,1.4,23.5,4.3
27,2016-01-28,3.9,7.2,1.1,0.0,1.4
28,2016-01-29,1.3,3.5,0.2,7.0,4.0
29,2016-01-30,1.3,3.2,0.3,6.5,2.0
30,2016-01-31,1.3,3.4,-0.7,1.0,1.5
31,2016-02-01,0.6,3.1,-1.0,0.0,2.1
32,2016-02-02,1.1,3.1,-0.8,0.0,3.2
33,2016-02-03,1.1,4.1,-1.5,0.0,1.5
34,2016-02-04,2.2,6.2,-3.9,7.5,2.8
35,2016-02-05,3.6,6.6,0.9,0.0,2.0
36,2016-02-06,0.4,1.9,-0.9,3.0,1.6
37,2016-02-07,-1.0,2.6,-4.5,0.0,1.5
38,2016-02-08,1.1,6.5,-4.5,2.0,1.6
39,2016-02-09,2.0,3.8,0.2,27.5,4.3
40,2016-02-10,1.9,3.7,0.1,1.0,4.7
41,2016-02-11,2.4,7.2,-1.9,0.0,1.5
42,2016-02-12,6.0,14.3,-1.8,0.0,1.9
43,2016-02-13,9.7,13.9,5.4,3.0,2.0
44,2016-02-14,9.7,14.4,5.2,13.5,6.8
45,2016-02-15,-0.2,5.5,-2.2,5.0,2.5
46,2016-02-16,-0.7,2.3,-4.9,11.5,2.3
47,2016-02-17,0.5,2.7,-3.6,6.5,2.7
48,2016-02-18,3.7,7.6,-2.8,0.5,3.5
49,2016-02-19,7.6,11.4,3.0,4.5,5.9
50,2016-02-20,6.8,10.4,4.3,14.0,1.7
51,2016-02-21,5.0,8.9,1.0,6.5,5.6
52,2016-02-22,1.9,5.3,-0.6,0.0,1.6
53,2016-02-23,4.5,9.8,-0.2,7.0,3.6
54,2016-02-24,0.4,3.4,-1.4,1.0,2.8
55,2016-02-25,1.0,3.9,-2.7,2.5,3.2
56,2016-02-26,1.5,4.6,-1.3,1.0,3.9
57,2016-02-27,3.3,7.9,-2.0,6.5,3.0
58,2016-02-28,4.4,8.6,-2.2,0.0,1.9
59,2016-02-29,4.6,10.4,0.4,15.5,4.7
60,2016-03-01,-0.5,1.1,-1.9,9.5,5.0
61,2016-03-02,2.2,5.5,-2.0,3.0,3.0
62,2016-03-03,5.9,10.1,0.0,11.5,5.1
63,2016-03-04,3.8,8.9,-1.3,0.0,1.9
64,2016-03-05,7.1,11.9,-0.2,0.0,2.8
65,2016-03-06,12.0,20.4,3.9,0.0,2.5
66,2016-03-07,9.1,15.3,6.3,6.5,3.1
67,2016-03-08,8.6,13.3,4.5,0.5,3.6
68,2016-03-09,4.1,5.4,2.7,0.0,1.9
69,2016-03-10,2.4,5.5,-1.2,0.0,1.5
70,2016-03-11,1.1,5.3,-1.8,0.5,1.7
71,2016-03-12,1.6,5.4,-2.8,0.0,1.7
72,2016-03-13,3.6,9.5,-2.8,0.5,1.7
73,2016-03-14,4.5,7.2,1.2,2.5,1.4
74,2016-03-15,4.5,8.3,1.0,0.0,3.0
75,2016-03-16,6.4,11.4,-0.2,0.0,3.8
76,2016-03-17,9.4,15.8,3.2,0.0,3.1
77,2016-03-18,11.4,20.1,2.5,1.5,2.7
78,2016-03-19,9.9,14.2,5.6,19.5,2.1
79,2016-03-20,5.7,8.7,2.7,0.0,1.4
80,2016-03-21,4.0,9.1,-0.5,0.0,2.3
81,2016-03-22,8.4,11.6,0.5,0.5,5.2
82,2016-03-23,6.3,10.4,1.1,0.0,2.5
83,2016-03-24,4.0,8.7,0.2,0.0,2.2
84,2016-03-25,2.9,8.1,-0.5,2.0,2.4
85,2016-03-26,4.0,10.6,-0.4,1.0,2.0
86,2016-03-27,4.6,10.7,-2.3,0.0,1.8
87,2016-03-28,6.1,11.4,0.1,0.0,2.1
