,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,0.4,4.6,-5.0,0.5,1.9
1,2016-01-02,3.3,7.7,-2.0,3.0,1.3
2,2016-01-03,5.8,10.4,3.1,3.0,2.3
3,2016-01-04,5.5,11.9,2.2,0.0,3.0
4,2016-01-05,1.7,3.5,-0.5,0.5,3.0
5,2016-01-06,1.6,5.0,-1.5,0.0,2.4
6,2016-01-07,1.0,3.2,-2.9,0.0,2.9
7,2016-01-08,1.1,4.3,-3.6,0.0,1.8
8,2016-01-09,0.8,3.0,-2.7,0.0,2.1
9,2016-01-10,1.0,4.4,-0.9,2.5,2.2
10,2016-01-11,-0.8,1.7,-3.1,0.0,2.3
11,2016-01-12,-1.4,0.9,-4.4,0.0,1.7
12,2016-01-13,0.0,4.4,-5.4,0.0,1.5
13,2016-01-14,-0.2,2.3,-3.3,0.5,4.3
14,2016-01-15,-2.0,1.7,-5.1,0.0,1.7
15,2016-01-16,-1.9,0.9,-3.9,0.0,2.7
16,2016-01-17,-0.8,2.8,-6.0,0.0,1.3
17,2016-01-18,0.1,3.8,-1.6,17.0,3.0
18,2016-01-19,-0.1,2.4,-1.9,18.0,3.9
19,2016-01-20,-1.4,1.7,-8.8,4.5,1.7
20,2016-01-21,-0.4,2.5,-5.3,0.5,2.2
21,2016-01-22,-2.0,2.4,-7.6,2.5,1.9
22,2016-01-23,-2.4,0.8,-9.7,0.0,1.9
23,2016-01-24,-2.2,0.0,-4.7,0.5,2.8
24,2016-01-25,-3.0,-1.4,-6.7,4.0,2.2
25,2016-01-26,-0.1,3.9,-4.3,0.0,0.9
26,2016-01-27,1.7,3.1,0.0,2.5,1.0
27,2016-01-28,1.4,4.5,-1.6,0.0,2.6
28,2016-01-29,-0.4,1.1,-2.2,1.5,2.7
29,2016-01-30,-1.4,0.8,-2.6,3.5,1.5
30,2016-01-31,-0.4,3.3,-3.1,0.0,1.8
31,2016-02-01,-1.1,1.1,-3.1,0.0,1.9
32,2016-02-02,-1.0,2.2,-5.2,0.0,2.0
33,2016-02-03,-0.9,1.6,-4.1,0.0,2.4
34,2016-02-04,-0.1,4.9,-6.4,3.5,1.2
35,2016-02-05,0.8,3.9,-3.0,0.0,1.4
36,2016-02-06,-0.3,1.9,-2.1,0.0,2.7
37,2016-02-07,-3.0,0.0,-6.9,0.0,2.6
38,2016-02-08,-2.4,4.6,-9.7,0.0,1.2
39,2016-02-09,-0.7,3.8,-6.0,3.5,1.4
