Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,deepest_snowfall,total_snowfall
0,2016-01-01,1.4,9.0,-2.7,0.0,0,0
1,2016-01-02,3.5,12.4,-1.5,0.0,0,0
2,2016-01-03,4.6,14.6,-0.9,0.0,0,0
3,2016-01-04,4.8,12.9,-0.3,0.0,0,0
4,2016-01-05,2.7,7.7,-1.5,0.5,0,0
5,2016-01-06,3.5,9.3,-0.1,0.0,0,0
6,2016-01-07,3.9,6.4,1.7,0.5,0,0
7,2016-01-08,1.6,3.6,-0.4,1.5,0,0
8,2016-01-09,1.5,4.9,-1.4,0.5,0,0
9,2016-01-10,2.3,7.2,0.0,0.0,0,0
10,2016-01-11,2.9,8.3,-1.6,0.0,0,0
11,2016-01-12,2.6,5.4,0.1,0.0,0,0
12,2016-01-13,0.4,3.5,-2.0,0.5,0,0
13,2016-01-14,0.1,2.4,-2.2,8.5,6,11
14,2016-01-15,0.1,3.5,-1.8,2.0,6,6
15,2016-01-16,-0.2,6.9,-5.4,0.0,1,1
16,2016-01-17,0.2,3.7,-2.7,17.0,4,4
17,2016-01-18,1.9,5.6,-2.8,23.5,4,7
18,2016-01-19,-3.3,-1.4,-4.4,7.5,17,19
19,2016-01-20,-0.5,2.2,-4.7,6.5,23,10
20,2016-01-21,-0.1,3.3,-3.1,1.5,15,3
21,2016-01-22,0.7,4.2,-1.8,1.0,11,3
22,2016-01-23,-1.4,1.7,-4.7,7.5,33,29
23,2016-01-24,-7.3,-4.3,-9.1,52.5,80,52
24,2016-01-25,-3.4,0.0,-6.8,7.0,78,5
25,2016-01-26,-1.4,1.0,-4.4,0.0,57,0
26,2016-01-27,0.4,5.0,-2.3,0.0,48,0
27,2016-01-28,0.1,3.1,-4.2,9.0,37,1
28,2016-01-29,1.4,2.9,0.5,26.0,28,6
29,2016-01-30,3.2,7.1,-0.9,0.5,24,1
30,2016-01-31,1.7,6.2,-2.4,0.0,20,1
31,2016-02-01,2.0,5.7,-0.1,4.5,18,0
32,2016-02-02,1.0,6.4,-3.1,0.0,16,2
33,2016-02-03,0.2,5.9,-4.5,0.0,15,3
34,2016-02-04,0.6,6.3,-4.7,0.0,13,0
35,2016-02-05,0.3,7.1,-3.8,0.0,11,1
36,2016-02-06,-0.2,2.6,-3.7,1.5,13,9
37,2016-02-07,-0.9,3.1,-5.9,0.0,13,0
38,2016-02-08,0.3,6.2,-6.5,0.0,10,2
39,2016-02-09,2.1,5.9,-3.8,0.5,9,4
40,2016-02-10,0.6,7.7,-4.1,0.0,6,2
41,2016-02-11,1.3,12.8,-6.3,0.0,3,2
42,2016-02-12,4.2,12.0,-3.0,2.0,0,0
43,2016-02-13,6.4,11.5,3.9,38.5,0,0
44,2016-02-14,7.8,13.0,3.0,4.0,0,0
