,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
0,2016-01-01,6.5,11.2,1.5,0.0,2.3
1,2016-01-02,7.5,13.4,1.0,0.0,1.6
2,2016-01-03,10.2,16.0,5.4,0.0,1.2
3,2016-01-04,10.2,15.7,3.8,0.0,2.0
4,2016-01-05,9.2,12.3,5.4,0.0,2.0
5,2016-01-06,9.4,12.7,6.2,0.0,1.6
6,2016-01-07,8.0,12.2,3.7,0.0,2.0
7,2016-01-08,7.1,9.4,2.5,0.0,3.4
8,2016-01-09,6.3,10.5,1.1,0.0,2.9
9,2016-01-10,6.6,11.1,1.3,0.0,3.1
10,2016-01-11,6.6,11.6,1.7,0.0,2.2
11,2016-01-12,6.4,9.7,1.3,0.0,2.2
12,2016-01-13,4.6,8.8,-0.8,0.5,2.2
13,2016-01-14,5.1,9.4,-0.6,0.0,4.2
14,2016-01-15,5.4,9.4,1.0,0.0,2.7
15,2016-01-16,4.5,10.9,-1.1,0.0,1.6
16,2016-01-17,5.8,10.2,-0.6,1.0,2.4
17,2016-01-18,8.8,11.6,2.6,7.5,6.7
18,2016-01-19,2.7,5.2,0.8,0.0,8.9
19,2016-01-20,4.2,8.2,0.9,0.0,6.8
20,2016-01-21,4.3,8.2,-0.1,0.0,1.5
21,2016-01-22,4.8,9.1,2.7,0.0,2.8
22,2016-01-23,3.9,6.9,0.3,0.0,2.1
23,2016-01-24,-0.4,3.3,-2.7,0.0,6.7
24,2016-01-25,1.4,5.3,-2.3,0.5,4.6
25,2016-01-26,4.4,8.2,-1.1,0.0,2.9
26,2016-01-27,7.1,10.7,3.7,0.0,3.5
27,2016-01-28,7.7,12.4,0.8,0.0,1.4
28,2016-01-29,8.1,9.0,7.2,53.0,1.4
29,2016-01-30,7.9,9.9,6.2,8.0,2.8
30,2016-01-31,7.4,11.2,4.3,0.0,2.0
31,2016-02-01,6.5,9.4,3.6,0.0,2.2
32,2016-02-02,5.6,9.6,2.3,0.0,1.9
33,2016-02-03,3.7,8.9,-0.5,0.0,1.9
34,2016-02-04,4.5,9.9,-1.1,0.0,2.3
35,2016-02-05,5.7,10.6,0.9,0.0,1.8
36,2016-02-06,5.7,9.5,1.4,0.0,2.7
37,2016-02-07,4.3,8.3,0.2,0.0,3.1
38,2016-02-08,4.6,10.6,-3.3,0.0,2.2
39,2016-02-09,7.2,11.2,4.5,0.5,5.6
40,2016-02-10,5.2,9.1,1.0,0.0,3.1
41,2016-02-11,5.6,13.0,-1.8,0.0,1.1
42,2016-02-12,10.2,16.9,1.4,0.0,1.2
43,2016-02-13,14.2,19.0,10.2,37.5,1.3
44,2016-02-14,14.9,19.4,10.2,9.0,5.2
45,2016-02-15,6.8,10.3,3.7,0.0,5.8
46,2016-02-16,4.6,8.1,1.8,0.5,5.6
47,2016-02-17,5.5,9.2,1.6,1.5,4.3
48,2016-02-18,5.2,11.2,-1.0,0.0,1.5
49,2016-02-19,9.2,14.2,2.5,0.0,2.3
50,2016-02-20,9.0,11.2,7.5,15.5,2.5
51,2016-02-21,7.6,10.9,3.3,0.5,4.4
52,2016-02-22,5.5,8.9,0.7,0.0,1.3
53,2016-02-23,7.5,10.2,4.8,0.0,2.2
54,2016-02-24,5.3,7.9,1.9,0.0,4.0
